@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC

@DATA
Qq2k3k3v100v100m400s1,1,6.09,42,1.4825,200,100
Qq2k3k3v100v100m400s2,1,6.05,48,1.505,200,100
Qq2k3k3v100v100m400s3,1,6.085,49,1.4925,200,100
Qq2k3k3v100v100m400s4,1,5.825,53,1.4975,200,100
Qq2k3k3v100v100m400s5,1,5.905,46,1.4825,200,100
Qq2k3k3v100v100m400s6,1,6.11,45,1.555,200,100
Qq2k3k3v100v100m400s7,1,5.99,47,1.4825,200,100
Qq2k3k3v100v100m400s8,1,5.95,39,1.515,200,100
Qq2k3k3v100v100m400s9,1,5.96,46,1.5075,200,100
Qq2k3k3v100v100m600s10,1,9.01,68,1.505,200,100
Qq2k3k3v100v100m600s1,1,8.98,68,1.478333,200,100
Qq2k3k3v100v100m600s2,1,8.835,79,1.468333,200,100
Qq2k3k3v100v100m600s3,1,9.065,69,1.515,200,100
Qq2k3k3v100v100m600s4,1,8.885,74,1.51,200,100
Qq2k3k3v100v100m600s5,1,8.98,63,1.51,200,100
Qq2k3k3v100v100m600s6,1,9.135,65,1.553333,200,100
Qq2k3k3v100v100m600s7,1,8.965,73,1.485,200,100
Qq2k3k3v100v100m600s8,1,9.095,51,1.535,200,100
Qq2k3k3v100v100m600s9,1,8.995,64,1.503333,200,100
Qq2k3k3v100v100m800s10,1,12.055,88,1.51875,200,100
Qq2k3k3v100v100m800s1,1,11.985,85,1.47125,200,100
Qq2k3k3v100v100m800s2,1,11.77,103,1.45875,200,100
Qq2k3k3v100v100m800s3,1,12.215,91,1.5075,200,100
Qq2k3k3v100v100m800s4,1,11.925,103,1.505,200,100
Qq2k3k3v100v100m800s5,1,11.905,86,1.48875,200,100
Qq2k3k3v100v100m800s6,1,12.175,84,1.54,200,100
Qq2k3k3v100v100m800s7,1,11.89,99,1.47625,200,100
Qq2k3k3v100v100m800s8,1,12.105,76,1.51875,200,100
Qq2k3k3v100v100m800s9,1,11.89,88,1.4725,200,100
Qq2k3k3v20v20m120s10,1,8.525,16,1.475,40,20
Qq2k3k3v20v20m120s1,1,9.4,9,1.508333,40,20
Qq2k3k3v20v20m120s2,1,8.95,14,1.475,40,20
Qq2k3k3v20v20m120s3,1,9.175,14,1.516667,40,20
Qq2k3k3v20v20m120s4,1,8.475,15,1.383333,40,20
Qq2k3k3v20v20m120s5,1,8.6,12,1.408333,40,20
Qq2k3k3v20v20m120s6,1,8.8,15,1.458333,40,20
Qq2k3k3v20v20m120s7,1,8.9,11,1.416667,40,20
Qq2k3k3v20v20m120s8,1,9.025,15,1.575,40,20
Qq2k3k3v20v20m120s9,1,8.9,12,1.508333,40,20
Qq2k3k3v20v20m160s10,1,11.525,20,1.4625,40,20
Qq2k3k3v20v20m160s1,1,12.675,11,1.51875,40,20
Qq2k3k3v20v20m160s2,1,11.875,22,1.45,40,20
Qq2k3k3v20v20m160s3,1,12.025,20,1.50625,40,20
Qq2k3k3v20v20m160s4,1,11.425,20,1.4375,40,20
Qq2k3k3v20v20m160s5,1,11.45,17,1.45,40,20
Qq2k3k3v20v20m160s6,1,11.65,23,1.44375,40,20
Qq2k3k3v20v20m160s7,1,12.075,13,1.475,40,20
Qq2k3k3v20v20m160s8,1,11.775,20,1.5625,40,20
Qq2k3k3v20v20m160s9,1,11.875,19,1.4875,40,20
Qq2k3k3v20v20m200s10,1,14.525,25,1.475,40,20
Qq2k3k3v20v20m200s1,1,15.45,18,1.51,40,20
Qq2k3k3v20v20m200s2,1,14.8,27,1.44,40,20
Qq2k3k3v20v20m200s3,1,14.925,28,1.475,40,20
Qq2k3k3v20v20m200s4,1,14.625,23,1.51,40,20
Qq2k3k3v20v20m200s5,1,14.6,21,1.465,40,20
Qq2k3k3v20v20m200s6,1,14.65,27,1.48,40,20
Qq2k3k3v20v20m200s7,1,15.075,19,1.48,40,20
Qq2k3k3v20v20m200s8,1,14.675,24,1.54,40,20
Qq2k3k3v20v20m200s9,1,14.875,25,1.495,40,20
Qq2k3k3v20v20m240s10,1,17.5,27,1.479167,40,20
Qq2k3k3v20v20m240s1,1,18.625,22,1.520833,40,20
Qq2k3k3v20v20m240s2,1,17.95,31,1.475,40,20
Qq2k3k3v20v20m240s3,1,18.175,33,1.483333,40,20
Qq2k3k3v20v20m240s4,1,17.475,28,1.516667,40,20
Qq2k3k3v20v20m240s5,1,17.575,28,1.466667,40,20
Qq2k3k3v20v20m240s6,1,17.875,29,1.516667,40,20
Qq2k3k3v20v20m240s7,1,18.4,24,1.516667,40,20
Qq2k3k3v20v20m240s8,1,17.575,27,1.516667,40,20
Qq2k3k3v20v20m240s9,1,17.875,31,1.5,40,20
Qq2k3k3v20v20m280s10,1,20.425,32,1.485714,40,20
Qq2k3k3v20v20m280s1,1,21.6,30,1.496429,40,20
Qq2k3k3v20v20m280s2,1,21.275,33,1.517857,40,20
Qq2k3k3v20v20m280s3,1,21.15,36,1.467857,40,20
Qq2k3k3v20v20m280s4,1,20.8,29,1.535714,40,20
Qq2k3k3v20v20m280s5,1,20.6,31,1.446429,40,20
Qq2k3k3v20v20m280s6,1,21.225,32,1.510714,40,20
Qq2k3k3v20v20m280s7,1,21.25,28,1.496429,40,20
Qq2k3k3v20v20m280s8,1,20.925,27,1.532143,40,20
Qq2k3k3v20v20m280s9,1,20.9,35,1.496429,40,20
Qq2k3k3v20v20m320s10,1,23.8,34,1.49375,40,20
Qq2k3k3v20v20m320s1,1,24.425,34,1.478125,40,20
Qq2k3k3v20v20m320s2,1,24.2,36,1.4875,40,20
Qq2k3k3v20v20m320s3,1,24.425,40,1.48125,40,20
Qq2k3k3v20v20m320s4,1,23.35,38,1.50625,40,20
Qq2k3k3v20v20m320s5,1,23.6,37,1.478125,40,20
Qq2k3k3v20v20m320s6,1,24.125,37,1.515625,40,20
Qq2k3k3v20v20m320s7,1,24.425,33,1.50625,40,20
Qq2k3k3v20v20m320s8,1,24.075,31,1.540625,40,20
Qq2k3k3v20v20m320s9,1,23.8,38,1.475,40,20
Qq2k3k3v20v20m360s10,1,26.925,40,1.491667,40,20
Qq2k3k3v20v20m360s1,1,27.175,37,1.463889,40,20
Qq2k3k3v20v20m360s2,1,27.3,42,1.513889,40,20
Qq2k3k3v20v20m360s3,1,27.35,45,1.486111,40,20
Qq2k3k3v20v20m360s4,1,26.175,45,1.5,40,20
Qq2k3k3v20v20m360s5,1,26.7,42,1.480556,40,20
Qq2k3k3v20v20m360s6,1,27.4,40,1.536111,40,20
Qq2k3k3v20v20m360s7,1,27.2,40,1.491667,40,20
Qq2k3k3v20v20m360s8,1,27.025,35,1.530556,40,20
Qq2k3k3v20v20m360s9,1,26.8,41,1.502778,40,20
Qq2k3k3v20v20m400s10,1,29.875,45,1.5,40,20
Qq2k3k3v20v20m400s1,1,30.45,42,1.4825,40,20
Qq2k3k3v20v20m400s2,1,30.25,48,1.505,40,20
Qq2k3k3v20v20m400s3,1,30.425,49,1.4925,40,20
Qq2k3k3v20v20m400s4,1,29.125,53,1.4975,40,20
Qq2k3k3v20v20m400s5,1,29.525,46,1.4825,40,20
Qq2k3k3v20v20m400s6,1,30.55,45,1.555,40,20
Qq2k3k3v20v20m400s7,1,29.95,47,1.4825,40,20
Qq2k3k3v20v20m400s8,1,29.75,39,1.515,40,20
Qq2k3k3v20v20m400s9,1,29.8,46,1.5075,40,20
Qq2k3k3v20v20m80s10,1,5.475,12,1.3875,40,20
Qq2k3k3v20v20m80s1,1,6.175,8,1.475,40,20
Qq2k3k3v20v20m80s2,1,6,9,1.475,40,20
Qq2k3k3v20v20m80s3,1,5.975,12,1.5125,40,20
Qq2k3k3v20v20m80s4,1,5.55,9,1.3625,40,20
Qq2k3k3v20v20m80s5,1,5.75,7,1.4125,40,20
Qq2k3k3v20v20m80s6,1,5.7,11,1.45,40,20
Qq2k3k3v20v20m80s7,1,6.025,7,1.4875,40,20
Qq2k3k3v20v20m80s8,1,6.175,11,1.675,40,20
Qq2k3k3v20v20m80s9,1,6.1,8,1.575,40,20
Qq2k3k3v50v50m1000s10,1,30.17,101,1.511,100,50
Qq2k3k3v50v50m1000s1,1,30.07,106,1.48,100,50
Qq2k3k3v50v50m1000s2,1,29.85,120,1.487,100,50
Qq2k3k3v50v50m1000s3,1,30.2,121,1.488,100,50
Qq2k3k3v50v50m1000s4,1,29.69,127,1.507,100,50
Qq2k3k3v50v50m1000s5,1,29.68,117,1.482,100,50
Qq2k3k3v50v50m1000s6,1,30.46,109,1.54,100,50
Qq2k3k3v50v50m1000s7,1,29.72,126,1.474,100,50
Qq2k3k3v50v50m1000s8,1,30.46,91,1.527,100,50
Qq2k3k3v50v50m1000s9,1,29.7,110,1.467,100,50
Qq2k3k3v50v50m200s10,1,5.81,25,1.475,100,50
Qq2k3k3v50v50m200s1,1,6.18,18,1.51,100,50
Qq2k3k3v50v50m200s2,1,5.92,27,1.44,100,50
Qq2k3k3v50v50m200s3,1,5.97,28,1.475,100,50
Qq2k3k3v50v50m200s4,1,5.85,23,1.51,100,50
Qq2k3k3v50v50m200s5,1,5.84,21,1.465,100,50
Qq2k3k3v50v50m200s6,1,5.86,27,1.48,100,50
Qq2k3k3v50v50m200s7,1,6.03,19,1.48,100,50
Qq2k3k3v50v50m200s8,1,5.87,24,1.54,100,50
Qq2k3k3v50v50m200s9,1,5.95,25,1.495,100,50
Qq2k3k3v50v50m300s10,1,8.84,33,1.48,100,50
Qq2k3k3v50v50m300s1,1,9.2,31,1.486667,100,50
Qq2k3k3v50v50m300s2,1,9.09,36,1.516667,100,50
Qq2k3k3v50v50m300s3,1,9.07,39,1.47,100,50
Qq2k3k3v50v50m300s4,1,8.86,32,1.523333,100,50
Qq2k3k3v50v50m300s5,1,8.87,34,1.46,100,50
Qq2k3k3v50v50m300s6,1,9.04,35,1.496667,100,50
Qq2k3k3v50v50m300s7,1,9.14,31,1.49,100,50
Qq2k3k3v50v50m300s8,1,8.98,29,1.53,100,50
Qq2k3k3v50v50m300s9,1,9,35,1.493333,100,50
Qq2k3k3v50v50m400s10,1,11.95,45,1.5,100,50
Qq2k3k3v50v50m400s1,1,12.18,42,1.4825,100,50
Qq2k3k3v50v50m400s2,1,12.1,48,1.505,100,50
Qq2k3k3v50v50m400s3,1,12.17,49,1.4925,100,50
Qq2k3k3v50v50m400s4,1,11.65,53,1.4975,100,50
Qq2k3k3v50v50m400s5,1,11.81,46,1.4825,100,50
Qq2k3k3v50v50m400s6,1,12.22,45,1.555,100,50
Qq2k3k3v50v50m400s7,1,11.98,47,1.4825,100,50
Qq2k3k3v50v50m400s8,1,11.9,39,1.515,100,50
Qq2k3k3v50v50m400s9,1,11.92,46,1.5075,100,50
Qq2k3k3v50v50m500s10,1,14.96,58,1.498,100,50
Qq2k3k3v50v50m500s1,1,15.04,53,1.476,100,50
Qq2k3k3v50v50m500s2,1,14.9,61,1.484,100,50
Qq2k3k3v50v50m500s3,1,15.15,61,1.514,100,50
Qq2k3k3v50v50m500s4,1,14.73,64,1.504,100,50
Qq2k3k3v50v50m500s5,1,14.77,54,1.496,100,50
Qq2k3k3v50v50m500s6,1,15.22,56,1.552,100,50
Qq2k3k3v50v50m500s7,1,15,60,1.494,100,50
Qq2k3k3v50v50m500s8,1,14.97,47,1.53,100,50
Qq2k3k3v50v50m500s9,1,14.87,55,1.5,100,50
Qq2k3k3v50v50m600s10,1,18.02,68,1.505,100,50
Qq2k3k3v50v50m600s1,1,17.96,68,1.478333,100,50
Qq2k3k3v50v50m600s2,1,17.67,79,1.468333,100,50
Qq2k3k3v50v50m600s3,1,18.13,69,1.515,100,50
Qq2k3k3v50v50m600s4,1,17.77,74,1.51,100,50
Qq2k3k3v50v50m600s5,1,17.96,63,1.51,100,50
Qq2k3k3v50v50m600s6,1,18.27,65,1.553333,100,50
Qq2k3k3v50v50m600s7,1,17.93,73,1.485,100,50
Qq2k3k3v50v50m600s8,1,18.19,51,1.535,100,50
Qq2k3k3v50v50m600s9,1,17.99,64,1.503333,100,50
Qq2k3k3v50v50m700s10,1,20.98,79,1.508571,100,50
Qq2k3k3v50v50m700s1,1,21.1,73,1.494286,100,50
Qq2k3k3v50v50m700s2,1,20.52,94,1.448571,100,50
Qq2k3k3v50v50m700s3,1,21.27,79,1.517143,100,50
Qq2k3k3v50v50m700s4,1,20.72,87,1.501429,100,50
Qq2k3k3v50v50m700s5,1,20.96,77,1.502857,100,50
Qq2k3k3v50v50m700s6,1,21.2,77,1.544286,100,50
Qq2k3k3v50v50m700s7,1,20.84,88,1.477143,100,50
Qq2k3k3v50v50m700s8,1,21.23,65,1.524286,100,50
Qq2k3k3v50v50m700s9,1,20.9,76,1.477143,100,50
Qq2k3k3v50v50m800s10,1,24.11,88,1.51875,100,50
Qq2k3k3v50v50m800s1,1,23.97,85,1.47125,100,50
Qq2k3k3v50v50m800s2,1,23.54,103,1.45875,100,50
Qq2k3k3v50v50m800s3,1,24.43,91,1.5075,100,50
Qq2k3k3v50v50m800s4,1,23.85,103,1.505,100,50
Qq2k3k3v50v50m800s5,1,23.81,86,1.48875,100,50
Qq2k3k3v50v50m800s6,1,24.35,84,1.54,100,50
Qq2k3k3v50v50m800s7,1,23.78,99,1.47625,100,50
Qq2k3k3v50v50m800s8,1,24.21,76,1.51875,100,50
Qq2k3k3v50v50m800s9,1,23.78,88,1.4725,100,50
Qq2k3k3v50v50m900s10,1,27.19,94,1.516667,100,50
Qq2k3k3v50v50m900s1,1,27.06,94,1.486667,100,50
Qq2k3k3v50v50m900s2,1,26.62,110,1.468889,100,50
Qq2k3k3v50v50m900s3,1,27.28,104,1.498889,100,50
Qq2k3k3v50v50m900s4,1,26.97,110,1.521111,100,50
Qq2k3k3v50v50m900s5,1,26.7,103,1.48,100,50
Qq2k3k3v50v50m900s6,1,27.46,100,1.547778,100,50
Qq2k3k3v50v50m900s7,1,26.82,112,1.481111,100,50
Qq2k3k3v50v50m900s8,1,27.29,82,1.517778,100,50
Qq2k3k3v50v50m900s9,1,26.78,97,1.474444,100,50
qshifter_3,1,16.842105,16,2,19,8
qshifter_4,1,42.666667,32,2.5,36,16
qshifter_5,1,103.884058,64,3,69,32
qshifter_6,1,244.537313,128,3.5,134,64
qshifter_7,1,560.669202,256,4,263,128
qshifter_8,1,1260.307692,512,4.5,520,256
rankfunc10_unsigned_64,1,3.128103,3332,0.158612,2256,2000
rankfunc11_signed_32,1,3.338753,2716,0.16148,1845,1653
rankfunc12_unsigned_16,1,3.332432,1079,0.13545,740,676
rankfunc14_signed_64,1,3.247052,4687,0.125521,3222,2966
rankfunc15_unsigned_32,1,3.392233,6189,0.161919,4120,3672
rankfunc16_signed_64,1,3.266512,13789,0.149321,9463,8567
rankfunc17_unsigned_16,1,3.243797,2398,0.186725,1612,1420
rankfunc18_signed_64,1,3.345284,12546,0.207727,8619,7467
rankfunc19_unsigned_16,1,3.444591,3850,0.148148,2274,2050
rankfunc1_signed_32,1,3.394836,4394,0.169178,2905,2585
rankfunc20_unsigned_32,1,3.300619,3506,0.164766,2099,1843
rankfunc21_signed_16,1,3.454693,3669,0.157369,2472,2216
rankfunc22_unsigned_32,1,3.421053,2555,0.170137,1710,1518
rankfunc23_signed_64,1,3.41919,5491,0.157619,3533,3149
rankfunc24_unsigned_64,1,3.530843,5816,0.157862,3534,3150
rankfunc25_signed_64,1,3.265693,4996,0.124741,3218,2962
rankfunc26_unsigned_32,1,3.515982,5619,0.133961,3504,3184
rankfunc27_signed_64,1,3.534944,4033,0.161412,2318,2062
rankfunc28_unsigned_16,1,3.269982,1491,0.183513,1126,998
rankfunc29_signed_16,1,3.199,1536,0.102564,1000,936
rankfunc2_unsigned_64,1,3.380934,4473,0.148298,2570,2314
rankfunc30_signed_64,1,3.220201,14016,0.1321,9841,8945
rankfunc31_unsigned_16,1,3.307646,2725,0.118711,1674,1546
rankfunc32_signed_64,1,3.525497,11495,0.102588,6491,5979
rankfunc33_unsigned_32,1,3.501717,3312,0.093125,2039,1911
rankfunc34_signed_32,1,3.43079,2509,0.112989,1481,1353
rankfunc35_unsigned_32,1,3.726002,4941,0.136188,2646,2390
rankfunc36_signed_64,1,3.501339,3332,0.150458,1867,1739
rankfunc37_unsigned_32,1,3.064615,513,0.397516,325,261
rankfunc38_signed_32,1,3.082569,517,0.398524,327,263
rankfunc39_unsigned_64,1,3.299965,8569,0.17447,5724,5084
rankfunc3_signed_64,1,3.452515,20221,0.104554,12983,12087
rankfunc40_unsigned_64,1,3.422754,4090,0.150943,2505,2249
rankfunc41_signed_32,1,3.28343,5067,0.142028,3440,3120
rankfunc42_unsigned_16,1,3.292772,2782,0.155907,1923,1731
rankfunc43_signed_64,1,3.032837,8533,0.131076,6182,5670
rankfunc44_unsigned_32,1,2.996273,2343,0.176674,1878,1686
rankfunc45_signed_16,1,3.645302,2326,0.09974,1373,1277
rankfunc46_unsigned_32,1,3.342238,4296,0.172805,2770,2450
rankfunc47_signed_64,1,3.537599,6901,0.095212,3923,3667
rankfunc48_unsigned_16,1,3.484438,2441,0.158967,1478,1318
rankfunc49_signed_32,1,3.461683,2609,0.180282,1592,1400
rankfunc4_unsigned_16,1,3.104693,420,0.329897,277,245
rankfunc50_signed_64,1,3.598198,6685,0.096759,3773,3517
rankfunc51_signed_32,1,3.390349,3447,0.138829,2093,1901
rankfunc52_unsigned_32,1,3.479389,3060,0.14466,1965,1773
rankfunc53_signed_16,1,3.159453,1179,0.17819,878,782
rankfunc54_signed_32,1,3.297896,4312,0.145827,2662,2406
rankfunc55_unsigned_32,1,3.385874,1849,0.165002,1161,1033
rankfunc56_signed_16,1,3.275641,675,0.215126,468,404
rankfunc57_unsigned_64,1,3.494334,5745,0.159089,3530,3146
rankfunc58_signed_32,1,3.399904,3094,0.188721,2078,1822
rankfunc59_unsigned_16,1,3.367613,1900,0.188902,1303,1143
rankfunc5_signed_64,1,3.394097,4093,0.155269,2507,2251
rankfunc60_unsigned_32,1,3.184414,1921,0.215225,1296,1104
rankfunc61_signed_32,1,3.66205,3585,0.125778,2166,1974
rankfunc6_unsigned_16,1,3.699856,1287,0.130214,693,629
rankfunc7_signed_16,1,3.526596,1768,0.168754,1128,1000
rankfunc8_unsigned_32,1,3.417013,3063,0.18156,2163,1907
rankfunc9_signed_64,1,3.194965,2757,0.167027,1867,1739
ring_r4_ser--opt-11_-shuffled,1,60.847185,1266,3.654228,373,182
ring_r6_ser---16_-shuffled,1,769.953064,2704,6.80109,767,377
ring_r6_ser--opt-17_-shuffled,1,726.651907,2872,6.785086,813,400
ring_r7_ser---19_-shuffled,1,2326.498081,3745,7.05138,1042,514
robots_1_5_2_100.2,1,9.60499,1461,0.472222,1924,1914
robots_1_5_2_100.4,1,9.707587,1563,0.512949,3796,3776
robots_1_5_2_100.8,1,9.759947,1767,0.536066,7540,7500
robots_1_5_2_10.2,1,9.60499,1461,0.472222,1924,1914
robots_1_5_2_14.2,1,9.60499,1461,0.472222,1924,1914
robots_1_5_2_21.4,1,9.707587,1563,0.512949,3796,3776
robots_1_5_2_2.4,1,9.707587,1563,0.512949,3796,3776
robots_1_5_2_28.2,1,9.60499,1461,0.472222,1924,1914
robots_1_5_2_31.2,1,9.60499,1461,0.472222,1924,1914
robots_1_5_2_32.8,1,9.759947,1767,0.536066,7540,7500
robots_1_5_2_33.2,1,9.60499,1461,0.472222,1924,1914
robots_1_5_2_3.4,1,9.707587,1563,0.512949,3796,3776
robots_1_5_2_39.4,1,9.707587,1563,0.512949,3796,3776
robots_1_5_2_40.8,1,9.759947,1767,0.536066,7540,7500
robots_1_5_2_45.4,1,9.707587,1563,0.512949,3796,3776
robots_1_5_2_47.2,1,9.60499,1461,0.472222,1924,1914
robots_1_5_2_49.2,1,9.60499,1461,0.472222,1924,1914
robots_1_5_2_54.8,1,9.759947,1767,0.536066,7540,7500
robots_1_5_2_61.8,1,9.759947,1767,0.536066,7540,7500
robots_1_5_2_67.8,1,9.759947,1767,0.536066,7540,7500
robots_1_5_2_75.8,1,9.759947,1767,0.536066,7540,7500
robots_1_5_2_80.4,1,9.707587,1563,0.512949,3796,3776
robots_1_5_2_81.2,1,9.60499,1461,0.472222,1924,1914
robots_1_5_2_82.4,1,9.707587,1563,0.512949,3796,3776
robots_1_5_2_82.8,1,9.759947,1767,0.536066,7540,7500
robots_1_5_2_85.2,1,9.60499,1461,0.472222,1924,1914
robots_1_5_2_85.4,1,9.707587,1563,0.512949,3796,3776
robots_1_5_2_91.8,1,9.759947,1767,0.536066,7540,7500
robots_1_5_2_9.8,1,9.759947,1767,0.536066,7540,7500
robots_1_5_2_99.4,1,9.707587,1563,0.512949,3796,3776
robots_1_5_3_100.2,1,9.605509,1462,0.472168,1924,1914
robots_1_5_3_100.4,1,9.70785,1564,0.512917,3796,3776
robots_1_5_3_100.8,1,9.76008,1768,0.536049,7540,7500
robots_1_5_3_16.4,1,9.70785,1564,0.512917,3796,3776
robots_1_5_3_16.8,1,9.76008,1768,0.536049,7540,7500
robots_1_5_3_20.4,1,9.70785,1564,0.512917,3796,3776
robots_1_5_3_24.4,1,9.70785,1564,0.512917,3796,3776
robots_1_5_3_2.4,1,9.70785,1564,0.512917,3796,3776
robots_1_5_3_25.2,1,9.605509,1462,0.472168,1924,1914
robots_1_5_3_26.2,1,9.605509,1462,0.472168,1924,1914
robots_1_5_3_27.8,1,9.76008,1768,0.536049,7540,7500
robots_1_5_3_30.2,1,9.605509,1462,0.472168,1924,1914
robots_1_5_3_39.8,1,9.76008,1768,0.536049,7540,7500
robots_1_5_3_44.4,1,9.70785,1564,0.512917,3796,3776
robots_1_5_3_44.8,1,9.76008,1768,0.536049,7540,7500
robots_1_5_3_51.2,1,9.605509,1462,0.472168,1924,1914
robots_1_5_3_52.2,1,9.605509,1462,0.472168,1924,1914
robots_1_5_3_52.4,1,9.70785,1564,0.512917,3796,3776
robots_1_5_3_55.8,1,9.76008,1768,0.536049,7540,7500
robots_1_5_3_57.4,1,9.70785,1564,0.512917,3796,3776
robots_1_5_3_62.2,1,9.605509,1462,0.472168,1924,1914
robots_1_5_3_64.8,1,9.76008,1768,0.536049,7540,7500
robots_1_5_3_66.4,1,9.70785,1564,0.512917,3796,3776
robots_1_5_3_70.8,1,9.76008,1768,0.536049,7540,7500
robots_1_5_3_7.2,1,9.605509,1462,0.472168,1924,1914
robots_1_5_3_78.4,1,9.70785,1564,0.512917,3796,3776
robots_1_5_3_80.2,1,9.605509,1462,0.472168,1924,1914
robots_1_5_3_8.8,1,9.76008,1768,0.536049,7540,7500
robots_1_5_3_90.8,1,9.76008,1768,0.536049,7540,7500
robots_1_5_3_91.2,1,9.605509,1462,0.472168,1924,1914
robots_1_5_4_100.2,1,9.606029,1463,0.472113,1924,1914
robots_1_5_4_100.4,1,9.708114,1565,0.512885,3796,3776
robots_1_5_4_100.8,1,9.760212,1769,0.536031,7540,7500
robots_1_5_4_17.8,1,9.760212,1769,0.536031,7540,7500
robots_1_5_4_1.8,1,9.760212,1769,0.536031,7540,7500
robots_1_5_4_22.2,1,9.606029,1463,0.472113,1924,1914
robots_1_5_4_24.8,1,9.760212,1769,0.536031,7540,7500
robots_1_5_4_2.4,1,9.708114,1565,0.512885,3796,3776
robots_1_5_4_30.4,1,9.708114,1565,0.512885,3796,3776
robots_1_5_4_31.4,1,9.708114,1565,0.512885,3796,3776
robots_1_5_4_32.2,1,9.606029,1463,0.472113,1924,1914
robots_1_5_4_44.2,1,9.606029,1463,0.472113,1924,1914
robots_1_5_4_46.4,1,9.708114,1565,0.512885,3796,3776
robots_1_5_4_46.8,1,9.760212,1769,0.536031,7540,7500
robots_1_5_4_50.4,1,9.708114,1565,0.512885,3796,3776
robots_1_5_4_51.4,1,9.708114,1565,0.512885,3796,3776
robots_1_5_4_52.2,1,9.606029,1463,0.472113,1924,1914
robots_1_5_4_56.8,1,9.760212,1769,0.536031,7540,7500
robots_1_5_4_59.2,1,9.606029,1463,0.472113,1924,1914
robots_1_5_4_71.2,1,9.606029,1463,0.472113,1924,1914
robots_1_5_4_73.2,1,9.606029,1463,0.472113,1924,1914
robots_1_5_4_75.2,1,9.606029,1463,0.472113,1924,1914
robots_1_5_4_75.8,1,9.760212,1769,0.536031,7540,7500
robots_1_5_4_81.2,1,9.606029,1463,0.472113,1924,1914
robots_1_5_4_87.4,1,9.708114,1565,0.512885,3796,3776
robots_1_5_4_91.4,1,9.708114,1565,0.512885,3796,3776
robots_1_5_4_91.8,1,9.760212,1769,0.536031,7540,7500
robots_1_5_4_96.8,1,9.760212,1769,0.536031,7540,7500
robots_1_5_4_98.4,1,9.708114,1565,0.512885,3796,3776
robots_1_5_4_99.8,1,9.760212,1769,0.536031,7540,7500
robots_1_5_5_100.2,1,9.606549,1464,0.472058,1924,1914
robots_1_5_5_100.4,1,9.708377,1566,0.512853,3796,3776
robots_1_5_5_100.8,1,9.760345,1770,0.536013,7540,7500
robots_1_5_5_10.8,1,9.760345,1770,0.536013,7540,7500
robots_1_5_5_12.4,1,9.708377,1566,0.512853,3796,3776
robots_1_5_5_12.8,1,9.760345,1770,0.536013,7540,7500
robots_1_5_5_14.8,1,9.760345,1770,0.536013,7540,7500
robots_1_5_5_15.2,1,9.606549,1464,0.472058,1924,1914
robots_1_5_5_24.2,1,9.606549,1464,0.472058,1924,1914
robots_1_5_5_26.4,1,9.708377,1566,0.512853,3796,3776
robots_1_5_5_30.4,1,9.708377,1566,0.512853,3796,3776
robots_1_5_5_31.2,1,9.606549,1464,0.472058,1924,1914
robots_1_5_5_33.8,1,9.760345,1770,0.536013,7540,7500
robots_1_5_5_34.4,1,9.708377,1566,0.512853,3796,3776
robots_1_5_5_38.2,1,9.606549,1464,0.472058,1924,1914
robots_1_5_5_45.4,1,9.708377,1566,0.512853,3796,3776
robots_1_5_5_50.8,1,9.760345,1770,0.536013,7540,7500
robots_1_5_5_56.2,1,9.606549,1464,0.472058,1924,1914
robots_1_5_5_5.8,1,9.760345,1770,0.536013,7540,7500
robots_1_5_5_61.2,1,9.606549,1464,0.472058,1924,1914
robots_1_5_5_62.2,1,9.606549,1464,0.472058,1924,1914
robots_1_5_5_66.4,1,9.708377,1566,0.512853,3796,3776
robots_1_5_5_66.8,1,9.760345,1770,0.536013,7540,7500
robots_1_5_5_75.2,1,9.606549,1464,0.472058,1924,1914
robots_1_5_5_8.4,1,9.708377,1566,0.512853,3796,3776
robots_1_5_5_87.4,1,9.708377,1566,0.512853,3796,3776
robots_1_5_5_93.4,1,9.708377,1566,0.512853,3796,3776
robots_1_5_5_95.8,1,9.760345,1770,0.536013,7540,7500
robots_1_5_5_97.2,1,9.606549,1464,0.472058,1924,1914
robots_1_5_5_99.8,1,9.760345,1770,0.536013,7540,7500
s1196_d3_u-shuffled,1,3.370607,8240,0.471288,5634,2296
s1269_d3_s-shuffled,1,3.264716,9399,0.455972,6082,2481.5
s27_d5_u-shuffled,1,2.828054,273,0.466527,221,86
s298_d11_s-shuffled,1,3.525395,9201,0.514371,5946,2400
s298_d2_s-shuffled,1,3.516452,1155,0.3219,699,298.5
s298_d5_s-shuffled,1,3.523693,3837,0.476859,2448,999
s298_d9_s-shuffled,1,3.525105,7413,0.507938,4780,1933
s3330_d10_u-shuffled,1,3.074155,104832,0.50655,73360,28844
