@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC

@DATA
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S1300417189-038-UNKNOWN.cnf,1,0.002,531.553,32.2137,10438,0.0012,0.0012,10500,43.8699,33.5437,28.9297,0.0028,534,533.5,0.0003,4,34.6316
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1579607106-017.SATISFIABLE.cnf,1,0.0333,29.8251,30.6828,3195,0.0333,0.0333,3195,33.9579,31.9136,30.3291,0.0426,30,29.8073,0.0247,3,32.7783
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1632870961-099.SATISFIABLE.cnf,1,0.0333,29.868,30.6602,3195,0.0333,0.0333,3195,33.511,31.6861,30.1301,0.0401,30,29.7554,0.0235,3,33.1266
SAT11/random/large/unif-k5-r20-v750-c15000-S656533785-100-UNKNOWN.cnf,1,0.0067,143.188,49.5306,15000,0.0067,0.0067,15000,62.1416,51.8214,45.0519,0.0086,143,144.08,0.0041,3,54.5915
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S1354319962-100-UNKNOWN.cnf,1,0.0002,6305,63.3333,125188,0.0001,0.0001,126000,183.5,76.75,35.75,0.0003,6305,6375.2,0,5,92
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S396831120-092.UNKNOWN.cnf,1,0.04,24.8692,26.53,2662,0.04,0.04,2662,29.5745,28.147,26.3638,0.047,25,24.8243,0.0331,2,28.3651
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S1007919187-045.UNKNOWN.cnf,1,0.1,10.3251,13.6138,1065,0.1,0.1,1065,13.9339,13.7396,13.3102,0.1249,10,10.304,0.0714,2,13.8244
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1960786523-069.SATISFIABLE.cnf,1,0.0103,86.9593,23.1629,1690,0.0078,0.0078,1704,27.5383,24.3132,22.3212,0.016,87,87.1743,0.0036,4,26.6058
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S882087907-088-UNKNOWN.cnf,1,0.0025,532.529,32.9125,10434,0.0012,0.0012,10500,41.8952,34.0108,28.4955,0.0035,533,531.416,0.0002,4,35.202
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S1886449473-022-UNKNOWN.cnf,1,0.0002,3753,65.5556,145976,0.0001,0.0001,147000,223.5,80.8,43.7,0.0003,3753,7412.75,0,5,95.5714
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S334650851-022.SATISFIABLE.cnf,1,0.0333,29.8363,30.7122,3195,0.0333,0.0333,3195,33.0965,31.3767,30.455,0.0426,30,29.7988,0.025,3,32.5799
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S373048162-052.SATISFIABLE.cnf,1,0.0068,129.41,29.9754,2542,0.0052,0.0052,2556,38.9918,31.3071,29.0819,0.0118,129,129.887,0.002,4,37.5723
SAT11/random/large/unif-k5-r20-v2000-c40000-S61914820-087-UNKNOWN.cnf,1,0.0025,380.664,67.85,40000,0.0025,0.0025,40000,112.1,74.5,53.7097,0.0037,383.5,382.634,0.0016,3,82.4706
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S628307658-028.SATISFIABLE.cnf,1,0.0073,151.729,34.6199,2968,0.0044,0.0044,2982,41.6061,35.9181,33.3379,0.0104,152,151.562,0.001,4,39.4894
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S520872997-084.SATISFIABLE.cnf,1,0.0286,34.7165,34.3564,3727,0.0286,0.0286,3727,38.404,35.26,34.2725,0.0357,35,34.5739,0.0207,3,37.4415
SAT11/random/large/unif-k7-r85-v300-c25500-S376724493-075-UNKNOWN.cnf,1,0.0233,49.6315,50.7515,25500,0.0233,0.0233,25500,58.0568,51.7793,46.0887,0.0263,50,49.2554,0.0209,2,53.8136
SAT11/random/medium/unif-k7-r89-v60-c5340-S388186442-035.SATISFIABLE.cnf,1,0.1167,10.486,22.4301,5340,0.1167,0.1167,5340,22.9358,22.6462,22.4251,0.1258,10,10.4687,0.109,2,22.8057
SAT11/random/large/unif-k7-r85-v400-c34000-S94779963-093-UNKNOWN.cnf,1,0.0175,66.305,56.1364,34000,0.0175,0.0175,34000,66.4125,59.2564,49.7536,0.0194,66,65.6032,0.0157,2,61.1546
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S610796494-086.SATISFIABLE.cnf,1,0.0084,130.841,31.1318,2548,0.0051,0.0051,2556,35.8637,31.4986,30.0643,0.0102,131,130.695,0.002,4,35.478
SAT11/random/large/unif-k7-r85-v200-c17000-S335550727-070-UNKNOWN.cnf,1,0.035,33.089,57.5996,17000,0.035,0.035,17000,58.4407,58.1947,56.2751,0.0386,33,33.3207,0.031,2,58.4407
SAT11/random/large/unif-k5-r20-v750-c15000-S976181807-056-UNKNOWN.cnf,1,0.0067,143.52,48.3793,15000,0.0067,0.0067,15000,64.6479,51.463,43.7538,0.0086,143,143.987,0.0042,3,53.5645
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S1990278523-047.UNKNOWN.cnf,1,0.1,10.3689,13.5443,1065,0.1,0.1,1065,13.9802,13.8156,13.5316,0.1174,10,10.3806,0.0826,2,13.8487
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S534787376-095.UNKNOWN.cnf,1,0.0207,54.6405,16.4347,1054,0.0126,0.0126,1065,17.3148,16.748,16.2872,0.0304,55,54.6257,0.0047,4,16.9373
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S1201761407-024-UNKNOWN.cnf,1,0.002,535.35,32.5283,10457,0.0012,0.0012,10500,41.6111,34.2772,29.4835,0.0027,535,536.277,0.0003,4,36.0762
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1431779634-058.UNKNOWN.cnf,1,0.0667,15.2462,18.2332,1597,0.0667,0.0667,1597,19.2861,18.5672,18.1659,0.0858,15,15.175,0.0539,2,18.8635
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S38529837-091-UNKNOWN.cnf,1,0.0004,2796.25,53,62631,0.0002,0.0002,63000,119.2,62.6471,39.5714,0.0005,3191,3199.09,0,5,73.7273
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S862932513-073.UNKNOWN.cnf,1,0.0136,65.3616,18.0173,1271,0.0103,0.0103,1278,19.1711,18.5093,17.873,0.0205,65,65.4528,0.0039,4,18.9319
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1554089933-067.UNKNOWN.cnf,1,0.0093,118.371,28.2184,2330,0.0057,0.0057,2343,34.3024,29.4018,27.6311,0.0129,118,118.217,0.0004,4,33.3395
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S1969540674-065-UNKNOWN.cnf,1,0.0001,10713,77,208736,0.0001,0.0001,210000,350,101.5,37,0.0002,10713,10599.3,0,6,130
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S386300535-065-UNKNOWN.cnf,1,0.0002,8557,72.5,166873,0.0001,0.0001,168000,344,94.6667,34.5,0.0003,8557,8520,0,5,124.6667
SAT11/random/medium/unif-k7-r89-v90-c8010-S2039249975-038.SATISFIABLE.cnf,1,0.0778,15.4687,31.0702,8010,0.0778,0.0778,8010,32.1364,31.3703,30.4653,0.086,15,15.3145,0.072,2,31.5162
SAT11/random/medium/unif-k7-r89-v90-c8010-S818753762-096.UNKNOWN.cnf,1,0.0778,15.2416,30.9174,8010,0.0778,0.0778,8010,31.6884,31.0901,30.5864,0.0871,15,15.3776,0.0713,2,31.404
SAT11/random/medium/unif-k7-r89-v90-c8010-S764895749-094.UNKNOWN.cnf,1,0.0778,15.3947,31.3398,8010,0.0778,0.0778,8010,31.7309,31.3666,30.4791,0.0864,15,15.4342,0.0714,2,31.7309
SAT11/random/large/unif-k7-r85-v200-c17000-S1227169170-092-UNKNOWN.cnf,1,0.035,32.8502,56.5191,17000,0.035,0.035,17000,59.3547,57.2652,55.4906,0.0387,33,33.3577,0.0311,2,59.3547
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1705279286-077.UNKNOWN.cnf,1,0.0117,75.7019,20.9809,1482,0.0089,0.0089,1491,23.5926,21.5252,20.0058,0.0189,76,75.7286,0.004,4,22.6323
SAT11/random/large/unif-k7-r85-v400-c34000-S927774663-037-UNKNOWN.cnf,1,0.0175,66.0196,56.8861,34000,0.0175,0.0175,34000,66.4595,59.3429,51.3596,0.0201,66,66.7287,0.0155,2,61.6522
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1261029273-036.SATISFIABLE.cnf,1,0.0078,141.36,32.9057,2758,0.0047,0.0047,2769,40.4457,34.2142,32.1799,0.0091,141,141.451,0.0007,4,39.2617
SAT11/random/medium/unif-k7-r89-v80-c7120-S839353433-100.UNKNOWN.cnf,1,0.0875,13.7518,28.3871,7120,0.0875,0.0875,7120,28.9,28.4302,27.9378,0.0934,14,13.7107,0.0813,2,28.6938
SAT11/random/large/unif-k7-r85-v200-c17000-S862393334-098-UNKNOWN.cnf,1,0.035,33.0553,57.2082,17000,0.035,0.035,17000,58.9557,57.2265,57.1517,0.0415,33,33.3796,0.0304,2,58.9557
SAT11/random/large/unif-k5-r20-v1000-c20000-S698025027-034-UNKNOWN.cnf,1,0.005,190.776,53.2727,20000,0.005,0.005,20000,70.9677,57.2,42.2174,0.0066,191,189.427,0.0034,3,60.3953
SAT11/random/large/unif-k5-r20-v1500-c30000-S715182559-083-UNKNOWN.cnf,1,0.0033,287,61.5833,30000,0.0033,0.0033,30000,93.4,68.3333,48.5,0.0043,288,286.437,0.0024,3,72.7059
SAT11/random/medium/unif-k7-r89-v80-c7120-S1637697223-097.UNKNOWN.cnf,1,0.0875,13.7098,28.3688,7120,0.0875,0.0875,7120,29.1843,28.6805,28.3176,0.0942,14,13.7379,0.0787,2,28.9442
SAT11/random/large/unif-k5-r20-v1000-c20000-S541740666-063-UNKNOWN.cnf,1,0.005,190.93,53.5581,20000,0.005,0.005,20000,72.4333,56.6585,41.5366,0.0069,191,191.524,0.0033,3,59.9211
SAT11/random/large/unif-k7-r85-v300-c25500-S966156467-066-UNKNOWN.cnf,1,0.0233,49.3873,50.6385,25500,0.0233,0.0233,25500,60.5339,51.9623,47.0811,0.0258,49,49.9278,0.0209,2,53.8148
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S1907658523-004-UNKNOWN.cnf,1,0.0025,527.115,32.9,10396,0.0013,0.0013,10500,42.0718,33.8817,28.113,0.0032,530,526.6,0.0003,4,35.6111
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S907804052-003-UNKNOWN.cnf,1,0.0002,4263.5,72.25,166818,0.0001,0.0001,168000,237,90.2,27,0.0002,4263.5,8484.5,0,5,110.5
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1061710238-001.UNKNOWN.cnf,1,0.04,24.8268,26.922,2662,0.04,0.04,2662,29.7433,27.2611,26.57,0.0492,25,24.9705,0.0289,2,28.0779
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1060672754-058.SATISFIABLE.cnf,1,0.0117,76.2747,20.5865,1484,0.0089,0.0089,1491,23.0412,21.2707,20.5205,0.0222,76,76.0461,0.0013,4,22.0027
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1366648725-024.SATISFIABLE.cnf,1,0.0667,15.1466,18.3449,1597,0.0667,0.0667,1597,19.9305,18.8091,18.0614,0.0852,15,15.1687,0.0539,2,19.0787
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S788239782-034.UNKNOWN.cnf,1,0.0333,29.5492,30.3013,3195,0.0333,0.0333,3195,33.464,31.4988,29.9544,0.0407,29,29.692,0.0263,3,32.7715
SAT11/random/large/unif-k7-r85-v400-c34000-S586055573-067-UNKNOWN.cnf,1,0.0175,66.7571,56.4667,34000,0.0175,0.0175,34000,69.3974,57.8929,51.2113,0.0195,66,66.5633,0.0156,2,60.4643
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S9113894-047.SATISFIABLE.cnf,1,0.0082,109.453,27.7465,2114,0.0062,0.0062,2130,32.6272,28.2437,26.7719,0.0142,110,109.454,0.0014,4,31.4763
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1879031150-062.UNKNOWN.cnf,1,0.009,98.3288,25.1343,1911,0.0068,0.0068,1917,31.2031,26.81,24.1423,0.0131,98,98.5697,0.0026,4,29.6136
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S397702672-080.SATISFIABLE.cnf,1,0.0068,161.902,36.7254,3181,0.0041,0.0041,3195,40.1746,38.5388,36.241,0.0088,162,162.308,0.0016,4,39.3509
SAT11/random/medium/unif-k7-r89-v70-c6230-S250627100-039.UNKNOWN.cnf,1,0.1,12.0816,25.6176,6230,0.1,0.1,6230,26.1174,25.8155,25.2834,0.1087,12,12.0653,0.0912,2,25.9303
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S433637520-048.UNKNOWN.cnf,1,0.1,10.4175,13.7306,1065,0.1,0.1,1065,13.9573,13.898,13.7216,0.1183,10,10.4178,0.0854,2,13.9236
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S360859187-040.UNKNOWN.cnf,1,0.05,20.1389,22.4897,2130,0.05,0.05,2130,24.9246,23.5281,22.3893,0.0601,20,20.2004,0.0366,2,23.7837
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S913455068-085.SATISFIABLE.cnf,1,0.0102,86.957,23.8928,1691,0.0078,0.0078,1704,26.5574,24.2113,22.2673,0.016,87,86.788,0.003,4,25.3668
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S360796849-068-UNKNOWN.cnf,1,0.0005,2022.06,47.2222,41691,0.0003,0.0003,42000,78.65,53.3333,30.0526,0.0009,2146,2130.37,0,5,59.2105
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1245124682-071.UNKNOWN.cnf,1,0.0086,128.214,29.1273,2540,0.0052,0.0052,2556,35.0284,30.6905,29.0922,0.011,128,128.775,0.002,4,34.004
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S427778075-026.UNKNOWN.cnf,1,0.0162,55.2093,17.2608,1063,0.0122,0.0122,1065,19.5284,17.5002,16.1388,0.0226,55,55.068,0.0047,4,18.3981
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S146789605-022.SATISFIABLE.cnf,1,0.0116,76.7263,21.1207,1485,0.0088,0.0088,1491,23.279,21.6557,20.8942,0.0195,77,76.7786,0.0013,4,23.1896
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1636883934-028.SATISFIABLE.cnf,1,0.0667,15.2177,18.4737,1597,0.0667,0.0667,1597,19.7641,18.7867,18.3045,0.082,15,15.2666,0.0488,2,19.0552
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S1233052734-067-UNKNOWN.cnf,1,0.0003,3538.33,68.6364,104344,0.0001,0.0001,105000,147.25,81,39,0.0004,5284,5299.17,0,5,95.8
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1050579435-065.SATISFIABLE.cnf,1,0.0128,86.4966,23.9381,1695,0.0078,0.0078,1704,28.9345,24.3153,21.6334,0.0159,86,86.5795,0.0029,4,27.1845
SAT11/random/medium/unif-k7-r89-v80-c7120-S1494985128-003.UNKNOWN.cnf,1,0.0875,13.67,28.185,7120,0.0875,0.0875,7120,28.9784,28.2442,28.123,0.0955,14,13.7078,0.0781,2,28.3946
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S196779284-038.SATISFIABLE.cnf,1,0.05,20.2748,22.6406,2130,0.05,0.05,2130,25.3549,23.5055,22.2676,0.0606,20,20.2583,0.0399,2,23.7566
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S204737200-067.SATISFIABLE.cnf,1,0.0104,106.608,26.8496,2111,0.0064,0.0064,2130,30.6965,28.0243,25.6268,0.0185,107,106.557,0.0024,4,29.6004
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S29470018-050.UNKNOWN.cnf,1,0.0079,138.712,31.7103,2742,0.0048,0.0048,2769,36.7992,32.2231,31.6993,0.0109,139,138.648,0.0018,4,36.769
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S8215859-049.SATISFIABLE.cnf,1,0.0068,163.249,29.06,3182,0.0041,0.0041,3195,45.0194,30.2593,26.1975,0.0101,163,162.655,0.0016,4,36.159
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S525571208-063.SATISFIABLE.cnf,1,0.0095,139.951,32.6969,2752,0.0048,0.0048,2769,40.3241,33.7166,31.3497,0.0105,140,140.283,0.0018,4,39.4885
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1971541934-090.UNKNOWN.cnf,1,0.0058,150.576,33.4204,2968,0.0044,0.0044,2982,39.7428,34.8265,33.3335,0.0091,151,150.77,0.0017,4,39.3315
SAT11/random/large/unif-k5-r20-v1500-c30000-S1180959030-088-UNKNOWN.cnf,1,0.0033,286.632,60.2609,30000,0.0033,0.0033,30000,107.3333,65.5,46.75,0.0047,288,287.744,0.002,3,73.55
SAT11/random/medium/unif-k7-r89-v50-c4450-S879384975-017.SATISFIABLE.cnf,1,0.14,8.8739,19.6602,4450,0.14,0.14,4450,20.218,19.7066,19.361,0.1515,9,8.9038,0.1288,2,19.9094
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1194590195-083.UNKNOWN.cnf,1,0.0137,65.4046,18.8334,1272,0.0103,0.0103,1278,20.805,19.2337,17.7927,0.0189,65,65.3066,0.0039,4,20.1418
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S1822479556-014.UNKNOWN.cnf,1,0.0165,53.8004,16.4292,1059,0.0126,0.0126,1065,16.8466,16.4959,16.1346,0.0246,54,53.7911,0.0009,4,16.6258
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1990987164-054.UNKNOWN.cnf,1,0.0172,64.1323,19.4465,1267,0.0105,0.0105,1278,20.0929,19.6571,18.8645,0.0237,64,64.1649,0.0039,4,20.0293
SAT11/random/medium/unif-k7-r89-v50-c4450-S1087312438-073.SATISFIABLE.cnf,1,0.14,8.8677,19.5626,4450,0.14,0.14,4450,19.906,19.7283,19.4877,0.1544,9,8.9047,0.129,2,19.737
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S16302531-099.UNKNOWN.cnf,1,0.009,98.3777,24.3266,1912,0.0068,0.0068,1917,29.8322,24.808,22.6823,0.0141,98,98.2432,0.0026,4,29.5185
SAT11/random/large/unif-k7-r85-v250-c21250-S894356234-063-UNKNOWN.cnf,1,0.028,40.7991,47.9149,21250,0.028,0.028,21250,58.68,48.5123,46.1159,0.0312,41,41.3141,0.025,2,49.7924
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S1854039067-041-UNKNOWN.cnf,1,0.0002,6384,61.25,125175,0.0001,0.0001,126000,191,75.3333,41.75,0.0003,6384,6438.4,0,5,94.3333
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S428924146-076.UNKNOWN.cnf,1,0.0667,15.2049,18.5463,1597,0.0667,0.0667,1597,19.8891,18.9122,18.3825,0.0833,15,15.1949,0.0501,2,19.115
SAT11/random/medium/unif-k7-r89-v80-c7120-S1818856267-075.UNKNOWN.cnf,1,0.0875,13.7501,28.4539,7120,0.0875,0.0875,7120,29.272,28.7461,27.92,0.0976,14,13.7918,0.082,2,29.0377
SAT11/random/medium/unif-k7-r89-v80-c7120-S513640009-027.SATISFIABLE.cnf,1,0.0875,13.7333,28.2267,7120,0.0875,0.0875,7120,28.704,28.3466,28.065,0.0973,14,13.8089,0.0774,2,28.4475
SAT11/random/medium/unif-k7-r89-v70-c6230-S1335110382-066.SATISFIABLE.cnf,1,0.1,12.1622,25.6189,6230,0.1,0.1,6230,25.7735,25.6632,25.1075,0.1085,12,12.1395,0.0928,2,25.6695
SAT11/random/large/unif-k7-r85-v150-c12750-S1290198737-013-UNKNOWN.cnf,1,0.0467,25.1734,45.8837,12750,0.0467,0.0467,12750,47.6458,47.4671,45.5214,0.0517,25,24.8333,0.0415,2,47.6458
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S893015585-015.SATISFIABLE.cnf,1,0.0058,151.718,33.885,2970,0.0044,0.0044,2982,41.2414,35.1636,33.7056,0.0091,152,151.884,0.0017,4,37.8388
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S671776549-007.UNKNOWN.cnf,1,0.0208,53.256,16.6392,1049,0.0127,0.0127,1065,17.8591,16.964,15.7299,0.0248,53,53.1393,0.0057,3,17.5026
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S594553190-015-UNKNOWN.cnf,1,0.0004,2785.62,55.3333,62579,0.0002,0.0002,63000,107,64.5714,34.3636,0.0005,3155.5,3183.64,0,5,73.5556
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1214523131-078.SATISFIABLE.cnf,1,0.0667,15.2253,18.3511,1597,0.0667,0.0667,1597,20.1767,18.9595,18.1096,0.0827,15,15.2586,0.0445,2,19.1608
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S4140122-004.SATISFIABLE.cnf,1,0.0063,141.115,32.7772,2757,0.0047,0.0047,2769,39.3439,33.3249,32.5008,0.0091,141,141.129,0.0011,4,38.9713
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1569819208-064.UNKNOWN.cnf,1,0.0135,66.1755,18.8384,1276,0.0101,0.0101,1278,20.9887,19.4608,17.4011,0.0212,66,66.2738,0.0039,4,20.4213
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1868678442-026-UNKNOWN.cnf,1,0.0004,2828.5,51.6,62573,0.0002,0.0002,63000,112.4,60.875,37.5,0.0007,3228,3178.82,0,5,70.1818
SAT11/random/large/unif-k7-r85-v200-c17000-S1348818483-020-UNKNOWN.cnf,1,0.035,33.0202,56.5709,17000,0.035,0.035,17000,57.6753,57.5764,56.4246,0.0389,33,32.9251,0.0321,2,57.6753
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1201608256-021-UNKNOWN.cnf,1,0.0004,3174.75,53.1875,62572,0.0002,0.0002,63000,108.25,60,33.1538,0.0007,3170,3157.58,0,5,69.3
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S1491756361-004.UNKNOWN.cnf,1,0.1,10.435,13.6395,1065,0.1,0.1,1065,14.1458,14.0435,13.4923,0.1146,10,10.4358,0.0808,2,14.0849
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S266251785-083.UNKNOWN.cnf,1,0.0165,53.7518,16.3455,1050,0.0126,0.0126,1065,17.8782,16.9151,15.7972,0.0257,54,53.6064,0.0048,4,17.4825
SAT11/random/medium/unif-k7-r89-v60-c5340-S1982873755-080.SATISFIABLE.cnf,1,0.1167,10.5357,22.6156,5340,0.1167,0.1167,5340,22.8034,22.6569,22.5676,0.1264,10,10.4924,0.1086,2,22.7562
SAT11/random/medium/unif-k7-r89-v60-c5340-S113771637-026.UNKNOWN.cnf,1,0.1167,10.4572,22.8055,5340,0.1167,0.1167,5340,23.1743,22.8625,22.4906,0.1287,10,10.4763,0.1064,2,23.073
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S1368340883-085-UNKNOWN.cnf,1,0.0002,4315.5,67,166883,0.0001,0.0001,168000,284.5,91.4,40.375,0.0002,4315.5,8475.5,0,5,128.5
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S566093033-041.UNKNOWN.cnf,1,0.0136,65.44,17.3298,1272,0.0103,0.0103,1278,20.7992,17.7844,16.6916,0.0212,65,65.1348,0.0031,4,18.7509
SAT11/random/large/unif-k7-r85-v400-c34000-S832901479-042-UNKNOWN.cnf,1,0.0175,66.1917,55.6344,34000,0.0175,0.0175,34000,67.6301,58.519,53.1795,0.0196,66,65.587,0.0156,2,61.4429
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S107514131-038.SATISFIABLE.cnf,1,0.0093,120.795,29.5092,2333,0.0056,0.0056,2343,34.9125,30.1616,28.5678,0.0124,121,120.894,0.0017,4,34.6375
SAT11/random/medium/unif-k7-r89-v60-c5340-S630613738-050.SATISFIABLE.cnf,1,0.1167,10.4863,22.7589,5340,0.1167,0.1167,5340,23.2027,22.8112,22.6772,0.1266,10,10.53,0.1071,2,22.8238
SAT11/random/large/unif-k7-r85-v300-c25500-S69399346-065-UNKNOWN.cnf,1,0.0233,49.5859,50.8392,25500,0.0233,0.0233,25500,57.2759,53.2899,47.2457,0.0258,50,49.3483,0.0206,2,53.6563
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S493397373-056-UNKNOWN.cnf,1,0.0003,4261.75,57.5,83502,0.0002,0.0002,84000,130.75,66.4167,31.1875,0.0004,4262,4256.75,0,5,83.1667
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S464722883-083.SATISFIABLE.cnf,1,0.04,24.7284,26.9466,2662,0.04,0.04,2662,29.0392,27.4345,26.9448,0.0515,25,24.8304,0.0308,2,28.3189
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S87195105-042.SATISFIABLE.cnf,1,0.0148,75.2882,21.3221,1478,0.0091,0.0091,1491,23.02,21.8014,20.3567,0.0169,75,75.2597,0.0034,4,22.8852
SAT11/random/medium/unif-k7-r89-v60-c5340-S1445862528-059.UNKNOWN.cnf,1,0.1167,10.5455,22.7933,5340,0.1167,0.1167,5340,23.0514,22.8576,22.3876,0.1285,10,10.4787,0.1077,2,22.9214
SAT11/random/medium/unif-k7-r89-v60-c5340-S1510638717-051.SATISFIABLE.cnf,1,0.1167,10.5303,22.7381,5340,0.1167,0.1167,5340,23.1793,22.7499,22.4386,0.1275,10,10.504,0.109,2,23.0343
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S506401817-075.UNKNOWN.cnf,1,0.0085,129.117,29.0458,2545,0.0051,0.0051,2556,35.387,30.5273,26.8802,0.0118,129,129.274,0.0012,4,34.5511
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1800377425-032.UNKNOWN.cnf,1,0.0074,148.745,34.3883,2961,0.0045,0.0045,2982,41.6419,35.7073,34.2907,0.0122,149,148.842,0.0017,4,40.0778
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S89201333-019-UNKNOWN.cnf,1,0.0004,2780.88,52.2857,62642,0.0002,0.0002,63000,98.1429,60.5294,40.9,0.0007,3155.5,2913.42,0,5,68.4545
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1733949620-064.UNKNOWN.cnf,1,0.0149,73.9117,20.8228,1472,0.0091,0.0091,1491,23.5907,21.5392,19.9297,0.019,74,73.7664,0.0041,4,22.2764
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S49783605-066-UNKNOWN.cnf,1,0.0021,527.622,32.7556,10419,0.0013,0.0013,10500,40.7167,33.6503,30.4406,0.0035,530,529.739,0.0004,4,35.25
