@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC

@DATA
SAT_Competition2009/CRAFTED/sgi/new-difficult-24-193-22-70.cnf,1,7.8324,0.1952,0,0,0,0,0.0238,0.1401,2.5087,27.3657,0.9619,0.81,0.0086,0.0175,0.0001,58.3914
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,48.5541,0.2824,0,0,0,0,0.0217,0.2699,5.6537,24.3476,0.9259,0.7465,0.0062,0.0177,0,49.2732
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-log.shuffled-as.sat03-137.cnf,1,4.4756,0.0091,0.4947,0.4945,0.4943,0.4948,0.809,1.3554,0.0006,1.9399,0.0107,0.0004,0.1442,0,0.4954,18.1029
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-135-2.sat05-2354.reshuffled-07.cnf,1,3.4828,0,0.3832,0.3831,0.3831,0.3832,0,0.9678,0.0001,0.9933,0.3153,0,0.0222,0,0.3833,19.5187
SAT_Competition2009/CRAFTED/edgematching/all/em_11_3_4_all.cnf,1,45.6429,0.6775,0.0072,0.0004,0.0002,0.0359,0.2647,0.7352,1.7262,16.6048,0.9076,0.0088,0.001,0,0.0589,38.663
SAT_Competition2007/crafted/Hard/contest05/others/mod2c-rand3bip-sat-220-1.sat05-2488.reshuffled-07.cnf,1,24.3966,0.8555,0.1213,0.1022,0.0892,0.1482,1.4938,1.6738,0.2478,1.5794,0.2699,0,0.0289,0,0.2363,16.1454
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes10.cnf,1,62.6154,0.1933,0,0,0,0,0.1838,0.1846,9.358,43.6951,0.9546,0.1356,0.0021,0.0087,0.0117,70.4737
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2c-rand3bip-sat-190-3.sat05-2445.reshuffled-07.cnf,1,21.2724,0.8401,0.1226,0.1069,0.0955,0.1348,1.4264,1.639,0.1698,1.5746,0.252,0,0.0304,0,0.1642,4.6202
SAT_Competition2007/crafted/Hard/contest03/others/hwb-n28-01-S136611085.sat05-491.reshuffled-07.cnf,1,4.3395,1.1922,0.0484,0.0293,0.0239,0.0973,2.4373,1.6338,1.0528,1.2941,0.3662,0,0.0808,0.1313,0.3135,16.9175
SAT_Competition2009/CRAFTED/modcircuits/mod3block_3vars_9gates_restr.cnf,1,30.3247,1.4723,0.0037,0.0026,0,0.0234,1.4693,1.8538,4.2877,4.1109,0.4223,0,0.0431,13.6993,1,18.1298
SAT_Competition2011/SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf,1,15.6916,1.6365,0.9381,0.4894,0.0261,0.9848,0.3044,1.8513,0.7789,2.6331,0.5443,0.0007,0.0382,3.6549,0.9981,0
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g2.cnf,1,33.0123,0.245,0,0,0,0,0.0188,0.2338,11.4323,30.5362,0.94,0.7791,0.0045,0.0177,0,41.5943
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen8-n320-01-S1432474240.sat05-483.reshuffled-07.cnf,1,1.0419,0.9915,0.3227,0.2746,0.2608,0.3647,0.1797,1.2864,0.1606,0.9885,0.5666,0.0077,0.0218,0.1768,0.466,34.8133
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-13x32.cnf,1,169.547,0.6044,0,0,0,0,0.0562,0,0,16.6987,0.752,0.2802,0.0048,0.0107,0,25.3474
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf,1,14.6384,0.1468,0,0,0,0,0.0146,0.8405,3.9846,35.4737,0.6848,0.8437,0.0058,0.0128,0.0001,55
SAT_Competition2007/crafted/spence/medium/s81-100.cnf,1,1.0634,0,0.3201,0.3185,0.3121,0.3207,1.3879,0,0.0589,0.9416,0.5,0.0001,0.0523,0,0.3222,13.0931
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g10.cnf,1,28.122,0.2614,0,0,0,0,0.0227,0.2429,8.9957,26.5936,0.935,0.7609,0.0054,0.0205,0.0001,41.6364
SAT_Competition2009/CRAFTED/Hard/contest02/ezfact64_3.sat05-450.reshuffled-07.cnf,1,184.283,0.6191,0.0697,0.0665,0.0548,0.0698,1.4056,1.272,0.2286,0.4982,0.369,0,0.0074,0.1409,0.0835,28.1283
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen8-n260-03-S722413478.sat05-482.reshuffled-07.cnf,1,1.0466,0.9951,0.331,0.2849,0.2679,0.3519,0.1543,1.2396,0.1262,1.0896,0.6515,0.3196,0.0273,0.2091,0.4136,28.9945
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-180-100.cnf,1,3.6915,0.4506,0.2295,0.2295,0.2295,0.2296,0.0001,0,0.0001,1.1251,0.8333,0.583,0.0139,0,0.2296,31.8744
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-250-3.sat05-2220.reshuffled-07.cnf,1,13.4083,0,0.042,0.042,0.042,0.042,0,0.5623,0.0001,1.1856,0.488,0,0.012,0,0.042,28.7972
SAT_Competition2009/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,1322.86,1.0192,0.1673,0.0737,0.0442,0.337,0.3001,1.0709,0.9521,2.6339,0.6253,0.0101,0.003,0.0006,0.4075,18.4808
SAT_Competition2011/SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,15.0505,2.6115,0.4999,0.4997,0.4971,0.5,0.232,2.9316,0.4237,1.0487,0.1419,0,0.7095,0.2126,1,18.064
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2-rand3bip-sat/mod2-rand3bip-sat-270-1.shuffled-as.sat05-2248.cnf,1,14.1167,0,0.042,0.042,0.042,0.042,0,0.5623,0.0001,1.1662,0.4889,0,0.0111,0,0.042,29.7531
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes8.cnf,1,37.0588,0.2866,0,0,0,0,0.02,0.2692,3.9088,24.552,0.9258,0.7434,0.0061,0.0177,0,44.7418
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,1.5359,0.3581,0.2417,0.2417,0.2417,0.2417,0,0,0.0001,2.4535,0.8844,0.8147,0.022,0,0.2417,66.1004
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-12.sat05-2587.reshuffled-07.cnf,1,1.0048,0.251,0.3791,0.3741,0.3677,0.3804,0,1.1751,0.0592,1.4665,0.3017,0,0.069,0,0.3813,16.8906
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-025.sat05-1306.reshuffled-07.cnf,1,1.3715,0.1158,0,0,0,0,0.0001,0.6391,0.0016,9.3674,0.5105,0.5744,0.005,0,0,32.6667
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1,1.0725,0.4443,0.2851,0.2851,0.2851,0.2851,0,0,0,1.9213,0.8372,0.7569,0.0432,0,0.2851,33.9456
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-12x14.cnf,1,1.6498,0.6509,0.0002,0.0002,0.0002,0.0002,0.0002,0,0.0007,7.639,0.7551,0.4581,0.0117,0.0274,0.0002,30.3044
SAT_Competition2011/SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1,1997.1,1.2695,0.0653,0.0276,0.004,0.183,0.5241,1.5703,1.4915,5.824,0.8164,0,0.0081,0.0713,0.3587,17.2293
SAT_Competition2009/CRAFTED/parity-games/instance_n4_i4_pp_ci_ce.cnf,1,91.4822,1.2905,0.1194,0.0553,0.0116,0.2541,0.7063,1.5959,1.1759,1.287,0.7186,0,0.0292,0.1548,0.361,0
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-clqcolor-12-07-08.sat05-1251.reshuffled-07.cnf,1,1.9766,0.8253,0.2094,0.1408,0.0221,0.2242,0.0402,1.393,0.7072,7.7759,0.4361,0.647,0.0374,0.0045,0.2587,24.2338
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00090.sat05-1326.reshuffled-07.cnf,1,1.7249,1.8677,0.4741,0.4335,0.372,0.4919,0.4412,2.5647,0.2234,5.2404,0.0744,0.015,0.2644,0.0903,0.4979,10.3527
SAT_Competition2009/CRAFTED/Hard/contest03/others/color-18-4.sat05-443.reshuffled-07.cnf,1,66.2021,1.2688,0,0,0,0,0.4629,1.8093,5.9738,6.3899,0.1621,0.0098,0.0061,0.0137,0,27.1791
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_40_1521_s.cnf,1,685.429,0.1647,0.3325,0.3325,0.3316,0.3325,3.149,0.8338,0.2288,0.254,0.2615,0,0.0013,0.052,0.3575,52.2293
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34309.cnf,1,8406.67,0,0.3109,0.2357,0.1814,0.3833,0,0,0.3436,0.8741,0.5,0,0.0004,0,0.464,58.1667
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n160-s73223945-unsat.cnf,1,1.1089,0,0.3247,0.3233,0.3207,0.3253,1.7165,0.5556,0.0438,0.6983,0.4759,0.0001,0.0271,0,0.3257,20.7867
SAT_Competition2007/crafted/Medium/contest05/others/QG8-gensys-ukn005.sat05-3584.reshuffled-07.cnf,1,23.6765,0.7151,0.5,0.4948,0,0.5,0.2088,1.5704,0.9579,5.4436,0.1554,0,0.0451,0.1316,0.5,30.0728
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v1375c111739g2.cnf,1,36.7059,0.236,0,0,0,0,0.0159,0.2258,4.5343,34.4635,0.9418,0.7853,0.0035,0.0125,0,53.4
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes1.cnf,1,21.9971,0.2832,0,0,0,0,0.0209,0.2682,5.2289,24.5888,0.9266,0.7499,0.006,0.0177,0,45.0423
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,13.3587,0.4101,0.0372,0.0372,0.0372,0.0373,0.0001,0,0.0014,3.012,0.8571,0.7232,0.0211,0,0.0373,52.6828
SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_8gates_u2_autoenc.cnf,1,11.1602,1.3929,0.0025,0.0012,0,0.0069,1.0989,2.0314,3.0191,10.2386,0.3407,0,0.0753,0.6125,0.0768,12.8253
SAT_Competition2007/crafted/Hard/contest04/others/CompositeRSA576.sat05-509.reshuffled-07.cnf,1,26048,0.6615,0.5,0.5,0.3798,0.5,1.7068,1.3113,0.3057,14.6451,0.2793,0,0.0035,0.0124,0.5,0
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_406.cnf,1,15.5817,0.3096,0,0,0,0,0.1013,0,2.3313,22.6858,0.0831,0.6329,0.0295,0,0,40.9307
SAT_Competition2009/CRAFTED/sgi/new-difficult-22-173-20-80.cnf,1,5.3073,0.1658,0.0001,0,0,0.0001,0.0245,0.1068,1.7047,24.27,0.97,0.8365,0.0093,0.0202,0.0006,45.7447
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-fclqcolor-20-13-14.sat05-1278.reshuffled-07.cnf,1,3.4491,0.7299,0.0359,0.0103,0.0015,0.0437,0.0432,1.1956,1.0675,22.4381,0.4556,0.8372,0.0126,0.0127,0.0533,46.5956
SAT_Competition2009/CRAFTED/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,97.3642,0.7664,0.1377,0.1307,0.0608,0.139,2.4393,1.3357,0.4831,0.4148,0.3839,0,0.0308,0.0239,0.2511,56.8207
SAT_Competition2009/CRAFTED/parity-games/instance_n5_i6_pp_ci_ce.cnf,1,228.033,1.2981,0.077,0.0445,0.0092,0.2601,0.6392,1.631,1.291,1.4359,0.7549,0,0.0194,0.1261,0.3599,27.6679
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-15-15-unsat.cnf,1,14.2109,0.3768,0.0303,0.0302,0.0302,0.0303,0.0002,0,0.0018,3.418,0.875,0.7473,0.0161,0,0.0304,72.2519
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p30-s17570390.cnf,1,207.167,0.1259,0,0,0,0,0.1045,0.0859,6.1062,91.6405,0.9808,0.4731,0.0021,0.0052,0.0062,92.5366
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-14_186.cnf,1,14.0925,0.3797,0,0,0,0.0001,0.1629,0,2.0373,11.3059,0.1265,0.5364,0.0321,0,0.0005,34.7772
SAT_Competition2007/crafted/Hard/contest05/others/linvrinv6.sat05-565.reshuffled-07.cnf,1,19.4036,0.9751,0.0744,0.0491,0.0394,0.1813,0.8176,1.4875,0.9409,0.8721,0.4263,0.0001,0.028,0.156,0.314,34.1719
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_20_361_s.cnf,1,32.4059,0.2972,0.3382,0.3375,0.3358,0.3383,2.1952,0.9387,0.3142,0.1941,0.2739,0,0.0056,0.1087,0.3576,7.1844
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest02-ezfact64_10.sat05-449.reshuffled-07.cnf,1,187.98,0.6185,0.0697,0.0665,0.0548,0.0698,1.3532,1.2812,0.2277,0.4469,0.3644,0,0.0071,0.1141,0.096,30.1703
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-4x8.cnf,1,0,0.8688,0.3611,0.3611,0.3611,0.3611,0.0001,0,0,2.6404,0.7813,0.5757,0.0573,0.1667,0.3611,0
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_14_7_3_fbc.cnf,1,5253.83,1.0987,0.0591,0.0381,0.0046,0.171,0.1253,1.1833,1.4146,4.2168,0.6378,0.0356,0.0019,0,0.2983,80
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p30-s52708253.cnf,1,1680,0.1076,0.0229,0.0046,0.0005,0.0495,0.062,0.0787,1.7504,212.852,0.9834,0.1897,0.0012,0.0032,0.5,107
SAT_Competition2009/CRAFTED/sgi/satsgi-n25himBHm29-p0-q290.cnf,1,0.7259,0.0842,0.0584,0.0583,0.0583,0.0584,0,0,0.0006,13.531,0.9835,0.941,0.0041,0.0399,0.0585,0
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g3.cnf,1,870.03,0.1943,0,0,0,0,0.0851,0.1826,12.2704,48.8563,0.9554,0.5453,0.0021,0.0118,0,56.8425
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf,1,8.5568,0.495,0.3887,0.3851,0.3494,0.3904,1.3477,1.0856,0.2805,0.3262,0.2961,0.0002,0.0203,0.2158,0.3907,9.9523
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2071.cnf,1,55.4028,0.9982,0,0,0,0,0.4989,0.9346,5.6869,7.5658,0.1004,0.0003,0.0114,0.7993,0.0046,28.5506
SAT_Competition2009/CRAFTED/parity-games/instance_n5_i5_pp.cnf,1,162.321,1.2933,0.0769,0.0448,0.0097,0.2547,0.6348,1.6268,1.2942,1.5327,0.7506,0,0.0199,0.1306,0.3695,15.4495
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_32_s.cnf,1,18.6995,1.5728,0.3468,0.3092,0.2516,0.3717,0.8697,1.6672,0.3565,1.4009,0.6077,0.0001,0.2023,0.5168,0.9077,12.772
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.02-s111845174.sat05-536.reshuffled-07.cnf,1,49.692,0.4848,0.0079,0.0009,0.0001,0.0102,0.1001,1.0551,1.1049,3.4222,0.457,0.4544,0.0136,0.0205,0.0169,27.9803
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g7.cnf,1,23.6646,0.2786,0,0,0,0,0.0236,0.2634,4.1782,23.9624,0.9299,0.745,0.0069,0.0232,0,37.4651
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-010-008.shuffled-as.sat05-1171.cnf,1,2,0.6033,0.1955,0.1954,0.1874,0.2138,0.0186,1.0941,0.0469,2.5385,0.5667,0.7474,0.05,0.0278,0.2141,19.891
SAT_Competition2007/crafted/Hard/contest02/ezfact64_3.sat05-450.reshuffled-07.cnf,1,184.618,0.6191,0.0697,0.0665,0.0548,0.0698,1.4056,1.272,0.2286,0.4481,0.369,0,0.0074,0.1409,0.0835,28.1283
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_443.cnf,1,19.4,0.3344,0,0,0,0,0.0966,0,2.3448,24.2287,0.0753,0.6368,0.0266,0,0,41.0504
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-9x13.cnf,1,0.3278,0.6811,0.0044,0.0044,0.0044,0.0044,0.0001,0,0.0003,6.8458,0.7576,0.5015,0.0167,0.0404,0.0044,33.9
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g10.cnf,1,24.3284,0.2801,0,0,0,0,0.0249,0.2653,6.3982,24.195,0.9286,0.7339,0.0079,0.023,0,37.1586
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-ukn003.sat05-2726.reshuffled-07.cnf,1,16.2145,2.6087,0.4999,0.4997,0.4962,0.5,0.259,2.9826,0.3808,0.9039,0.1363,0,0.557,0.2406,1,13.7379
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4232.cnf,1,161.7,0.345,0.0187,0.0047,0.0013,0.0559,0.2103,0.021,1.8127,2.1568,0.0997,0.0008,0.0018,0.0006,0.4521,30.2983
SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_9gates_u2_autoenc.cnf,1,10.4772,1.3343,0.0021,0.0008,0,0.0058,1.0624,2.1105,3.1622,11.0576,0.3337,0.0004,0.0641,0.5678,0.0705,12.4269
SAT_Competition2009/CRAFTED/Hard/contest02/hgen3-v400-s344840348.sat05-470.reshuffled-07.cnf,1,12.9761,0,0.0841,0.077,0.0687,0.0882,0.8727,0.5511,0.1304,0.79,0.5,0,0.0086,0,0.0977,30.2277
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-b-clqcolor-16-11-14.sat05-1261.reshuffled-07.cnf,1,3.6849,0.6522,0.1526,0.0411,0.0327,0.1595,0.0494,1.1742,0.7446,16.2899,0.4838,0.8166,0.0169,0.0012,0.1752,43.3939
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-10-unsat.cnf,1,7.8233,0.4741,0.0529,0.0529,0.0528,0.053,0.0001,0,0.0012,2.537,0.8182,0.672,0.0345,0,0.053,32.7716
SAT_Competition2007/crafted/Hard/contest03/others/bqwh.60.1080.sat05-436.reshuffled-07.cnf,1,304.936,0.3358,0.0161,0.0149,0.0137,0.017,0.1015,0.9488,0.1103,2.3378,0.714,0.059,0.0006,0,0.0187,19.3889
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-2.sat05-2264.reshuffled-07.cnf,1,14.5803,0,0.042,0.042,0.042,0.042,0,0.5623,0.0001,1.1555,0.5161,0,0.0107,0,0.042,31.3333
SAT_Competition2011/SAT04/handmade/anton/l4k4/lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,1,31.3631,0.0696,0.1127,0.0534,0.0238,0.1859,0.6484,1.0097,0.8625,0.6959,0.3081,0.0001,0.0157,0.068,0.3281,2.929
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.02-s1099787414.sat05-542.reshuffled-07.cnf,1,68.9264,0.4842,0.0086,0.0011,0.0001,0.0108,0.0974,1.0516,1.0447,3.1973,0.4488,0.4472,0.0114,0.0213,0.0149,37.8938
SAT_Competition2007/crafted/Hard/contest02/ezfact64_4.sat05-451.reshuffled-07.cnf,1,188.185,0.6172,0.0697,0.0665,0.0548,0.0698,1.374,1.2783,0.2242,0.5585,0.3679,0,0.0069,0.1113,0.0933,25.0404
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-16-31-sat.cnf,1,2.6054,0.2389,0.1898,0.1897,0.1897,0.1898,0,0,0.0002,3.4514,0.9356,0.8716,0.0078,0,0.1898,171.3169
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hidden-k3-s0-r5-n700-02-S350203913.sat05-486.reshuffled-07.cnf,1,35.1648,0.0958,0.0654,0.0389,0.0197,0.106,0.5707,0.6539,0.8106,0.9806,0.5106,0.0031,0.0089,0.0023,0.2235,28.8724
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p15-s48276711.cnf,1,23.5941,0.1582,0,0,0,0,0.0194,0.1092,12.4248,57.7535,0.9765,0.8246,0.0031,0.0083,0.0001,65.3649
SAT_Competition2011/SAT03/handmade/gomes/bqwh/bqwh.50.825.shuffled-as.sat03-1648.cnf,1,182.833,0.3209,0.0162,0.015,0.0138,0.0171,0.0932,0.9452,0.1079,2.6057,0.7188,0.1221,0.0007,0,0.0186,19.5804
SAT_Competition2009/CRAFTED/modcircuits/mod4block_3vars_7gates.cnf,1,12.6864,1.3963,0.4602,0.1594,0.0028,0.4621,1.2961,2.0155,0.8862,15.5593,0.4588,0,0.0807,1.2242,1,15.9327
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_511.cnf,1,18.0877,0,0.0303,0.0101,0.0043,0.0812,0,0,1.5402,1.0313,0.5,0,0.0138,0,0.2667,27.9644
SAT_Competition2007/crafted/Hard/contest05/counting-php/easier-php-035-029.sat05-1179.reshuffled-07.cnf,1,13.2405,0.2546,0.1114,0.1093,0.1073,0.1136,0.0024,1.0039,0.0267,8.441,0.7145,0.9175,0.0039,0.002,0.1208,177.765
SAT_Competition2009/CRAFTED/parity-games/instance_n3_i3_pp_ci_ce.cnf,1,34.0621,1.3515,0.1382,0.0767,0.0234,0.3359,0.6891,1.6213,1.0617,1.2841,0.6656,0.0004,0.0487,0.211,0.4369,0
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n200-s39840374-sat.cnf,1,4.0418,0.4506,0.2295,0.2295,0.2295,0.2295,0.0001,1.1239,0.0001,1.1025,0.675,0.5831,0.0125,0,0.2295,32.4055
SAT_Competition2009/CRAFTED/edgematching/compact/em_7_4_9_cmp.cnf,1,34.9461,1.1361,0.0561,0.0145,0.0049,0.0863,0.3318,1.2366,1.0787,1.9679,0.7799,0.0041,0.007,0,0.1832,14.3086
SAT_Competition2007/crafted/Hard/contest04/others/Composite-048BitPrimes-1.sat05-504.reshuffled-07.cnf,1,293.711,0.6911,0.0906,0.0494,0.0234,0.0907,0.6669,1.3326,0.6029,0.678,0.2732,0,0.0218,0.0475,0.1085,25.0995
SAT_Competition2007/crafted/Hard/contest02/hgen3-v400-s344840348.sat05-470.reshuffled-07.cnf,1,13.1242,0,0.0841,0.077,0.0687,0.0882,0.8727,0.5511,0.1304,0.7867,0.5,0,0.0086,0,0.0977,30.2277
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534.cnf,1,27.7313,0.9205,0.1154,0.0997,0.0901,0.1353,1.4426,1.6919,0.2011,1.5689,0.2504,0,0.0277,0,0.1791,16.2902
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_505.cnf,1,24.9812,0.321,0,0,0,0,0.0916,0,2.4589,27.4759,0.073,0.647,0.0235,0,0,43.3438
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/counting-harder-php-014-013.sat05-1187.reshuffled-07.cnf,1,1,0.4379,0.1929,0.1929,0.1928,0.2008,0.0061,1.2368,0.0241,3.2578,0.6653,0.834,0.022,0.0118,0.2008,36.2866
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_19_80_8-log.shuffled-as.sat03-143.cnf,1,6.1634,0.0081,0.4943,0.4937,0.4935,0.495,0.6574,1.3492,0.0013,1.7035,0.0107,0.0348,0.1204,0,0.4955,17.4799
SAT_Competition2009/CRAFTED/Hard/contest02/hgen3-v500-s1349121860.sat05-473.reshuffled-07.cnf,1,16.0515,0,0.0844,0.0771,0.0689,0.0892,0.8345,0.562,0.1342,0.7567,0.5023,0.0002,0.0069,0,0.1008,35.83
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_s.cnf,1,14.4129,1.7298,0.3428,0.3105,0.2366,0.3644,0.8439,1.89,0.3771,1.4809,0.5073,0.0007,0.2814,0.9456,0.405,15.8471
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl009.sat05-2721.reshuffled-07.cnf,1,15.7342,2.5765,0.4999,0.4996,0.4944,0.5,0.2292,2.9448,0.3544,0.8241,0.1244,0,0.6211,0.1917,1,15.2925
SAT_Competition2009/CRAFTED/Hard/contest05/others/linvrinv8.sat05-567.reshuffled-07.cnf,1,50.161,0.8998,0.0709,0.0676,0.0459,0.1423,1.0803,1.4236,0.7943,0.597,0.4333,0,0.0157,0.1566,0.3125,20.4905
SAT_Competition2011/SAT05/crafted/sorge05/QG8/gensys-ukn007.shuffled-as.sat05-3586.cnf,1,20.5658,0.4792,0,0,0,0.0001,0.1245,1.1761,8.7827,10.2237,0.2739,0.002,0.0158,0.1334,0.4929,0
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.04-s1788334438.sat05-543.reshuffled-07.cnf,1,51.6262,0.4829,0.0072,0.0008,0.0001,0.0096,0.1009,1.0508,1.1751,3.4808,0.4645,0.4524,0.015,0.0201,0.0153,25.1101
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes3.cnf,1,58.8788,0.197,0,0,0,0,0.0885,0.1879,13.1585,45.8766,0.9536,0.5317,0.002,0.0091,0,67.2117
