@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC

@DATA
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1060672754-058.SATISFIABLE.cnf,1,0.0117,76.2747,20.5865,1484,0.0089,0.0089,1491,23.0412,21.2707,20.5205,0.0222,76,76.0461,0.0013,4,22.0027,23.0412,0.3379,85,84,76,343,68,0.086,0.0041,4071,21.4885,0.4116,20.5205,13.0271,0.3943,0.0418,350,4010.1429,3930,3930,10.9107,3931,4123,3979,4123,0.0849,0.0094,0.5895,0.0087,0.9882,68,0.0173,0.0383,0.0027,0.2311,0.0445,2.7146,0.0438,0.0178,4.0058,0.2042,0.8579,0.3668,0.5202,0.0901,5,0.0443,0.0783
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1366648725-024.SATISFIABLE.cnf,1,0.0667,15.1466,18.3449,1597,0.0667,0.0667,1597,19.9305,18.8091,18.0614,0.0852,15,15.1687,0.0539,2,19.0787,19.9305,0.5866,19,19,15,75,12,0.19,0.0118,4431,18.7958,1.3367,18.0614,7.5723,0.4168,0.0463,75,4402.8571,4360,4360,6.6333,4376,4478,4390,4478,0.1845,0.0207,0.7118,0.0667,1.7488,12,0.0462,0.0307,0.0451,0.047,0.0973,3.3702,0.0902,0.0083,2.1892,0.2702,0.8843,0.318,0.0042,0.0016,3,0.0009,0.0015
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S788239782-034.UNKNOWN.cnf,1,0.0333,29.5492,30.3013,3195,0.0333,0.0333,3195,33.464,31.4988,29.9544,0.0407,29,29.692,0.0263,3,32.7715,33.464,0.5412,35,35,30,150,24,0.1437,0.0062,4225,31.5972,1.0089,29.9544,12.8063,0.4348,0.046,150,4137.8571,4072,4072,11.6795,4074,4259,4123,4259,0.1414,0.011,0.73,0.0333,1.4797,24,0.0438,0.0394,0.0407,0.0469,0.0681,3.5486,0.0667,0.0168,3,0.241,0.8672,0.2475,0.0049,0.0017,3,0.001,0.0014
SAT11/random/large/unif-k7-r85-v400-c34000-S586055573-067-UNKNOWN.cnf,1,0.0175,66.7571,56.4667,34000,0.0175,0.0175,34000,69.3974,57.8929,51.2113,0.0195,66,66.5633,0.0156,2,60.4643,62.8621,0.6066,77,76,67,400,57,0.1256,0.0011,86,58.4358,0.9798,54.5244,33.3785,0.4562,0.0117,400,80.7317,62,53,33.3347,68,101,78,161,0.1062,0.0016,0.6802,0.0175,1.4304,58,0.0117,0.0624,0.0117,0.0118,0.0619,4.4278,0.0433,0.2689,2.0351,0.2302,0.869,0.1847,0.0003,0.0001,3,0.0001,0.0001
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S9113894-047.SATISFIABLE.cnf,1,0.0082,109.453,27.7465,2114,0.0062,0.0062,2130,32.6272,28.2437,26.7719,0.0142,110,109.454,0.0014,4,31.4763,32.6272,0.3274,120,119,109,489,100,0.0747,0.0032,3899,29.0364,0.3479,26.7719,15.0419,0.3839,0.0274,500,3818.2857,3683,3683,12.1907,3767,3927,3814,3927,0.0736,0.0085,0.5923,0.0061,0.9281,99,0.0122,0.0685,0.0028,0.2313,0.0357,2.6387,0.0495,0.0197,4,0.2111,0.856,0.2942,0.3458,0.0915,4,0.05,0.0819
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1879031150-062.UNKNOWN.cnf,1,0.009,98.3288,25.1343,1911,0.0068,0.0068,1917,31.2031,26.81,24.1423,0.0131,98,98.5697,0.0026,4,29.6136,31.2031,0.3263,108,108,98,444,89,0.0748,0.0034,4004,27.0555,0.3556,24.1423,17.4759,0.3695,0.0246,450,3894.1429,3763,3763,14.1314,3849,4018,3866,4018,0.077,0.0084,0.5655,0.0068,0.9331,89,0.0133,0.0874,0.0052,0.2323,0.0361,2.6745,0.0417,0.0213,4,0.2021,0.8536,0.2419,0.2723,0.0836,4,0.0399,0.0713
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S397702672-080.SATISFIABLE.cnf,1,0.0068,161.902,36.7254,3181,0.0041,0.0041,3195,40.1746,38.5388,36.241,0.0088,162,162.308,0.0016,4,39.3509,40.1746,0.3012,174,175,162,734,150,0.0582,0.0021,3628,37.8903,0.2736,36.241,25.5112,0.3535,0.0173,750,3452.875,3001,3001,20.1024,3490,3641,3523,3641,0.0625,0.0069,0.5262,0.0041,0.873,150,0.0082,0.0367,0.0031,0.2307,0.0282,2.6984,0.0317,0.0621,4.0205,0.2068,0.8537,0.2202,0.3672,0.0895,5,0.0434,0.0774
SAT11/random/medium/unif-k7-r89-v70-c6230-S250627100-039.UNKNOWN.cnf,1,0.1,12.0816,25.6176,6230,0.1,0.1,6230,26.1174,25.8155,25.2834,0.1087,12,12.0653,0.0912,2,25.9303,26.1174,0.6761,15,15,12,70,9,0.2084,0.006,4521,25.7529,1.7976,25.2834,8.5737,0.4233,0.0111,70,4470.4,4400,4400,8.2836,4406,4574,4451,4574,0.2075,0.0083,0.7576,0.1,2.0261,9,0.0111,0.0111,0.0111,0.0112,0.1036,3.7102,0.1012,0.0151,2,0.3095,0.8792,0.2825,0.0002,0.0001,2,0,0.0001
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S433637520-048.UNKNOWN.cnf,1,0.1,10.4175,13.7306,1065,0.1,0.1,1065,13.9573,13.898,13.7216,0.1183,10,10.4178,0.0854,2,13.9236,13.9573,0.6205,13,13,10,50,8,0.2165,0.0168,4572,13.8277,1.5171,13.7216,5.5447,0.4195,0.046,50,4552.8333,4515,4515,4.6833,4542,4596,4549,4596,0.2188,0.0272,0.7414,0.1,1.8723,8,0.046,0.0072,0.046,0.0469,0.1128,3.1666,0.1093,0.0056,2,0.299,0.8915,0.3636,0.0039,0.0016,2,0.0009,0.0016
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S360859187-040.UNKNOWN.cnf,1,0.05,20.1389,22.4897,2130,0.05,0.05,2130,24.9246,23.5281,22.3893,0.0601,20,20.2004,0.0366,2,23.7837,24.9246,0.5673,25,25,20,100,16,0.1684,0.0095,4359,23.3727,1.1773,22.3893,8.5078,0.428,0.0465,100,4308.1429,4232,4232,7.5933,4244,4457,4297,4457,0.1671,0.0164,0.7161,0.05,1.6113,16,0.0457,0.0349,0.0427,0.0469,0.0799,3.4985,0.0793,0.0168,2.7273,0.2592,0.8751,0.3271,0.0094,0.002,3,0.001,0.0016
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S913455068-085.SATISFIABLE.cnf,1,0.0102,86.957,23.8928,1691,0.0078,0.0078,1704,26.5574,24.2113,22.2673,0.016,87,86.788,0.003,4,25.3668,26.5574,0.3351,96,96,87,391,78,0.0794,0.004,3994,24.4159,0.3829,22.2673,12.6211,0.3867,0.0308,400,3886.2857,3785,3785,10.3895,3810,4083,3846,4083,0.0786,0.0095,0.6118,0.0077,0.9503,78,0.0152,0.0504,0.0059,0.2312,0.0379,2.6751,0.0398,0.0262,4,0.2103,0.8554,0.3056,0.346,0.0916,4,0.0483,0.0774
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S360796849-068-UNKNOWN.cnf,1,0.0005,2022.06,47.2222,41691,0.0003,0.0003,42000,78.65,53.3333,30.0526,0.0009,2146,2130.37,0,5,59.2105,64.4737,0.2415,2169,2167,2129,9742,2085,0.014,0.0002,22,53.5382,0.101,42.5,385.118,1.7478,0.0018,10000,19.0702,11,8,166.526,14,28,18,46,0.2579,0.0005,0.3146,0.0003,0.7086,2096,0.0006,0.1685,0,0.2337,0.0178,2.7088,0.2423,0.3725,5.0468,0.7464,0.9007,0.4529,0.7425,0.0924,6,0.0476,0.0785
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1245124682-071.UNKNOWN.cnf,1,0.0086,128.214,29.1273,2540,0.0052,0.0052,2556,35.0284,30.6905,29.0922,0.011,128,128.775,0.002,4,34.004,35.0284,0.3065,139,139,129,584,118,0.063,0.0025,4013,31.3772,0.3059,29.0922,20.9955,0.3444,0.0224,600,3838.4286,3713,3713,16.8465,3735,4084,3779,4084,0.0691,0.0075,0.529,0.0051,0.9125,118,0.0104,0.0682,0.0039,0.2299,0.03,2.7591,0.2382,0.0358,4.0069,0.2371,0.8597,0.2288,0.3212,0.092,5,0.0432,0.078
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S427778075-026.UNKNOWN.cnf,1,0.0162,55.2093,17.2608,1063,0.0122,0.0122,1065,19.5284,17.5002,16.1388,0.0226,55,55.068,0.0047,4,18.3981,19.5284,0.3607,62,62,55,247,48,0.0975,0.0062,4118,17.7178,0.4977,16.1388,9.7989,0.403,0.0423,250,4094.8571,4063,4063,8.0803,4063,4120,4100,4120,0.098,0.0122,0.7106,0.0121,1.0649,48,0.0233,0.0548,0.0094,0.2324,0.0455,2.6034,0.048,0.0057,4,0.2024,0.8666,0.3011,0.2955,0.0923,4,0.0501,0.0819
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S146789605-022.SATISFIABLE.cnf,1,0.0116,76.7263,21.1207,1485,0.0088,0.0088,1491,23.279,21.6557,20.8942,0.0195,77,76.7786,0.0013,4,23.1896,23.279,0.3376,85,85,77,344,69,0.0825,0.0046,3946,21.9619,0.4137,20.8942,12.3161,0.3861,0.0343,350,3940.5714,3894,3894,10.2387,3895,4056,3941,4056,0.0847,0.0108,0.625,0.0087,0.9861,69,0.017,0.0396,0.0027,0.2316,0.0402,2.6903,0.0452,0.013,4.0058,0.2076,0.8577,0.2897,0.5562,0.0912,5,0.0443,0.0775
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1636883934-028.SATISFIABLE.cnf,1,0.0667,15.2177,18.4737,1597,0.0667,0.0667,1597,19.7641,18.7867,18.3045,0.082,15,15.2666,0.0488,2,19.0552,19.7641,0.5872,19,19,15,75,12,0.1874,0.0119,4498,18.8577,1.3313,18.3045,7.2005,0.4222,0.0463,75,4430.4286,4370,4370,6.2023,4391,4505,4417,4505,0.1882,0.0169,0.7233,0.0667,1.7364,12,0.0461,0.0232,0.0445,0.047,0.0917,3.3262,0.0906,0.0108,2.2973,0.267,0.8824,0.3378,0.0076,0.0018,3,0.001,0.0014
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S1233052734-067-UNKNOWN.cnf,1,0.0003,3538.33,68.6364,104344,0.0001,0.0001,105000,147.25,81,39,0.0004,5284,5299.17,0,5,95.8,114,0.2251,5284,5372,5281.5,24371,5238,0.0115,0.0001,8,81.7542,0.144,50.9167,1476.33,0.372,0.0007,25000,6.4898,3,2,504.833,4,12,5,16,0.8661,0.0002,0.2617,0.0001,0.9531,0,0.0003,0.2923,0,0.2336,0.0074,2.7138,0.2863,0.4938,5.4615,0.9865,1.0082,0.1383,0.7769,0.0935,6,0.0478,0.0804
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1050579435-065.SATISFIABLE.cnf,1,0.0128,86.4966,23.9381,1695,0.0078,0.0078,1704,28.9345,24.3153,21.6334,0.0159,86,86.5795,0.0029,4,27.1845,28.9345,0.3328,95,96,87,390,77,0.0809,0.0037,4031,25.0119,0.3722,21.6334,14.6622,0.3889,0.0307,400,3942.4286,3890,3890,11.7781,3895,4049,3908,4049,0.0812,0.0088,0.5981,0.0077,0.9477,78,0.0153,0.088,0.0059,0.2301,0.0385,2.6807,0.0441,0.0159,4,0.2098,0.8528,0.278,0.312,0.0849,4,0.0415,0.0787
SAT11/random/medium/unif-k7-r89-v80-c7120-S1494985128-003.UNKNOWN.cnf,1,0.0875,13.67,28.185,7120,0.0875,0.0875,7120,28.9784,28.2442,28.123,0.0955,14,13.7078,0.0781,2,28.3946,28.9784,0.6752,17,17,14,80,10,0.2041,0.0057,4453,28.385,1.7553,28.123,9.6756,0.4243,0.0111,80,4386.8,4324,4324,9.4993,4328,4494,4335,4494,0.1963,0.0077,0.766,0.0875,1.9441,10,0.0111,0.0109,0.0111,0.0112,0.1027,3.7743,0.0962,0.0164,2,0.3,0.8739,0.2655,0.0002,0.0001,2,0,0.0001
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S196779284-038.SATISFIABLE.cnf,1,0.05,20.2748,22.6406,2130,0.05,0.05,2130,25.3549,23.5055,22.2676,0.0606,20,20.2583,0.0399,2,23.7566,25.3549,0.5695,25,25,20,100,16,0.1674,0.01,4341,23.4401,1.1925,22.2676,7.9162,0.4216,0.0465,100,4287.7143,4207,4207,6.9566,4228,4396,4252,4396,0.1675,0.0164,0.7139,0.05,1.6048,16,0.0458,0.0404,0.0437,0.0469,0.0776,3.4873,0.0846,0.0152,2.697,0.2618,0.8746,0.3481,0.0065,0.0021,3,0.0011,0.0017
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S204737200-067.SATISFIABLE.cnf,1,0.0104,106.608,26.8496,2111,0.0064,0.0064,2130,30.6965,28.0243,25.6268,0.0185,107,106.557,0.0024,4,29.6004,30.6965,0.3285,116,116,106,481,97,0.0711,0.0031,3918,28.1771,0.3466,25.6268,16.0746,0.3827,0.0369,500,3878,3793,3793,12.9986,3845,3986,3866,3986,0.0718,0.0076,0.5586,0.0062,0.9301,97,0.0127,0.0558,0.0047,0.2279,0.0333,2.7086,0.0418,0.0145,4,0.2108,0.8565,0.2664,0.4455,0.0906,4,0.0459,0.0816
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S29470018-050.UNKNOWN.cnf,1,0.0079,138.712,31.7103,2742,0.0048,0.0048,2769,36.7992,32.2231,31.6993,0.0109,139,138.648,0.0018,4,36.769,36.7992,0.3046,150,150,139,630,128,0.0617,0.0023,3862,33.4392,0.2891,31.6993,24.0929,0.3532,0.0212,650,3728.2857,3649,3649,19.0931,3652,3880,3689,3880,0.0656,0.0055,0.496,0.0048,0.8854,127,0.0096,0.0642,0.0036,0.2298,0.0302,2.7576,0.0324,0.0247,4.0032,0.2037,0.8526,0.2223,0.329,0.086,5,0.0431,0.0721
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S8215859-049.SATISFIABLE.cnf,1,0.0068,163.249,29.06,3182,0.0041,0.0041,3195,45.0194,30.2593,26.1975,0.0101,163,162.655,0.0016,4,36.159,42.3432,0.3003,176,175,162,736,150,0.0593,0.0021,2643,32.0603,0.2684,26.5667,24.6381,0.3708,0.0195,750,1638.5,907,891,19.3264,1015,3275,1162,3560,0.0597,0.005,0.5207,0.0041,0.8645,151,0.0082,0.1713,0.0031,0.2313,0.0289,2.6699,0.031,0.5449,4.0109,0.2136,0.8522,0.2297,0.3233,0.0882,5,0.0462,0.0751
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S525571208-063.SATISFIABLE.cnf,1,0.0095,139.951,32.6969,2752,0.0048,0.0048,2769,40.3241,33.7166,31.3497,0.0105,140,140.283,0.0018,4,39.4885,40.3241,0.3097,151,152,140,632,129,0.063,0.0024,3879,34.9412,0.2942,31.3497,20.8806,0.3662,0.02,650,3787.2857,3699,3699,16.5366,3709,4042,3723,4042,0.0623,0.0073,0.5633,0.0047,0.8731,129,0.0096,0.0929,0.0036,0.2297,0.0305,2.6778,0.0329,0.0313,4,0.2145,0.8502,0.2538,0.2955,0.0871,4,0.0454,0.0758
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1971541934-090.UNKNOWN.cnf,1,0.0058,150.576,33.4204,2968,0.0044,0.0044,2982,39.7428,34.8265,33.3335,0.0091,151,150.77,0.0017,4,39.3315,39.7428,0.3012,162,162,151,685,139,0.0593,0.0022,3733,35.7234,0.2774,33.3335,27.9305,0.364,0.0179,700,3660.8571,3513,3513,21.6443,3548,3865,3661,3865,0.0648,0.0051,0.4952,0.0044,0.8825,139,0.0088,0.0716,0.0034,0.2308,0.0295,2.6727,0.0332,0.0297,4.0073,0.2059,0.8503,0.2071,0.3098,0.0806,5,0.0385,0.0673
SAT11/random/large/unif-k5-r20-v1500-c30000-S1180959030-088-UNKNOWN.cnf,1,0.0033,286.632,60.2609,30000,0.0033,0.0033,30000,107.3333,65.5,46.75,0.0047,288,287.744,0.002,3,73.55,78.32,0.4705,307,307,289,1500,271,0.1033,0.0006,28,66.7184,0.2992,57.04,80.5742,0.8051,0.016,1500,25.3017,18,15,63.4,21,34,24,58,0.0858,0.0011,0.5624,0.0033,0.9948,268,0.0117,0.1406,0.0073,0.05,0.0564,3.7202,0.09,0.2777,3,0.2807,0.8611,0.2824,0.019,0.0028,3,0.0015,0.0024
SAT11/random/medium/unif-k7-r89-v50-c4450-S879384975-017.SATISFIABLE.cnf,1,0.14,8.8739,19.6602,4450,0.14,0.14,4450,20.218,19.7066,19.361,0.1515,9,8.9038,0.1288,2,19.9094,20.218,0.705,12,12,9,50,6,0.2363,0.009,4598,19.771,1.9502,19.361,6.9226,0.4332,0.011,50,4579.2,4535,4535,6.4924,4535,4657,4571,4657,0.2347,0.0112,0.778,0.14,2.1981,6,0.011,0.0144,0.011,0.0112,0.1178,3.5411,0.1169,0.01,2,0.3437,0.8909,0.3019,0.0001,0.0001,2,0,0.0001
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1194590195-083.UNKNOWN.cnf,1,0.0137,65.4046,18.8334,1272,0.0103,0.0103,1278,20.805,19.2337,17.7927,0.0189,65,65.3066,0.0039,4,20.1418,20.805,0.3455,73,73,65,293,58,0.0918,0.005,4062,19.4101,0.4401,17.7927,12.5933,0.3974,0.0377,300,4020.8571,3951,3951,10.4656,3998,4069,4022,4069,0.0894,0.0118,0.5917,0.0102,1.0029,58,0.02,0.0465,0.0079,0.2303,0.0488,2.5909,0.0464,0.0093,4,0.2045,0.8558,0.2907,0.3227,0.0795,4,0.0408,0.0659
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S1822479556-014.UNKNOWN.cnf,1,0.0165,53.8004,16.4292,1059,0.0126,0.0126,1065,16.8466,16.4959,16.1346,0.0246,54,53.7911,0.0009,4,16.6258,16.8466,0.3512,61,61,54,242,47,0.1003,0.0059,4131,16.4968,0.4928,16.1346,10.8104,0.4163,0.0453,250,4097.5,4066,4066,9.1371,4069,4162,4087,4162,0.1004,0.0151,0.6466,0.0124,1.0446,47,0.0243,0.013,0.0019,0.2285,0.0496,2.6751,0.0504,0.0089,4.0083,0.207,0.8604,0.2939,0.628,0.0862,5,0.0404,0.0713
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1990987164-054.UNKNOWN.cnf,1,0.0172,64.1323,19.4465,1267,0.0105,0.0105,1278,20.0929,19.6571,18.8645,0.0237,64,64.1649,0.0039,4,20.0293,20.0929,0.3475,72,72,64,290,57,0.0944,0.005,4063,19.6154,0.4511,18.8645,12.0077,0.4056,0.0442,300,4022.8571,3949,3949,10.207,3971,4089,4019,4089,0.0911,0.0126,0.6785,0.0103,1.0071,57,0.0205,0.0193,0.0079,0.2289,0.0482,2.6722,0.0459,0.0117,4,0.2059,0.8591,0.2881,0.295,0.0832,4,0.0397,0.0712
SAT11/random/medium/unif-k7-r89-v50-c4450-S1087312438-073.SATISFIABLE.cnf,1,0.14,8.8677,19.5626,4450,0.14,0.14,4450,19.906,19.7283,19.4877,0.1544,9,8.9047,0.129,2,19.737,19.906,0.7049,12,12,9,50,6,0.2316,0.0094,4589,19.6844,1.9672,19.4877,6.887,0.4273,0.011,50,4564.8,4502,4502,6.3861,4552,4617,4564,4617,0.2317,0.013,0.7752,0.14,2.2205,6,0.011,0.0074,0.011,0.0112,0.113,3.482,0.1144,0.0084,2,0.3357,0.8921,0.2928,0.0001,0.0001,2,0.0001,0.0001
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S16302531-099.UNKNOWN.cnf,1,0.009,98.3777,24.3266,1912,0.0068,0.0068,1917,29.8322,24.808,22.6823,0.0141,98,98.2432,0.0026,4,29.5185,29.8322,0.3201,108,108,98,444,89,0.0767,0.0033,3980,25.9773,0.3488,22.6823,17.1691,0.3662,0.0267,450,3933.4286,3865,3865,13.9752,3875,4044,3917,4044,0.0746,0.0078,0.5415,0.0068,0.9302,89,0.0133,0.0975,0.0052,0.2322,0.0376,2.6151,0.0406,0.0146,4,0.2012,0.8528,0.2546,0.3335,0.0851,4,0.0456,0.0742
SAT11/random/large/unif-k7-r85-v250-c21250-S894356234-063-UNKNOWN.cnf,1,0.028,40.7991,47.9149,21250,0.028,0.028,21250,58.68,48.5123,46.1159,0.0312,41,41.3141,0.025,2,49.7924,51.6884,0.6239,48,48,41,250,35,0.131,0.0018,218,49.2665,1.1942,47.5667,21.9085,0.4428,0.0117,250,224.9655,162,161,22.336,177,241,198,803,0.1311,0.0027,0.7315,0.028,1.5132,34,0.0117,0.0452,0.0117,0.0118,0.0623,4.336,0.0602,0.5284,2,0.2664,0.8633,0.1961,0.0002,0.0001,2,0.0001,0.0001
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S1854039067-041-UNKNOWN.cnf,1,0.0002,6384,61.25,125175,0.0001,0.0001,126000,191,75.3333,41.75,0.0003,6384,6438.4,0,5,94.3333,131.5,0.2172,6384,6475,6449,29273,6372,0.0075,0.0001,7,82.7053,0.1999,51.2,802,0.5747,0.0006,30000,5.3441,3,1,726.6,3,9,5,16,0,0.0002,0.2482,0.0001,0.5616,6384,0.0002,0.3774,0,0.2339,0.0105,2.7188,0,0.5064,5.6207,0,0.8449,0.2401,0.6259,0.0923,6,0.047,0.0792
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S428924146-076.UNKNOWN.cnf,1,0.0667,15.2049,18.5463,1597,0.0667,0.0667,1597,19.8891,18.9122,18.3825,0.0833,15,15.1949,0.0501,2,19.115,19.8891,0.589,19,19,15,75,12,0.1873,0.0124,4406,18.9309,1.334,18.3825,7.3695,0.4225,0.0463,75,4389.8571,4341,4341,6.4394,4358,4481,4373,4481,0.1859,0.0194,0.7258,0.0667,1.7296,12,0.0462,0.0242,0.0451,0.047,0.0912,3.3501,0.0911,0.0097,2.1757,0.2719,0.8812,0.3233,0.007,0.0019,3,0.0009,0.0013
SAT11/random/medium/unif-k7-r89-v80-c7120-S1818856267-075.UNKNOWN.cnf,1,0.0875,13.7501,28.4539,7120,0.0875,0.0875,7120,29.272,28.7461,27.92,0.0976,14,13.7918,0.082,2,29.0377,29.272,0.6705,17,17,14,80,10,0.1988,0.0056,4454,28.6859,1.7674,27.92,9.6261,0.4051,0.0111,80,4407.6,4318,4318,9.4217,4323,4536,4407,4536,0.1986,0.0074,0.7538,0.0875,1.9707,10,0.0111,0.0164,0.0111,0.0112,0.0938,3.8576,0.094,0.0187,2,0.2992,0.8781,0.2622,0.0001,0.0001,2,0.0001,0.0001
SAT11/random/medium/unif-k7-r89-v80-c7120-S513640009-027.SATISFIABLE.cnf,1,0.0875,13.7333,28.2267,7120,0.0875,0.0875,7120,28.704,28.3466,28.065,0.0973,14,13.8089,0.0774,2,28.4475,28.704,0.6722,17,17,14,80,11,0.1959,0.0049,4455,28.3579,1.7434,28.065,9.7041,0.4194,0.0111,80,4430.4,4355,4355,9.5472,4358,4594,4390,4594,0.1955,0.0065,0.7584,0.0875,1.9633,10,0.0111,0.0076,0.0111,0.0112,0.0915,3.992,0.0945,0.0202,2,0.3002,0.8762,0.2544,0.0002,0.0001,2,0,0.0001
SAT11/random/medium/unif-k7-r89-v70-c6230-S1335110382-066.SATISFIABLE.cnf,1,0.1,12.1622,25.6189,6230,0.1,0.1,6230,25.7735,25.6632,25.1075,0.1085,12,12.1395,0.0928,2,25.6695,25.7735,0.6783,15,15,12,70,9,0.2093,0.0065,4512,25.5665,1.838,25.1075,8.8458,0.4188,0.0111,70,4451.8,4371,4371,8.6224,4372,4592,4412,4592,0.2076,0.0085,0.7595,0.1,2.0263,9,0.0111,0.0092,0.0111,0.0112,0.0998,3.5998,0.1003,0.0195,2,0.3066,0.8818,0.2678,0.0001,0.0001,2,0,0.0001
