@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC

@DATA
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S282405510-004.cnf,1,0.0114,0.0907,0.2138,0,0,22.857,22.857,0,0.8086,2.6465,23.089,0.8606,0.5666,4256,4256,0.0446,0.639,4421,0.0469,0.2,0.6443,23.365,0,0.0009,0.1686,4324,4280,23.566,4299,100,0.0093,8.0652
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S379804333-028-UNKNOWN.cnf,1,0.2933,0.2896,0.402,0.0062,0,38,51.231,0.0632,0.708,5.5631,62.333,0.8506,0.2295,3,1,0,0.5803,15,0.2337,0,0.5865,77,0.1554,0.0473,0.3923,7,4,80.711,5.3032,29267,0.0001,876.71
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest04-lksat-n1000-m6860-k4-l4-s1935114289.sat05-523.reshuffled-07.cnf,1,0.4052,0.4142,0.4621,0.0781,0.0024,2.9758,2.9758,0.04,1.0363,5.1228,3.3995,0.8158,0.1127,165,165,0.0009,0.6639,3767,0.141,0,0.8756,27.204,0.0943,0.0225,0.2333,3614,3203,18.372,2086.1,897,0.0014,36.291
SAT_Competition2009/CRAFTED/Hard/contest05/phnf/phnf-size10-exclusive-luckySeven.used-as.sat04-990.sat05-4196.reshuffled-07.cnf,1,0.5854,0.6289,0.6878,0.0314,0.8806,0,0,0.8296,1.177,8,0,0.9983,0.0202,0,0,0,0.2953,0,0.0204,0,1.0193,0,0.5398,0,0.6711,0,0,0,0,22503,0.0001,1725
SAT_Competition2007/random/OnTreshold/3SAT/v450/unif-k3-r4.25-v450-c1912-S1168722783-19.UNSAT.shuffled.cnf,1,0.2991,0.3021,0.3963,0.0037,0,23.815,23.815,0.0545,0.6727,4.0045,24.923,0.8448,0.3174,3868,3868,0.0052,0.5454,4068,0.2326,0,0.5851,25.087,0.12,0.0416,0.3961,4056,3899,25.481,3942.4,443,0.0034,14.97
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-fclqcolor-10-06-07.sat05-1274.reshuffled-07.cnf,1,0.3872,0.6537,0.737,0.0478,0.1918,22.242,22.266,0.7569,1.5312,3.0573,23.574,0.9971,0.8259,2662,2598,0.0088,0.0273,4504,0.058,0,0.7679,25.253,1.0721,0.0047,0.7491,3693,3481,25.166,3421.9,158,0.0076,1.8136
SAT_Competition2009/CRAFTED/ramseycube/Q3inK08.cnf,1,0,0,0,0,0,0,0,0,0,2,0,0.124,1,0,0,0.0161,0,0,0.0167,1,0,0,0,0.5,0,0,0,0,0,28,0.2143,0
SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,2.0724,2.591,1.7458,1.8101,0.4233,0,0,1.7641,1.4959,8.7059,0,1.0213,0.1419,0,0,0,0.4977,0,0.1619,0,0.748,0,1.2545,0.0006,0.6418,0,0,0,0,64407,0,6129
SAT_Competition2009/CRAFTED/sgi/new-difficult-26-243-24-70.cnf,1,0,0.1908,0.2412,0.0163,0.9699,54.961,54.961,1.8285,0.1123,2,63.893,0.9997,0.8935,324,324,0.0156,0.0253,4162,0.0157,0.875,0.0118,69.564,0.1643,0,0.8905,907,730,73.515,1149.3,600,0.0032,6.1256
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S1707873242-085.cnf,1,0.0119,0.0914,0.2205,0,0,22.859,22.859,0,0.8335,2.7172,22.904,0.8591,0.5661,4239,4239,0.0446,0.765,4450,0.0469,0.2,0.6343,23.706,0,0.001,0.1475,4307,4263,23.571,4290.1,100,0.0096,7.8605
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1778317451-042-UNKNOWN.cnf,1,0.2979,0.2947,0.4072,0.0069,0,32.647,42.786,0.0649,0.7131,5.024,48.227,0.8268,0.2407,11,8,0,0.581,43,0.2336,0,0.5874,53.091,0.1638,0.0468,0.3914,21,17,54.002,18.108,9745,0.0002,166.21
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S725789261-031.cnf,1,0.2643,0.2711,0.4064,0.0059,0,23.759,23.759,0.0601,0.7154,4.0047,25.289,0.8484,0.3345,3800,3800,0.0054,0.5453,4037,0.2302,0,0.5856,25.915,0.1498,0.0503,0.4193,3943,3884,26.448,3888.4,428,0.0036,10.058
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S1470952774-07.SAT.shuffled.cnf,1,0.2804,0.2801,0.3852,0.0054,0,31.677,31.677,0.0634,0.6745,4.0063,33.08,0.8441,0.313,3562,3562,0.0036,0.5568,3757,0.2306,0,0.5851,33.679,0.1482,0.047,0.4051,3733,3671,35.184,3666,635,0.0024,16.894
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g9.cnf,1,0.1548,0.1272,0.1301,0.0177,0.926,45.461,45.461,1.3894,0.2696,3,48.849,0.9995,0.8178,204,204,0.0032,0.0198,3279,0.0168,0.8333,0.0276,57.705,0.2854,0,0.7912,1871,525,59.748,1049.8,720,0.0026,22.357
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UCG-20-5p1.cnf,1,0.6558,0.7474,0.8472,0.4435,0.5174,0,1,0.4303,1.3999,21.034,1,0.9494,0.1288,0,0,0,0.5955,25,0.1453,0,0.9116,5,1.0826,0.0018,0.5723,7,2,8.3175,5.3158,121000,0,7063
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/60/unif-k7-r89-v60-c5340-S746386799-050.cnf,1,0,0.0325,0.1593,0,0,22.593,22.593,0,0.9914,2,22.872,0.8749,0.6936,4422,4422,0.011,0.6331,4588,0.0112,0.1429,0.674,23.005,0,0.0001,0.0877,4515,4500,22.995,4496.5,60,0.0071,7.072
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v175-c3727-S185833400-026.SATISFIABLE.cnf,1,0.0317,0.1011,0.2337,0,0,34.323,34.323,0,0.8411,3,35.029,0.854,0.5324,3927,3927,0.0386,0.7007,4308,0.047,0.2,0.656,35.18,0,0.0009,0.1594,4244,4113,35.85,4114.8,175,0.0053,12.82
SAT_Competition2007/random/OnTreshold/3SAT/v400/unif-k3-r4.26-v400-c1704-S1925680230-06.UNSAT.shuffled.cnf,1,0.2655,0.2686,0.3876,0.0024,0,21.872,21.872,0.0349,0.656,4,22.915,0.8409,0.3244,3861,3861,0.0047,0.5835,4113,0.2329,0,0.5793,23.058,0.0613,0.0402,0.3806,4047,3939,23.818,3957,396,0.0038,14.275
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-6-9-unsat.cnf,1,0.0418,0,0,0,0.7895,20.504,20.504,0.8215,0,3,21.534,0.9571,0.8618,4751,4751,0.193,0,4806,0.3158,1,0,21.86,0.5147,0.2859,0.7156,4806,4803,21.445,4782.3,54,0.0292,1.0542
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-c10nidw.cnf,1,1.8225,2.046,2.4752,1.3572,0.1239,11.097,11.097,0.3822,1.7856,7.2222,11.247,0.924,0.0183,111,111,0,0.4157,576,0.1255,0,0.7011,12.234,1.6331,0.0224,0.6217,542,486,15.497,377.4,68748,0,4020
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S1559029529-16.cnf,1,0.0746,0.1002,0.2263,0,0,40.643,43.593,0,0.8316,3,44.947,0.8416,0.4899,73,60,0.0192,0.6993,217,0.05,0.2,0.6468,46.563,0,0.0015,0.1687,100,89,46.954,93.75,600,0.0016,28.34
SAT_RACE2008/anbul-dated-5-15-u.cnf,1,0.49,0.4931,0.4839,1.5422,0.5939,2.0123,2.0123,0.426,1.3593,14.5,2.0123,0.9009,0.161,81,81,0,0.5794,120,0.1704,0,1.041,14.25,1.0111,0.0018,0.5278,120,120,8.1312,100.5,46737,0,1469.3
SAT_Competition2009/CRAFTED/modcircuits/mod3_4vars_6gates.cnf,1,0.3693,0.5467,0.5924,1.814,0.0314,17.946,17.946,0.3037,2.0807,3.1677,20.2,0.9991,0.2654,3552,3552,0.001,1.2721,4096,0.0139,0,0.5652,21.581,1.4948,0.0142,0.3291,3986,3938,20.887,3870.5,168,0.0139,8.9492
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-8-15-sat.cnf,1,0.0304,0,0,0,0.8678,0,0,1.1841,0,3,0,0.9778,0.9024,0,0,0.1736,0,0,0.2479,1,0,0,0.3906,0.2725,0.7821,0,0,0,0,120,0.0145,0.4786
SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S834531569-01-UNSAT.cnf,1,0.3788,0.3583,0.4546,0.0545,0.1844,30.191,30.191,0.204,1.1656,4.9416,31.012,0.8363,0.246,3884,3884,0.0008,0.5758,4027,0.2965,0,0.7067,31.374,0.8634,0.0792,0.4179,4021,3987,32.097,3965.2,1132,0.0013,26.424
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-alu4mul.cnf,1,2.2483,3.6102,3.3286,0.0024,0.2303,18.329,18.49,0.3463,1.2715,8.282,20.226,0.9078,0.1876,443,433,0.0002,0.3192,916,0.1549,0,0.7312,23.068,1.0617,0.0302,0.6088,799,720,23.886,674.75,4709,0.0002,257.33
SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S179716588-02.UNSAT.shuffled.cnf,1,0,0.0347,0.1664,0,0,18.063,18.063,0,1.009,2,18.064,0.8767,0.7126,4545,4545,0.011,0.771,4649,0.0112,0.1429,0.6813,18.101,0,0.0001,0.0587,4580,4577,18.14,4580.2,45,0.009,5.9847
SAT_Competition2011/SAT07/industrial/fuhs/hard/AProVE07-03.cnf,1,1.6783,0.7872,0.7914,0.4494,0.1305,17.542,17.542,0.709,1.3002,6.8557,32.375,0.8721,0.1395,1568,1568,0.0007,1.0953,2945,0.1746,0,0.5859,35.116,1.1176,0.0197,0.1928,2230,2059,40.206,2090.4,1304,0.0013,92.61
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_08_UNSAT.cnf,1,0.9001,1.086,0.8587,0.013,0.028,85.966,85.966,0.9288,0.6857,3.8727,85.966,0.9979,0.5194,1620,1620,0.0001,0.4333,3827,0.0114,0,0.5657,100.63,0.5773,0,0.544,3827,3827,93.296,2723.5,763,0.0035,86.969
SAT_RACE2006/SAT-Race_TS_2/goldb-heqc-i8mul.cnf,1,2.8156,4.4595,4.349,0.0107,0.2291,4.1538,4.3694,0.5604,1.2692,8.4376,6.7635,0.8868,0.0668,120,92,0.0001,0.2935,313,0.1575,0,0.7291,9.293,1.0575,0.0318,0.6349,203,172,9.7374,178.81,14201,0.0001,591.91
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1787844685-006.SATISFIABLE.cnf,1,0.024,0.1057,0.2182,0,0,30.668,30.668,0,0.84,2.9933,30.71,0.8551,0.5425,4101,4101,0.0391,0.646,4292,0.0469,0.2,0.6482,31.863,0,0.001,0.1701,4263,4147,31.85,4172.3,150,0.0061,11.218
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/cmu-bmc-longmult15.cnf,1,0.9753,1.179,1.259,1.3653,0.1273,32.196,32.196,0.3347,0.9448,10.727,32.735,0.8472,0.1758,2796,2796,0.0006,0.8521,3845,0.1752,0,0.5176,33.911,1.0757,0.012,0.2515,3845,3551,35.357,3419.3,1804,0.0009,101.71
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S549070267-05-SAT.cnf,1,0.4572,0.4216,0.4999,0.1833,0.2516,25.823,26.198,0.2782,1.4011,5.7257,27.116,0.8377,0.2095,329,312,0.0001,0.5855,971,0.3188,0,0.7611,27.994,1.1484,0.1051,0.4289,479,383,29.334,442.68,4676,0.0003,63.135
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/14000/unif-k3-r4.2-v14000-c58800-S1256544997-019.cnf,1,0.2949,0.2916,0.3977,0.0065,0,35,45,0.0626,0.7083,5.1966,51.143,0.8337,0.2267,7,4,0,0.5774,35,0.2338,0,0.5873,57.917,0.1561,0.047,0.3925,13,10,60.034,11.25,13659,0.0001,289.74
SAT_Competition2009/CRAFTED/edgematching/explicit/em_7_4_9_exp.cnf,1,0.3131,0.4743,0.3678,0,0.5632,12.46,13.523,0.5537,1.1417,5.8086,15.6,0.9903,0.1628,1426,1347,0.0002,0.2754,2162,0.0634,0,0.4923,21.745,1.0233,0.0018,0.807,2039,1590,21.275,1700.6,1673,0.0012,47.347
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S2065964480-034.SATISFIABLE.cnf,1,0.2901,0.2913,0.3911,0.0063,0,25.136,25.136,0.0718,0.7421,4,25.924,0.8445,0.3298,3767,3767,0.0021,0.5694,4039,0.2299,0,0.5865,26.722,0.1875,0.0452,0.4009,4023,3900,26.681,3902.5,438,0.0035,12.445
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/460/unif-k3-r4.25-v460-c1955-S729526068-046.cnf,1,0.2947,0.3003,0.423,0.0083,0,24.74,24.74,0.0702,0.7421,4.0045,25.305,0.8442,0.3196,3738,3738,0.0021,0.5598,4002,0.229,0,0.5863,25.419,0.1907,0.0425,0.4027,3997,3913,26.189,3898,444,0.0035,13.843
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-rand3bip-sat-210-2.sat05-2159.reshuffled-07.cnf,1,0.0358,0,0.287,0,0,24.195,24.195,0,0.5623,6.0526,24.514,0.8751,0.5791,4307,4307,0.006,0,4609,0.25,0.3333,0.5774,25.303,0,0.042,0,4501,4484,25.038,4460.8,210,0.0072,11.702
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-230-2.sat05-2189.reshuffled-07.cnf,1,0.0155,0,0.2903,0,0,27.437,27.437,0,0.5623,6.0306,28.582,0.8752,0.5983,4365,4365,0.0054,0,4644,0.25,0.3333,0.5774,29.572,0,0.042,0,4539,4484,29.173,4488.5,230,0.0062,12.425
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-1.sat05-2248.reshuffled-07.cnf,1,0.0143,0,0.309,0,0,28.908,28.908,0,0.5623,6.0446,29.543,0.8729,0.5917,4246,4246,0.0046,0,4517,0.25,0.3333,0.5774,32.549,0,0.042,0,4414,4376,31.525,4367.3,270,0.0054,14.177
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-10-5t1.cnf,1,0.5551,0.628,0.7649,1.2954,0.6007,21.667,21.667,0.4281,1.4102,86.163,26.214,1.0378,0.2077,9,9,0,0.6352,40,0.1568,0,0.9805,33.925,1.0342,0.0006,0.4902,40,29,31.21,26.5,36036,0,3612.4
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-97-100.cnf,1,0.0498,0.1446,0.2103,0,0,14.378,14.396,0,0,5.4167,15.004,0.8047,0.8279,3801,3732,0.0294,1.4277,4602,0.4755,1,0,15.255,0,0.3131,0.0434,4122,4000,15.587,4046.4,97,0.0155,1.0771
SAT_Competition2007/crafted/spence/medium/s65-100.cnf,1,0.0652,0.1863,0.2474,0,0,11.234,11.234,0,0,5,11.475,0.8114,0.8554,3940,3940,0.0429,1.4258,4454,0.4643,1,0,11.642,0,0.3089,0.0573,4382,4113,11.785,4160.4,65,0.0231,1.0408
SAT_Competition2011/SAT05/crafted/sabharwal05/ordering/gt-ordering/sat/gt-030.shuffled-as.sat05-1295.cnf,1,0.0004,0.0007,0.1774,0,0.0175,30.813,32.144,0.3031,0.6221,3,33.319,0.9997,0.7172,2397,1380,0.0045,0.0015,3411,0.035,0,0.5877,40.441,0.0975,0,0.5268,3156,2612,39.865,2645.5,870,0.0017,1.2624
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.02-s925928766.sat05-538.reshuffled-07.cnf,1,0.3308,0.3858,0.514,0.0204,0,41.73,41.73,0.2498,1.0565,5.8626,41.73,0.9764,0.2927,4609,4609,0.0016,0.0986,4614,0.0611,0.1429,0.5946,44.521,0.4834,0.0001,0.6199,4614,4614,43.125,4611.5,525,0.0026,46.731
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/aloul-chnl11-13.cnf,1,0,0,0,0.0152,0.9091,37.119,37.119,1.423,0,2,38.434,0.9966,0.837,4855,4855,0.0752,0,4914,0.1515,1,0,40.953,0.3046,0.2033,0.8452,4914,4889,40.301,4885.5,260,0.007,4
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/dated-5-17-s.cnf,1,0.5402,0.5616,0.5419,1.3644,0.5695,2.0133,2.0133,0.4247,1.3544,14.95,2.0133,1.0099,0.1186,75,75,0,0.5864,79,0.1638,0,1.0209,5.0633,1.0223,0.0018,0.5253,79,79,3.5383,77,59866,0,5167.7
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S2032726331-082.cnf,1,0.2903,0.2969,0.3976,0.0041,0,22.173,22.173,0.0553,0.6679,4.0051,23.161,0.8489,0.3317,3879,3879,0.0035,0.5946,4086,0.2321,0,0.5859,23.689,0.131,0.0465,0.3982,4049,3957,24.332,3962.6,393,0.0039,12.055
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-48-5.cnf,1,0.4885,0.6089,0.5914,0.772,0.072,4.7613,5.5467,0.1823,1.0054,12.63,6.0547,0.8572,0.0354,161,136,0,1.7491,638,0.1696,0,0.4122,6.836,0.9021,0.0231,0.0817,336,225,7.0284,264.1,26735,0.0001,2316.2
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxor/minxor128.cnf,1,1.4935,2.0667,2.2279,1.5329,0.3615,4.1169,8.4545,1.5447,2.0364,7.4942,12.054,0.9725,0.1126,154,49,0.0001,0.4738,982,0.0869,0,0.4998,24.31,1.8766,0.0306,0.6221,448,341,21.607,355.8,5505,0.0002,164.08
SAT_Competition2011/SAT04/industrial/hoonsang/vis-bmc/all.used-as.sat04-986.cnf,1,1.484,1.2868,1.3956,1.5913,0.1409,19.244,19.412,1.2677,1.749,6.0765,19.657,0.9318,0.129,1272,1217,0.0002,0.8623,2696,0.1906,0,0.6574,23.245,1.3882,0.031,0.2658,1652,1517,24.239,1622.8,4683,0.0004,188.09
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/ACG-10-10p0.cnf,1,0.7729,0.7737,0.8663,0.5367,0.6431,15.539,15.539,0.4893,1.435,18.961,31.273,0.9451,0.3555,9,9,0,0.6301,76,0.1944,0,1.0234,35.893,1.0473,0.0037,0.5132,63,51,54.819,39.667,85468,0,7349
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S791125864-16.cnf,1,0.2959,0.2919,0.3993,0.0068,0,29.714,46.556,0.0656,0.7185,5.1713,53.294,0.831,0.2356,6,4,0,0.5804,26,0.2336,0,0.5869,61.364,0.1628,0.048,0.3945,12,9,62.717,10.146,15590,0.0001,277.13
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-brn100.sat05-3765.reshuffled-07.cnf,1,1.4204,1.2237,2.6733,0.0804,0.0707,12.947,15.177,0.381,2.6402,4.0229,15.704,0.9102,0.2452,1374,1128,0.0007,0.1908,1879,0.1689,0,0.8767,16.104,2.1532,0.4824,0.7423,1680,1614,16.015,1579.9,2852,0.0002,51.091
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v50000-c210000-S537193780-078-UNKNOWN.cnf,1,0.2954,0.2917,0.3998,0.0069,0,26,52.6,0.0662,0.7183,6,76.667,2.0114,0.2259,1,1,0,0.5743,13,0.2335,0,0.5874,99.75,0.1657,0.0472,0.3952,4,2,107.54,2.913,48706,0,6176.3
SAT_Competition2009/CRAFTED/Hard/contest05/others/mod2c-rand3bip-sat-220-1.sat05-2488.reshuffled-07.cnf,1,0.1214,0.2983,0.2136,0,0,4.8478,16.145,0.1432,1.6738,6.0194,25.185,0.9642,0.218,839,427,0.0027,1.4938,3771,0.1403,0,0.8157,30.868,0.8555,0.0892,0.0369,3342,3310,26.53,2575.2,311,0.0038,24.26
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S2094099432-08.SAT.shuffled.cnf,1,0.016,0.0952,0.2155,0,0,24.026,24.026,0,0.8273,2.8257,24.626,0.8582,0.5578,4208,4208,0.0431,0.7499,4359,0.0469,0.2,0.6477,24.895,0,0.001,0.1672,4286,4238,24.946,4254.8,110,0.0087,8.6829
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v250-c1065-S1822479556-014.UNKNOWN.cnf,1,0.2713,0.2793,0.4207,0.0057,0,16.135,16.135,0.0649,0.7143,4.0083,16.429,0.848,0.3509,4066,4066,0.0019,0.6363,4162,0.2285,0,0.5964,16.496,0.1699,0.0404,0.3767,4131,4074,16.527,4094.1,242,0.0059,9.1314
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-08.cnf,1,1.5622,0.7776,1.3396,0.3532,0.2002,31.098,31.098,0.2497,1.1977,7.3517,36.906,0.8249,0.1041,1239,1239,0.0002,0.6491,3393,0.21,0,0.6389,55.636,1.0763,0.0249,0.2296,2377,1422,52.357,1779,4489,0.0004,280.75
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1293537826-039.cnf,1,0.2656,0.2713,0.3967,0.0059,0,20.196,20.196,0.0582,0.7009,4,20.836,0.8421,0.3384,3870,3870,0.0072,0.5616,4002,0.2308,0,0.5902,22.009,0.1424,0.0445,0.3987,3991,3973,22.262,3951.4,351,0.004,10.172
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_462.cnf,1,0.0019,0.2491,0.3597,0,0.0027,47.627,47.627,1.1401,0,2.1043,47.627,0.9976,0.7059,2948,2948,0.0079,0.0955,3292,0.008,1,0,58.554,0.2994,0,0.7115,3292,3146,55.099,3128.7,231,0.0076,19.874
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-SAT.cnf,1,0.7771,3.6006,4.3249,0.2898,0.9874,0,0,4.3411,0.753,43,0,8.251,0.343,0,0,0,0.3367,0,0.1456,0,1.2125,0,0.0895,0.0329,0.7981,0,0,0,0,355000,0,323000
SAT_RACE2006/SAT-Race_TS_1/velev-vliw-sat-2.0-02.cnf,1,3.4327,3.6838,3.8095,0.0089,0.4054,0,0,1.4781,0.9215,4,0,2.9072,0.3088,0,0,0,0.309,0,0.025,0,0.9257,0,0.9084,0.0002,0.8307,0,0,0,0,201000,0,888000
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-14.sat05-2589.reshuffled-07.cnf,1,0.0799,0.1231,0.437,0,0,19.013,19.096,0.0782,1.1977,5,19.236,0.7787,0.997,3592,3428,0.0216,0,4112,0.2629,0,0.8477,19.746,0.3326,0.3222,0,3975,3855,19.674,3799.5,61,0.0205,1.008
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-09.cnf,1,0.4547,0.585,0.534,0.3877,0.0617,4.8059,5.0326,0.1782,1.0579,20.988,5.0784,2.8438,0.0295,204,184,0,1.5886,569,0.1747,0,0.4545,6.9717,0.8813,0.0227,0.0987,389,350,11.965,336.8,28519,0.0001,3878.1
SAT_Competition2009/CRAFTED/edgematching/all/em_7_4_8_all.cnf,1,0.363,0.524,0.4567,0,0.6918,25.887,25.887,0.5166,0.9606,5.7407,29.099,0.9948,0.3204,1487,1487,0.0002,0.2509,3569,0.0433,0,0.4072,34.285,0.8609,0,0.8375,3031,2885,33.716,2527.2,1613,0.0013,66.11
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/100/unif-k5-r21.3-v100-c2130-S1211704640-033.cnf,1,0.0124,0.0932,0.1891,0,0,22.889,22.889,0,0.8577,2.6768,23.03,0.859,0.5667,4234,4234,0.0446,0.6492,4365,0.0469,0.2,0.6565,23.742,0,0.0009,0.1519,4362,4297,23.529,4303,100,0.0094,8.4586
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S266028630-005.cnf,1,0,0.0429,0.1577,0,0,55.187,55.187,0,1.0024,2,57.7,0.8701,0.6301,3514,3514,0.0117,0.7308,4287,0.0118,0.1429,0.679,58.169,0,0.0001,0.0693,4287,3864,57.53,3854.8,200,0.0021,18.056
SAT_Competition2011/SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf,1,0.0857,0.1315,0.4339,0.0032,0,26.105,26.605,0.0858,1.23,6.8802,28.911,0.7511,0.9789,2283,2017,0.0079,0,3373,0.2658,0,0.8484,30.251,0.3798,0.3186,0,2800,2655,31.274,2628.9,168,0.0076,1.0426
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S2045682869-15.cnf,1,0.2953,0.2918,0.4003,0.0062,0,34,43.824,0.0638,0.7093,5.038,50.818,0.7851,0.2293,7,5,0.0001,0.5823,31,0.2337,0,0.5866,59.143,0.1559,0.0461,0.391,15,11,59.369,12.436,12681,0.0001,541.35
