@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_sums_count NUMERIC
@ATTRIBUTE stats_var_bool NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE SAC_literals NUMERIC
@ATTRIBUTE stats_sums_proportion NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_alldiff_count NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE stats_dom_0 NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_dom_25 NUMERIC
@ATTRIBUTE stats_tightness_mean_normalised NUMERIC
@ATTRIBUTE stats_lex_proportion NUMERIC
@ATTRIBUTE stats_literal_tightness_mean NUMERIC
@ATTRIBUTE stats_literal_tightness_25 NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_0 NUMERIC
@ATTRIBUTE stats_unary_proportion NUMERIC
@ATTRIBUTE normalised_SAC_literals NUMERIC
@ATTRIBUTE width_of_ordering NUMERIC
@ATTRIBUTE stats_literal_tightness_50 NUMERIC
@ATTRIBUTE stats_literal_tightness_100 NUMERIC
@ATTRIBUTE stats_dom_75 NUMERIC
@ATTRIBUTE standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE median_degree NUMERIC
@ATTRIBUTE stats_dom_100 NUMERIC
@ATTRIBUTE stats_literal_tightness_75 NUMERIC
@ATTRIBUTE stats_dom_mean NUMERIC
@ATTRIBUTE stats_literal_tightness_coeff_of_variation NUMERIC
@ATTRIBUTE stats_lex_count NUMERIC
@ATTRIBUTE stats_or_atleastk_proportion NUMERIC
@ATTRIBUTE stats_or_atleastk_count NUMERIC
@ATTRIBUTE maximum_degree NUMERIC
@ATTRIBUTE minimum_degree NUMERIC
@ATTRIBUTE stats_arity_100 NUMERIC
@ATTRIBUTE width_of_graph NUMERIC
@ATTRIBUTE stats_multi_shared_vars NUMERIC
@ATTRIBUTE stats_unary_count NUMERIC
@ATTRIBUTE stats_arity_25 NUMERIC
@ATTRIBUTE stats_table_proportion NUMERIC
@ATTRIBUTE stats_dom_not2_2_ratio NUMERIC
@ATTRIBUTE stats_arity_75 NUMERIC
@ATTRIBUTE stats_arity_50 NUMERIC

@DATA
nmr_10_12_3.minion,1,0,0,1,120,120,120,0,0.034326,0.034326,2990,0.991667,504,1,0,1,102.633333,36,0.991667,0,0.991667,0.991667,0.431409,0,0.991667,39.115719,3,36,36,119,3,36,3,0.013082,0.006689,4.599493,3.113043,0.991667,1.752508,0,0.004167,119,5.065421,7.156863,3,0,119,3,5.534653,3,0.294428,20,0.993311,2970,119,119,24,119,0.016576,0,4,0,0,4,4
nmr_10_12_4.minion,1,0,0,1,120,120,120,0,0.034326,0.034326,2990,0.991667,506,1,0,1,102.633333,20,0.991667,0,0.991667,0.991667,0.431409,0,0.991667,23.205686,4,20,20,119,4,20,4,0.007761,0.006689,1.883928,1.419162,0.991667,0.574257,0,0.002778,119,1.832168,3.542857,4,0,119,4,2.256831,4,0.312635,20,0.993311,2970,119,119,24,119,0.016576,0,4,0,0,4,4
nmr_10_12_5.minion,1,0,0,1,120,120,120,0,0.034326,0.034326,2990,0.991667,505,1,0,1,102.633333,11,0.991667,0,0.991667,0.991667,0.431409,0,0.991667,14.256522,5,11,11,119,5,11,5,0.004768,0.006689,2.365107,1.743316,0.991667,0.725753,0,0.002083,119,2.171779,5.166667,5,0,119,5,2.66087,5,0.367292,20,0.993311,2970,119,119,24,119,0.016576,0,4,0,0,4,4
nmr_10_5_3.minion,1,0,0,1,50,50,50,0,0.085097,0.085097,463,0.98,516,1,0,1,39.4,36,0.98,0,0.98,0.98,0.509441,0,0.98,49.339093,3,36,36,49,3,36,3,0.106564,0.028078,6.581474,5.482759,0.98,1.872727,0,0.01,49,6.784091,9.547619,3,0,49,3,7.851852,3,0.234085,13,0.971922,450,49,49,20,49,0.072808,0,4,0,0,4,4
nmr_10_5_4.minion,1,0,0,1,50,50,50,0,0.085097,0.085097,463,0.98,506,1,0,1,39.4,20,0.98,0,0.98,0.98,0.509441,0,0.98,33.412527,4,20,20,49,4,20,4,0.072165,0.028078,3.643225,2.988506,0.98,1.409091,0,0.006667,49,3.642857,5.952381,4,0,49,4,4.326087,4,0.262352,13,0.971922,450,49,49,20,49,0.072808,0,4,0,0,4,4
nmr_10_5_5.minion,1,0,0,1,50,50,50,0,0.085097,0.085097,463,0.98,494,1,0,1,39.4,11,0.98,0,0.98,0.98,0.509441,0,0.98,24.544276,5,11,11,49,5,11,5,0.053011,0.028078,4.065704,3.269841,0.98,0.754545,0,0.005,49,4.240741,7.153846,5,0,49,5,4.604167,5,0.282013,13,0.971922,450,49,49,20,49,0.072808,0,4,0,0,4,4
nmr_10_6_3.minion,1,0,0,1,60,60,60,0,0.070343,0.070343,689,0.983333,501,1,0,1,48.466667,36,0.983333,0,0.983333,0.983333,0.48725,0,0.983333,45.441219,3,36,36,59,3,36,3,0.065952,0.020319,5.919195,4.77193,0.983333,1.854015,0,0.008333,59,6.208333,8.631579,3,0,59,3,7.041667,3,0.245053,14,0.979681,675,59,59,20,59,0.052642,0,4,0,0,4,4
nmr_10_6_4.minion,1,0,0,1,60,60,60,0,0.070343,0.070343,689,0.983333,506,1,0,1,48.466667,20,0.983333,0,0.983333,0.983333,0.48725,0,0.983333,29.483309,4,20,20,59,4,20,4,0.042791,0.020319,3.044783,2.493827,0.983333,1.12766,0,0.005556,59,3.015385,5.137255,4,0,59,4,3.60274,4,0.270326,14,0.979681,675,59,59,20,59,0.052642,0,4,0,0,4,4
nmr_10_6_5.minion,1,0,0,1,60,60,60,0,0.070343,0.070343,689,0.983333,520,1,0,1,48.466667,11,0.983333,0,0.983333,0.983333,0.48725,0,0.983333,21.139332,5,11,11,59,5,11,5,0.030681,0.020319,3.529427,2.819048,0.983333,0.788321,0,0.004167,59,3.540984,6.5,5,0,59,5,4.022727,5,0.290396,14,0.979681,675,59,59,20,59,0.052642,0,4,0,0,4,4
nmr_10_7_3.minion,1,0,0,1,70,70,70,0,0.059911,0.059911,960,0.985714,500,1,0,1,57.514286,36,0.985714,0,0.985714,0.985714,0.471348,0,0.985714,43.165625,3,36,36,69,3,36,3,0.044964,0.015625,5.600273,4.368421,0.985714,1.810976,0,0.007143,69,5.929825,8.235294,3,0,69,3,6.631579,3,0.253219,15,0.984375,945,69,69,20,69,0.040265,0,4,0,0,4,4
nmr_10_7_4.minion,1,0,0,1,70,70,70,0,0.059911,0.059911,960,0.985714,506,1,0,1,57.514286,20,0.985714,0,0.985714,0.985714,0.471348,0,0.985714,27.453125,4,20,20,69,4,20,4,0.028597,0.015625,2.754545,2.255102,0.985714,0.946429,0,0.004762,69,2.77027,4.75,4,0,69,4,3.233333,4,0.278509,15,0.984375,945,69,69,20,69,0.040265,0,4,0,0,4,4
nmr_10_7_5.minion,1,0,0,1,70,70,70,0,0.059911,0.059911,960,0.985714,492,1,0,1,57.514286,11,0.985714,0,0.985714,0.985714,0.471348,0,0.985714,18.35625,5,11,11,69,5,11,5,0.019121,0.015625,3.152048,2.483871,0.985714,0.762195,0,0.003571,69,3.122807,6.052632,5,0,69,5,3.596774,5,0.306244,15,0.984375,945,69,69,20,69,0.040265,0,4,0,0,4,4
nmr_10_8_3.minion,1,0,0,1,80,80,80,0,0.052155,0.052155,1276,0.9875,521,1,0,1,66.55,36,0.9875,0,0.9875,0.9875,0.459393,0,0.9875,41.966301,3,36,36,79,3,36,3,0.032889,0.012539,5.275321,3.979381,0.9875,1.801047,0,0.00625,79,5.634146,7.848485,3,0,79,3,6.212121,3,0.263768,16,0.987461,1260,79,79,20,79,0.032081,0,4,0,0,4,4
nmr_10_8_4.minion,1,0,0,1,80,80,80,0,0.052155,0.052155,1276,0.9875,506,1,0,1,66.55,20,0.9875,0,0.9875,0.9875,0.459393,0,0.9875,25.995298,4,20,20,79,4,20,4,0.020372,0.012539,2.518712,2.07767,0.9875,0.907692,0,0.004167,79,2.518072,4.434783,4,0,79,4,2.957746,4,0.28229,16,0.987461,1260,79,79,20,79,0.032081,0,4,0,0,4,4
nmr_10_8_5.minion,1,0,0,1,80,80,80,0,0.052155,0.052155,1276,0.9875,492,1,0,1,66.55,11,0.9875,0,0.9875,0.9875,0.459393,0,0.9875,16.925549,5,11,11,79,5,11,5,0.013265,0.012539,3.073408,2.398148,0.9875,0.73822,0,0.003125,79,2.987013,6.030303,5,0,79,5,3.535211,5,0.314253,16,0.987461,1260,79,79,20,79,0.032081,0,4,0,0,4,4
nmr_10_9_3.minion,1,0,0,1,90,90,90,0,0.046168,0.046168,1637,0.988889,500,1,0,1,75.577778,36,0.988889,0,0.988889,0.988889,0.450078,0,0.988889,40.807575,3,36,36,89,3,36,3,0.024928,0.010385,5.140508,3.792453,0.988889,1.788991,0,0.005556,89,5.532258,7.693333,3,0,89,3,6.093333,3,0.269261,17,0.989615,1620,89,89,20,89,0.026358,0,4,0,0,4,4
nmr_10_9_4.minion,1,0,0,1,90,90,90,0,0.046168,0.046168,1637,0.988889,506,1,0,1,75.577778,20,0.988889,0,0.988889,0.988889,0.450078,0,0.988889,25.041539,4,20,20,89,4,20,4,0.015297,0.010385,2.35446,1.916667,0.988889,0.851351,0,0.003704,89,2.34,4.205128,4,0,89,4,2.77381,4,0.287913,17,0.989615,1620,89,89,20,89,0.026358,0,4,0,0,4,4
nmr_10_9_5.minion,1,0,0,1,90,90,90,0,0.046168,0.046168,1637,0.988889,493,1,0,1,75.577778,11,0.988889,0,0.988889,0.988889,0.450078,0,0.988889,16.000611,5,11,11,89,5,11,5,0.009774,0.010385,2.673789,2.045045,0.988889,0.738532,0,0.002778,89,2.532258,5.48,5,0,89,5,3.022727,5,0.335725,17,0.989615,1620,89,89,20,89,0.026358,0,4,0,0,4,4
nmr_11_10_3.minion,1,0,0,1,110,110,110,0,0.037537,0.037537,2494,0.990909,513,1,0,1,93.618182,36,0.990909,0,0.990909,0.990909,0.436506,0,0.990909,39.581796,3,36,36,109,3,36,3,0.015871,0.007618,4.793363,3.339286,0.990909,1.753676,0,0.004545,109,5.233766,7.44086,3,0,109,3,5.698925,3,0.285776,19,0.992382,2475,109,109,22,109,0.019026,0,4,0,0,4,4
nmr_11_10_4.minion,1,0,0,1,110,110,110,0,0.037537,0.037537,2494,0.990909,506,1,0,1,93.618182,20,0.990909,0,0.990909,0.990909,0.436506,0,0.990909,23.69166,4,20,20,109,4,20,4,0.009499,0.007618,2.03448,1.569892,0.990909,0.673913,0,0.00303,109,1.98913,3.760417,4,0,109,4,2.421687,4,0.302202,19,0.992382,2475,109,109,22,109,0.019026,0,4,0,0,4,4
nmr_11_10_5.minion,1,0,0,1,110,110,110,0,0.037537,0.037537,2494,0.990909,515,1,0,1,93.618182,11,0.990909,0,0.990909,0.990909,0.436506,0,0.990909,14.747394,5,11,11,109,5,11,5,0.005913,0.007618,2.552628,1.924731,0.990909,0.735294,0,0.002273,109,2.387097,5.344086,5,0,109,5,2.888889,5,0.348177,19,0.992382,2475,109,109,22,109,0.019026,0,4,0,0,4,4
nmr_11_11_3.minion,1,0,0,1,121,121,121,0,0.034035,0.034035,3045,0.991736,513,1,0,1,103.636364,36,0.991736,0,0.991736,0.991736,0.4309,0,0.991736,39.133005,3,36,36,120,3,36,3,0.012852,0.006568,4.726678,3.25,0.991736,1.748344,0,0.004132,120,5.172619,7.31068,3,0,120,3,5.634259,3,0.289798,20,0.993432,3025,120,120,22,120,0.016284,0,4,0,0,4,4
nmr_11_11_4.minion,1,0,0,1,121,121,121,0,0.034035,0.034035,3045,0.991736,503,1,0,1,103.636364,20,0.991736,0,0.991736,0.991736,0.4309,0,0.991736,23.172414,4,20,20,120,4,20,4,0.00761,0.006568,1.906762,1.428571,0.991736,0.617647,0,0.002755,120,1.839286,3.584906,4,0,120,4,2.292683,4,0.314035,20,0.993432,3025,120,120,22,120,0.016284,0,4,0,0,4,4
nmr_11_11_5.minion,1,0,0,1,121,121,121,0,0.034035,0.034035,3045,0.991736,515,1,0,1,103.636364,11,0.991736,0,0.991736,0.991736,0.4309,0,0.991736,14.310345,5,11,11,120,5,11,5,0.0047,0.006568,2.512137,1.8875,0.991736,0.741722,0,0.002066,120,2.35443,5.349515,5,0,120,5,2.847458,5,0.354341,20,0.993432,3025,120,120,22,120,0.016284,0,4,0,0,4,4
nmr_11_12_3.minion,1,0,0,1,132,132,132,0,0.031129,0.031129,3651,0.992424,513,1,0,1,113.651515,36,0.992424,0,0.992424,0.992424,0.426233,0,0.992424,38.718981,3,36,36,131,3,36,3,0.010605,0.005752,4.544286,3.055556,0.992424,1.746988,0,0.003788,131,5.017699,7.123894,3,0,131,3,5.484127,3,0.29904,21,0.994248,3630,131,131,24,131,0.014159,0,4,0,0,4,4
nmr_11_12_4.minion,1,0,0,1,132,132,132,0,0.031129,0.031129,3651,0.992424,503,1,0,1,113.651515,20,0.992424,0,0.992424,0.992424,0.426233,0,0.992424,22.745275,4,20,20,131,4,20,4,0.00623,0.005752,1.769486,1.322581,0.992424,0.526786,0,0.002525,131,1.69863,3.387931,4,0,131,4,2.14486,4,0.324984,21,0.994248,3630,131,131,24,131,0.014159,0,4,0,0,4,4
nmr_11_12_5.minion,1,0,0,1,132,132,132,0,0.031129,0.031129,3651,0.992424,515,1,0,1,113.651515,11,0.992424,0,0.992424,0.992424,0.426233,0,0.992424,13.871542,5,11,11,131,5,11,5,0.003799,0.005752,2.334748,1.721698,0.992424,0.731928,0,0.001894,131,2.143836,5.115044,5,0,131,5,2.617188,5,0.370951,21,0.994248,3630,131,131,24,131,0.014159,0,4,0,0,4,4
nmr_11_5_3.minion,1,0,0,1,55,55,55,0,0.076983,0.076983,564,0.981818,516,1,0,1,43.418182,36,0.981818,0,0.981818,0.981818,0.498429,0,0.981818,47.893617,3,36,36,54,3,36,3,0.084918,0.024823,6.425609,5.344262,0.981818,1.860656,0,0.009091,54,6.622449,9.44,3,0,54,3,7.672414,3,0.238874,14,0.975177,550,54,54,22,54,0.063565,0,4,0,0,4,4
nmr_11_5_4.minion,1,0,0,1,55,55,55,0,0.076983,0.076983,564,0.981818,503,1,0,1,43.418182,20,0.981818,0,0.981818,0.981818,0.498429,0,0.981818,31.829787,4,20,20,54,4,20,4,0.056436,0.024823,3.378814,2.797297,0.981818,1.327869,0,0.006061,54,3.383333,5.586957,4,0,54,4,4.02,4,0.268933,14,0.975177,550,54,54,22,54,0.063565,0,4,0,0,4,4
nmr_11_5_5.minion,1,0,0,1,55,55,55,0,0.076983,0.076983,564,0.981818,515,1,0,1,43.418182,11,0.981818,0,0.981818,0.981818,0.498429,0,0.981818,23.138298,5,11,11,54,5,11,5,0.041025,0.024823,4.003048,3.1625,0.981818,0.778689,0,0.004545,54,4.160714,7.023256,5,0,54,5,4.55814,5,0.288219,14,0.975177,550,54,54,22,54,0.063565,0,4,0,0,4,4
nmr_11_6_3.minion,1,0,0,1,66,66,66,0,0.063672,0.063672,840,0.984848,513,1,0,1,53.484848,36,0.984848,0,0.984848,0.984848,0.477733,0,0.984848,44.375,3,36,36,65,3,36,3,0.052827,0.017857,5.799487,4.660377,0.984848,1.842105,0,0.007576,65,6.09434,8.564516,3,0,65,3,6.925532,3,0.250406,15,0.982143,825,65,65,22,65,0.045726,0,4,0,0,4,4
nmr_11_6_4.minion,1,0,0,1,66,66,66,0,0.063672,0.063672,840,0.984848,503,1,0,1,53.484848,20,0.984848,0,0.984848,0.984848,0.477733,0,0.984848,28.303571,4,20,20,65,4,20,4,0.033695,0.017857,2.829372,2.322222,0.984848,1.038462,0,0.005051,65,2.822034,4.839286,4,0,65,4,3.354839,4,0.27765,15,0.982143,825,65,65,22,65,0.045726,0,4,0,0,4,4
nmr_11_6_5.minion,1,0,0,1,66,66,66,0,0.063672,0.063672,840,0.984848,520,1,0,1,53.484848,11,0.984848,0,0.984848,0.984848,0.477733,0,0.984848,20.059524,5,11,11,65,5,11,5,0.02388,0.017857,3.479687,2.792453,0.984848,0.802632,0,0.003788,65,3.515152,6.396226,5,0,65,5,3.970588,5,0.295667,15,0.982143,825,65,65,22,65,0.045726,0,4,0,0,4,4
nmr_11_7_3.minion,1,0,0,1,77,77,77,0,0.054255,0.054255,1171,0.987013,513,1,0,1,63.532468,36,0.987013,0,0.987013,0.987013,0.462985,0,0.987013,42.329633,3,36,36,76,3,36,3,0.036148,0.013664,5.493403,4.295455,0.987013,1.802198,0,0.006494,76,5.857143,8.175676,3,0,76,3,6.5,3,0.258581,16,0.986336,1155,76,76,22,76,0.034836,0,4,0,0,4,4
nmr_11_7_4.minion,1,0,0,1,77,77,77,0,0.054255,0.054255,1171,0.987013,503,1,0,1,63.532468,20,0.987013,0,0.987013,0.987013,0.462985,0,0.987013,26.497011,4,20,20,76,4,20,4,0.022628,0.013664,2.563242,2.081301,0.987013,0.870968,0,0.004329,76,2.560976,4.484848,4,0,76,4,3.012195,4,0.286124,16,0.986336,1155,76,76,22,76,0.034836,0,4,0,0,4,4
nmr_11_7_5.minion,1,0,0,1,77,77,77,0,0.054255,0.054255,1171,0.987013,515,1,0,1,63.532468,11,0.987013,0,0.987013,0.987013,0.462985,0,0.987013,17.544833,5,11,11,76,5,11,5,0.014983,0.013664,3.111039,2.455224,0.987013,0.774725,0,0.003247,76,3.083333,5.968254,5,0,76,5,3.569444,5,0.310962,16,0.986336,1155,76,76,22,76,0.034836,0,4,0,0,4,4
nmr_11_8_3.minion,1,0,0,1,88,88,88,0,0.04725,0.04725,1557,0.988636,521,1,0,1,73.568182,36,0.988636,0,0.988636,0.988636,0.451942,0,0.988636,41.259473,3,36,36,87,3,36,3,0.026499,0.010918,5.185671,3.902174,0.988636,1.792453,0,0.005682,87,5.590164,7.794521,3,0,87,3,6.143836,3,0.269052,17,0.989082,1540,87,87,22,87,0.027663,0,4,0,0,4,4
nmr_11_8_4.minion,1,0,0,1,88,88,88,0,0.04725,0.04725,1557,0.988636,503,1,0,1,73.568182,20,0.988636,0,0.988636,0.988636,0.451942,0,0.988636,25.202954,4,20,20,87,4,20,4,0.016187,0.010918,2.347945,1.931034,0.988636,0.833333,0,0.003788,87,2.325581,4.197368,4,0,87,4,2.793478,4,0.291045,17,0.989082,1540,87,87,22,87,0.027663,0,4,0,0,4,4
nmr_11_8_5.minion,1,0,0,1,88,88,88,0,0.04725,0.04725,1557,0.988636,515,1,0,1,73.568182,11,0.988636,0,0.988636,0.988636,0.451942,0,0.988636,16.258831,5,11,11,87,5,11,5,0.010442,0.010918,3.021711,2.338462,0.988636,0.75,0,0.002841,87,2.952381,5.931507,5,0,87,5,3.487805,5,0.318588,17,0.989082,1540,87,87,22,87,0.027663,0,4,0,0,4,4
nmr_11_9_3.minion,1,0,0,1,99,99,99,0,0.04184,0.04184,1998,0.989899,513,1,0,1,83.59596,36,0.989899,0,0.989899,0.989899,0.443363,0,0.989899,40.222222,3,36,36,98,3,36,3,0.020131,0.009009,5.054261,3.715686,0.989899,1.780992,0,0.005051,98,5.472222,7.638554,3,0,98,3,6.009259,3,0.274437,18,0.990991,1980,98,98,22,98,0.022665,0,4,0,0,4,4
nmr_11_9_4.minion,1,0,0,1,99,99,99,0,0.04184,0.04184,1998,0.989899,505,1,0,1,83.59596,20,0.989899,0,0.989899,0.989899,0.443363,0,0.989899,24.361361,4,20,20,98,4,20,4,0.012193,0.009009,2.198109,1.759036,0.989899,0.780488,0,0.003367,98,2.166667,3.988372,4,0,98,4,2.61,4,0.297417,18,0.990991,1980,98,98,22,98,0.022665,0,4,0,0,4,4
nmr_11_9_5.minion,1,0,0,1,99,99,99,0,0.04184,0.04184,1998,0.989899,515,1,0,1,83.59596,11,0.989899,0,0.989899,0.989899,0.443363,0,0.989899,15.43043,5,11,11,98,5,11,5,0.007723,0.009009,2.643366,2,0.989899,0.747934,0,0.002525,98,2.493976,5.421687,5,0,98,5,3.010417,5,0.339485,18,0.990991,1980,98,98,22,98,0.022665,0,4,0,0,4,4
nmr_12_10_3.minion,1,0,0,1,120,120,120,0,0.034326,0.034326,2990,0.991667,504,1,0,1,102.633333,36,0.991667,0,0.991667,0.991667,0.431409,0,0.991667,39.115719,3,36,36,119,3,36,3,0.013082,0.006689,4.597152,3.152318,0.991667,1.752508,0,0.004167,119,5.053892,7.176471,3,0,119,3,5.526718,3,0.295075,20,0.993311,2970,119,119,24,119,0.016576,0,4,0,0,4,4
nmr_12_10_4.minion,1,0,0,1,120,120,120,0,0.034326,0.034326,2990,0.991667,506,1,0,1,102.633333,20,0.991667,0,0.991667,0.991667,0.431409,0,0.991667,23.205686,4,20,20,119,4,20,4,0.007761,0.006689,1.883489,1.421569,0.991667,0.574257,0,0.002778,119,1.828877,3.542857,4,0,119,4,2.252252,4,0.311007,20,0.993311,2970,119,119,24,119,0.016576,0,4,0,0,4,4
nmr_12_10_5.minion,1,0,0,1,120,120,120,0,0.034326,0.034326,2990,0.991667,505,1,0,1,102.633333,11,0.991667,0,0.991667,0.991667,0.431409,0,0.991667,14.256522,5,11,11,119,5,11,5,0.004768,0.006689,2.367214,1.754902,0.991667,0.673267,0,0.002083,119,2.179856,5.22549,5,0,119,5,2.651376,5,0.368136,20,0.993311,2970,119,119,24,119,0.016576,0,4,0,0,4,4
nmr_12_11_3.minion,1,0,0,1,132,132,132,0,0.031129,0.031129,3651,0.992424,513,1,0,1,113.651515,36,0.992424,0,0.992424,0.992424,0.426233,0,0.992424,38.718981,3,36,36,131,3,36,3,0.010605,0.005752,4.54323,3.070796,0.992424,1.746988,0,0.003788,131,5,7.070796,3,0,131,3,5.48062,3,0.298858,21,0.994248,3630,131,131,24,131,0.014159,0,4,0,0,4,4
nmr_12_11_4.minion,1,0,0,1,132,132,132,0,0.031129,0.031129,3651,0.992424,503,1,0,1,113.651515,20,0.992424,0,0.992424,0.992424,0.426233,0,0.992424,22.745275,4,20,20,131,4,20,4,0.00623,0.005752,1.769288,1.327381,0.992424,0.526786,0,0.002525,131,1.69863,3.387931,4,0,131,4,2.133333,4,0.323977,21,0.994248,3630,131,131,24,131,0.014159,0,4,0,0,4,4
nmr_12_11_5.minion,1,0,0,1,132,132,132,0,0.031129,0.031129,3651,0.992424,515,1,0,1,113.651515,11,0.992424,0,0.992424,0.992424,0.426233,0,0.992424,13.871542,5,11,11,131,5,11,5,0.003799,0.005752,2.335699,1.719178,0.992424,0.705357,0,0.001894,131,2.134328,5.230088,5,0,131,5,2.617188,5,0.373793,21,0.994248,3630,131,131,24,131,0.014159,0,4,0,0,4,4
nmr_12_12_3.minion,1,0,0,1,144,144,144,0,0.028476,0.028476,4378,0.993056,504,1,0,1,124.666667,36,0.993056,0,0.993056,0.993056,0.421927,0,0.993056,38.351759,3,36,36,143,3,36,3,0.00876,0.005025,4.381886,2.849711,0.993056,1.731707,0,0.003472,143,4.861244,6.91129,3,0,143,3,5.326797,3,0.308181,22,0.994975,4356,143,143,24,143,0.01229,0,4,0,0,4,4
nmr_12_12_4.minion,1,0,0,1,144,144,144,0,0.028476,0.028476,4378,0.993056,491,1,0,1,124.666667,20,0.993056,0,0.993056,0.993056,0.421927,0,0.993056,22.366834,4,20,20,143,4,20,4,0.005109,0.005025,1.64592,1.214592,0.993056,0.487805,0,0.002315,143,1.548872,3.212598,4,0,143,4,2.016327,4,0.336511,22,0.994975,4356,143,143,24,143,0.01229,0,4,0,0,4,4
nmr_12_12_5.minion,1,0,0,1,144,144,144,0,0.028476,0.028476,4378,0.993056,505,1,0,1,124.666667,11,0.993056,0,0.993056,0.993056,0.421927,0,0.993056,13.482412,5,11,11,143,5,11,5,0.00308,0.005025,2.17753,1.574468,0.993056,0.617886,0,0.001736,143,1.959677,5.016129,5,0,143,5,2.394904,5,0.39194,22,0.994975,4356,143,143,24,143,0.01229,0,4,0,0,4,4
nmr_12_5_3.minion,1,0,0,1,60,60,60,0,0.070272,0.070272,675,0.983333,516,1,0,1,47.433333,36,0.983333,0,0.983333,0.983333,0.489077,0,0.983333,46.595556,3,36,36,59,3,36,3,0.06903,0.022222,6.022569,4.844828,0.983333,1.858209,0,0.008333,59,6.340426,8.925926,3,0,59,3,7.203125,3,0.243963,15,0.977778,660,59,59,24,59,0.056248,0,4,0,0,4,4
nmr_12_5_4.minion,1,0,0,1,60,60,60,0,0.070272,0.070272,675,0.983333,494,1,0,1,47.433333,20,0.983333,0,0.983333,0.983333,0.489077,0,0.983333,30.515556,4,20,20,59,4,20,4,0.045208,0.022222,3.088518,2.558559,0.983333,1.238806,0,0.005556,59,3.109375,5.16,4,0,59,4,3.644737,4,0.269458,15,0.977778,660,59,59,24,59,0.056248,0,4,0,0,4,4
nmr_12_5_5.minion,1,0,0,1,60,60,60,0,0.070272,0.070272,675,0.983333,505,1,0,1,47.433333,11,0.983333,0,0.983333,0.983333,0.489077,0,0.983333,21.798519,5,11,11,59,5,11,5,0.032294,0.022222,3.644553,2.927083,0.983333,0.761194,0,0.004167,59,3.75,6.765957,5,0,59,5,4.12766,5,0.299246,15,0.977778,660,59,59,24,59,0.056248,0,4,0,0,4,4
nmr_12_6_3.minion,1,0,0,1,72,72,72,0,0.058151,0.058151,1006,0.986111,504,1,0,1,58.5,36,0.986111,0,0.986111,0.986111,0.4697,0,0.986111,43.410537,3,36,36,71,3,36,3,0.043152,0.015905,5.470703,4.238806,0.986111,1.838323,0,0.006944,71,5.810345,8.164179,3,0,71,3,6.482759,3,0.258024,16,0.984095,990,71,71,24,71,0.040284,0,4,0,0,4,4
nmr_12_6_4.minion,1,0,0,1,72,72,72,0,0.058151,0.058151,1006,0.986111,491,1,0,1,58.5,20,0.986111,0,0.986111,0.986111,0.4697,0,0.986111,27.327038,4,20,20,71,4,20,4,0.027164,0.015905,2.592225,2.147368,0.986111,0.964912,0,0.00463,71,2.571429,4.491803,4,0,71,4,3.051724,4,0.280125,16,0.984095,990,71,71,24,71,0.040284,0,4,0,0,4,4
nmr_12_6_5.minion,1,0,0,1,72,72,72,0,0.058151,0.058151,1006,0.986111,520,1,0,1,58.5,11,0.986111,0,0.986111,0.986111,0.4697,0,0.986111,19.020875,5,11,11,71,5,11,5,0.018907,0.015905,3.18052,2.5,0.986111,0.784431,0,0.003472,71,3.172414,6.189655,5,0,71,5,3.607595,5,0.309548,16,0.984095,990,71,71,24,71,0.040284,0,4,0,0,4,4
