@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE VG_min NUMERIC

@DATA
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-brn100.sat05-3765.reshuffled-07.cnf,1,1.4204,1.2237,2.6733,0.0804,0.0707,12.947,15.177,0.381,2.6402,4.0229,15.704,0.9102,0.2452,1374,1128,0.0007
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v50000-c210000-S537193780-078-UNKNOWN.cnf,1,0.2954,0.2917,0.3998,0.0069,0,26,52.6,0.0662,0.7183,6,76.667,2.0114,0.2259,1,1,0
SAT_Competition2009/CRAFTED/Hard/contest05/others/mod2c-rand3bip-sat-220-1.sat05-2488.reshuffled-07.cnf,1,0.1214,0.2983,0.2136,0,0,4.8478,16.145,0.1432,1.6738,6.0194,25.185,0.9642,0.218,839,427,0.0027
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S2094099432-08.SAT.shuffled.cnf,1,0.016,0.0952,0.2155,0,0,24.026,24.026,0,0.8273,2.8257,24.626,0.8582,0.5578,4208,4208,0.0431
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v250-c1065-S1822479556-014.UNKNOWN.cnf,1,0.2713,0.2793,0.4207,0.0057,0,16.135,16.135,0.0649,0.7143,4.0083,16.429,0.848,0.3509,4066,4066,0.0019
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-08.cnf,1,1.5622,0.7776,1.3396,0.3532,0.2002,31.098,31.098,0.2497,1.1977,7.3517,36.906,0.8249,0.1041,1239,1239,0.0002
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1293537826-039.cnf,1,0.2656,0.2713,0.3967,0.0059,0,20.196,20.196,0.0582,0.7009,4,20.836,0.8421,0.3384,3870,3870,0.0072
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_462.cnf,1,0.0019,0.2491,0.3597,0,0.0027,47.627,47.627,1.1401,0,2.1043,47.627,0.9976,0.7059,2948,2948,0.0079
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-SAT.cnf,1,0.7771,3.6006,4.3249,0.2898,0.9874,0,0,4.3411,0.753,43,0,8.251,0.343,0,0,0
SAT_RACE2006/SAT-Race_TS_1/velev-vliw-sat-2.0-02.cnf,1,3.4327,3.6838,3.8095,0.0089,0.4054,0,0,1.4781,0.9215,4,0,2.9072,0.3088,0,0,0
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-14.sat05-2589.reshuffled-07.cnf,1,0.0799,0.1231,0.437,0,0,19.013,19.096,0.0782,1.1977,5,19.236,0.7787,0.997,3592,3428,0.0216
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-09.cnf,1,0.4547,0.585,0.534,0.3877,0.0617,4.8059,5.0326,0.1782,1.0579,20.988,5.0784,2.8438,0.0295,204,184,0
SAT_Competition2009/CRAFTED/edgematching/all/em_7_4_8_all.cnf,1,0.363,0.524,0.4567,0,0.6918,25.887,25.887,0.5166,0.9606,5.7407,29.099,0.9948,0.3204,1487,1487,0.0002
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/100/unif-k5-r21.3-v100-c2130-S1211704640-033.cnf,1,0.0124,0.0932,0.1891,0,0,22.889,22.889,0,0.8577,2.6768,23.03,0.859,0.5667,4234,4234,0.0446
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S266028630-005.cnf,1,0,0.0429,0.1577,0,0,55.187,55.187,0,1.0024,2,57.7,0.8701,0.6301,3514,3514,0.0117
SAT_Competition2011/SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf,1,0.0857,0.1315,0.4339,0.0032,0,26.105,26.605,0.0858,1.23,6.8802,28.911,0.7511,0.9789,2283,2017,0.0079
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S2045682869-15.cnf,1,0.2953,0.2918,0.4003,0.0062,0,34,43.824,0.0638,0.7093,5.038,50.818,0.7851,0.2293,7,5,0.0001
SAT_Competition2009/CRAFTED/edgematching/compact/em_9_3_5_cmp.cnf,1,0.275,1.5123,1.5038,0,0.1147,18.435,18.822,0.7612,1.1159,5.7877,19.32,0.7794,0.0738,285,250,0.0002
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F17.cnf,1,1.1089,2.5291,2.8796,0.092,0.2109,27.395,27.395,0.5974,0.9247,6.5345,34.096,0.9718,0.2882,890,890,0.0003
SAT_Competition2011/SAT07/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf,1,0.4511,0.4451,0.4571,1.5201,0.6153,2.9593,2.9593,0.4464,1.3751,13.936,2.9593,0.9665,0.1707,123,123,0
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n220-s24359701-sat.cnf,1,0.0174,0,0.4266,0,0.8333,32.479,32.479,0.4472,1.1161,4.6849,34.936,0.9025,0.6643,4435,4435,0.0208
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1018943457-089.SATISFIABLE.cnf,1,0,0.0393,0.1529,0,0,25.455,25.455,0,1.0028,2,25.56,0.8771,0.6794,4395,4395,0.0111
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-210-1.sat05-2158.reshuffled-07.cnf,1,0.0229,0,0.2789,0,0,26.135,26.135,0,0.5623,6.0431,26.219,0.8748,0.5934,4247,4247,0.006
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_4_keyfind_1.cnf,1,0.2773,0.2828,0.2931,0.172,0.0161,23.831,23.831,0.1635,1.3961,7.5624,27.11,0.7806,0.2395,3109,3109,0.0017
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S516218553-20-SAT.cnf,1,0.3136,0.3057,0.42,0.0159,0.097,35.245,35.245,0.1358,0.9482,4.4593,35.629,0.8418,0.2859,1805,1805,0.0011
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S252359291-002.SATISFIABLE.cnf,1,0.2685,0.2717,0.3951,0.0043,0,29.908,29.908,0.0544,0.6768,4,31.218,0.84,0.3114,3641,3641,0.0039
SAT_Competition2009/CRAFTED/edgematching/explicit/em_7_3_6_exp.cnf,1,0.2908,0.5431,0.3762,0,0.5978,13.778,15.001,0.577,1.117,5.7022,18.952,0.9908,0.1854,612,577,0.0003
SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,0.4883,0.6085,0.5909,0.7748,0.0718,5.3143,5.7405,0.1822,1.0047,12.892,5.9728,0.8725,0.0322,158,141,0
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v1150c84314gyes2.cnf,1,0.1531,0.1278,0.1265,0.0138,0.938,50.081,52.664,1.5543,0.2361,3,53.23,0.9997,0.8376,163,83,0.0018
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p15-s28972035.cnf,1,0,0.173,0.1972,0.0049,0.9787,71.067,71.067,2.3189,0.0992,2,88.908,1.0164,0.8883,4,4,0.0048
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S614849838-039.UNKNOWN.cnf,1,0,0.033,0.1654,0,0,22.485,22.485,0,1.0059,2,22.657,0.8724,0.6903,4439,4439,0.011
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S195213520-027.cnf,1,0.2967,0.2929,0.4007,0.0054,0,34.033,42,0.0635,0.7087,5.0036,45.533,0.8285,0.2447,16,12,0.0001
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/medium-unsat/total-5-11-u.cnf,1,0.4245,0.4014,0.424,1.4824,0.635,3.3846,3.3846,0.46,1.3816,14.16,5.8472,1.0083,0.1634,26,26,0
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,0.0356,0,0,0,0.8844,66.1,66.1,1.2845,0,3,67.176,0.9823,0.8888,4832,4832,0.126
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes1.cnf,1,0.1822,0.1859,0.1754,0.0228,0.9284,46.328,46.328,1.3765,0.2677,3,50.791,0.9995,0.7476,751,751,0.0027
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,1.6158,2.1893,1.7912,0.0497,0.8894,34.668,36.869,1.9549,1.0185,4.6897,43.361,0.8548,0.1805,79,67,0
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-230-3.shuffled-as.sat05-2505.cnf,1,0.114,0.275,0.1864,0,0,8.3323,8.3323,0.1374,1.6431,6.0185,30.293,0.9642,0.2149,635,635,0.0026
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,0.9599,1.308,2.322,0,0.0599,0,0,0.1466,0.4399,7,0,0.9574,0.2765,0,0,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S602463346-055.cnf,1,0.2937,0.298,0.3824,0.0057,0,25.802,25.802,0.067,0.7401,4.0041,27.569,0.8438,0.3203,3775,3775,0.0047
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-14x8.cnf,1,0,0,0,0.0426,0.0319,30.739,30.739,0.5926,0,2,30.739,0.9987,0.956,3425,3425,0.0318
SAT_Competition2007/crafted/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_1-dir.sat05-439.reshuffled-07.cnf,1,0,0.1973,0.4081,0.013,0.9642,56.547,58.133,1.9953,0.8872,2,59.742,0.9997,0.7793,412,86,0.0126
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g4.cnf,1,0.1779,0.1587,0.1559,0.0164,0.9446,44.378,45.574,1.6247,0.2195,3,47.16,1.03,0.7782,174,64,0.0012
SAT_Competition2009/CRAFTED/sgi/new-difficult-28-302-26-75.cnf,1,0,0.1409,0.181,0.0153,0.9769,49.597,49.597,1.9073,0.0857,2,50.911,1.0014,0.9167,503,503,0.0147
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S261841674-082.SATISFIABLE.cnf,1,0.2663,0.2676,0.3836,0.0071,0,26.155,26.155,0.0405,0.6404,4.0041,27.959,0.8423,0.3235,3768,3768,0.0047
SAT_Competition2007/random/2+p/p0.7/v3500/unif2p-p0.7-v3500-c9345-S1909130260-19-SAT.cnf,1,0.4475,0.4184,0.5016,0.1566,0.2498,31.161,34.724,0.2736,1.3895,5.5196,35.895,0.8347,0.2236,1096,955,0.0001
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_22_SAT.cnf,1,1.0814,1.1171,0.8362,0.0028,0.0123,119.37,119.37,1.625,0.5004,4,119.37,1.0111,0.6497,27,27,0
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-13_160.cnf,1,0.0721,0.2614,0.3679,0,0,30.813,30.813,0.7857,0,2.9874,30.97,0.9904,0.6737,4557,4557,0.0168
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,2.1164,2.8108,2.2581,0.0151,0.8385,26.491,26.491,2.0692,1.0469,4,26.491,1.0301,0.291,401,401,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/400/unif-k3-r4.25-v400-c1700-S104085281-076.cnf,1,0.2909,0.2946,0.4109,0.0059,0,21.942,21.942,0.0639,0.7227,4,23.286,0.8416,0.3272,3839,3839,0.0047
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1724014998-099.cnf,1,0.0817,0.1021,0.2388,0,0,42.4,47.522,0,0.8401,3,49.517,0.8411,0.4844,45,39,0.0149
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_7_4_9_fbc.cnf,1,0.3691,0.7553,0.7258,0,0.601,19.322,19.322,0.5464,1.0946,5.7608,22.648,0.993,0.2465,1333,1333,0.0002
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v1375c111739gyes10.cnf,1,0.2133,0.2318,0.2213,0.0161,0.944,42.583,43.973,1.6249,0.222,3.1818,47.59,0.9997,0.748,182,74,0.0016
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.1-03.cnf,1,2.3481,3.3795,2.4635,0.0269,0.8294,0,0,2.8173,0.8953,4,0,1.06,0.1338,0,0,0
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g4.cnf,1,0.1982,0.1906,0.1859,0.024,0.9304,61.995,61.995,1.3773,0.2611,3.0709,61.995,0.9995,0.7368,1096,1096,0.0024
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i6_pp_ci_ce.cnf,1,1.1015,1.3182,1.538,0.101,0.1922,16.687,16.687,0.3197,1.6226,6.1183,17.019,0.949,0.1284,999,999,0.0001
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/countbitswegner/countbitswegner128.cnf,1,1.3051,0.3379,0.7305,0.7215,0.4499,1.1163,1.1951,0.7675,1.3614,47.513,1.2105,0.9,0.2664,42,41,0
SAT_Competition2009/CRAFTED/sgi/satsgi-n25himBHm27-p0-q251.cnf,1,0,0,0,0.0416,0.9815,0,0,2.3032,0,2,0,1.0003,1,0,0,0.04
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-47-4.cnf,1,0.4859,0.6042,0.5864,0.7771,0.0723,4.9052,5.4557,0.1825,1.0062,12.805,6.1436,0.9172,0.0335,152,85,0
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/90/unif-k5-r21.3-v90-c1917-S744068878-072.cnf,1,0.0108,0.095,0.2142,0,0,21.044,21.044,0,0.8472,2.5056,21.681,0.8591,0.5725,4240,4240,0.0443
SAT_RACE2006/SAT-Race_TS_1/goldb-heqc-desmul.cnf,1,3.6897,5.0083,4.8421,0.0165,0.2282,3,3.197,1.0239,1.2679,8.2216,3.9464,1.0342,0.0551,52,32,0
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S859578263-029.cnf,1,0.2938,0.2908,0.4005,0.006,0,33.071,41.75,0.0612,0.7078,5.0127,47.357,0.8251,0.2366,12,8,0.0001
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/60/unif-k7-r89-v60-c5340-S1639151107-094.cnf,1,0,0.0399,0.1411,0,0,22.709,22.709,0,1.0017,2,22.726,0.8772,0.6902,4428,4428,0.011
SAT_Competition2009/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.2919,1.0956,1.0811,0,0.2051,12.504,15.056,0.5989,1.2069,5.7022,17.488,0.9318,0.1278,545,472,0.0005
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1572638390-17.SAT.shuffled.cnf,1,0,0.0401,0.1729,0,0,26.788,26.788,0,0.995,2,26.851,0.8745,0.6758,4326,4326,0.0111
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-4x35.cnf,1,0,0,0,0.0381,0.0286,0,0,0.591,0,2,0,0.9997,0.987,0,0,0.0285
SAT_Competition2007/random/OnTreshold/7SAT/v65/unif-k7-r89-v65-c5785-S316555917-14.SAT.shuffled.cnf,1,0,0.037,0.1469,0,0,23.736,23.736,0,1.0064,2,24.028,0.8759,0.6857,4392,4392,0.0111
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-260-100.cnf,1,0.0213,0,0,0,0.8333,38.678,38.678,0.4472,0,4.9614,39.707,0.9011,0.6509,4475,4475,0.0176
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-gensys-ukn003.sat05-3346.reshuffled-07.cnf,1,0.8931,1.1569,1.4463,0.4417,0.2907,30.025,30.025,0.5185,1.7767,4.4587,34.176,0.9893,0.3807,1888,1888,0.0001
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S49237390-14.cnf,1,0.2932,0.2894,0.3977,0.006,0,31.286,45.286,0.0648,0.714,5.1894,53.1,0.8304,0.2376,5,3,0
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v750-c3195-S576842028-023.SATISFIABLE.cnf,1,0.2886,0.289,0.4204,0.0063,0,36.647,36.647,0.0576,0.7011,4.0163,37.111,0.8448,0.3033,2482,2482,0.0028
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-countbits128-tseitin.cnf,1,1.2953,0.3436,0.7372,0.7388,0.4538,1.0455,1.0455,0.7793,1.3615,46.317,1.1707,0.9562,0.2919,41,41,0
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-gensys-icl100.sat05-3226.reshuffled-07.cnf,1,1.1045,1.1161,1.6003,0.3237,0.2825,34.509,34.509,0.5372,1.9614,4.15,34.846,0.986,0.3613,1765,1765,0.0009
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10bi_s.cnf,1,1.8478,2.1343,2.445,1.3192,0.114,6.1194,6.12,0.37,1.8061,7.1605,8.6947,1.8823,0.0344,67,50,0
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S113771637-026.UNKNOWN.cnf,1,0,0.0357,0.1702,0,0,22.491,22.491,0,0.9926,2,22.596,0.8756,0.6925,4429,4429,0.011
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S360796849-068-UNKNOWN.cnf,1,0.2914,0.2884,0.3936,0.0074,0,30.053,42.481,0.0668,0.719,5.0495,47.462,0.8301,0.2375,11,8,0
SAT_Competition2011/SAT03/handmade/anton/SAT/SGI_30_80_15_90_4-dir.shuffled-as.sat03-6.cnf,1,0,0.1525,0.3653,0.016,0.9893,58.242,60.149,1.6885,0.7656,2,66.546,0.9998,0.9738,150,102,0.0155
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,0.0244,0,0.3554,0,0.8333,42.271,42.271,0.4472,1.0972,5,42.284,0.9008,0.6427,3919,3919,0.0153
SAT_Competition2007/crafted/spence/medium/s73-100.cnf,1,0.056,0.1609,0.2364,0,0,13.632,13.632,0,0,5,13.83,0.8105,0.8537,4208,4208,0.0385
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g6bi.cnf,1,0.9909,1.0653,1.1917,1.3453,0.1486,7.4759,9.2475,0.3947,1.7997,7.4922,9.9497,0.9021,0.0985,311,275,0.0002
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,1.1875,1.0031,1.3508,0.4016,0.1658,10.943,10.943,0.2369,1.258,11.048,10.943,0.8481,0.0288,544,544,0
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.2919,1.0956,1.0811,0,0.2051,12.504,14.031,0.5989,1.2069,5.7022,16.707,0.9319,0.1273,710,703,0.0005
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0.8107,0.8485,0.9735,0.0059,0.9544,0,0,0.9959,0.9367,11.815,0,0.9869,0.2218,0,0,0
SAT_Competition2009/CRAFTED/Medium/contest05/pebbling/unsat-pbl-00080.sat05-1325.reshuffled-07.cnf,1,0.471,1.3545,1.6938,0.1312,0.0013,9.9442,10.116,0.2485,2.402,4.2025,11.032,0.9891,0.5085,712,535,0.001
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_11_3_4_fbc.cnf,1,0.2607,2.0022,1.9336,0,0.314,28.402,34.903,0.9805,1.2343,5.0208,39.587,0.9957,0.3259,25,16,0.0001
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-240-3.sat05-2205.reshuffled-07.cnf,1,0.0261,0,0.2887,0,0,29.477,29.477,0,0.5623,6.0251,30.246,0.873,0.5805,4535,4535,0.0052
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/65/unif-k7-r89-v65-c5785-S1610649331-094.cnf,1,0,0.039,0.1416,0,0,23.841,23.841,0,0.9985,2,24.018,0.8757,0.6837,4403,4403,0.0111
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1214523131-078.SATISFIABLE.cnf,1,0.0085,0.1028,0.2163,0,0,18.11,18.11,0,0.8443,2.2297,18.351,0.863,0.5891,4300,4300,0.0445
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,1.3171,1.1941,2.0884,0.1525,0.0801,12.396,14.214,0.3821,2.5376,4.899,15.314,0.9159,0.2438,1169,785,0.0001
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,0.0016,0.2425,0.3562,0,0.0088,47.226,47.226,1.2004,0,2.1802,47.226,0.998,0.6701,3945,3945,0.0066
SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S1755163742-08.SAT.shuffled.cnf,1,0,0.0387,0.1764,0,0,19.473,19.473,0,0.9994,2,19.62,0.8758,0.7049,4498,4498,0.011
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1573578038-005.cnf,1,0.0816,0.1003,0.2378,0,0,44.415,49.333,0,0.8302,3,52.064,0.8429,0.4776,39,33,0.0131
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd005.sat05-3111.reshuffled-07.cnf,1,0.8599,0.8489,0.6156,0.6459,0.5069,31.263,31.263,0.6245,1.7266,4.1933,32.079,0.9926,0.5444,3313,3313,0.0001
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,0,0.2345,0.259,0.0114,0.9747,61.767,62.118,2.0143,0.1006,2,63.016,1.003,0.8727,270,84,0.011
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG7-gensys-icl006.sat05-3132.reshuffled-07.cnf,1,0.8505,0.9067,1.1395,0.4271,0.2836,33.659,33.659,0.4771,1.73,4.1829,33.997,0.9903,0.4324,3770,3770,0.0002
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1009664450-096.SATISFIABLE.cnf,1,0.006,0.1029,0.2339,0,0,18.38,18.38,0,0.8267,2.2027,18.618,0.8627,0.5854,4320,4320,0.0451
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen6-4-24-n650-03-S528656311.sat05-477.reshuffled-07.cnf,1,0.0745,0.0666,0.2145,0,0,25.667,26.587,0,0.5717,4,27.275,0.8226,0.3624,468,427,0.0065
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-ukn002.sat05-3842.reshuffled-07.cnf,1,1.3969,1.2917,2.393,0.1072,0.075,14.231,15.615,0.3829,2.6066,4.7641,16.56,0.9006,0.2312,1426,762,0.0001
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S2131244303-19-SAT.cnf,1,0.3502,0.3452,0.4269,0.0188,0.0958,26.084,26.232,0.1474,0.9673,4.7234,26.894,0.8357,0.2706,760,717,0.0005
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g2.cnf,1,0.1849,0.1645,0.1582,0.0177,0.9256,45.054,45.348,1.3923,0.2703,3,46.174,1.0005,0.8123,264,201,0.0034
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-ukn001.sat05-3841.reshuffled-07.cnf,1,1.4307,1.2378,2.2033,0.123,0.0724,14.901,14.956,0.3811,2.5844,4.8254,17.387,0.9079,0.2418,893,749,0.0001
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,1.0311,1.0662,0.7924,0.0048,0.0194,0,0,1.39,0.4864,4,0,1.0026,0.6514,0,0,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-10p1.cnf,1,0.6533,0.7411,0.8457,0.451,0.515,0,0,0.4374,1.4096,21,0,0.9971,0.1895,0,0,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/360/unif-k3-r4.25-v360-c1530-S680239195-053.cnf,1,0.2853,0.2896,0.3881,0.0066,0,20.664,20.664,0.0661,0.7,4,20.991,0.8438,0.3279,3966,3966,0.0066
SAT_Competition2007/crafted/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,1.6799,0.6817,0.9468,1.3953,0.1932,36.816,37.248,0.2145,0.9221,6.5269,41.67,0.796,0.2642,480,382,0.0003
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,0.0189,0,0,0,0.8478,0,0,1.0754,0,2.9222,0,0.9658,0.9009,0,0,0.2609
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S1283500452-05.cnf,1,0.0746,0.0967,0.2258,0,0,38.701,44.823,0,0.8363,3,46.883,0.8421,0.4884,54,45,0.0166
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc1093.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/520/unif-k3-r4.25-v520-c2210-S1540921235-015.cnf,1,0.3021,0.3047,0.4355,0.0064,0,27.182,27.182,0.0694,0.7614,4.004,27.691,0.8453,0.316,3710,3710,0.0046
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/medium-sat/partial-5-13-s.cnf,1,0.469,0.4687,0.4721,0.7493,0.6147,17.109,17.109,0.4877,1.3852,15.32,17.109,1.0588,0.2149,274,274,0
