@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gc_array_int NUMERIC
@ATTRIBUTE s_int_search NUMERIC
@ATTRIBUTE s_other_var NUMERIC
@ATTRIBUTE c_min_deg_cons NUMERIC
@ATTRIBUTE s_indomain_min NUMERIC
@ATTRIBUTE gc_count NUMERIC
@ATTRIBUTE gc_at_least_most NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE gc_global_cons NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE gc_cumulative NUMERIC
@ATTRIBUTE s_bool_search NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE c_bounds_z NUMERIC
@ATTRIBUTE gr_min_deg_vg NUMERIC
@ATTRIBUTE c_min_domdeg_cons NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE gr_min_diam_vg NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE v_min_dom_vars NUMERIC
@ATTRIBUTE gr_max_diam_vg NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE gc_max_min_int NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE gc_ratio_globs NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE o_de_di NUMERIC
@ATTRIBUTE o_di_de NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE o_de NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE o_deg NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE gc_diffn NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE s_input_order NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE o_dom NUMERIC
@ATTRIBUTE gr_cv_clust_cg NUMERIC
@ATTRIBUTE c_domain NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC

@DATA
benchmarks/rcpsp-max/rcpsp_max.mzn_AND_benchmarks/rcpsp-max/psp_j30_168.dzn,1,0,1,0,2,1,0,0,0,5,0,5,0,1,0,30,7.942216,15.884433,18.709677,0,0,1,0.977273,241,1,8.033333,0.007048,7.971544,0.001263,2.636364,0,7.096774,0.140909,30,4.541544,251,31,0.022727,740,30,0.033333,432.005126,30,0,1,3.232129,239.146307,30,30,0,0.654002,19.307692,7771,21.007889,0.763259,23.870968,-224.165359,1.603448,0,250.677419,241,0.123034,0,7.967544,0
benchmarks/rcpsp-max/rcpsp_max.mzn_AND_benchmarks/rcpsp-max/psp_d_13.dzn,1,0,1,0,2,1,0,0,0,5,0,5,0,1,0,2,1,2,6.046948,84,84,4,0.760108,2,6,1,1.048623,9.967226,0.488884,3.471698,0,1.741784,0.574124,100,3.868523,1001,101,0.013477,983,100,0.01,11360.0507,100,1.001027,4.788732,2.009168,996.722626,100,49.258216,0,0.650367,143,101310,29.183155,1.18794,4.615023,-43.869,16.537267,0,475.633803,986,0.574506,0,7.482794,0.17377
benchmarks/jobshop/jobshop.mzn_AND_benchmarks/jobshop/jobshop_swv09.dzn,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,2,3.89935,5700,5700,2,0.677966,2,3,1,4.34016,13.875077,0.600499,2.644068,0,1.474754,0.678079,40,-1,15025,301,0,600,-1,-1,119284.028205,-1,2.102226,2.949842,0.306346,28.750155,-1,5.799033,0,-1,703.9,4532978,20.101588,-1,0.099983,-0.616382,-1,0,755.370438,-1,-1,0,6.964619,0.073994
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_at/st103/st103_33.dzn,1,0,1,1,2,1,0,0,0,6,0,6,0,102,0,2,9.24434,18.48868,12.156863,0,0,1,0.981424,603,2,43.571429,0.001131,9.252665,0.000071,3.839009,0,3.166667,0.315789,14,2.981412,610,102,0.018576,814,2,0.5,5405.720196,2,0.097505,1.980392,2.424085,934.519209,2,99.058824,0,0.769719,301.5,62213,35.520965,1.808292,7.980392,-74.737409,0.164516,0,609.931373,603,0.134255,0,9.252614,0.070011
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_at/st103/st103_9.dzn,1,0,1,1,2,1,0,0,0,6,0,6,0,102,0,20,8.201955,16.403911,8.392157,0,0,1,0.954198,290,2,14.5,0.002967,8.224002,0.000965,6.534351,0,1.284314,0.778626,20,2.485457,299,102,0.045802,814,20,0.05,3679.623016,20,0.079585,1.803922,1.186663,830.624169,20,99.411765,0,0.90631,42.714286,30489,53.731783,1.493059,7.980392,-75.974831,2.383178,0,298.911765,290,0.192162,0,8.220636,0.220092
benchmarks/pattern-set-mining/pattern_set_mining_k2.mzn_AND_benchmarks/pattern-set-mining/hepatitis.dzn,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,1,11.92961,1037,1037,3,0.23649,2,245,0.01626,1.566074,1.044511,0.001073,11.915747,0,1.001163,0.998838,123,4.165446,137,493,0,136,0.478873,2.088235,1359.462855,136,1.132837,105.197789,0.92678,143.098032,1,52.162885,0,0.528082,137,3573,11.91929,1.291997,0.079116,1.490871,0.083825,1,2.078534,137,0.633331,0,1.000026,0.732761
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/01.dzn,1,0,1,1,2,1,0,0,0,4,0,4,0,31,0,3,1,2,4.174312,296,296,2,0.691684,2,3,1,2.737508,7.375039,0.520019,2.768763,0,1.507645,0.663286,44,4.697135,166,31,0.008114,184,3,0.333333,650.235479,3,1.899329,2.908257,0.762129,184.375986,3,7.180428,0,0.721438,53,5731,12.764136,0.869812,0.562691,-3.358912,0.718681,0,17.525994,159,0.269011,0,4.185175,0.099256
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/04.dzn,1,0,1,1,2,1,0,0,0,4,0,4,0,61,0,3,1,2,4.111546,450,450,2,0.702211,2,3,1,2.567686,8.189825,0.531324,2.73212,0,1.504892,0.664499,68,5.15913,292,61,0.005202,364,3,0.333333,2092.943508,3,2.00553,2.882583,1.027711,278.454035,3,9.784736,0,0.730265,95,18705,13.960825,0.954133,0.712329,-4.983833,0.729653,0,36.604697,285,0.257175,0,4.683665,0.111676
benchmarks/rcpsp-max/rcpsp_max.mzn_AND_benchmarks/rcpsp-max/psp_j30_123.dzn,1,0,1,0,2,1,0,0,0,5,0,5,0,1,0,2,1,2,3.302032,1047,1047,4,0.456892,2,6,1,5.206561,8.326429,0.797692,2.432628,0,1.357393,0.736706,77,3.314919,321,31,0.002581,539,30,0.033333,1561.485295,30,2.627291,5.467414,0.180122,249.792885,30,4.075683,0,0.256755,10.366667,12733,9.69405,1.250641,0.377715,-3.196016,9.085314,0,8.922915,311,1.088525,0,3.485917,0.0989
benchmarks/jobshop/jobshop.mzn_AND_benchmarks/jobshop/jobshop_la34.dzn,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,2,3.932896,8700,8700,2,0.674157,2,3,1,5.355346,13.905199,0.601473,2.651685,0,1.483169,0.674232,60,-1,15342,301,0,600,-1,-1,86029.550282,-1,2.628848,2.966559,0.22807,28.810398,-1,5.866015,0,-1,489.533333,4634686,20.051812,-1,0.066659,-0.387116,-1,0,514.907899,-1,-1,0,6.896687,0.060604
benchmarks/rcpsp-max/rcpsp_max.mzn_AND_benchmarks/rcpsp-max/psp_j30_33.dzn,1,0,1,0,2,1,0,0,0,5,0,5,0,1,0,2,1,2,3.289022,981,981,4,0.45374,2,6,1,4.924224,8.092757,0.791719,2.439889,0,1.348021,0.741828,81,3.507832,273,31,0.00277,500,30,0.033333,1461.306025,30,2.588616,5.465273,0.207705,242.782714,30,4.113518,0,0.258163,8.766667,11069,9.46495,1.264437,0.373413,-3.093506,9.121253,0,8.266617,263,1.095801,0,3.380833,0.099396
benchmarks/jobshop/jobshop.mzn_AND_benchmarks/jobshop/jobshop_la31.dzn,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,2,3.932896,8700,8700,2,0.674157,2,3,1,5.355144,13.891024,0.601376,2.651685,0,1.483169,0.674232,60,-1,15192,301,0,600,-1,-1,85271.245763,-1,2.628848,2.966559,0.22807,28.782048,-1,5.866015,0,-1,482.5,4589475,20.032685,-1,0.066659,-0.387116,-1,0,509.885013,-1,-1,0,6.890202,0.060604
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/05.dzn,1,0,1,1,2,1,0,0,0,4,0,4,0,91,0,3,1,2,4.077266,582,582,2,0.716346,2,3,1,2.456281,8.971544,0.535357,2.638462,0,1.545319,0.647115,44,5.103864,502,91,0.003846,544,3,0.333333,5664.149944,3,1.668296,2.86627,1.188423,224.288589,3,7.607727,0,0.701452,167.333333,46837,14.749,0.781661,0.808321,-6.138212,0.735787,0,69.594354,493,0.286684,0,5.254007,0.118747
benchmarks/rcpsp-max/rcpsp_max.mzn_AND_benchmarks/rcpsp-max/psp_j30_169.dzn,1,0,1,0,2,1,0,0,0,5,0,5,0,1,0,2,1,2,3.391373,933,933,4,0.47333,2,6,1,4.899099,8.144658,0.781954,2.42785,0,1.396863,0.71589,74,3.536462,283,31,0.002807,644,30,0.033333,1399.098323,30,2.55619,5.463529,0.20437,244.339747,30,4.144314,0,0.268073,10.481481,11251,9.792271,1.221382,0.505098,-4.444424,8.845976,0,8.824314,273,1.05355,0,3.569661,0.099798
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/08.dzn,1,0,1,1,2,1,0,0,0,4,0,4,0,121,0,3,9.384751,18.769502,6.942149,0,0,1,0.978261,664,2,67.3,0.001211,9.394463,0.000131,4.565217,0,1.520661,0.657609,10,2.389815,673,121,0.021739,724,3,0.333333,11984.678968,3,0.088977,1.975207,1.745306,1127.335523,3,118.066116,0,0.84164,221.333333,81424,42.887448,2.076333,5.983471,-55.096747,0.432143,0,672.92562,664,0.147783,0,9.394304,0.078723
benchmarks/rcpsp-max/rcpsp_max.mzn_AND_benchmarks/rcpsp-max/psp_j20_35.dzn,1,0,1,0,2,1,0,0,0,5,0,5,0,1,0,2,1,2,3.346216,450,450,4,0.4609,2,6,1,4.242632,7.84549,0.777918,2.462085,0,1.359098,0.735782,48,2.937466,230,21,0.005924,281,20,0.05,722.409594,20,2.094051,5.449275,0.251,156.909801,20,4.057971,0,0.27291,12.105263,6020,9.581822,1.185458,0.452496,-3.362749,5.976901,0,9.694042,220,1.076291,0,3.383807,0.103005
benchmarks/pattern-set-mining/pattern_set_mining_k1.mzn_AND_benchmarks/pattern-set-mining/german-credit.dzn,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,1,2,33.801836,1811,1811,2,0.282836,2,8,0.002004,7.068403,1.008966,0.000143,33.801836,0,1,1,998,-1,1000,1811,0,999,-1,-1,3894.596314,-1,0.97085,6.046417,0.738716,1008.965784,-1,447.433818,0,-1,1000,8840,33.804123,-1,0.254782,-0.880065,-1,1,2.254527,-1,-1,0,1.000002,0.113035
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_at/st103/st103_18.dzn,1,0,1,1,2,1,0,0,0,6,0,6,0,102,0,2,9.166119,18.332238,10.078431,0,0,1,0.97235,570,2,44.538462,0.001532,9.17742,0.000118,4.737327,0,2.127451,0.470046,13,2.986709,579,102,0.02765,814,2,0.5,6132.641317,2,0.097505,1.980392,2.387709,926.919373,2,99.058824,0,0.832415,285,59049,43.476231,1.785598,7.980392,-74.773785,0.198444,0,578.911765,570,0.160464,0,9.177315,0.070011
benchmarks/rcpsp-max/rcpsp_max.mzn_AND_benchmarks/rcpsp-max/psp_j30_244.dzn,1,0,1,0,2,1,0,0,0,5,0,5,0,1,0,2,1,2,3.20633,1209,1209,4,0.438223,2,6,1,5.154659,8.066089,0.797622,2.43776,0,1.315277,0.760296,73,2.779198,268,31,0.002314,434,30,0.033333,1740.563967,30,2.728273,5.471698,0.138915,241.982676,30,4,0,0.243453,8.6,11522,9.120518,1.28301,0.264151,-2.117534,9.356492,0,7.012781,258,1.130472,0,3.233999,0.097897
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_at/st103/st103_13.dzn,1,0,1,1,2,1,0,0,0,6,0,6,0,102,0,2,1,2,4.054953,2664,2664,2,0.675872,2,3,1,4.338829,8.262095,0.540531,2.717054,0,1.492408,0.670058,156,5.703829,307,102,0.001453,814,-1,-1,4516.240748,-1,3.351449,2.964208,0.352406,454.415216,-1,7.809834,0,-1,153.5,36634,13.075197,1.02974,0.294288,-2.4097,-1,0,13.244396,-1,-1,0,4.356511,0.062671
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_at/st103/st103_14.dzn,1,0,1,1,2,1,0,0,0,6,0,6,0,102,0,3,1,2,4.026637,4816,4816,2,0.672055,2,3,1,5.335281,8.396605,0.542812,2.690259,0,1.496747,0.668116,170,-1,337,102,0.000815,814,-1,-1,5555.456348,-1,3.911976,2.97926,0.203782,436.623449,-1,6.499797,0,-1,112.333333,43999,12.910349,-1,0.165514,-1.329111,-1,0,8.946523,-1,-1,0,4.363806,0.047835
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_at/st103/st103_2.dzn,1,0,1,1,2,1,0,0,0,6,0,6,0,102,0,25,9.078101,18.156202,8.490196,0,0,1,0.955882,536,2,21.44,0.001627,9.090112,0.000512,6.367647,0,1.333333,0.75,25,2.592786,545,102,0.044118,814,25,0.04,6669.162042,25,0.07463,1.754902,1.218506,918.101354,25,99.509804,0,0.906672,77.857143,55581,57.878212,1.409474,7.980392,-75.942988,2.944573,0,544.911765,536,0.186711,0,9.087904,0.245111
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_at/st103/st103_11.dzn,1,0,1,1,2,1,0,0,0,6,0,6,0,102,0,3,1,2,4.142399,3016,3016,2,0.674619,2,3,1,4.650038,8.503826,0.544616,2.775844,0,1.492303,0.670105,138,5.681864,363,102,0.001289,814,-1,-1,4126.382139,-1,3.533518,2.967287,0.317813,858.8864,-1,8.087235,0,-1,45.375,43050,13.877446,1.143615,0.261065,-2.134862,-1,0,13.806928,-1,-1,0,4.450547,0.059949
benchmarks/rcpsp-max/rcpsp_max.mzn_AND_benchmarks/rcpsp-max/psp_ubo100_22.dzn,1,0,1,0,2,1,0,0,0,5,0,5,0,1,0,2,1,2,4.90209,606,606,4,0.656934,2,6,1,2.785132,10.179909,0.633063,2.501965,0,1.959296,0.510387,100,5.343632,1160,101,0.002807,2579,100,0.01,6142.744917,100,2.351158,5.333333,1.044936,1017.990909,100,14.222222,0,0.41839,165.714286,118766,17.139637,1.428815,2.837184,-31.092749,20.399461,0,130.655666,1150,0.735242,0,6.361898,0.125
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_at/st103/st103_19.dzn,1,0,1,1,2,1,0,0,0,6,0,6,0,102,0,2,1,2,4.184086,3266,3266,2,0.679633,2,3,1,5.069149,9.154818,0.554114,2.754496,0,1.519002,0.658327,151,5.86373,570,102,0.001173,814,-1,-1,4788.559027,-1,3.59935,2.970012,0.31217,924.636629,-1,7.848575,0,-1,281.5,64665,14.805002,1.153395,0.241686,-1.963847,-1,0,19.199822,-1,-1,0,4.816524,0.057426
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_at/st103/st103_21.dzn,1,0,1,1,2,1,0,0,0,6,0,6,0,102,0,2,1,2,4.117917,2510,2510,2,0.683325,2,3,1,4.591962,9.321928,0.555711,2.701155,0,1.524502,0.655952,139,5.818163,640,102,0.001507,814,-1,-1,5660.133821,-1,3.297809,2.961332,0.413574,494.062189,-1,7.961715,0,-1,315.5,70291,14.688734,0.999379,0.311639,-2.547701,-1,0,26.910796,-1,-1,0,4.950577,0.065106
benchmarks/jobshop/jobshop.mzn_AND_benchmarks/jobshop/jobshop_swv03.dzn,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,2,3.899025,3800,3800,2,0.677966,2,3,1,4.33066,13.27263,0.596286,2.644068,0,1.474631,0.678136,40,1.451003,9896,201,0,400,-1,0,53869.321795,20,2.10119,2.949763,0.313121,27.54526,20,5.79855,0,0.67258,462.45,1996049,19.284591,0.66374,0.099975,-0.551049,5.129487,0,498.887528,9249,0.335539,0,6.68546,0.074052
benchmarks/open_stacks/open_stacks_01.mzn_AND_benchmarks/open_stacks/sp4_1.dzn,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2,1,2,2.409888,3775,3775,5,0.576141,2,159,0.961538,2.417877,24.253497,0.822681,2.422955,0,0.994607,1.005423,26,2.317146,20000001,2575,0.000226,650,0.25,4,3416678149.538458,2,1.260241,33.015955,1.234406,116.096405,1,6.897978,0,0.313769,10000000.5,13000023825,17.294748,1.745722,0.146292,-0.69603,0.414957,1,2921353.668539,26,1.044673,600,7.377872,0.736618
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_at/st27/st27_2.dzn,1,0,1,1,2,1,0,0,0,6,0,6,0,26,0,7,7.159307,14.318613,8.153846,0,0,1,0.837838,139,2,14.7,0.010488,7.199672,0.002198,5.72973,0,1.423077,0.702703,10,2.71808,147,26,0.162162,206,7,0.142857,471.007143,7,0.141946,1.730769,1.476842,179.991809,7,23.615385,0,0.845753,21,3814,41.236903,0.696012,7.923077,-59.52985,0.858491,0,146.692308,139,0.256361,0,7.192036,0.256279
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_at/st103/st103_26.dzn,1,0,1,1,2,1,0,0,0,6,0,6,0,102,0,2,8.39226,16.78452,10.078431,0,0,1,0.97235,333,2,26.076923,0.001744,8.405141,0.000146,4.737327,0,2.127451,0.470046,13,3.099472,339,102,0.02765,814,2,0.5,3596.912646,2,0.097505,1.980392,2.46794,848.919288,2,99.058824,0,0.832074,166.5,34572,39.817668,1.774532,7.980392,-74.693554,0.198444,0,338.941176,333,0.16088,0,8.405023,0.070011
benchmarks/pattern-set-mining/pattern_set_mining_k1.mzn_AND_benchmarks/pattern-set-mining/vehicle.dzn,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,42.169429,1316,1316,2,0.328729,2,7,0.002491,6.544455,1.010313,0.000181,42.169429,0,1,1,803,-1,846,1316,0,845,-1,-1,3561.095414,-1,1.05677,3.951197,0.601604,854.724514,-1,334.092695,0,-1,846,7360,42.172107,-1,0.259362,-0.856242,-1,1,2.259055,-1,-1,0,1.000003,0.305504
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_at/st103/st103_15.dzn,1,0,1,1,2,1,0,0,0,6,0,6,0,102,0,2,1,2,4.025865,6316,6316,2,0.67076,2,3,1,5.738325,8.413628,0.543016,2.688658,0,1.497351,0.667846,191,-1,341,102,0.000624,814,-1,-1,6879.620979,-1,4.261969,2.984263,0.148552,538.472187,-1,6.280773,0,-1,170.5,47405,12.876317,-1,0.126831,-1.016866,-1,0,7.386257,-1,-1,0,4.353183,0.041704
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_at/st103/st103_34.dzn,1,0,1,1,2,1,0,0,0,6,0,6,0,102,0,2,9.23717,18.47434,12.156863,0,0,1,0.981424,599,2,43.428571,0.001459,9.247928,0.000091,3.839009,0,3.166667,0.315789,14,2.895508,608,102,0.018576,814,2,0.5,5372.405939,2,0.097505,1.980392,2.355021,934.040679,2,99.058824,0,0.770954,299.5,62007,35.502746,1.816335,7.980392,-74.806473,0.164516,0,607.911765,599,0.132683,0,9.247861,0.070011
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_at/st27/st27_46.dzn,1,0,1,1,2,1,0,0,0,6,0,6,0,26,0,2,1,2,4.541322,216,216,2,0.721271,2,3,1,2.400633,6.569856,0.485771,2.687042,0,1.690083,0.591687,41,4.776644,95,26,0.01467,206,2,0.5,369.575284,2,1.715678,2.896694,0.785227,118.257401,2,6.702479,0,0.705727,43.5,2894,11.76978,0.780231,0.85124,-5.636635,0.4404,0,11.958678,87,0.265156,0,4.118264,0.105071
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_at/st103/st103_27.dzn,1,0,1,1,2,1,0,0,0,6,0,6,0,102,0,2,1,2,4.214088,2794,2794,2,0.681715,2,3,1,4.423377,8.285402,0.540451,2.768603,0,1.522099,0.656987,149,5.850962,312,102,0.001361,814,-1,-1,3836.690873,-1,3.465693,2.965124,0.341709,836.825624,-1,8.312845,0,-1,153.5,37407,13.703306,1.13217,0.281077,-2.296435,-1,0,12.916782,-1,-1,0,4.437202,0.061874
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_at/st103/st103_23.dzn,1,0,1,1,2,1,0,0,0,6,0,6,0,102,0,2,1,2,4.052893,5948,5948,2,0.673925,2,3,1,6.305247,9.139551,0.554409,2.683007,0,1.510579,0.661998,192,-1,564,102,0.000657,814,-1,-1,7033.311939,-1,4.182977,2.983306,0.170025,548.373081,-1,6.316364,0,-1,278,69416,13.926431,-1,0.134545,-1.077464,-1,0,11.473719,-1,-1,0,4.724948,0.042947
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_at/st103/st103_16.dzn,1,0,1,1,2,1,0,0,0,6,0,6,0,102,0,2,1,2,4.019613,7342,7342,2,0.670106,2,3,1,5.603417,8.159871,0.538565,2.684551,0,1.497313,0.667863,203,-1,286,102,0.000538,814,-1,-1,7975.701249,-1,4.418069,2.986701,0.107789,489.59228,-1,6.024449,0,-1,143,43847,12.472914,-1,0.10935,-0.879674,-1,0,5.890247,-1,-1,0,4.229584,0.038354
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_at/st103/st103_1.dzn,1,0,1,1,2,1,0,0,0,6,0,6,0,102,0,20,9.104551,18.209101,8.392157,0,0,1,0.954198,546,2,27.3,0.001598,9.116344,0.000465,6.534351,0,1.284314,0.778626,20,2.580654,555,102,0.045802,814,20,0.05,6835.780519,20,0.079585,1.803922,1.195405,920.75074,20,99.411765,0,0.905931,79.285714,56601,59.565792,1.4868,7.980392,-75.966088,2.383178,0,554.911765,546,0.192451,0,9.114543,0.220092
benchmarks/pattern-set-mining/pattern_set_mining_k1.mzn_AND_benchmarks/pattern-set-mining/sonar.dzn,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,1,2,57.001658,1159,1159,4,0.434314,2,7,0.004751,2.010552,1.032214,0.000656,57.001658,0,1,1,421,-1,208,1159,0,207,-1,-1,1656.044581,-1,0.941603,5.297555,0.972359,421,-1,423.82097,0,-1,208,5032,57.004434,-1,0.085785,2.262539,-1,1,2.085371,-1,-1,0,1.000013,0.129768
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_at/st103/st103_31.dzn,1,0,1,1,2,1,0,0,0,6,0,6,0,102,0,2,1,2,4.052945,5772,5772,2,0.674141,2,3,1,5.601847,8.400879,0.542941,2.682479,0,1.510895,0.661859,190,-1,338,102,0.000676,814,-1,-1,6694.429512,-1,4.140995,2.983146,0.164681,504.052766,-1,6.276473,0,-1,169,46012,12.90861,-1,0.138577,-1.11248,-1,0,7.833163,-1,-1,0,4.389807,0.04315
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_at/st27/st27_14.dzn,1,0,1,1,2,1,0,0,0,6,0,6,0,26,0,3,1,2,4.154412,246,246,2,0.682266,2,3,1,2.494771,6.523562,0.502063,2.783251,0,1.492647,0.669951,52,4.551938,92,26,0.014778,206,7,0.142857,364.683118,7,1.757956,2.904412,0.67885,97.853429,7,6.617647,0,0.724767,12.285714,2878,11.461457,0.86326,0.757353,-4.976058,1.684956,0,10.580882,86,0.265159,0,3.733733,0.101234
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_at/st103/st103_37.dzn,1,0,1,1,2,1,0,0,0,6,0,6,0,102,0,2,1,2,4.209945,2432,2432,2,0.692269,2,3,1,4.530628,9.324181,0.55322,2.686477,0,1.567088,0.638126,129,5.838278,641,102,0.001511,814,-1,-1,4660.883558,-1,3.239089,2.960142,0.41646,503.50575,-1,8.165746,0,-1,317.5,70240,14.853064,1.04781,0.321231,-2.633668,-1,0,27.719021,-1,-1,0,5.075792,0.066086
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_at/st103/st103_29.dzn,1,0,1,1,2,1,0,0,0,6,0,6,0,102,0,2,1,2,4.121829,2500,2500,2,0.683388,2,3,1,4.3606,8.566054,0.544708,2.703554,0,1.524596,0.655911,127,5.756246,379,102,0.001512,814,-1,-1,4258.5554,-1,3.280635,2.961184,0.389478,488.26508,-1,8.139124,0,-1,189,43657,13.622549,1.017829,0.312836,-2.560958,-1,0,16.778248,-1,-1,0,4.592619,0.06523
benchmarks/rcpsp/rcpsp.mzn_AND_benchmarks/rcpsp/data_at/st103/st103_38.dzn,1,0,1,1,2,1,0,0,0,6,0,6,0,102,0,2,1,2,4.112376,4552,4552,2,0.680884,2,4,1,5.832712,9.299208,0.555983,2.676409,0,1.536528,0.650818,169,-1,630,102,0.000839,814,-1,-1,6072.202158,-1,3.884819,2.978728,0.226291,539.354065,-1,6.681994,0,-1,310.5,73355,14.322684,-1,0.174903,-1.410888,-1,0,15.76171,-1,-1,0,4.896791,0.048937
benchmarks/open_stacks/open_stacks_01.mzn_AND_benchmarks/open_stacks/gp50by50_1.dzn,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2,1,2,2.419207,15050,15050,5,0.573831,2,306,0.980392,2.433419,24.253497,0.780881,2.425942,0,0.997224,1.002784,51,-1,20000001,10150,0.000057,2550,-1,-1,13083410362.019622,-1,1.66362,43.420907,1.231407,282.192809,-1,10.489858,0,-1,10000000.5,51000157650,17.721901,-1,0.144533,-0.998793,-1,1,2889527.345609,-1,-1,2450,7.560841,0.74228
