@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 6'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_size_min NUMERIC

@DATA
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v50000-c210000-S537193780-078-UNKNOWN.cnf,1,0.2954,0.2917,0.3998,0.0069,0,26
SAT_Competition2009/CRAFTED/Hard/contest05/others/mod2c-rand3bip-sat-220-1.sat05-2488.reshuffled-07.cnf,1,0.1214,0.2983,0.2136,0,0,4.8478
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S2094099432-08.SAT.shuffled.cnf,1,0.016,0.0952,0.2155,0,0,24.026
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v250-c1065-S1822479556-014.UNKNOWN.cnf,1,0.2713,0.2793,0.4207,0.0057,0,16.135
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-08.cnf,1,1.5622,0.7776,1.3396,0.3532,0.2002,31.098
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1293537826-039.cnf,1,0.2656,0.2713,0.3967,0.0059,0,20.196
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_462.cnf,1,0.0019,0.2491,0.3597,0,0.0027,47.627
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-SAT.cnf,1,0.7771,3.6006,4.3249,0.2898,0.9874,0
SAT_RACE2006/SAT-Race_TS_1/velev-vliw-sat-2.0-02.cnf,1,3.4327,3.6838,3.8095,0.0089,0.4054,0
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-14.sat05-2589.reshuffled-07.cnf,1,0.0799,0.1231,0.437,0,0,19.013
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-09.cnf,1,0.4547,0.585,0.534,0.3877,0.0617,4.8059
SAT_Competition2009/CRAFTED/edgematching/all/em_7_4_8_all.cnf,1,0.363,0.524,0.4567,0,0.6918,25.887
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/100/unif-k5-r21.3-v100-c2130-S1211704640-033.cnf,1,0.0124,0.0932,0.1891,0,0,22.889
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S266028630-005.cnf,1,0,0.0429,0.1577,0,0,55.187
SAT_Competition2011/SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf,1,0.0857,0.1315,0.4339,0.0032,0,26.105
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S2045682869-15.cnf,1,0.2953,0.2918,0.4003,0.0062,0,34
SAT_Competition2009/CRAFTED/edgematching/compact/em_9_3_5_cmp.cnf,1,0.275,1.5123,1.5038,0,0.1147,18.435
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F17.cnf,1,1.1089,2.5291,2.8796,0.092,0.2109,27.395
SAT_Competition2011/SAT07/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf,1,0.4511,0.4451,0.4571,1.5201,0.6153,2.9593
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n220-s24359701-sat.cnf,1,0.0174,0,0.4266,0,0.8333,32.479
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1018943457-089.SATISFIABLE.cnf,1,0,0.0393,0.1529,0,0,25.455
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-210-1.sat05-2158.reshuffled-07.cnf,1,0.0229,0,0.2789,0,0,26.135
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_4_keyfind_1.cnf,1,0.2773,0.2828,0.2931,0.172,0.0161,23.831
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S516218553-20-SAT.cnf,1,0.3136,0.3057,0.42,0.0159,0.097,35.245
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S252359291-002.SATISFIABLE.cnf,1,0.2685,0.2717,0.3951,0.0043,0,29.908
SAT_Competition2009/CRAFTED/edgematching/explicit/em_7_3_6_exp.cnf,1,0.2908,0.5431,0.3762,0,0.5978,13.778
SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,0.4883,0.6085,0.5909,0.7748,0.0718,5.3143
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v1150c84314gyes2.cnf,1,0.1531,0.1278,0.1265,0.0138,0.938,50.081
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p15-s28972035.cnf,1,0,0.173,0.1972,0.0049,0.9787,71.067
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S614849838-039.UNKNOWN.cnf,1,0,0.033,0.1654,0,0,22.485
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S195213520-027.cnf,1,0.2967,0.2929,0.4007,0.0054,0,34.033
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/medium-unsat/total-5-11-u.cnf,1,0.4245,0.4014,0.424,1.4824,0.635,3.3846
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,0.0356,0,0,0,0.8844,66.1
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes1.cnf,1,0.1822,0.1859,0.1754,0.0228,0.9284,46.328
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,1.6158,2.1893,1.7912,0.0497,0.8894,34.668
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-230-3.shuffled-as.sat05-2505.cnf,1,0.114,0.275,0.1864,0,0,8.3323
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,0.9599,1.308,2.322,0,0.0599,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S602463346-055.cnf,1,0.2937,0.298,0.3824,0.0057,0,25.802
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-14x8.cnf,1,0,0,0,0.0426,0.0319,30.739
SAT_Competition2007/crafted/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_1-dir.sat05-439.reshuffled-07.cnf,1,0,0.1973,0.4081,0.013,0.9642,56.547
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g4.cnf,1,0.1779,0.1587,0.1559,0.0164,0.9446,44.378
SAT_Competition2009/CRAFTED/sgi/new-difficult-28-302-26-75.cnf,1,0,0.1409,0.181,0.0153,0.9769,49.597
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S261841674-082.SATISFIABLE.cnf,1,0.2663,0.2676,0.3836,0.0071,0,26.155
SAT_Competition2007/random/2+p/p0.7/v3500/unif2p-p0.7-v3500-c9345-S1909130260-19-SAT.cnf,1,0.4475,0.4184,0.5016,0.1566,0.2498,31.161
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_22_SAT.cnf,1,1.0814,1.1171,0.8362,0.0028,0.0123,119.37
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-13_160.cnf,1,0.0721,0.2614,0.3679,0,0,30.813
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,2.1164,2.8108,2.2581,0.0151,0.8385,26.491
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/400/unif-k3-r4.25-v400-c1700-S104085281-076.cnf,1,0.2909,0.2946,0.4109,0.0059,0,21.942
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1724014998-099.cnf,1,0.0817,0.1021,0.2388,0,0,42.4
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_7_4_9_fbc.cnf,1,0.3691,0.7553,0.7258,0,0.601,19.322
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v1375c111739gyes10.cnf,1,0.2133,0.2318,0.2213,0.0161,0.944,42.583
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.1-03.cnf,1,2.3481,3.3795,2.4635,0.0269,0.8294,0
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?,?,?,?,?,?
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g4.cnf,1,0.1982,0.1906,0.1859,0.024,0.9304,61.995
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i6_pp_ci_ce.cnf,1,1.1015,1.3182,1.538,0.101,0.1922,16.687
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/countbitswegner/countbitswegner128.cnf,1,1.3051,0.3379,0.7305,0.7215,0.4499,1.1163
SAT_Competition2009/CRAFTED/sgi/satsgi-n25himBHm27-p0-q251.cnf,1,0,0,0,0.0416,0.9815,0
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-47-4.cnf,1,0.4859,0.6042,0.5864,0.7771,0.0723,4.9052
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/90/unif-k5-r21.3-v90-c1917-S744068878-072.cnf,1,0.0108,0.095,0.2142,0,0,21.044
SAT_RACE2006/SAT-Race_TS_1/goldb-heqc-desmul.cnf,1,3.6897,5.0083,4.8421,0.0165,0.2282,3
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S859578263-029.cnf,1,0.2938,0.2908,0.4005,0.006,0,33.071
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/60/unif-k7-r89-v60-c5340-S1639151107-094.cnf,1,0,0.0399,0.1411,0,0,22.709
SAT_Competition2009/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.2919,1.0956,1.0811,0,0.2051,12.504
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1572638390-17.SAT.shuffled.cnf,1,0,0.0401,0.1729,0,0,26.788
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-4x35.cnf,1,0,0,0,0.0381,0.0286,0
SAT_Competition2007/random/OnTreshold/7SAT/v65/unif-k7-r89-v65-c5785-S316555917-14.SAT.shuffled.cnf,1,0,0.037,0.1469,0,0,23.736
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-260-100.cnf,1,0.0213,0,0,0,0.8333,38.678
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-gensys-ukn003.sat05-3346.reshuffled-07.cnf,1,0.8931,1.1569,1.4463,0.4417,0.2907,30.025
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S49237390-14.cnf,1,0.2932,0.2894,0.3977,0.006,0,31.286
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v750-c3195-S576842028-023.SATISFIABLE.cnf,1,0.2886,0.289,0.4204,0.0063,0,36.647
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-countbits128-tseitin.cnf,1,1.2953,0.3436,0.7372,0.7388,0.4538,1.0455
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-gensys-icl100.sat05-3226.reshuffled-07.cnf,1,1.1045,1.1161,1.6003,0.3237,0.2825,34.509
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10bi_s.cnf,1,1.8478,2.1343,2.445,1.3192,0.114,6.1194
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S113771637-026.UNKNOWN.cnf,1,0,0.0357,0.1702,0,0,22.491
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S360796849-068-UNKNOWN.cnf,1,0.2914,0.2884,0.3936,0.0074,0,30.053
SAT_Competition2011/SAT03/handmade/anton/SAT/SGI_30_80_15_90_4-dir.shuffled-as.sat03-6.cnf,1,0,0.1525,0.3653,0.016,0.9893,58.242
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,0.0244,0,0.3554,0,0.8333,42.271
SAT_Competition2007/crafted/spence/medium/s73-100.cnf,1,0.056,0.1609,0.2364,0,0,13.632
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g6bi.cnf,1,0.9909,1.0653,1.1917,1.3453,0.1486,7.4759
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,1.1875,1.0031,1.3508,0.4016,0.1658,10.943
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.2919,1.0956,1.0811,0,0.2051,12.504
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0.8107,0.8485,0.9735,0.0059,0.9544,0
SAT_Competition2009/CRAFTED/Medium/contest05/pebbling/unsat-pbl-00080.sat05-1325.reshuffled-07.cnf,1,0.471,1.3545,1.6938,0.1312,0.0013,9.9442
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_11_3_4_fbc.cnf,1,0.2607,2.0022,1.9336,0,0.314,28.402
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-240-3.sat05-2205.reshuffled-07.cnf,1,0.0261,0,0.2887,0,0,29.477
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/65/unif-k7-r89-v65-c5785-S1610649331-094.cnf,1,0,0.039,0.1416,0,0,23.841
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1214523131-078.SATISFIABLE.cnf,1,0.0085,0.1028,0.2163,0,0,18.11
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,1.3171,1.1941,2.0884,0.1525,0.0801,12.396
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,0.0016,0.2425,0.3562,0,0.0088,47.226
SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S1755163742-08.SAT.shuffled.cnf,1,0,0.0387,0.1764,0,0,19.473
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1573578038-005.cnf,1,0.0816,0.1003,0.2378,0,0,44.415
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd005.sat05-3111.reshuffled-07.cnf,1,0.8599,0.8489,0.6156,0.6459,0.5069,31.263
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,0,0.2345,0.259,0.0114,0.9747,61.767
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG7-gensys-icl006.sat05-3132.reshuffled-07.cnf,1,0.8505,0.9067,1.1395,0.4271,0.2836,33.659
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1009664450-096.SATISFIABLE.cnf,1,0.006,0.1029,0.2339,0,0,18.38
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen6-4-24-n650-03-S528656311.sat05-477.reshuffled-07.cnf,1,0.0745,0.0666,0.2145,0,0,25.667
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-ukn002.sat05-3842.reshuffled-07.cnf,1,1.3969,1.2917,2.393,0.1072,0.075,14.231
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S2131244303-19-SAT.cnf,1,0.3502,0.3452,0.4269,0.0188,0.0958,26.084
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g2.cnf,1,0.1849,0.1645,0.1582,0.0177,0.9256,45.054
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-ukn001.sat05-3841.reshuffled-07.cnf,1,1.4307,1.2378,2.2033,0.123,0.0724,14.901
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,1.0311,1.0662,0.7924,0.0048,0.0194,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-10p1.cnf,1,0.6533,0.7411,0.8457,0.451,0.515,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/360/unif-k3-r4.25-v360-c1530-S680239195-053.cnf,1,0.2853,0.2896,0.3881,0.0066,0,20.664
SAT_Competition2007/crafted/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,1.6799,0.6817,0.9468,1.3953,0.1932,36.816
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?,?
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,0.0189,0,0,0,0.8478,0
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S1283500452-05.cnf,1,0.0746,0.0967,0.2258,0,0,38.701
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc1093.cnf,1,?,?,?,?,?,?
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/520/unif-k3-r4.25-v520-c2210-S1540921235-015.cnf,1,0.3021,0.3047,0.4355,0.0064,0,27.182
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/medium-sat/partial-5-13-s.cnf,1,0.469,0.4687,0.4721,0.7493,0.6147,17.109
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1141213963-005.cnf,1,0.2912,0.2877,0.3967,0.0068,0,32.909
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1516934767-080.cnf,1,0.2758,0.2785,0.3817,0.0037,0,0
SAT_Competition2011/SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,0.2364,0.2301,0.2122,0.0297,0.905,28.776
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,1.3286,1.2324,2.4745,0.1283,0.0848,11.352
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-ukn009.shuffled-as.sat05-3849.cnf,1,1.5123,1.265,2.5002,0.121,0.0712,13.264
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-11.cnf,1,12.484,10.628,15.776,4.1402,0.4719,0
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-1_31_2-k25.cnf,1,0.7595,0.9423,0.8578,1.3674,0.5517,11.04
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-grid-pbl-0200.sat05-1339.reshuffled-07.cnf,1,?,?,?,?,?,?
SAT-Race-2010-CNF/mixed/diagnosis/UTI-20-10p0.cnf,1,0.6447,0.7304,0.8378,0.4588,0.5243,0
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S1054448974-13.cnf,1,0.2948,0.2912,0.4005,0.0067,0,36.429
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2c-rand3bip-sat-190-3.sat05-2445.reshuffled-07.cnf,1,0.1107,0.2685,0.2431,0,0,4.6202
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1738391204-028.cnf,1,0.0833,0.1014,0.2261,0,0,44.093
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-ukn003.sat05-2726.reshuffled-07.cnf,1,1.51,3.9971,2.6098,0.2406,0.083,11.445
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9.cnf,1,1.0157,1.1783,1.2256,1.4708,0.1605,13.697
SAT_Competition2007/crafted/spence/medium/s81-100.cnf,1,0.0537,0.1549,0.2267,0,0,13.093
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_25.cnf,1,0.0846,0.0054,0.0054,0,0.3917,34.787
SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S467706592-03.cnf,1,0,0.0379,0.1574,0,0,51.565
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-025.sat05-1306.reshuffled-07.cnf,1,0,0,0.1734,0,0.0212,32.667
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-2.cnf,1,0.4882,0.6084,0.5909,0.7751,0.0718,5.363
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S1326039470-063.cnf,1,0.2762,0.2777,0.3929,0.0053,0,21.821
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,0.7071,0.4925,0.5809,0.2727,0.8536,28.549
SAT_Competition2009/CRAFTED/Hard/contest05/counting-php/easier-fphp-035-029.sat05-1221.reshuffled-07.cnf,1,0.2382,0,0.3235,0.0333,0.9617,69.071
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S594553190-015-UNKNOWN.cnf,1,0.2949,0.2909,0.401,0.0067,0,31.067
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00090.sat05-1326.reshuffled-07.cnf,1,0.3985,1.2736,1.9362,0.0903,0.0009,8.6238
SAT_Competition2007/random/LargeSize/5SAT/v1000/unif-k5-r20-v1000-c20000-S406284248-03.cnf,1,0.0819,0.097,0.2263,0,0,43.905
SAT_Competition2007/industrial/industrial/palacios/medium/sortnet-7-ipc5-h16-sat.cnf,1,1.7667,2.9581,4.0643,1.0572,0.4291,23.607
SAT_Competition2007/random/OnTreshold/7SAT/v55/unif-k7-r89-v55-c4895-S1262395962-18.UNSAT.shuffled.cnf,1,0,0.0365,0.1345,0,0,21.019
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S1949086545-083.cnf,1,0.2872,0.2908,0.4123,0.0059,0,27.759
SAT_Competition2007/crafted/Medium/contest05/others/QG8-gensys-ukn005.sat05-3584.reshuffled-07.cnf,1,1.04,1.659,1.8399,0.1316,0.1394,30.073
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S1767425240-073.cnf,1,0.271,0.2746,0.3712,0.0083,0,22.694
SAT_Competition2009/APPLICATION/SAT07/industrial/narain/clauses-8.cnf,1,5.2702,18.306,23.694,1.6181,0.5361,0
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S702278147-14-UNSAT.cnf,1,0.3325,0.3272,0.4266,0.0183,0.0969,26.135
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-fclqcolor-20-13-14.sat05-1278.reshuffled-07.cnf,1,0.6135,0.7758,0.8597,0.0127,0.1258,45.375
SAT_Competition2009/CRAFTED/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,2.1611,2.8267,2.5655,0.0239,0.0753,56.821
SAT_RACE2006/SAT-Race_TS_1/velev-npe-1.0-03.cnf,1,0.7383,8.1967,6.4741,0.0046,0.8151,0
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest02-ezfact64_10.sat05-449.reshuffled-07.cnf,1,0.9208,0.5437,0.9093,0.1141,0.0455,30.17
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p30-s52708253.cnf,1,0,0.2623,0.2856,0.0032,0.9834,72.6
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1260745628-20.UNSAT.shuffled.cnf,1,0.01,0.0956,0.2464,0,0,19.123
SAT_RACE2006/SAT-Race-Benchmarks/een-pico-prop01-75.cnf,1,1.0383,1.637,1.0609,1.5044,0.2776,3.2987
SAT_Competition2009/CRAFTED/sgi/satsgi-n25himBHm29-p0-q290.cnf,1,0,0,0,0.0399,0.9835,0
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-11r1-k45.cnf,1,1.1323,1.3093,1.3177,1.058,0.5033,8.3095
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,3.701,5.0609,4.3539,0.0385,0.8646,0
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1085782051-01.UNSAT.shuffled.cnf,1,0.2764,0.2829,0.3775,0.0039,0,20.795
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-f10ni.cnf,1,1.6184,1.7985,2.1584,1.4117,0.1298,11.225
SAT_Competition2007/industrial/industrial/narain/clauses-10.cnf,1,4.916,21.513,27.829,1.5935,0.5394,0
SAT_Competition2007/crafted/Hard/contest02/ezfact64_3.sat05-450.reshuffled-07.cnf,1,0.9034,0.5339,0.8765,0.1409,0.0502,28.128
SAT_Competition2007/random/OnTreshold/7SAT/v55/unif-k7-r89-v55-c4895-S145251364-05.UNSAT.shuffled.cnf,1,0,0.0365,0.1392,0,0,21.024
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq3.cnf,1,3.157,4.4743,3.8463,0.0377,0.89,13.714
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-k2f-gr-rcs-w8.cnf,1,0.8254,0.8492,0.9566,0.0052,0.7657,47.37
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S1638354370-16.cnf,1,0.0759,0.097,0.2318,0,0,43.361
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S1196935200-064-UNKNOWN.cnf,1,0.2949,0.2909,0.3994,0.0061,0,31.625
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-uns-1.0-8.cnf,1,2.9842,4.946,4.4253,0.0118,0.9501,49.111
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S1835046931-014.cnf,1,0.2967,0.2936,0.4089,0.0064,0,29.404
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-25-10.shuffled.cnf,1,0.7973,0.3301,0.3725,0.3377,0.4984,19.704
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S1510966387-018.cnf,1,0.2928,0.2893,0.4003,0.0062,0,33.615
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-05.cnf,1,1.6516,0.8429,1.4648,0.3586,0.2049,16.883
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S371462865-10.cnf,1,0,0.0399,0.1595,0,0,56.101
