@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 6'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC

@DATA
nusmv.tcas^2.B-f2-shuffled,1,2.773398,19830,0.075651,9766,4734,0.549012
nusmv.tcas^4.B-f3-shuffled,1,2.804091,31989,0.079827,15645,7602.5,0.544632
nusmv.tcas-t^5.B-f2-shuffled,1,2.784754,21014,0.077295,10337,5018.5,0.548496
nusmv.tcas-t^6.B-f3-shuffled,1,2.811643,33502,0.078749,16336,7947,0.547038
par16-1-c-00-shuffled,1,2.325296,5075,0.317185,2530,1106.5,0.577426
par8-1-c-50-shuffled,1,2.436652,932,0.354689,442,189,0.558032
par8-2-90-shuffled,1,2.27452,3715,0.361144,1876,763,0.583548
par8-2-c-50-shuffled,1,2.444444,985,0.354895,468,200,0.560315
par8-3-c-00-shuffled,1,2.323826,1201,0.323466,596,260.5,0.573285
par8-3-c-90-shuffled,1,2.55819,1003,0.377422,464,194.5,0.557709
par8-4-90-shuffled,1,2.269149,3717,0.361463,1880,765,0.583919
par8-4-c-90-shuffled,1,2.555825,887,0.379867,412,172.5,0.562203
par8-5-c-90-shuffled,1,2.567391,995,0.37934,460,192.5,0.558848
Qq2k3k3v100v100m1000s10,1,15.085,101,1.511,200,100,0.111
Qq2k3k3v100v100m1000s1,1,15.035,106,1.48,200,100,0.101
Qq2k3k3v100v100m1000s2,1,14.925,120,1.487,200,100,0.116
Qq2k3k3v100v100m1000s3,1,15.1,121,1.488,200,100,0.128
Qq2k3k3v100v100m1000s4,1,14.845,127,1.507,200,100,0.119
Qq2k3k3v100v100m1000s5,1,14.84,117,1.482,200,100,0.114
Qq2k3k3v100v100m1000s6,1,15.23,109,1.54,200,100,0.13
Qq2k3k3v100v100m1000s7,1,14.86,126,1.474,200,100,0.114
Qq2k3k3v100v100m1000s8,1,15.23,91,1.527,200,100,0.122
Qq2k3k3v100v100m1000s9,1,14.85,110,1.467,200,100,0.11
Qq2k3k3v100v100m1200s10,1,17.94,126,1.5025,200,100,0.109167
Qq2k3k3v100v100m1200s1,1,18.12,125,1.4925,200,100,0.105
Qq2k3k3v100v100m1200s2,1,17.895,153,1.476667,200,100,0.118333
Qq2k3k3v100v100m1200s3,1,18.11,146,1.485,200,100,0.128333
Qq2k3k3v100v100m1200s4,1,17.775,149,1.5075,200,100,0.115
Qq2k3k3v100v100m1200s5,1,17.8,137,1.491667,200,100,0.114167
Qq2k3k3v100v100m1200s6,1,18.21,131,1.5275,200,100,0.126667
Qq2k3k3v100v100m1200s7,1,18.02,141,1.500833,200,100,0.115833
Qq2k3k3v100v100m1200s8,1,18.485,103,1.536667,200,100,0.125
Qq2k3k3v100v100m1200s9,1,17.86,135,1.459167,200,100,0.113333
Qq2k3k3v100v100m1400s10,1,20.98,150,1.514286,200,100,0.112143
Qq2k3k3v100v100m1400s1,1,20.93,156,1.468571,200,100,0.102857
Qq2k3k3v100v100m1400s2,1,20.82,171,1.465714,200,100,0.11
Qq2k3k3v100v100m1400s3,1,21.09,171,1.489286,200,100,0.127143
Qq2k3k3v100v100m1400s4,1,20.72,171,1.493571,200,100,0.111429
Qq2k3k3v100v100m1400s5,1,20.99,161,1.512857,200,100,0.120714
Qq2k3k3v100v100m1400s6,1,21.165,155,1.524286,200,100,0.125714
Qq2k3k3v100v100m1400s7,1,21.125,159,1.498571,200,100,0.118571
Qq2k3k3v100v100m1400s8,1,21.32,127,1.516429,200,100,0.115
Qq2k3k3v100v100m1400s9,1,20.835,152,1.451429,200,100,0.110714
Qq2k3k3v100v100m1600s10,1,24,173,1.506875,200,100,0.11125
Qq2k3k3v100v100m1600s1,1,23.97,180,1.47875,200,100,0.103125
Qq2k3k3v100v100m1600s2,1,23.7,194,1.456875,200,100,0.1075
Qq2k3k3v100v100m1600s3,1,24.115,191,1.49375,200,100,0.128125
Qq2k3k3v100v100m1600s4,1,23.77,188,1.5,200,100,0.10875
Qq2k3k3v100v100m1600s5,1,24.075,180,1.511875,200,100,0.12
Qq2k3k3v100v100m1600s6,1,24.26,177,1.51875,200,100,0.126875
Qq2k3k3v100v100m1600s7,1,24.2,185,1.50625,200,100,0.11875
Qq2k3k3v100v100m1600s8,1,24.46,151,1.5175,200,100,0.120625
Qq2k3k3v100v100m1600s9,1,23.875,172,1.461875,200,100,0.115625
Qq2k3k3v100v100m1800s10,1,26.925,193,1.505556,200,100,0.109444
Qq2k3k3v100v100m1800s1,1,27.135,194,1.491667,200,100,0.107222
Qq2k3k3v100v100m1800s2,1,26.73,213,1.457778,200,100,0.106667
Qq2k3k3v100v100m1800s3,1,27.09,215,1.495,200,100,0.125
Qq2k3k3v100v100m1800s4,1,26.85,209,1.508333,200,100,0.111111
Qq2k3k3v100v100m1800s5,1,26.835,211,1.498889,200,100,0.115556
Qq2k3k3v100v100m1800s6,1,27.325,200,1.529444,200,100,0.123889
Qq2k3k3v100v100m1800s7,1,27.27,204,1.500556,200,100,0.119444
Qq2k3k3v100v100m1800s8,1,27.455,168,1.513889,200,100,0.117222
Qq2k3k3v100v100m1800s9,1,26.78,199,1.462222,200,100,0.115
Qq2k3k3v100v100m2000s10,1,29.86,214,1.496,200,100,0.1075
Qq2k3k3v100v100m2000s1,1,30.105,219,1.4915,200,100,0.107
Qq2k3k3v100v100m2000s2,1,29.72,241,1.461,200,100,0.1095
Qq2k3k3v100v100m2000s3,1,29.975,239,1.483,200,100,0.12
Qq2k3k3v100v100m2000s4,1,29.74,236,1.503,200,100,0.11
Qq2k3k3v100v100m2000s5,1,29.935,226,1.5045,200,100,0.1155
Qq2k3k3v100v100m2000s6,1,30.445,214,1.5275,200,100,0.1225
Qq2k3k3v100v100m2000s7,1,30.205,227,1.4955,200,100,0.1195
Qq2k3k3v100v100m2000s8,1,30.475,183,1.511,200,100,0.115
Qq2k3k3v100v100m2000s9,1,29.895,219,1.4735,200,100,0.1165
Qq2k3k3v100v100m400s10,1,5.975,45,1.5,200,100,0.1025
Qq2k3k3v100v100m400s1,1,6.09,42,1.4825,200,100,0.11
Qq2k3k3v100v100m400s2,1,6.05,48,1.505,200,100,0.1175
Qq2k3k3v100v100m400s3,1,6.085,49,1.4925,200,100,0.1325
Qq2k3k3v100v100m400s4,1,5.825,53,1.4975,200,100,0.1125
Qq2k3k3v100v100m400s5,1,5.905,46,1.4825,200,100,0.1
Qq2k3k3v100v100m400s6,1,6.11,45,1.555,200,100,0.135
Qq2k3k3v100v100m400s7,1,5.99,47,1.4825,200,100,0.12
Qq2k3k3v100v100m400s8,1,5.95,39,1.515,200,100,0.1275
Qq2k3k3v100v100m400s9,1,5.96,46,1.5075,200,100,0.11
Qq2k3k3v100v100m600s10,1,9.01,68,1.505,200,100,0.106667
Qq2k3k3v100v100m600s1,1,8.98,68,1.478333,200,100,0.1
Qq2k3k3v100v100m600s2,1,8.835,79,1.468333,200,100,0.11
Qq2k3k3v100v100m600s3,1,9.065,69,1.515,200,100,0.121667
Qq2k3k3v100v100m600s4,1,8.885,74,1.51,200,100,0.116667
Qq2k3k3v100v100m600s5,1,8.98,63,1.51,200,100,0.116667
Qq2k3k3v100v100m600s6,1,9.135,65,1.553333,200,100,0.125
Qq2k3k3v100v100m600s7,1,8.965,73,1.485,200,100,0.116667
Qq2k3k3v100v100m600s8,1,9.095,51,1.535,200,100,0.131667
Qq2k3k3v100v100m600s9,1,8.995,64,1.503333,200,100,0.121667
Qq2k3k3v100v100m800s10,1,12.055,88,1.51875,200,100,0.11
Qq2k3k3v100v100m800s1,1,11.985,85,1.47125,200,100,0.095
Qq2k3k3v100v100m800s2,1,11.77,103,1.45875,200,100,0.10875
Qq2k3k3v100v100m800s3,1,12.215,91,1.5075,200,100,0.13125
Qq2k3k3v100v100m800s4,1,11.925,103,1.505,200,100,0.125
Qq2k3k3v100v100m800s5,1,11.905,86,1.48875,200,100,0.1125
Qq2k3k3v100v100m800s6,1,12.175,84,1.54,200,100,0.1225
Qq2k3k3v100v100m800s7,1,11.89,99,1.47625,200,100,0.115
Qq2k3k3v100v100m800s8,1,12.105,76,1.51875,200,100,0.125
Qq2k3k3v100v100m800s9,1,11.89,88,1.4725,200,100,0.115
Qq2k3k3v20v20m120s10,1,8.525,16,1.475,40,20,0.075
Qq2k3k3v20v20m120s1,1,9.4,9,1.508333,40,20,0.133333
Qq2k3k3v20v20m120s2,1,8.95,14,1.475,40,20,0.083333
Qq2k3k3v20v20m120s3,1,9.175,14,1.516667,40,20,0.141667
Qq2k3k3v20v20m120s4,1,8.475,15,1.383333,40,20,0.083333
Qq2k3k3v20v20m120s5,1,8.6,12,1.408333,40,20,0.083333
Qq2k3k3v20v20m120s6,1,8.8,15,1.458333,40,20,0.108333
Qq2k3k3v20v20m120s7,1,8.9,11,1.416667,40,20,0.125
Qq2k3k3v20v20m120s8,1,9.025,15,1.575,40,20,0.141667
Qq2k3k3v20v20m120s9,1,8.9,12,1.508333,40,20,0.1
Qq2k3k3v20v20m160s10,1,11.525,20,1.4625,40,20,0.08125
Qq2k3k3v20v20m160s1,1,12.675,11,1.51875,40,20,0.125
Qq2k3k3v20v20m160s2,1,11.875,22,1.45,40,20,0.1
Qq2k3k3v20v20m160s3,1,12.025,20,1.50625,40,20,0.125
Qq2k3k3v20v20m160s4,1,11.425,20,1.4375,40,20,0.08125
Qq2k3k3v20v20m160s5,1,11.45,17,1.45,40,20,0.06875
Qq2k3k3v20v20m160s6,1,11.65,23,1.44375,40,20,0.1
Qq2k3k3v20v20m160s7,1,12.075,13,1.475,40,20,0.13125
Qq2k3k3v20v20m160s8,1,11.775,20,1.5625,40,20,0.125
Qq2k3k3v20v20m160s9,1,11.875,19,1.4875,40,20,0.10625
Qq2k3k3v20v20m200s10,1,14.525,25,1.475,40,20,0.095
Qq2k3k3v20v20m200s1,1,15.45,18,1.51,40,20,0.115
Qq2k3k3v20v20m200s2,1,14.8,27,1.44,40,20,0.095
Qq2k3k3v20v20m200s3,1,14.925,28,1.475,40,20,0.125
Qq2k3k3v20v20m200s4,1,14.625,23,1.51,40,20,0.095
Qq2k3k3v20v20m200s5,1,14.6,21,1.465,40,20,0.08
Qq2k3k3v20v20m200s6,1,14.65,27,1.48,40,20,0.1
Qq2k3k3v20v20m200s7,1,15.075,19,1.48,40,20,0.135
Qq2k3k3v20v20m200s8,1,14.675,24,1.54,40,20,0.11
Qq2k3k3v20v20m200s9,1,14.875,25,1.495,40,20,0.12
Qq2k3k3v20v20m240s10,1,17.5,27,1.479167,40,20,0.0875
Qq2k3k3v20v20m240s1,1,18.625,22,1.520833,40,20,0.120833
Qq2k3k3v20v20m240s2,1,17.95,31,1.475,40,20,0.1
Qq2k3k3v20v20m240s3,1,18.175,33,1.483333,40,20,0.129167
Qq2k3k3v20v20m240s4,1,17.475,28,1.516667,40,20,0.108333
Qq2k3k3v20v20m240s5,1,17.575,28,1.466667,40,20,0.0875
Qq2k3k3v20v20m240s6,1,17.875,29,1.516667,40,20,0.108333
Qq2k3k3v20v20m240s7,1,18.4,24,1.516667,40,20,0.141667
Qq2k3k3v20v20m240s8,1,17.575,27,1.516667,40,20,0.1
Qq2k3k3v20v20m240s9,1,17.875,31,1.5,40,20,0.125
Qq2k3k3v20v20m280s10,1,20.425,32,1.485714,40,20,0.089286
Qq2k3k3v20v20m280s1,1,21.6,30,1.496429,40,20,0.117857
Qq2k3k3v20v20m280s2,1,21.275,33,1.517857,40,20,0.114286
Qq2k3k3v20v20m280s3,1,21.15,36,1.467857,40,20,0.121429
Qq2k3k3v20v20m280s4,1,20.8,29,1.535714,40,20,0.117857
Qq2k3k3v20v20m280s5,1,20.6,31,1.446429,40,20,0.089286
Qq2k3k3v20v20m280s6,1,21.225,32,1.510714,40,20,0.128571
Qq2k3k3v20v20m280s7,1,21.25,28,1.496429,40,20,0.128571
Qq2k3k3v20v20m280s8,1,20.925,27,1.532143,40,20,0.117857
Qq2k3k3v20v20m280s9,1,20.9,35,1.496429,40,20,0.121429
Qq2k3k3v20v20m320s10,1,23.8,34,1.49375,40,20,0.09375
Qq2k3k3v20v20m320s1,1,24.425,34,1.478125,40,20,0.11875
Qq2k3k3v20v20m320s2,1,24.2,36,1.4875,40,20,0.109375
Qq2k3k3v20v20m320s3,1,24.425,40,1.48125,40,20,0.134375
Qq2k3k3v20v20m320s4,1,23.35,38,1.50625,40,20,0.1125
Qq2k3k3v20v20m320s5,1,23.6,37,1.478125,40,20,0.09375
Qq2k3k3v20v20m320s6,1,24.125,37,1.515625,40,20,0.128125
Qq2k3k3v20v20m320s7,1,24.425,33,1.50625,40,20,0.128125
Qq2k3k3v20v20m320s8,1,24.075,31,1.540625,40,20,0.13125
Qq2k3k3v20v20m320s9,1,23.8,38,1.475,40,20,0.1125
Qq2k3k3v20v20m360s10,1,26.925,40,1.491667,40,20,0.102778
Qq2k3k3v20v20m360s1,1,27.175,37,1.463889,40,20,0.111111
Qq2k3k3v20v20m360s2,1,27.3,42,1.513889,40,20,0.113889
Qq2k3k3v20v20m360s3,1,27.35,45,1.486111,40,20,0.130556
Qq2k3k3v20v20m360s4,1,26.175,45,1.5,40,20,0.105556
Qq2k3k3v20v20m360s5,1,26.7,42,1.480556,40,20,0.1
Qq2k3k3v20v20m360s6,1,27.4,40,1.536111,40,20,0.133333
Qq2k3k3v20v20m360s7,1,27.2,40,1.491667,40,20,0.125
Qq2k3k3v20v20m360s8,1,27.025,35,1.530556,40,20,0.127778
Qq2k3k3v20v20m360s9,1,26.8,41,1.502778,40,20,0.113889
Qq2k3k3v20v20m400s10,1,29.875,45,1.5,40,20,0.1025
Qq2k3k3v20v20m400s1,1,30.45,42,1.4825,40,20,0.11
Qq2k3k3v20v20m400s2,1,30.25,48,1.505,40,20,0.1175
Qq2k3k3v20v20m400s3,1,30.425,49,1.4925,40,20,0.1325
Qq2k3k3v20v20m400s4,1,29.125,53,1.4975,40,20,0.1125
Qq2k3k3v20v20m400s5,1,29.525,46,1.4825,40,20,0.1
Qq2k3k3v20v20m400s6,1,30.55,45,1.555,40,20,0.135
Qq2k3k3v20v20m400s7,1,29.95,47,1.4825,40,20,0.12
Qq2k3k3v20v20m400s8,1,29.75,39,1.515,40,20,0.1275
Qq2k3k3v20v20m400s9,1,29.8,46,1.5075,40,20,0.11
Qq2k3k3v20v20m80s10,1,5.475,12,1.3875,40,20,0.0625
Qq2k3k3v20v20m80s1,1,6.175,8,1.475,40,20,0.15
Qq2k3k3v20v20m80s2,1,6,9,1.475,40,20,0.0875
Qq2k3k3v20v20m80s3,1,5.975,12,1.5125,40,20,0.15
Qq2k3k3v20v20m80s4,1,5.55,9,1.3625,40,20,0.0625
Qq2k3k3v20v20m80s5,1,5.75,7,1.4125,40,20,0.0875
Qq2k3k3v20v20m80s6,1,5.7,11,1.45,40,20,0.0875
Qq2k3k3v20v20m80s7,1,6.025,7,1.4875,40,20,0.125
Qq2k3k3v20v20m80s8,1,6.175,11,1.675,40,20,0.1625
Qq2k3k3v20v20m80s9,1,6.1,8,1.575,40,20,0.125
Qq2k3k3v50v50m1000s10,1,30.17,101,1.511,100,50,0.111
Qq2k3k3v50v50m1000s1,1,30.07,106,1.48,100,50,0.101
Qq2k3k3v50v50m1000s2,1,29.85,120,1.487,100,50,0.116
Qq2k3k3v50v50m1000s3,1,30.2,121,1.488,100,50,0.128
Qq2k3k3v50v50m1000s4,1,29.69,127,1.507,100,50,0.119
Qq2k3k3v50v50m1000s5,1,29.68,117,1.482,100,50,0.114
Qq2k3k3v50v50m1000s6,1,30.46,109,1.54,100,50,0.13
Qq2k3k3v50v50m1000s7,1,29.72,126,1.474,100,50,0.114
Qq2k3k3v50v50m1000s8,1,30.46,91,1.527,100,50,0.122
Qq2k3k3v50v50m1000s9,1,29.7,110,1.467,100,50,0.11
Qq2k3k3v50v50m200s10,1,5.81,25,1.475,100,50,0.095
Qq2k3k3v50v50m200s1,1,6.18,18,1.51,100,50,0.115
Qq2k3k3v50v50m200s2,1,5.92,27,1.44,100,50,0.095
Qq2k3k3v50v50m200s3,1,5.97,28,1.475,100,50,0.125
Qq2k3k3v50v50m200s4,1,5.85,23,1.51,100,50,0.095
Qq2k3k3v50v50m200s5,1,5.84,21,1.465,100,50,0.08
Qq2k3k3v50v50m200s6,1,5.86,27,1.48,100,50,0.1
Qq2k3k3v50v50m200s7,1,6.03,19,1.48,100,50,0.135
Qq2k3k3v50v50m200s8,1,5.87,24,1.54,100,50,0.11
Qq2k3k3v50v50m200s9,1,5.95,25,1.495,100,50,0.12
Qq2k3k3v50v50m300s10,1,8.84,33,1.48,100,50,0.096667
Qq2k3k3v50v50m300s1,1,9.2,31,1.486667,100,50,0.12
Qq2k3k3v50v50m300s2,1,9.09,36,1.516667,100,50,0.116667
Qq2k3k3v50v50m300s3,1,9.07,39,1.47,100,50,0.12
Qq2k3k3v50v50m300s4,1,8.86,32,1.523333,100,50,0.116667
Qq2k3k3v50v50m300s5,1,8.87,34,1.46,100,50,0.096667
Qq2k3k3v50v50m300s6,1,9.04,35,1.496667,100,50,0.123333
Qq2k3k3v50v50m300s7,1,9.14,31,1.49,100,50,0.126667
Qq2k3k3v50v50m300s8,1,8.98,29,1.53,100,50,0.123333
Qq2k3k3v50v50m300s9,1,9,35,1.493333,100,50,0.116667
Qq2k3k3v50v50m400s10,1,11.95,45,1.5,100,50,0.1025
Qq2k3k3v50v50m400s1,1,12.18,42,1.4825,100,50,0.11
Qq2k3k3v50v50m400s2,1,12.1,48,1.505,100,50,0.1175
Qq2k3k3v50v50m400s3,1,12.17,49,1.4925,100,50,0.1325
Qq2k3k3v50v50m400s4,1,11.65,53,1.4975,100,50,0.1125
Qq2k3k3v50v50m400s5,1,11.81,46,1.4825,100,50,0.1
Qq2k3k3v50v50m400s6,1,12.22,45,1.555,100,50,0.135
Qq2k3k3v50v50m400s7,1,11.98,47,1.4825,100,50,0.12
Qq2k3k3v50v50m400s8,1,11.9,39,1.515,100,50,0.1275
Qq2k3k3v50v50m400s9,1,11.92,46,1.5075,100,50,0.11
Qq2k3k3v50v50m500s10,1,14.96,58,1.498,100,50,0.108
Qq2k3k3v50v50m500s1,1,15.04,53,1.476,100,50,0.1
Qq2k3k3v50v50m500s2,1,14.9,61,1.484,100,50,0.11
Qq2k3k3v50v50m500s3,1,15.15,61,1.514,100,50,0.13
Qq2k3k3v50v50m500s4,1,14.73,64,1.504,100,50,0.116
Qq2k3k3v50v50m500s5,1,14.77,54,1.496,100,50,0.104
Qq2k3k3v50v50m500s6,1,15.22,56,1.552,100,50,0.132
Qq2k3k3v50v50m500s7,1,15,60,1.494,100,50,0.116
Qq2k3k3v50v50m500s8,1,14.97,47,1.53,100,50,0.124
Qq2k3k3v50v50m500s9,1,14.87,55,1.5,100,50,0.112
Qq2k3k3v50v50m600s10,1,18.02,68,1.505,100,50,0.106667
Qq2k3k3v50v50m600s1,1,17.96,68,1.478333,100,50,0.1
Qq2k3k3v50v50m600s2,1,17.67,79,1.468333,100,50,0.11
Qq2k3k3v50v50m600s3,1,18.13,69,1.515,100,50,0.121667
Qq2k3k3v50v50m600s4,1,17.77,74,1.51,100,50,0.116667
Qq2k3k3v50v50m600s5,1,17.96,63,1.51,100,50,0.116667
Qq2k3k3v50v50m600s6,1,18.27,65,1.553333,100,50,0.125
Qq2k3k3v50v50m600s7,1,17.93,73,1.485,100,50,0.116667
Qq2k3k3v50v50m600s8,1,18.19,51,1.535,100,50,0.131667
Qq2k3k3v50v50m600s9,1,17.99,64,1.503333,100,50,0.121667
Qq2k3k3v50v50m700s10,1,20.98,79,1.508571,100,50,0.108571
Qq2k3k3v50v50m700s1,1,21.1,73,1.494286,100,50,0.097143
Qq2k3k3v50v50m700s2,1,20.52,94,1.448571,100,50,0.108571
Qq2k3k3v50v50m700s3,1,21.27,79,1.517143,100,50,0.127143
Qq2k3k3v50v50m700s4,1,20.72,87,1.501429,100,50,0.115714
Qq2k3k3v50v50m700s5,1,20.96,77,1.502857,100,50,0.121429
Qq2k3k3v50v50m700s6,1,21.2,77,1.544286,100,50,0.118571
Qq2k3k3v50v50m700s7,1,20.84,88,1.477143,100,50,0.121429
Qq2k3k3v50v50m700s8,1,21.23,65,1.524286,100,50,0.134286
Qq2k3k3v50v50m700s9,1,20.9,76,1.477143,100,50,0.117143
Qq2k3k3v50v50m800s10,1,24.11,88,1.51875,100,50,0.11
Qq2k3k3v50v50m800s1,1,23.97,85,1.47125,100,50,0.095
Qq2k3k3v50v50m800s2,1,23.54,103,1.45875,100,50,0.10875
Qq2k3k3v50v50m800s3,1,24.43,91,1.5075,100,50,0.13125
Qq2k3k3v50v50m800s4,1,23.85,103,1.505,100,50,0.125
Qq2k3k3v50v50m800s5,1,23.81,86,1.48875,100,50,0.1125
Qq2k3k3v50v50m800s6,1,24.35,84,1.54,100,50,0.1225
Qq2k3k3v50v50m800s7,1,23.78,99,1.47625,100,50,0.115
Qq2k3k3v50v50m800s8,1,24.21,76,1.51875,100,50,0.125
Qq2k3k3v50v50m800s9,1,23.78,88,1.4725,100,50,0.115
Qq2k3k3v50v50m900s10,1,27.19,94,1.516667,100,50,0.111111
Qq2k3k3v50v50m900s1,1,27.06,94,1.486667,100,50,0.1
Qq2k3k3v50v50m900s2,1,26.62,110,1.468889,100,50,0.111111
Qq2k3k3v50v50m900s3,1,27.28,104,1.498889,100,50,0.125556
Qq2k3k3v50v50m900s4,1,26.97,110,1.521111,100,50,0.125556
Qq2k3k3v50v50m900s5,1,26.7,103,1.48,100,50,0.112222
Qq2k3k3v50v50m900s6,1,27.46,100,1.547778,100,50,0.131111
Qq2k3k3v50v50m900s7,1,26.82,112,1.481111,100,50,0.114444
Qq2k3k3v50v50m900s8,1,27.29,82,1.517778,100,50,0.121111
Qq2k3k3v50v50m900s9,1,26.78,97,1.474444,100,50,0.111111
qshifter_3,1,16.842105,16,2,19,8,0.125
qshifter_4,1,42.666667,32,2.5,36,16,0.0625
qshifter_5,1,103.884058,64,3,69,32,0.03125
qshifter_6,1,244.537313,128,3.5,134,64,0.015625
qshifter_7,1,560.669202,256,4,263,128,0.007813
qshifter_8,1,1260.307692,512,4.5,520,256,0.003906
rankfunc10_unsigned_64,1,3.128103,3332,0.158612,2256,2000,0.670207
rankfunc11_signed_32,1,3.338753,2716,0.16148,1845,1653,0.678722
rankfunc12_unsigned_16,1,3.332432,1079,0.13545,740,676,0.686772
rankfunc14_signed_64,1,3.247052,4687,0.125521,3222,2966,0.668424
rankfunc15_unsigned_32,1,3.392233,6189,0.161919,4120,3672,0.664824
rankfunc16_signed_64,1,3.266512,13789,0.149321,9463,8567,0.667694
rankfunc17_unsigned_16,1,3.243797,2398,0.186725,1612,1420,0.672745
rankfunc18_signed_64,1,3.345284,12546,0.207727,8619,7467,0.661723
rankfunc19_unsigned_16,1,3.444591,3850,0.148148,2274,2050,0.653274
rankfunc1_signed_32,1,3.394836,4394,0.169178,2905,2585,0.677108
rankfunc20_unsigned_32,1,3.300619,3506,0.164766,2099,1843,0.664399
rankfunc21_signed_16,1,3.454693,3669,0.157369,2472,2216,0.657292
rankfunc22_unsigned_32,1,3.421053,2555,0.170137,1710,1518,0.673239
rankfunc23_signed_64,1,3.41919,5491,0.157619,3533,3149,0.671271
rankfunc24_unsigned_64,1,3.530843,5816,0.157862,3534,3150,0.676773
rankfunc25_signed_64,1,3.265693,4996,0.124741,3218,2962,0.671215
rankfunc26_unsigned_32,1,3.515982,5619,0.133961,3504,3184,0.678388
rankfunc27_signed_64,1,3.534944,4033,0.161412,2318,2062,0.676072
rankfunc28_unsigned_16,1,3.269982,1491,0.183513,1126,998,0.654839
rankfunc29_signed_16,1,3.199,1536,0.102564,1000,936,0.664663
rankfunc2_unsigned_64,1,3.380934,4473,0.148298,2570,2314,0.684142
rankfunc30_signed_64,1,3.220201,14016,0.1321,9841,8945,0.650677
rankfunc31_unsigned_16,1,3.307646,2725,0.118711,1674,1546,0.64549
rankfunc32_signed_64,1,3.525497,11495,0.102588,6491,5979,0.641287
rankfunc33_unsigned_32,1,3.501717,3312,0.093125,2039,1911,0.699527
rankfunc34_signed_32,1,3.43079,2509,0.112989,1481,1353,0.675914
rankfunc35_unsigned_32,1,3.726002,4941,0.136188,2646,2390,0.644235
rankfunc36_signed_64,1,3.501339,3332,0.150458,1867,1739,0.673553
rankfunc37_unsigned_32,1,3.064615,513,0.397516,325,261,0.642236
rankfunc38_signed_32,1,3.082569,517,0.398524,327,263,0.642066
rankfunc39_unsigned_64,1,3.299965,8569,0.17447,5724,5084,0.6636
rankfunc3_signed_64,1,3.452515,20221,0.104554,12983,12087,0.672715
rankfunc40_unsigned_64,1,3.422754,4090,0.150943,2505,2249,0.697229
rankfunc41_signed_32,1,3.28343,5067,0.142028,3440,3120,0.667122
rankfunc42_unsigned_16,1,3.292772,2782,0.155907,1923,1731,0.673366
rankfunc43_signed_64,1,3.032837,8533,0.131076,6182,5670,0.662411
rankfunc44_unsigned_32,1,2.996273,2343,0.176674,1878,1686,0.659535
rankfunc45_signed_16,1,3.645302,2326,0.09974,1373,1277,0.680519
rankfunc46_unsigned_32,1,3.342238,4296,0.172805,2770,2450,0.668097
rankfunc47_signed_64,1,3.537599,6901,0.095212,3923,3667,0.654486
rankfunc48_unsigned_16,1,3.484438,2441,0.158967,1478,1318,0.665425
rankfunc49_signed_32,1,3.461683,2609,0.180282,1592,1400,0.672535
rankfunc4_unsigned_16,1,3.104693,420,0.329897,277,245,0.649485
rankfunc50_signed_64,1,3.598198,6685,0.096759,3773,3517,0.632429
rankfunc51_signed_32,1,3.390349,3447,0.138829,2093,1901,0.690528
rankfunc52_unsigned_32,1,3.479389,3060,0.14466,1965,1773,0.692221
rankfunc53_signed_16,1,3.159453,1179,0.17819,878,782,0.655684
rankfunc54_signed_32,1,3.297896,4312,0.145827,2662,2406,0.697522
rankfunc55_unsigned_32,1,3.385874,1849,0.165002,1161,1033,0.699646
rankfunc56_signed_16,1,3.275641,675,0.215126,468,404,0.677311
rankfunc57_unsigned_64,1,3.494334,5745,0.159089,3530,3146,0.701502
rankfunc58_signed_32,1,3.399904,3094,0.188721,2078,1822,0.671581
rankfunc59_unsigned_16,1,3.367613,1900,0.188902,1303,1143,0.681523
rankfunc5_signed_64,1,3.394097,4093,0.155269,2507,2251,0.669295
rankfunc60_unsigned_32,1,3.184414,1921,0.215225,1296,1104,0.671354
rankfunc61_signed_32,1,3.66205,3585,0.125778,2166,1974,0.678022
rankfunc6_unsigned_16,1,3.699856,1287,0.130214,693,629,0.669888
rankfunc7_signed_16,1,3.526596,1768,0.168754,1128,1000,0.668095
rankfunc8_unsigned_32,1,3.417013,3063,0.18156,2163,1907,0.659929
rankfunc9_signed_64,1,3.194965,2757,0.167027,1867,1739,0.638468
ring_r4_ser--opt-11_-shuffled,1,60.847185,1266,3.654228,373,182,0.169698
ring_r6_ser---16_-shuffled,1,769.953064,2704,6.80109,767,377,0.023831
ring_r6_ser--opt-17_-shuffled,1,726.651907,2872,6.785086,813,400,0.025177
ring_r7_ser---19_-shuffled,1,2326.498081,3745,7.05138,1042,514,0.008157
robots_1_5_2_100.2,1,9.60499,1461,0.472222,1924,1914,0.07419
robots_1_5_2_100.4,1,9.707587,1563,0.512949,3796,3776,0.07952
