@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC

@DATA
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S1849057034-020.cnf,1,13600,13600,49.7006,0.0117,48.4751,0.0437,49.5182,49.7006,0.0117,49.7006,14.8776,15.1988,27,22,160,26.4483,26,4372,26.5522,0.6388,4059,32,0.0437,0.0437,21,31,0.7276,4059,4186,4238,4075,0.0437,0.0117,4372,0.0393,0.0001,0.0479,4372,0.0001,0,0.0243,0.1429,0.0001,1.3981,0.0118,0.0001,0.0028,160,0.1533,2,0.004,0.0001,2,0.0393,0.0661,0,1.6528,1.0037,0.0002,0,0.0267,0.0106,0,2.095
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S1695726805-003.cnf,1,17000,17000,58.508,0.0117,57.0845,0.035,57.7695,58.508,0.0117,58.508,18.0033,18.3162,33,27,200,32.9814,33,4125,33.2126,0.6278,3499,39,0.035,0.035,27,39,0.7384,3499,3849,3896,3876,0.035,0.0117,4125,0.0317,0.0001,0.0384,4125,0.0001,0,0.0212,0.1445,0.0001,1.264,0.0118,0.0001,0.0022,200,0.1385,2,0.0033,0.0001,2,0.0374,0.0635,0,1.586,0.9907,0.0001,0,0.033,0.0118,0,2.011
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S826724848-048.cnf,1,50083,50400,91,0.0001,55.9993,0.0005,55.2727,70.3929,0.0005,62.3636,329.077,189.952,2552,2522,11711,2552.71,2564,20,2559.92,0.2318,9,2582,0.0003,0.0003,2509,2578,0.3119,7,14.1914,13,11,0.0003,0.0014,16,0.0001,0.0477,0.0007,40,0.0279,0,0.1887,0.0138,0.0923,0.0657,0.2338,0.0792,0.0001,12000,0.0132,5.0044,0.0004,0.1244,6,0.2886,0.393,0.2915,0.564,0.7022,0.1746,0.0622,0.2028,0.0858,0.1513,3.3633
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/520/unif-k3-r4.25-v520-c2210-S1897376969-026.cnf,1,2199,2210,32.7994,0.0045,29.6716,0.0098,29.4858,32.7994,0.0118,31.5388,20.208,16.095,112,103,509,111.946,112,4046,112.297,0.3201,3724,122,0.006,0.006,102,122,0.5456,3724,3863.125,3863,3817,0.0059,0.03,3984,0.0023,0.0479,0.015,4046,0.0303,0,0.0536,0.0713,0.0881,0.3288,0.2315,0.0776,0.0029,520,0.0679,4,0.0064,0.1189,4,0.2793,0.3993,0.2765,0.9361,0.6838,0.1621,0.0584,0.2116,0.0797,0.1373,3.263
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S971732863-03.cnf,1,41728,42000,81.2,0.0001,54.3615,0.0006,53.4211,67.7692,0.0006,59.8889,256.737,143.583,2114,2075,9738,2127.29,2131,25,2117.74,0.2407,11,2170,0.0003,0.0003,2078,2148,0.2997,9,17.5979,16,14,0.0003,0.0025,20,0,0.0482,0.0012,44,0.0289,0,0.1694,0.0157,0.0936,0.0611,0.2334,0.0799,0.0002,10000,0.0171,5.0023,0.0005,0.1264,6,0.2949,0.393,0.2989,0.575,0.7223,0.1778,0.069,0.202,0.0869,0.1706,3.3719
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S471833188-06.cnf,1,14000,14000,62.2653,0.0156,49.9171,0.0071,49.6515,54.5714,0.0217,51.3958,37.9454,31.5787,135,122,700,133.853,134,88,134.88,0.489,58,146,0.0071,0.0071,122,147,0.6096,49,73.0309,71,62,0.0071,0.0272,78,0.0046,0.0015,0.0096,163,0.0011,0,0.0699,0.0699,0.0029,0.4176,0.05,0.0024,0.0013,700,0.0858,3,0.0024,0.0036,3,0.1021,0.1723,0.0792,1.1083,0.8293,0.0054,0,0.0707,0.0286,0,3.0639
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S1940784272-089.cnf,1,1771,1785,26.3246,0.0062,24.9369,0.0123,25.2899,26.3246,0.0148,25.5344,14.4824,11.7393,90,81,406,89.8996,90,4064,90.0305,0.3316,3797,99,0.0075,0.0075,81,99,0.6092,3797,3911.375,3898,3858,0.0074,0.0316,4045,0.0028,0.044,0.0164,4064,0.0287,0,0.0342,0.0772,0.0866,0.373,0.2292,0.0732,0.0037,420,0.0784,4,0.009,0.1148,4,0.2964,0.3941,0.2914,0.9471,0.7761,0.1619,0.0753,0.2127,0.0698,0.2139,3.3474
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1582455625-10.cnf,1,18000,18000,70.0588,0.0132,54.1202,0.0056,54.3043,59.1707,0.0179,57.3143,49.3205,40.4377,172,158,900,170.933,171,64,172.142,0.4803,38,184,0.0056,0.0056,158,187,0.5858,32,50.069,47,43,0.0056,0.0222,54,0.0038,0.0015,0.0072,108,0.001,0,0.0818,0.0779,0.0028,0.378,0.05,0.0024,0.001,900,0.0839,3,0.0018,0.0036,3,0.1002,0.171,0.0813,1.0594,0.8264,0.0049,0,0.0832,0.0317,0,3.0218
SAT_Competition2007/random/OnTreshold/3SAT/v450/unif-k3-r4.25-v450-c1912-S216896591-15.SAT.shuffled.cnf,1,1900,1912,28.2049,0.0053,25.3556,0.0114,25.0764,28.2049,0.0136,26.7779,16.3238,13.4015,97,88,438,97.0279,97,4055,97.0741,0.3191,3854,106,0.0069,0.0069,88,106,0.5713,3854,3915.375,3890,3858,0.0068,0.0279,4016,0.0026,0.0425,0.0142,4055,0.0216,0,0.0615,0.0769,0.0867,0.3497,0.2305,0.075,0.0034,450,0.0748,4,0.0089,0.1195,4,0.2821,0.3767,0.2797,0.932,0.7109,0.1661,0.063,0.1662,0.0697,0.1556,3.2108
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S704699380-099.cnf,1,20000,20000,71.9394,0.0121,56.7615,0.005,56.2549,64.4333,0.0165,59.8387,56.628,44.2566,190,176,1000,190.453,190,56,190.539,0.4787,34,203,0.005,0.005,178,206,0.6024,29,43.4298,41,37,0.005,0.0212,47,0.0035,0.0015,0.0068,93,0.001,0,0.0942,0.0785,0.0028,0.3362,0.05,0.0022,0.0009,1000,0.054,3,0.0015,0.0035,3,0.1017,0.1698,0.0839,1.0449,0.8324,0.0051,0,0.0775,0.0332,0,3.0074
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1441840675-053.cnf,1,22000,22000,74.1774,0.0116,60.0485,0.0045,59.4,67.9444,0.0152,64.6479,61.0767,49.4498,209.5,196,1100,209.017,210,51,210.457,0.4772,28,223,0.0045,0.0045,193,226,0.56,23,37.7913,36,31,0.0045,0.0195,42,0.0033,0.0015,0.0062,76,0.0011,0,0.0946,0.055,0.0027,0.3472,0.05,0.0023,0.0009,1100,0.0863,3,0.0015,0.0034,3,0.0957,0.1656,0.0812,1.0378,0.835,0.0047,0,0.0735,0.0322,0,2.999
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S285713182-059.cnf,1,13600,13600,49.9861,0.0117,48.8411,0.0437,49.8902,49.9861,0.0117,49.9861,15.143,15.174,26,21,160,26.5211,26,4375,26.5623,0.6395,4036,32,0.0437,0.0437,21,32,0.7407,4036,4194,4316,4049,0.0437,0.0117,4375,0.0399,0.0001,0.0482,4375,0.0001,0,0.026,0.1542,0.0001,1.3774,0.0118,0.0001,0.0028,160,0.1517,2,0.0043,0.0001,2,0.0393,0.0671,0,1.6688,1.0005,0.0002,0,0.0335,0.0168,0,2.0716
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S984347600-003.cnf,1,2130,2130,24.5279,0.0446,23.3421,0.05,23.4682,24.5279,0.0459,23.9335,8.6433,7.7898,20,16,100,20.1803,20,4344,20.17,0.5671,4242,25,0.05,0.05,16,25,0.7096,4242,4282.2857,4263,4250,0.05,0.0465,4331,0.0394,0.0009,0.0601,4344,0.0007,0,0.0306,0.1671,0.0019,1.1992,0.0469,0.0015,0.0091,100,0.1672,2.7071,0.0155,0.0027,3,0.0956,0.1767,0.0104,1.6092,0.8541,0.0035,0,0.0905,0.023,0,2.9252
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S1196935200-064-UNKNOWN.cnf,1,125239,126000,178.75,0,78.7296,0.0002,74.2,110.3333,0.0002,92,804,1262.12,6336.5,6316,29254,5602,6387.5,8,6336.5,0.2196,2,6450,0.0001,0.0001,0,6316,0.2629,1,4.9769,4,3,0.0001,0.0007,6,0,0.0471,0.0003,18,0.0283,0,0.3377,0.0046,0.092,0.4376,0.2336,0.0792,0.0001,30000,0.4042,5.6852,0.0002,0.1231,6,0.2909,0.3936,0.2949,0.4956,0.7163,0.1746,0.0656,0.2071,0.0867,0.1622,3.3738
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S1312035429-13.cnf,1,29200,29400,71.087,0.0002,47.6652,0.0007,47.5238,57,0.0009,51.1667,278.976,123.077,1485,1441,6826,1497.06,1500,38,1450.85,0.2436,19,1526,0.0004,0.0004,1454,1520,0.334,15,27.8251,27,22,0.0004,0.0025,31,0.0001,0.0471,0.0012,62,0.0279,0,0.1457,0.1611,0.0924,0.0969,0.2338,0.0798,0.0002,7000,0.0217,5,0.0007,0.1233,5,0.2881,0.3937,0.2915,0.5854,0.7074,0.173,0.0628,0.2079,0.087,0.1546,3.3648
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1281410666-045.cnf,1,14000,14000,58.3333,0.0164,49.9517,0.0071,49.9429,54.0435,0.0217,52.1408,38.5795,31.7532,134,123,700,133.805,134,92,134.286,0.4874,53,145,0.0071,0.0071,121,146,0.6153,47,71.0909,69,61,0.0071,0.0268,77,0.005,0.0015,0.0097,143,0.001,0,0.0646,0.0783,0.0028,0.4128,0.05,0.0023,0.0014,700,0.0677,3,0.0024,0.0035,3,0.0981,0.1708,0.076,1.1048,0.8298,0.005,0,0.0746,0.0302,0,3.0273
SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S1147406493-20.UNSAT.shuffled.cnf,1,2556,2556,28.6037,0.043,26.9643,0.0417,27.0356,28.6037,0.0454,27.6648,10.9741,10.0508,24,19,120,23.7188,24,4439,23.7524,0.5555,4168,29,0.0417,0.0417,19,29,0.7262,4168,4248,4219,4189,0.0417,0.0466,4353,0.0336,0.001,0.0524,4439,0.0007,0,0.0302,0.1564,0.0016,1.1206,0.0469,0.0014,0.0079,120,0.157,2.9244,0.0113,0.0021,3,0.0847,0.1498,0.0177,1.5494,0.8474,0.0029,0,0.0624,0.0273,0,2.8247
SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S793713844-14.cnf,1,15300,15300,54.0049,0.0117,52.9392,0.0389,53.1936,54.0049,0.0117,54.0049,16.4943,16.7036,30,24,180,29.6449,29,4307,29.7824,0.6307,3901,35,0.0389,0.0389,24,36,0.7358,3901,4092.25,4199,3962,0.0389,0.0117,4307,0.0341,0.0001,0.0427,4307,0.0001,0,0.0167,0.1469,0.0001,1.3413,0.0118,0.0001,0.0025,180,0.1444,2,0.0037,0.0001,2,0.0413,0.0598,0,1.6297,1.0109,0.0002,0,0.0213,0.0069,0,2.0254
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/14000/unif-k3-r4.2-v14000-c58800-S822708255-070.cnf,1,58396,58800,109.1429,0.0001,61.1797,0.0004,60.4167,76.2857,0.0005,68,864.727,226.789,2962,2923,13648,2990,2995,18,2703.91,0.2298,7,3025,0.0002,0.0002,2948,3023,0.2938,5,11.76,11,9,0.0002,0.0013,13,0,0.0469,0.0006,32,0.028,0,0.2121,0.332,0.0921,0.0717,0.2337,0.0789,0.0001,14000,0.0144,5.0644,0.0003,0.1245,6,0.2923,0.3911,0.2959,0.8568,0.7104,0.1758,0.0634,0.2002,0.0835,0.1565,3.376
SAT_Competition2007/random/OnTreshold/7SAT/v55/unif-k7-r89-v55-c4895-S1292104917-07.SAT.shuffled.cnf,1,4895,4895,21.415,0.011,21.2746,0.1273,21.2464,21.415,0.011,21.3555,7.5539,6.9844,10,7,55,9.695,10,4633,9.6882,0.6977,4504,13,0.1273,0.1273,7,13,0.7701,4504,4550.4,4546,4504,0.1273,0.011,4565,0.1201,0,0.1377,4633,0,0,0.0047,0.2233,0.0001,1.9108,0.0112,0.0001,0.0084,55,0.227,2,0.011,0.0001,2,0.034,0.0533,0,2.2084,1.0132,0.0001,0,0.014,0.0093,0,1.8707
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S560963242-048.UNKNOWN.cnf,1,6230,6230,26.3452,0.0111,25.724,0.1,25.5722,26.3452,0.0111,25.7826,8.8613,8.6092,12,9,70,12.0869,12,4580,12.0673,0.6796,4356,15,0.1,0.1,9,15,0.7597,4356,4435.2,4395,4365,0.1,0.0111,4480,0.0909,0,0.109,4580,0,0,0.0129,0.2052,0.0001,1.8157,0.0112,0.0001,0.0059,70,0.2025,2,0.0083,0.0001,2,0.0387,0.0584,0,2.0356,1.0009,0.0001,0,0.0312,0.0075,0,1.963
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S1032474357-17.SAT.shuffled.cnf,1,2769,2769,31.2498,0.0412,28.7617,0.0385,28.4409,31.2498,0.0447,30.144,11.0511,10.1356,26,21,130,25.8291,26,4387,25.8151,0.5514,4103,31,0.0385,0.0385,21,31,0.6999,4103,4195.25,4167,4137,0.0385,0.0462,4306,0.0285,0.001,0.0495,4387,0.0007,0,0.0423,0.1511,0.0017,1.0583,0.0469,0.0015,0.0076,130,0.1497,3,0.0126,0.0022,3,0.0893,0.1568,0.0197,1.5147,0.8251,0.0031,0,0.0674,0.0323,0,2.9104
SAT_Competition2007/random/OnTreshold/5SAT/v70/unif-k5-r21.3-v70-c1491-S2081149830-10.SAT.shuffled.cnf,1,1491,1491,0,0.0449,0,0.0714,0,0,0.0461,0,6.4709,5.5613,14,11,70,14.3963,14,0,14.3813,0.5897,0,18,0.0714,0.0714,11,18,0.7363,0,0,0,0,0.0714,0.0463,0,0.0557,0.0009,0.0885,0,0.0007,0,0,0.1957,0.002,1.3276,0.0469,0.0016,0.0147,70,0.1897,2.2029,0.0262,0.0025,3,0.0971,0.1788,0.007,1.7164,0.8698,0.0045,0,0.0775,0.029,0,2.9405
SAT_Competition2007/random/LargeSize/3SAT/v4000/unif-k3-r4.2-v4000-c16800-S1946534526-16.cnf,1,16682,16800,49.6437,0.0002,39.2507,0.0013,38.7869,43.9091,0.0016,41.4118,117.424,73.6404,855,826,3898,850.079,851,80,852.542,0.2544,45,876,0.0008,0.0008,822,881,0.3567,35,59.7162,55,49,0.0008,0.0041,63,0.0001,0.0476,0.002,142,0.0285,0,0.0914,0.0255,0.0924,0.1075,0.2337,0.0803,0.0004,4000,0.025,4.9992,0.0011,0.1251,5,0.2883,0.3945,0.2909,0.6763,0.7077,0.174,0.0638,0.2101,0.0897,0.1578,3.3588
SAT_Competition2007/random/OnTreshold/5SAT/v100/unif-k5-r21.3-v100-c2130-S455021619-18.SAT.shuffled.cnf,1,2130,2130,25.0267,0.0437,23.68,0.05,23.7992,25.0267,0.0458,24.2413,8.3667,7.3895,20,16,100,20.241,20,4418,20.1664,0.5677,4243,25,0.05,0.05,16,24,0.7043,4243,4314.8571,4306,4264,0.05,0.0465,4381,0.0404,0.0011,0.0606,4418,0.0008,0,0.0321,0.167,0.0018,1.1926,0.0469,0.0015,0.01,100,0.1691,2.7071,0.0141,0.0025,3,0.0862,0.1766,0.0139,1.6076,0.8518,0.0033,0,0.0729,0.0384,0,2.9336
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1225217164-02.UNSAT.shuffled.cnf,1,6230,6230,26.4326,0.0111,25.6889,0.1,25.6812,26.4326,0.0111,25.8254,8.589,8.3654,12,9,70,12.0729,12,4579,12.1338,0.6816,4370,15,0.1,0.1,9,15,0.758,4370,4462.2,4426,4423,0.1,0.0111,4513,0.0923,0,0.1098,4579,0,0,0.019,0.2078,0.0001,1.8201,0.0112,0.0001,0.0069,70,0.2076,2,0.009,0.0001,2,0.0372,0.0625,0,2.021,1.0039,0.0001,0,0.0282,0.0181,0,1.9782
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S1741784682-076.cnf,1,33340,33600,87.1429,0.0001,49.0036,0.0009,48.381,59.0588,0.0008,53.5,214.774,134.475,1691,1641,7765,1698.62,1700.5,33,1693.97,0.2398,16,1740,0.0004,0.0004,1653,1744,0.3215,11,24.232,23,19,0.0004,0.0028,29,0.0001,0.047,0.0013,64,0.0273,0,0.1677,0.0213,0.0924,0.0954,0.2329,0.0792,0.0002,8000,0.0202,5.0027,0.0008,0.1243,6,0.2955,0.3926,0.2999,0.5825,0.7401,0.1766,0.0739,0.2031,0.0903,0.1866,3.3754
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/16000/unif-k3-r4.2-v16000-c67200-S51132115-023.cnf,1,66711,67200,124,0.0001,62.7291,0.0004,61.5,81.5,0.0004,72.6667,448.143,451.5,3393,3352,15608,3190,3403.5,15,3397,0.2295,6,3423,0.0002,0.0002,3326,3423,0.2966,4,9.8433,9,7,0.0002,0.0013,12,0,0.0478,0.0006,27,0.0284,0,0.2486,0.0078,0.0932,0.2328,0.234,0.0801,0.0001,16000,0.2669,5.1366,0.0004,0.1248,6,0.2904,0.3923,0.2937,0.5925,0.7122,0.1757,0.065,0.2047,0.0843,0.16,3.3582
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S4140122-004.SATISFIABLE.cnf,1,2757,2769,39.3439,0.0022,34.4781,0.0063,33.3249,39.3439,0.0093,34.4282,22.1162,17.7878,141,130,638,140.774,141,3828,141.162,0.3121,3597,152,0.0047,0.0047,130,153,0.5095,3597,3699.7778,3697,3663,0.0047,0.017,3728,0.0011,0.0445,0.0091,3828,0.0269,0,0.075,0.0658,0.0911,0.2976,0.2314,0.0801,0.0023,650,0.0652,4.0094,0.0051,0.1197,5,0.271,0.387,0.2698,0.9059,0.6578,0.1759,0.0467,0.186,0.0843,0.0993,3.3675
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S427890210-10.cnf,1,29190,29400,78,0.0002,47.3222,0.0009,46.4783,55.575,0.0009,50.1034,179.042,113.257,1486,1461,6810,1485.03,1485,43,1489.21,0.2505,19,1514,0.0004,0.0004,1444,1511,0.3375,12,29.5161,28,23,0.0004,0.0024,35,0.0001,0.0475,0.0011,54,0.0283,0,0.14,0.0186,0.0942,0.0887,0.2333,0.0809,0.0002,7000,0.0185,5,0.0008,0.1257,5,0.2921,0.396,0.2955,0.5536,0.7266,0.1789,0.0684,0.209,0.0833,0.1752,3.3771
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S241605246-015.SATISFIABLE.cnf,1,1597,1597,20.2178,0.0451,19.0566,0.0667,18.916,20.2178,0.0461,19.2865,7.308,6.3536,15,12,75,15.2321,15,4455,15.2297,0.5863,4317,19,0.0667,0.0667,12,19,0.7178,4317,4385,4373,4352,0.0667,0.0463,4449,0.0539,0.001,0.0808,4455,0.0008,0,0.0293,0.1885,0.0017,1.331,0.047,0.0014,0.0123,75,0.1874,2.3108,0.0207,0.0022,3,0.0809,0.1606,0.0086,1.7322,0.8493,0.003,0,0.0655,0.0381,0,2.7622
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S2107193201-069.UNKNOWN.cnf,1,7120,7120,29.0053,0.0111,28.5149,0.0875,28.4243,29.0053,0.0111,28.7588,9.6934,9.5683,14,10,80,13.7643,14,4526,13.7115,0.6721,4289,17,0.0875,0.0875,10,17,0.7603,4289,4404.8,4388,4315,0.0875,0.0111,4506,0.0815,0,0.0962,4526,0,0,0.0119,0.1938,0.0001,1.7757,0.0112,0.0001,0.0058,80,0.1993,2,0.0087,0.0001,2,0.0382,0.0652,0,1.9772,1.0126,0.0001,0,0.0275,0.0096,0,2.0253
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S36357048-10.cnf,1,22000,22000,73.7115,0.0113,57.8631,0.0045,58.8,64.6618,0.0153,62.1463,59.1176,47.8121,212,195,1100,208.691,209,51,211.438,0.4745,28,226,0.0045,0.0045,192,227,0.587,22,38.2137,36,31,0.0045,0.019,42,0.0032,0.0015,0.006,85,0.001,0,0.106,0.058,0.0028,0.328,0.05,0.0023,0.0008,1100,0.0985,3,0.0015,0.0034,3,0.1001,0.1689,0.0856,1.0311,0.8243,0.0051,0,0.0686,0.0285,0,3.0248
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1748152762-086.cnf,1,16000,16000,69.2759,0.0144,53.0002,0.0063,52.6792,58.02,0.0197,54.9245,44.1183,36.5858,153,141,800,153.011,153,73,152.739,0.4882,46,167,0.0063,0.0063,139,167,0.6037,38,59.1504,56,51,0.0063,0.025,64,0.0041,0.0015,0.0084,126,0.001,0,0.0782,0.0767,0.0028,0.3852,0.05,0.0024,0.0012,800,0.0696,3,0.002,0.0035,3,0.102,0.1692,0.0824,1.0767,0.8292,0.0055,0,0.0768,0.0285,0,3.0319
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v750-c3195-S158767647-027.SATISFIABLE.cnf,1,3186,3195,40.4817,0.0025,35.4255,0.0054,36.4282,38.2312,0.0081,37.8097,25.606,20.2465,163,151,739,164.001,163,3522,163.061,0.3,1203,177,0.0041,0.0041,152,175,0.495,963,2739.9091,3279,2047,0.0041,0.0163,3389,0.0013,0.0415,0.0085,3533,0.0249,0,0.1035,0.0587,0.0879,0.27,0.232,0.0712,0.002,750,0.0585,4.0108,0.0053,0.1233,5,0.2859,0.396,0.2834,0.8551,0.647,0.1753,0.0447,0.2072,0.0862,0.0922,3.347
SAT_Competition2007/random/2+p/p0.8/v2405/unif2p-p0.8-v2405-c7479-S527248282-10-UNSAT.cnf,1,7002,7478,41.0839,0.0001,31.4914,0.0034,31.8063,36.0907,0.0029,34.8925,55.8052,42.075,436,418,2055,435.617,434.5,1812,435.322,0.2313,828,455,0.0014,0.0014,416,456,0.4511,733,1223.0625,1100,954,0.001,0.0103,1528,0.0001,0.0811,0.0051,1842,0.0456,0.1844,0.1267,0.0592,0.149,0.1373,0.2935,0.1349,0.0007,2405,0.0352,5.1037,0.0023,0.2048,6,0.3664,0.4199,0.3873,0.6564,1.2162,0.2692,0.2122,0.2259,0.0919,0.9114,3.1328
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1023920765-089.SATISFIABLE.cnf,1,1696,1704,27.6125,0.0059,24.7939,0.0127,24.6048,27.6125,0.0149,25.8802,13.1941,10.9644,88,79,393,87.842,88,3972,87.8293,0.3347,3849,97,0.0077,0.0077,79,96,0.619,3849,3895.4286,3885,3863,0.0076,0.0283,3930,0.0029,0.047,0.0147,3972,0.0275,0,0.0616,0.0768,0.0921,0.387,0.2317,0.0804,0.0039,400,0.0794,4,0.0088,0.1245,4,0.2756,0.3913,0.2677,0.9707,0.6515,0.1788,0.0484,0.1885,0.0638,0.1009,3.3141
