@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE OCCE_OCC NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE NEG_HORN NUMERIC
@ATTRIBUTE WOCCEP_WOCCP NUMERIC
@ATTRIBUTE BINARY_CLAUSES NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE LITERALS NUMERIC

@DATA
Qq2k3k3v20v20m280s2,1,21.275,33,1.517857,40,20,0.114286,1.026538,0.493452,280,1,20,32,1.334377,0,3,1680
Qq2k3k3v20v20m280s3,1,21.15,36,1.467857,40,20,0.121429,1.014388,0.496429,280,1,20,34,1.358314,0,3,1680
Qq2k3k3v20v20m280s4,1,20.8,29,1.535714,40,20,0.117857,0.981132,0.504762,280,1,20,33,1.303079,0,3,1680
Qq2k3k3v20v20m280s5,1,20.6,31,1.446429,40,20,0.089286,0.962617,0.509524,280,1,20,25,1.348351,0,3,1680
Qq2k3k3v20v20m280s6,1,21.225,32,1.510714,40,20,0.128571,1.021661,0.494643,280,1,20,36,1.336471,0,3,1680
Qq2k3k3v20v20m280s7,1,21.25,28,1.496429,40,20,0.128571,1.024096,0.494048,280,1,20,36,1.345824,0,3,1680
Qq2k3k3v20v20m280s8,1,20.925,27,1.532143,40,20,0.117857,0.992883,0.501786,280,1,20,33,1.310843,0,3,1680
Qq2k3k3v20v20m280s9,1,20.9,35,1.496429,40,20,0.121429,0.990521,0.502381,280,1,20,34,1.331205,0,3,1680
Qq2k3k3v20v20m320s10,1,23.8,34,1.49375,40,20,0.09375,0.983471,0.504167,320,1,20,30,1.329593,0,3,1920
Qq2k3k3v20v20m320s1,1,24.425,34,1.478125,40,20,0.11875,1.036055,0.491146,320,1,20,38,1.361242,0,3,1920
Qq2k3k3v20v20m320s2,1,24.2,36,1.4875,40,20,0.109375,1.016807,0.495833,320,1,20,35,1.347945,0,3,1920
Qq2k3k3v20v20m320s3,1,24.425,40,1.48125,40,20,0.134375,1.036055,0.491146,320,1,20,43,1.359459,0,3,1920
Qq2k3k3v20v20m320s4,1,23.35,38,1.50625,40,20,0.1125,0.947262,0.513542,320,1,20,36,1.304473,0,3,1920
Qq2k3k3v20v20m320s5,1,23.6,37,1.478125,40,20,0.09375,0.967213,0.508333,320,1,20,30,1.331449,0,3,1920
Qq2k3k3v20v20m320s6,1,24.125,37,1.515625,40,20,0.128125,1.010471,0.497396,320,1,20,41,1.32872,0,3,1920
Qq2k3k3v20v20m320s7,1,24.425,33,1.50625,40,20,0.128125,1.036055,0.491146,320,1,20,41,1.345109,0,3,1920
Qq2k3k3v20v20m320s8,1,24.075,31,1.540625,40,20,0.13125,1.00627,0.498438,320,1,20,42,1.311933,0,3,1920
Qq2k3k3v20v20m320s9,1,23.8,38,1.475,40,20,0.1125,0.983471,0.504167,320,1,20,36,1.340782,0,3,1920
Qq2k3k3v20v20m360s10,1,26.925,40,1.491667,40,20,0.102778,0.99446,0.501389,360,1,20,37,1.335807,0,3,2160
Qq2k3k3v20v20m360s1,1,27.175,37,1.463889,40,20,0.111111,1.013048,0.496759,360,1,20,40,1.360049,0,3,2160
Qq2k3k3v20v20m360s2,1,27.3,42,1.513889,40,20,0.113889,1.022472,0.494444,360,1,20,41,1.33496,0,3,2160
Qq2k3k3v20v20m360s3,1,27.35,45,1.486111,40,20,0.130556,1.026266,0.493519,360,1,20,47,1.352692,0,3,2160
Qq2k3k3v20v20m360s4,1,26.175,45,1.5,40,20,0.105556,0.940701,0.515278,360,1,20,38,1.305019,0,3,2160
Qq2k3k3v20v20m360s5,1,26.7,42,1.480556,40,20,0.1,0.978022,0.505556,360,1,20,36,1.334997,0,3,2160
Qq2k3k3v20v20m360s6,1,27.4,40,1.536111,40,20,0.133333,1.030075,0.492593,360,1,20,48,1.325198,0,3,2160
Qq2k3k3v20v20m360s7,1,27.2,40,1.491667,40,20,0.125,1.014925,0.496296,360,1,20,45,1.344722,0,3,2160
Qq2k3k3v20v20m360s8,1,27.025,35,1.530556,40,20,0.127778,1.001854,0.499537,360,1,20,46,1.315953,0,3,2160
Qq2k3k3v20v20m360s9,1,26.8,41,1.502778,40,20,0.113889,0.985294,0.503704,360,1,20,41,1.325016,0,3,2160
Qq2k3k3v20v20m400s10,1,29.875,45,1.5,40,20,0.1025,0.991701,0.502083,400,1,20,41,1.329609,0,3,2400
Qq2k3k3v20v20m400s1,1,30.45,42,1.4825,40,20,0.11,1.030457,0.4925,400,1,20,44,1.356484,0,3,2400
Qq2k3k3v20v20m400s2,1,30.25,48,1.505,40,20,0.1175,1.016807,0.495833,400,1,20,47,1.337734,0,3,2400
Qq2k3k3v20v20m400s3,1,30.425,49,1.4925,40,20,0.1325,1.02874,0.492917,400,1,20,53,1.350027,0,3,2400
Qq2k3k3v20v20m400s4,1,29.125,53,1.4975,40,20,0.1125,0.94332,0.514583,400,1,20,45,1.307915,0,3,2400
Qq2k3k3v20v20m400s5,1,29.525,46,1.4825,40,20,0.1,0.968827,0.507917,400,1,20,40,1.329565,0,3,2400
Qq2k3k3v20v20m400s6,1,30.55,45,1.555,40,20,0.135,1.037351,0.490833,400,1,20,54,1.317234,0,3,2400
Qq2k3k3v20v20m400s7,1,29.95,47,1.4825,40,20,0.12,0.996672,0.500833,400,1,20,48,1.342207,0,3,2400
Qq2k3k3v20v20m400s8,1,29.75,39,1.515,40,20,0.1275,0.983471,0.504167,400,1,20,51,1.316798,0,3,2400
Qq2k3k3v20v20m400s9,1,29.8,46,1.5075,40,20,0.11,0.986755,0.503333,400,1,20,44,1.322852,0,3,2400
Qq2k3k3v20v20m80s10,1,5.475,12,1.3875,40,20,0.0625,0.83908,0.54375,80,1,20,5,1.321101,0,3,480
Qq2k3k3v20v20m80s1,1,6.175,8,1.475,40,20,0.15,1.060086,0.485417,80,1,20,12,1.37234,0,3,480
Qq2k3k3v20v20m80s2,1,6,9,1.475,40,20,0.0875,1,0.5,80,1,20,7,1.348066,0,3,480
Qq2k3k3v20v20m80s3,1,5.975,12,1.5125,40,20,0.15,0.991701,0.502083,80,1,20,12,1.322129,0,3,480
Qq2k3k3v20v20m80s4,1,5.55,9,1.3625,40,20,0.0625,0.860465,0.5375,80,1,20,5,1.349254,0,3,480
Qq2k3k3v20v20m80s5,1,5.75,7,1.4125,40,20,0.0875,0.92,0.520833,80,1,20,7,1.348703,0,3,480
Qq2k3k3v20v20m80s6,1,5.7,11,1.45,40,20,0.0875,0.904762,0.525,80,1,20,7,1.317647,0,3,480
Qq2k3k3v20v20m80s7,1,6.025,7,1.4875,40,20,0.125,1.008368,0.497917,80,1,20,10,1.344353,0,3,480
Qq2k3k3v20v20m80s8,1,6.175,11,1.675,40,20,0.1625,1.060086,0.485417,80,1,20,13,1.255556,0,3,480
Qq2k3k3v20v20m80s9,1,6.1,8,1.575,40,20,0.125,1.033898,0.491667,80,1,20,10,1.303867,0,3,480
Qq2k3k3v50v50m1000s10,1,30.17,101,1.511,100,50,0.111,1.011398,0.497167,1000,1,50,111,1.331859,0,3,6000
Qq2k3k3v50v50m1000s1,1,30.07,106,1.48,100,50,0.101,1.004678,0.498833,1000,1,50,101,1.347155,0,3,6000
Qq2k3k3v50v50m1000s2,1,29.85,120,1.487,100,50,0.116,0.99005,0.5025,1000,1,50,116,1.336605,0,3,6000
Qq2k3k3v50v50m1000s3,1,30.2,121,1.488,100,50,0.128,1.013423,0.496667,1000,1,50,128,1.346221,0,3,6000
Qq2k3k3v50v50m1000s4,1,29.69,127,1.507,100,50,0.119,0.979545,0.505167,1000,1,50,119,1.319792,0,3,6000
Qq2k3k3v50v50m1000s5,1,29.68,117,1.482,100,50,0.114,0.978892,0.505333,1000,1,50,114,1.334531,0,3,6000
Qq2k3k3v50v50m1000s6,1,30.46,109,1.54,100,50,0.13,1.031144,0.492333,1000,1,50,130,1.323374,0,3,6000
Qq2k3k3v50v50m1000s7,1,29.72,126,1.474,100,50,0.114,0.981506,0.504667,1000,1,50,114,1.340492,0,3,6000
Qq2k3k3v50v50m1000s8,1,30.46,91,1.527,100,50,0.122,1.031144,0.492333,1000,1,50,122,1.330997,0,3,6000
Qq2k3k3v50v50m1000s9,1,29.7,110,1.467,100,50,0.11,0.980198,0.505,1000,1,50,110,1.344064,0,3,6000
Qq2k3k3v50v50m200s10,1,5.81,25,1.475,100,50,0.095,0.938611,0.515833,200,1,50,19,1.319493,0,3,1200
Qq2k3k3v50v50m200s1,1,6.18,18,1.51,100,50,0.115,1.061856,0.485,200,1,50,23,1.353319,0,3,1200
Qq2k3k3v50v50m200s2,1,5.92,27,1.44,100,50,0.095,0.973684,0.506667,200,1,50,19,1.357143,0,3,1200
Qq2k3k3v50v50m200s3,1,5.97,28,1.475,100,50,0.125,0.99005,0.5025,200,1,50,25,1.343715,0,3,1200
Qq2k3k3v50v50m200s4,1,5.85,23,1.51,100,50,0.095,0.95122,0.5125,200,1,50,19,1.304147,0,3,1200
Qq2k3k3v50v50m200s5,1,5.84,21,1.465,100,50,0.08,0.948052,0.513333,200,1,50,16,1.330286,0,3,1200
Qq2k3k3v50v50m200s6,1,5.86,27,1.48,100,50,0.1,0.954397,0.511667,200,1,50,20,1.324201,0,3,1200
Qq2k3k3v50v50m200s7,1,6.03,19,1.48,100,50,0.135,1.01005,0.4975,200,1,50,27,1.349451,0,3,1200
Qq2k3k3v50v50m200s8,1,5.87,24,1.54,100,50,0.11,0.957586,0.510833,200,1,50,22,1.288684,0,3,1200
Qq2k3k3v50v50m200s9,1,5.95,25,1.495,100,50,0.12,0.983471,0.504167,200,1,50,24,1.328844,0,3,1200
Qq2k3k3v50v50m300s10,1,8.84,33,1.48,100,50,0.096667,0.965066,0.508889,300,1,50,29,1.329305,0,3,1800
Qq2k3k3v50v50m300s1,1,9.2,31,1.486667,100,50,0.12,1.045455,0.488889,300,1,50,36,1.360115,0,3,1800
Qq2k3k3v50v50m300s2,1,9.09,36,1.516667,100,50,0.116667,1.020202,0.495,300,1,50,35,1.332355,0,3,1800
Qq2k3k3v50v50m300s3,1,9.07,39,1.47,100,50,0.12,1.015677,0.496111,300,1,50,36,1.357611,0,3,1800
Qq2k3k3v50v50m300s4,1,8.86,32,1.523333,100,50,0.116667,0.969365,0.507778,300,1,50,35,1.304943,0,3,1800
Qq2k3k3v50v50m300s5,1,8.87,34,1.46,100,50,0.096667,0.971522,0.507222,300,1,50,29,1.344311,0,3,1800
Qq2k3k3v50v50m300s6,1,9.04,35,1.496667,100,50,0.123333,1.008929,0.497778,300,1,50,37,1.33922,0,3,1800
Qq2k3k3v50v50m300s7,1,9.14,31,1.49,100,50,0.126667,1.031603,0.492222,300,1,50,38,1.352643,0,3,1800
Qq2k3k3v50v50m300s8,1,8.98,29,1.53,100,50,0.123333,0.995565,0.501111,300,1,50,37,1.313388,0,3,1800
Qq2k3k3v50v50m300s9,1,9,35,1.493333,100,50,0.116667,1,0.5,300,1,50,35,1.337278,0,3,1800
Qq2k3k3v50v50m400s10,1,11.95,45,1.5,100,50,0.1025,0.991701,0.502083,400,1,50,41,1.329609,0,3,2400
Qq2k3k3v50v50m400s1,1,12.18,42,1.4825,100,50,0.11,1.030457,0.4925,400,1,50,44,1.356484,0,3,2400
Qq2k3k3v50v50m400s2,1,12.1,48,1.505,100,50,0.1175,1.016807,0.495833,400,1,50,47,1.337734,0,3,2400
Qq2k3k3v50v50m400s3,1,12.17,49,1.4925,100,50,0.1325,1.02874,0.492917,400,1,50,53,1.350027,0,3,2400
Qq2k3k3v50v50m400s4,1,11.65,53,1.4975,100,50,0.1125,0.94332,0.514583,400,1,50,45,1.307915,0,3,2400
Qq2k3k3v50v50m400s5,1,11.81,46,1.4825,100,50,0.1,0.968827,0.507917,400,1,50,40,1.329565,0,3,2400
Qq2k3k3v50v50m400s6,1,12.22,45,1.555,100,50,0.135,1.037351,0.490833,400,1,50,54,1.317234,0,3,2400
Qq2k3k3v50v50m400s7,1,11.98,47,1.4825,100,50,0.12,0.996672,0.500833,400,1,50,48,1.342207,0,3,2400
Qq2k3k3v50v50m400s8,1,11.9,39,1.515,100,50,0.1275,0.983471,0.504167,400,1,50,51,1.316798,0,3,2400
Qq2k3k3v50v50m400s9,1,11.92,46,1.5075,100,50,0.11,0.986755,0.503333,400,1,50,44,1.322852,0,3,2400
Qq2k3k3v50v50m500s10,1,14.96,58,1.498,100,50,0.108,0.994681,0.501333,500,1,50,54,1.332144,0,3,3000
Qq2k3k3v50v50m500s1,1,15.04,53,1.476,100,50,0.1,1.005348,0.498667,500,1,50,50,1.34978,0,3,3000
Qq2k3k3v50v50m500s2,1,14.9,61,1.484,100,50,0.11,0.986755,0.503333,500,1,50,55,1.336908,0,3,3000
Qq2k3k3v50v50m500s3,1,15.15,61,1.514,100,50,0.13,1.020202,0.495,500,1,50,65,1.33392,0,3,3000
Qq2k3k3v50v50m500s4,1,14.73,64,1.504,100,50,0.116,0.964637,0.509,500,1,50,58,1.314494,0,3,3000
Qq2k3k3v50v50m500s5,1,14.77,54,1.496,100,50,0.104,0.969796,0.507667,500,1,50,52,1.32185,0,3,3000
Qq2k3k3v50v50m500s6,1,15.22,56,1.552,100,50,0.132,1.02977,0.492667,500,1,50,66,1.315697,0,3,3000
Qq2k3k3v50v50m500s7,1,15,60,1.494,100,50,0.116,1,0.5,500,1,50,58,1.336884,0,3,3000
Qq2k3k3v50v50m500s8,1,14.97,47,1.53,100,50,0.124,0.996008,0.501,500,1,50,62,1.313594,0,3,3000
Qq2k3k3v50v50m500s9,1,14.87,55,1.5,100,50,0.112,0.982816,0.504333,500,1,50,56,1.32554,0,3,3000
Qq2k3k3v50v50m600s10,1,18.02,68,1.505,100,50,0.106667,1.002225,0.499444,600,1,50,64,1.331359,0,3,3600
Qq2k3k3v50v50m600s1,1,17.96,68,1.478333,100,50,0.1,0.995565,0.501111,600,1,50,60,1.344177,0,3,3600
Qq2k3k3v50v50m600s2,1,17.67,79,1.468333,100,50,0.11,0.963993,0.509167,600,1,50,66,1.335846,0,3,3600
Qq2k3k3v50v50m600s3,1,18.13,69,1.515,100,50,0.121667,1.01455,0.496389,600,1,50,73,1.33088,0,3,3600
Qq2k3k3v50v50m600s4,1,17.77,74,1.51,100,50,0.116667,0.974767,0.506389,600,1,50,70,1.31571,0,3,3600
Qq2k3k3v50v50m600s5,1,17.96,63,1.51,100,50,0.116667,0.995565,0.501111,600,1,50,70,1.325391,0,3,3600
Qq2k3k3v50v50m600s6,1,18.27,65,1.553333,100,50,0.125,1.030457,0.4925,600,1,50,75,1.315209,0,3,3600
Qq2k3k3v50v50m600s7,1,17.93,73,1.485,100,50,0.116667,0.992252,0.501944,600,1,50,70,1.338776,0,3,3600
Qq2k3k3v50v50m600s8,1,18.19,51,1.535,100,50,0.131667,1.021336,0.494722,600,1,50,79,1.322046,0,3,3600
Qq2k3k3v50v50m600s9,1,17.99,64,1.503333,100,50,0.121667,0.99889,0.500278,600,1,50,73,1.330861,0,3,3600
Qq2k3k3v50v50m700s10,1,20.98,79,1.508571,100,50,0.108571,0.998097,0.500476,700,1,50,76,1.327389,0,3,4200
Qq2k3k3v50v50m700s1,1,21.1,73,1.494286,100,50,0.097143,1.009569,0.497619,700,1,50,68,1.340895,0,3,4200
Qq2k3k3v50v50m700s2,1,20.52,94,1.448571,100,50,0.108571,0.955307,0.511429,700,1,50,76,1.343689,0,3,4200
Qq2k3k3v50v50m700s3,1,21.27,79,1.517143,100,50,0.127143,1.026049,0.493571,700,1,50,89,1.334586,0,3,4200
Qq2k3k3v50v50m700s4,1,20.72,87,1.501429,100,50,0.115714,0.973684,0.506667,700,1,50,81,1.320401,0,3,4200
Qq2k3k3v50v50m700s5,1,20.96,77,1.502857,100,50,0.121429,0.996198,0.500952,700,1,50,85,1.329936,0,3,4200
Qq2k3k3v50v50m700s6,1,21.2,77,1.544286,100,50,0.118571,1.019231,0.495238,700,1,50,83,1.315606,0,3,4200
Qq2k3k3v50v50m700s7,1,20.84,88,1.477143,100,50,0.121429,0.984877,0.50381,700,1,50,85,1.34014,0,3,4200
Qq2k3k3v50v50m700s8,1,21.23,65,1.524286,100,50,0.134286,1.022147,0.494524,700,1,50,94,1.32872,0,3,4200
Qq2k3k3v50v50m700s9,1,20.9,76,1.477143,100,50,0.117143,0.990521,0.502381,700,1,50,82,1.342657,0,3,4200
Qq2k3k3v50v50m800s10,1,24.11,88,1.51875,100,50,0.11,1.009209,0.497708,800,1,50,88,1.32631,0,3,4800
Qq2k3k3v50v50m800s1,1,23.97,85,1.47125,100,50,0.095,0.997503,0.500625,800,1,50,76,1.349184,0,3,4800
Qq2k3k3v50v50m800s2,1,23.54,103,1.45875,100,50,0.10875,0.962388,0.509583,800,1,50,87,1.340864,0,3,4800
Qq2k3k3v50v50m800s3,1,24.43,91,1.5075,100,50,0.13125,1.036487,0.491042,800,1,50,105,1.344565,0,3,4800
Qq2k3k3v50v50m800s4,1,23.85,103,1.505,100,50,0.125,0.987578,0.503125,800,1,50,100,1.324734,0,3,4800
Qq2k3k3v50v50m800s5,1,23.81,86,1.48875,100,50,0.1125,0.984291,0.503958,800,1,50,90,1.33296,0,3,4800
Qq2k3k3v50v50m800s6,1,24.35,84,1.54,100,50,0.1225,1.029598,0.492708,800,1,50,98,1.322705,0,3,4800
Qq2k3k3v50v50m800s7,1,23.78,99,1.47625,100,50,0.115,0.981833,0.504583,800,1,50,92,1.339301,0,3,4800
Qq2k3k3v50v50m800s8,1,24.21,76,1.51875,100,50,0.125,1.017654,0.495625,800,1,50,100,1.330025,0,3,4800
Qq2k3k3v50v50m800s9,1,23.78,88,1.4725,100,50,0.115,0.981833,0.504583,800,1,50,92,1.341532,0,3,4800
Qq2k3k3v50v50m900s10,1,27.19,94,1.516667,100,50,0.111111,1.014174,0.496481,900,1,50,100,1.329732,0,3,5400
Qq2k3k3v50v50m900s1,1,27.06,94,1.486667,100,50,0.1,1.004454,0.498889,900,1,50,90,1.343152,0,3,5400
Qq2k3k3v50v50m900s2,1,26.62,110,1.468889,100,50,0.111111,0.972243,0.507037,900,1,50,100,1.33933,0,3,5400
Qq2k3k3v50v50m900s3,1,27.28,104,1.498889,100,50,0.125556,1.020958,0.494815,900,1,50,113,1.343073,0,3,5400
Qq2k3k3v50v50m900s4,1,26.97,110,1.521111,100,50,0.125556,0.99778,0.500556,900,1,50,113,1.319752,0,3,5400
Qq2k3k3v50v50m900s5,1,26.7,103,1.48,100,50,0.112222,0.978022,0.505556,900,1,50,101,1.335329,0,3,5400
Qq2k3k3v50v50m900s6,1,27.46,100,1.547778,100,50,0.131111,1.034665,0.491481,900,1,50,118,1.320322,0,3,5400
Qq2k3k3v50v50m900s7,1,26.82,112,1.481111,100,50,0.114444,0.986755,0.503333,900,1,50,103,1.338626,0,3,5400
Qq2k3k3v50v50m900s8,1,27.29,82,1.517778,100,50,0.121111,1.021715,0.49463,900,1,50,109,1.332356,0,3,5400
Qq2k3k3v50v50m900s9,1,26.78,97,1.474444,100,50,0.111111,0.983835,0.504074,900,1,50,100,1.341276,0,3,5400
qshifter_3,1,16.842105,16,2,19,8,0.125,1,0.5,128,0.475,8,16,0.791667,0,1,640
qshifter_4,1,42.666667,32,2.5,36,16,0.0625,1,0.5,512,0.375,16,32,0.642857,0,1,3072
qshifter_5,1,103.884058,64,3,69,32,0.03125,1,0.5,2048,0.308036,32,64,0.539063,0,1,14336
qshifter_6,1,244.537313,128,3.5,134,64,0.015625,1,0.5,8192,0.261719,64,128,0.465278,0,1,65536
qshifter_7,1,560.669202,256,4,263,128,0.007813,1,0.5,32768,0.228299,128,256,0.410938,0,1,294912
qshifter_8,1,1260.307692,512,4.5,520,256,0.003906,1,0.5,131072,0.203125,256,512,0.369318,0,1,1310720
rankfunc10_unsigned_64,1,3.128103,3332,0.158612,2256,2000,0.670207,0.874148,0.533576,3019,0.994399,2000,3786,1.051537,2625,2.361126,15130
rankfunc11_signed_32,1,3.338753,2716,0.16148,1845,1653,0.678722,0.904552,0.525058,2788,0.98397,1653,3228,1.041948,1962,2.404121,12970
rankfunc12_unsigned_16,1,3.332432,1079,0.13545,740,676,0.686772,0.91707,0.521629,1123,0.98595,676,1298,1.034744,762,2.456614,5155
rankfunc14_signed_64,1,3.247052,4687,0.125521,3222,2966,0.668424,0.895796,0.527483,4760,0.98583,2966,5453,1.030413,3392,2.462981,22141
rankfunc15_unsigned_32,1,3.392233,6189,0.161919,4120,3672,0.664824,0.915858,0.521959,6235,0.989372,3672,7095,1.048071,4420,2.415667,29236
rankfunc16_signed_64,1,3.266512,13789,0.149321,9463,8567,0.667694,0.899491,0.526457,14070,0.983292,8567,16026,1.03661,9916,2.420965,65276
rankfunc17_unsigned_16,1,3.243797,2398,0.186725,1612,1420,0.672745,0.894611,0.527813,2301,0.977754,1420,2767,1.045238,1803,2.318989,11074
rankfunc18_signed_64,1,3.345284,12546,0.207727,8619,7467,0.661723,0.90075,0.526108,13214,0.979438,7467,14679,1.054032,8958,2.327323,60843
rankfunc19_unsigned_16,1,3.444591,3850,0.148148,2274,2050,0.653274,0.924903,0.519507,3406,0.987332,2050,3951,1.041976,2632,2.39914,16302
rankfunc1_signed_32,1,3.394836,4394,0.169178,2905,2585,0.677108,0.916884,0.52168,4508,0.984257,2585,5123,1.045801,3050,2.38673,20618
rankfunc20_unsigned_32,1,3.300619,3506,0.164766,2099,1843,0.664399,0.916281,0.521844,2847,0.998044,1843,3613,1.060165,2583,2.334866,14489
rankfunc21_signed_16,1,3.454693,3669,0.157369,2472,2216,0.657292,0.911031,0.523278,4000,0.987992,2216,4277,1.044379,2495,2.438297,17914
rankfunc22_unsigned_32,1,3.421053,2555,0.170137,1710,1518,0.673239,0.898342,0.526776,2691,0.986515,1518,3039,1.047344,1819,2.398316,12362
rankfunc23_signed_64,1,3.41919,5491,0.157619,3533,3149,0.671271,0.904801,0.524989,5439,0.992063,3149,6269,1.049152,3895,2.40786,25431
rankfunc24_unsigned_64,1,3.530843,5816,0.157862,3534,3150,0.676773,0.916422,0.521806,5506,0.989825,3150,6585,1.048325,4218,2.366084,26094
rankfunc25_signed_64,1,3.265693,4996,0.124741,3218,2962,0.671215,0.911053,0.523272,4624,0.985493,2962,5510,1.030786,3579,2.435863,22044
rankfunc26_unsigned_32,1,3.515982,5619,0.133961,3504,3184,0.678388,0.912863,0.522777,5646,0.991373,3184,6482,1.040201,3900,2.433909,25816
rankfunc27_signed_64,1,3.534944,4033,0.161412,2318,2062,0.676072,0.934428,0.516949,3463,0.988429,2062,4289,1.049227,2876,2.35104,16963
rankfunc28_unsigned_16,1,3.269982,1491,0.183513,1126,998,0.654839,0.904891,0.524965,1774,0.9792,998,1827,1.04395,1012,2.411111,7751
rankfunc29_signed_16,1,3.199,1536,0.102564,1000,936,0.664663,0.915046,0.522181,1424,0.986672,936,1659,1.023846,1065,2.477163,6695
rankfunc2_unsigned_64,1,3.380934,4473,0.148298,2570,2314,0.684142,0.919374,0.521003,3580,0.985241,2314,4724,1.041089,3319,2.330485,18140
rankfunc30_signed_64,1,3.220201,14016,0.1321,9841,8945,0.650677,0.898701,0.526676,14553,0.995002,8945,15762,1.041668,9659,2.49967,66952
rankfunc31_unsigned_16,1,3.307646,2725,0.118711,1674,1546,0.64549,0.91174,0.523084,2392,0.987292,1546,2784,1.030305,1911,2.45444,11610
rankfunc32_signed_64,1,3.525497,11495,0.102588,6491,5979,0.641287,0.93991,0.515488,9914,1.003253,5979,11202,1.041394,7545,2.498683,47231
rankfunc33_unsigned_32,1,3.501717,3312,0.093125,2039,1911,0.699527,0.926912,0.518965,3252,0.993371,1911,3846,1.027302,2239,2.513459,14843
rankfunc34_signed_32,1,3.43079,2509,0.112989,1481,1353,0.675914,0.919971,0.520841,2183,1.002114,1353,2680,1.044123,1777,2.448424,10604
rankfunc35_unsigned_32,1,3.726002,4941,0.136188,2646,2390,0.644235,0.952744,0.5121,4265,0.994906,2390,4844,1.046469,3244,2.415082,20207
rankfunc36_signed_64,1,3.501339,3332,0.150458,1867,1739,0.673553,0.926708,0.51902,2766,0.951639,1739,3456,1.006232,2361,2.347885,13591
rankfunc37_unsigned_32,1,3.064615,513,0.397516,325,261,0.642236,0.863833,0.536529,388,0.874371,261,517,1.006893,416,1.874534,2149
rankfunc38_signed_32,1,3.082569,517,0.398524,327,263,0.642066,0.865236,0.536125,396,0.872574,263,522,1.005258,416,1.875769,2173
rankfunc39_unsigned_64,1,3.299965,8569,0.17447,5724,5084,0.6636,0.900076,0.526295,8459,0.98132,5084,9737,1.044044,6205,2.368636,39875
rankfunc3_signed_64,1,3.452515,20221,0.104554,12983,12087,0.672715,0.920241,0.520768,20514,0.991812,12087,23060,1.029399,13750,2.519473,93533
rankfunc40_unsigned_64,1,3.422754,4090,0.150943,2505,2249,0.697229,0.906438,0.524538,3650,0.987331,2249,4730,1.043092,3130,2.356279,18033
rankfunc41_signed_32,1,3.28343,5067,0.142028,3440,3120,0.667122,0.897854,0.526911,5163,0.987297,3120,5862,1.03809,3612,2.433026,23875
rankfunc42_unsigned_16,1,3.292772,2782,0.155907,1923,1731,0.673366,0.899049,0.526579,2854,0.983339,1731,3317,1.039198,2062,2.40337,13375
rankfunc43_signed_64,1,3.032837,8533,0.131076,6182,5670,0.662411,0.890773,0.528884,8302,0.985097,5670,9703,1.031461,6337,2.454738,39797
rankfunc44_unsigned_32,1,2.996273,2343,0.176674,1878,1686,0.659535,0.885863,0.530261,2641,0.971053,1686,2867,1.032298,1701,2.402346,11979
rankfunc45_signed_16,1,3.645302,2326,0.09974,1373,1277,0.680519,0.927711,0.51875,2300,0.995779,1277,2620,1.032285,1542,2.501818,10400
rankfunc46_unsigned_32,1,3.342238,4296,0.172805,2770,2450,0.668097,0.908003,0.524108,4121,0.985552,2450,4825,1.0489,3092,2.348103,19454
rankfunc47_signed_64,1,3.537599,6901,0.095212,3923,3667,0.654486,0.923476,0.519892,6084,0.994015,3667,7039,1.028831,4663,2.497257,28906
rankfunc48_unsigned_16,1,3.484438,2441,0.158967,1478,1318,0.665425,0.918331,0.521286,2266,0.987971,1318,2679,1.047101,1749,2.354198,10758
rankfunc49_signed_32,1,3.461683,2609,0.180282,1592,1400,0.672535,0.924509,0.519613,2402,0.984889,1400,2865,1.051974,1852,2.332394,11472
rankfunc4_unsigned_16,1,3.104693,420,0.329897,277,245,0.649485,0.880246,0.531845,352,0.854883,245,441,0.961323,325,2.045655,1837
rankfunc50_signed_64,1,3.598198,6685,0.096759,3773,3517,0.632429,0.914825,0.522241,6247,0.995471,3517,6693,1.030745,4332,2.491543,28416
rankfunc51_signed_32,1,3.390349,3447,0.138829,2093,1901,0.690528,0.920124,0.5208,3025,0.986795,1901,3820,1.03801,2499,2.399132,14808
rankfunc52_unsigned_32,1,3.479389,3060,0.14466,1965,1773,0.692221,0.907968,0.524118,3136,0.989802,1773,3675,1.04234,2168,2.416839,14367
