@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC

@DATA
Qq2k3k3v50v50m1000s8,1,30.46,91,1.527
Qq2k3k3v50v50m1000s9,1,29.7,110,1.467
Qq2k3k3v50v50m200s10,1,5.81,25,1.475
Qq2k3k3v50v50m200s1,1,6.18,18,1.51
Qq2k3k3v50v50m200s2,1,5.92,27,1.44
Qq2k3k3v50v50m200s3,1,5.97,28,1.475
Qq2k3k3v50v50m200s4,1,5.85,23,1.51
Qq2k3k3v50v50m200s5,1,5.84,21,1.465
Qq2k3k3v50v50m200s6,1,5.86,27,1.48
Qq2k3k3v50v50m200s7,1,6.03,19,1.48
Qq2k3k3v50v50m200s8,1,5.87,24,1.54
Qq2k3k3v50v50m200s9,1,5.95,25,1.495
Qq2k3k3v50v50m300s10,1,8.84,33,1.48
Qq2k3k3v50v50m300s1,1,9.2,31,1.486667
Qq2k3k3v50v50m300s2,1,9.09,36,1.516667
Qq2k3k3v50v50m300s3,1,9.07,39,1.47
Qq2k3k3v50v50m300s4,1,8.86,32,1.523333
Qq2k3k3v50v50m300s5,1,8.87,34,1.46
Qq2k3k3v50v50m300s6,1,9.04,35,1.496667
Qq2k3k3v50v50m300s7,1,9.14,31,1.49
Qq2k3k3v50v50m300s8,1,8.98,29,1.53
Qq2k3k3v50v50m300s9,1,9,35,1.493333
Qq2k3k3v50v50m400s10,1,11.95,45,1.5
Qq2k3k3v50v50m400s1,1,12.18,42,1.4825
Qq2k3k3v50v50m400s2,1,12.1,48,1.505
Qq2k3k3v50v50m400s3,1,12.17,49,1.4925
Qq2k3k3v50v50m400s4,1,11.65,53,1.4975
Qq2k3k3v50v50m400s5,1,11.81,46,1.4825
Qq2k3k3v50v50m400s6,1,12.22,45,1.555
Qq2k3k3v50v50m400s7,1,11.98,47,1.4825
Qq2k3k3v50v50m400s8,1,11.9,39,1.515
Qq2k3k3v50v50m400s9,1,11.92,46,1.5075
Qq2k3k3v50v50m500s10,1,14.96,58,1.498
Qq2k3k3v50v50m500s1,1,15.04,53,1.476
Qq2k3k3v50v50m500s2,1,14.9,61,1.484
Qq2k3k3v50v50m500s3,1,15.15,61,1.514
Qq2k3k3v50v50m500s4,1,14.73,64,1.504
Qq2k3k3v50v50m500s5,1,14.77,54,1.496
Qq2k3k3v50v50m500s6,1,15.22,56,1.552
Qq2k3k3v50v50m500s7,1,15,60,1.494
Qq2k3k3v50v50m500s8,1,14.97,47,1.53
Qq2k3k3v50v50m500s9,1,14.87,55,1.5
Qq2k3k3v50v50m600s10,1,18.02,68,1.505
Qq2k3k3v50v50m600s1,1,17.96,68,1.478333
Qq2k3k3v50v50m600s2,1,17.67,79,1.468333
Qq2k3k3v50v50m600s3,1,18.13,69,1.515
Qq2k3k3v50v50m600s4,1,17.77,74,1.51
Qq2k3k3v50v50m600s5,1,17.96,63,1.51
Qq2k3k3v50v50m600s6,1,18.27,65,1.553333
Qq2k3k3v50v50m600s7,1,17.93,73,1.485
Qq2k3k3v50v50m600s8,1,18.19,51,1.535
Qq2k3k3v50v50m600s9,1,17.99,64,1.503333
Qq2k3k3v50v50m700s10,1,20.98,79,1.508571
Qq2k3k3v50v50m700s1,1,21.1,73,1.494286
Qq2k3k3v50v50m700s2,1,20.52,94,1.448571
Qq2k3k3v50v50m700s3,1,21.27,79,1.517143
Qq2k3k3v50v50m700s4,1,20.72,87,1.501429
Qq2k3k3v50v50m700s5,1,20.96,77,1.502857
Qq2k3k3v50v50m700s6,1,21.2,77,1.544286
Qq2k3k3v50v50m700s7,1,20.84,88,1.477143
Qq2k3k3v50v50m700s8,1,21.23,65,1.524286
Qq2k3k3v50v50m700s9,1,20.9,76,1.477143
Qq2k3k3v50v50m800s10,1,24.11,88,1.51875
Qq2k3k3v50v50m800s1,1,23.97,85,1.47125
Qq2k3k3v50v50m800s2,1,23.54,103,1.45875
Qq2k3k3v50v50m800s3,1,24.43,91,1.5075
Qq2k3k3v50v50m800s4,1,23.85,103,1.505
Qq2k3k3v50v50m800s5,1,23.81,86,1.48875
Qq2k3k3v50v50m800s6,1,24.35,84,1.54
Qq2k3k3v50v50m800s7,1,23.78,99,1.47625
Qq2k3k3v50v50m800s8,1,24.21,76,1.51875
Qq2k3k3v50v50m800s9,1,23.78,88,1.4725
Qq2k3k3v50v50m900s10,1,27.19,94,1.516667
Qq2k3k3v50v50m900s1,1,27.06,94,1.486667
Qq2k3k3v50v50m900s2,1,26.62,110,1.468889
Qq2k3k3v50v50m900s3,1,27.28,104,1.498889
Qq2k3k3v50v50m900s4,1,26.97,110,1.521111
Qq2k3k3v50v50m900s5,1,26.7,103,1.48
Qq2k3k3v50v50m900s6,1,27.46,100,1.547778
Qq2k3k3v50v50m900s7,1,26.82,112,1.481111
Qq2k3k3v50v50m900s8,1,27.29,82,1.517778
Qq2k3k3v50v50m900s9,1,26.78,97,1.474444
qshifter_3,1,16.842105,16,2
qshifter_4,1,42.666667,32,2.5
qshifter_5,1,103.884058,64,3
qshifter_6,1,244.537313,128,3.5
qshifter_7,1,560.669202,256,4
qshifter_8,1,1260.307692,512,4.5
rankfunc10_unsigned_64,1,3.128103,3332,0.158612
rankfunc11_signed_32,1,3.338753,2716,0.16148
rankfunc12_unsigned_16,1,3.332432,1079,0.13545
rankfunc14_signed_64,1,3.247052,4687,0.125521
rankfunc15_unsigned_32,1,3.392233,6189,0.161919
rankfunc16_signed_64,1,3.266512,13789,0.149321
rankfunc17_unsigned_16,1,3.243797,2398,0.186725
rankfunc18_signed_64,1,3.345284,12546,0.207727
rankfunc19_unsigned_16,1,3.444591,3850,0.148148
rankfunc1_signed_32,1,3.394836,4394,0.169178
rankfunc20_unsigned_32,1,3.300619,3506,0.164766
rankfunc21_signed_16,1,3.454693,3669,0.157369
rankfunc22_unsigned_32,1,3.421053,2555,0.170137
rankfunc23_signed_64,1,3.41919,5491,0.157619
rankfunc24_unsigned_64,1,3.530843,5816,0.157862
rankfunc25_signed_64,1,3.265693,4996,0.124741
rankfunc26_unsigned_32,1,3.515982,5619,0.133961
rankfunc27_signed_64,1,3.534944,4033,0.161412
rankfunc28_unsigned_16,1,3.269982,1491,0.183513
rankfunc29_signed_16,1,3.199,1536,0.102564
rankfunc2_unsigned_64,1,3.380934,4473,0.148298
rankfunc30_signed_64,1,3.220201,14016,0.1321
rankfunc31_unsigned_16,1,3.307646,2725,0.118711
rankfunc32_signed_64,1,3.525497,11495,0.102588
rankfunc33_unsigned_32,1,3.501717,3312,0.093125
rankfunc34_signed_32,1,3.43079,2509,0.112989
rankfunc35_unsigned_32,1,3.726002,4941,0.136188
rankfunc36_signed_64,1,3.501339,3332,0.150458
rankfunc37_unsigned_32,1,3.064615,513,0.397516
rankfunc38_signed_32,1,3.082569,517,0.398524
rankfunc39_unsigned_64,1,3.299965,8569,0.17447
rankfunc3_signed_64,1,3.452515,20221,0.104554
rankfunc40_unsigned_64,1,3.422754,4090,0.150943
rankfunc41_signed_32,1,3.28343,5067,0.142028
rankfunc42_unsigned_16,1,3.292772,2782,0.155907
rankfunc43_signed_64,1,3.032837,8533,0.131076
rankfunc44_unsigned_32,1,2.996273,2343,0.176674
rankfunc45_signed_16,1,3.645302,2326,0.09974
rankfunc46_unsigned_32,1,3.342238,4296,0.172805
rankfunc47_signed_64,1,3.537599,6901,0.095212
rankfunc48_unsigned_16,1,3.484438,2441,0.158967
rankfunc49_signed_32,1,3.461683,2609,0.180282
rankfunc4_unsigned_16,1,3.104693,420,0.329897
rankfunc50_signed_64,1,3.598198,6685,0.096759
rankfunc51_signed_32,1,3.390349,3447,0.138829
rankfunc52_unsigned_32,1,3.479389,3060,0.14466
rankfunc53_signed_16,1,3.159453,1179,0.17819
rankfunc54_signed_32,1,3.297896,4312,0.145827
rankfunc55_unsigned_32,1,3.385874,1849,0.165002
rankfunc56_signed_16,1,3.275641,675,0.215126
rankfunc57_unsigned_64,1,3.494334,5745,0.159089
rankfunc58_signed_32,1,3.399904,3094,0.188721
rankfunc59_unsigned_16,1,3.367613,1900,0.188902
rankfunc5_signed_64,1,3.394097,4093,0.155269
rankfunc60_unsigned_32,1,3.184414,1921,0.215225
rankfunc61_signed_32,1,3.66205,3585,0.125778
rankfunc6_unsigned_16,1,3.699856,1287,0.130214
rankfunc7_signed_16,1,3.526596,1768,0.168754
rankfunc8_unsigned_32,1,3.417013,3063,0.18156
rankfunc9_signed_64,1,3.194965,2757,0.167027
ring_r4_ser--opt-11_-shuffled,1,60.847185,1266,3.654228
ring_r6_ser---16_-shuffled,1,769.953064,2704,6.80109
ring_r6_ser--opt-17_-shuffled,1,726.651907,2872,6.785086
ring_r7_ser---19_-shuffled,1,2326.498081,3745,7.05138
robots_1_5_2_100.2,1,9.60499,1461,0.472222
robots_1_5_2_100.4,1,9.707587,1563,0.512949
robots_1_5_2_100.8,1,9.759947,1767,0.536066
robots_1_5_2_10.2,1,9.60499,1461,0.472222
robots_1_5_2_14.2,1,9.60499,1461,0.472222
robots_1_5_2_21.4,1,9.707587,1563,0.512949
robots_1_5_2_2.4,1,9.707587,1563,0.512949
robots_1_5_2_28.2,1,9.60499,1461,0.472222
robots_1_5_2_31.2,1,9.60499,1461,0.472222
robots_1_5_2_32.8,1,9.759947,1767,0.536066
robots_1_5_2_33.2,1,9.60499,1461,0.472222
robots_1_5_2_3.4,1,9.707587,1563,0.512949
robots_1_5_2_39.4,1,9.707587,1563,0.512949
robots_1_5_2_40.8,1,9.759947,1767,0.536066
robots_1_5_2_45.4,1,9.707587,1563,0.512949
robots_1_5_2_47.2,1,9.60499,1461,0.472222
robots_1_5_2_49.2,1,9.60499,1461,0.472222
robots_1_5_2_54.8,1,9.759947,1767,0.536066
robots_1_5_2_61.8,1,9.759947,1767,0.536066
robots_1_5_2_67.8,1,9.759947,1767,0.536066
robots_1_5_2_75.8,1,9.759947,1767,0.536066
robots_1_5_2_80.4,1,9.707587,1563,0.512949
robots_1_5_2_81.2,1,9.60499,1461,0.472222
robots_1_5_2_82.4,1,9.707587,1563,0.512949
robots_1_5_2_82.8,1,9.759947,1767,0.536066
robots_1_5_2_85.2,1,9.60499,1461,0.472222
robots_1_5_2_85.4,1,9.707587,1563,0.512949
robots_1_5_2_91.8,1,9.759947,1767,0.536066
robots_1_5_2_9.8,1,9.759947,1767,0.536066
robots_1_5_2_99.4,1,9.707587,1563,0.512949
robots_1_5_3_100.2,1,9.605509,1462,0.472168
robots_1_5_3_100.4,1,9.70785,1564,0.512917
robots_1_5_3_100.8,1,9.76008,1768,0.536049
robots_1_5_3_16.4,1,9.70785,1564,0.512917
robots_1_5_3_16.8,1,9.76008,1768,0.536049
robots_1_5_3_20.4,1,9.70785,1564,0.512917
robots_1_5_3_24.4,1,9.70785,1564,0.512917
robots_1_5_3_2.4,1,9.70785,1564,0.512917
robots_1_5_3_25.2,1,9.605509,1462,0.472168
robots_1_5_3_26.2,1,9.605509,1462,0.472168
robots_1_5_3_27.8,1,9.76008,1768,0.536049
robots_1_5_3_30.2,1,9.605509,1462,0.472168
robots_1_5_3_39.8,1,9.76008,1768,0.536049
robots_1_5_3_44.4,1,9.70785,1564,0.512917
robots_1_5_3_44.8,1,9.76008,1768,0.536049
robots_1_5_3_51.2,1,9.605509,1462,0.472168
robots_1_5_3_52.2,1,9.605509,1462,0.472168
robots_1_5_3_52.4,1,9.70785,1564,0.512917
robots_1_5_3_55.8,1,9.76008,1768,0.536049
robots_1_5_3_57.4,1,9.70785,1564,0.512917
robots_1_5_3_62.2,1,9.605509,1462,0.472168
robots_1_5_3_64.8,1,9.76008,1768,0.536049
robots_1_5_3_66.4,1,9.70785,1564,0.512917
robots_1_5_3_70.8,1,9.76008,1768,0.536049
robots_1_5_3_7.2,1,9.605509,1462,0.472168
robots_1_5_3_78.4,1,9.70785,1564,0.512917
robots_1_5_3_80.2,1,9.605509,1462,0.472168
robots_1_5_3_8.8,1,9.76008,1768,0.536049
robots_1_5_3_90.8,1,9.76008,1768,0.536049
robots_1_5_3_91.2,1,9.605509,1462,0.472168
robots_1_5_4_100.2,1,9.606029,1463,0.472113
robots_1_5_4_100.4,1,9.708114,1565,0.512885
robots_1_5_4_100.8,1,9.760212,1769,0.536031
robots_1_5_4_17.8,1,9.760212,1769,0.536031
robots_1_5_4_1.8,1,9.760212,1769,0.536031
robots_1_5_4_22.2,1,9.606029,1463,0.472113
robots_1_5_4_24.8,1,9.760212,1769,0.536031
robots_1_5_4_2.4,1,9.708114,1565,0.512885
robots_1_5_4_30.4,1,9.708114,1565,0.512885
robots_1_5_4_31.4,1,9.708114,1565,0.512885
robots_1_5_4_32.2,1,9.606029,1463,0.472113
robots_1_5_4_44.2,1,9.606029,1463,0.472113
robots_1_5_4_46.4,1,9.708114,1565,0.512885
robots_1_5_4_46.8,1,9.760212,1769,0.536031
robots_1_5_4_50.4,1,9.708114,1565,0.512885
robots_1_5_4_51.4,1,9.708114,1565,0.512885
robots_1_5_4_52.2,1,9.606029,1463,0.472113
robots_1_5_4_56.8,1,9.760212,1769,0.536031
robots_1_5_4_59.2,1,9.606029,1463,0.472113
robots_1_5_4_71.2,1,9.606029,1463,0.472113
robots_1_5_4_73.2,1,9.606029,1463,0.472113
robots_1_5_4_75.2,1,9.606029,1463,0.472113
robots_1_5_4_75.8,1,9.760212,1769,0.536031
robots_1_5_4_81.2,1,9.606029,1463,0.472113
robots_1_5_4_87.4,1,9.708114,1565,0.512885
robots_1_5_4_91.4,1,9.708114,1565,0.512885
robots_1_5_4_91.8,1,9.760212,1769,0.536031
robots_1_5_4_96.8,1,9.760212,1769,0.536031
robots_1_5_4_98.4,1,9.708114,1565,0.512885
robots_1_5_4_99.8,1,9.760212,1769,0.536031
robots_1_5_5_100.2,1,9.606549,1464,0.472058
robots_1_5_5_100.4,1,9.708377,1566,0.512853
robots_1_5_5_100.8,1,9.760345,1770,0.536013
robots_1_5_5_10.8,1,9.760345,1770,0.536013
robots_1_5_5_12.4,1,9.708377,1566,0.512853
robots_1_5_5_12.8,1,9.760345,1770,0.536013
robots_1_5_5_14.8,1,9.760345,1770,0.536013
robots_1_5_5_15.2,1,9.606549,1464,0.472058
robots_1_5_5_24.2,1,9.606549,1464,0.472058
robots_1_5_5_26.4,1,9.708377,1566,0.512853
robots_1_5_5_30.4,1,9.708377,1566,0.512853
robots_1_5_5_31.2,1,9.606549,1464,0.472058
robots_1_5_5_33.8,1,9.760345,1770,0.536013
robots_1_5_5_34.4,1,9.708377,1566,0.512853
robots_1_5_5_38.2,1,9.606549,1464,0.472058
robots_1_5_5_45.4,1,9.708377,1566,0.512853
robots_1_5_5_50.8,1,9.760345,1770,0.536013
robots_1_5_5_56.2,1,9.606549,1464,0.472058
robots_1_5_5_5.8,1,9.760345,1770,0.536013
robots_1_5_5_61.2,1,9.606549,1464,0.472058
robots_1_5_5_62.2,1,9.606549,1464,0.472058
robots_1_5_5_66.4,1,9.708377,1566,0.512853
robots_1_5_5_66.8,1,9.760345,1770,0.536013
robots_1_5_5_75.2,1,9.606549,1464,0.472058
robots_1_5_5_8.4,1,9.708377,1566,0.512853
robots_1_5_5_87.4,1,9.708377,1566,0.512853
robots_1_5_5_93.4,1,9.708377,1566,0.512853
robots_1_5_5_95.8,1,9.760345,1770,0.536013
robots_1_5_5_97.2,1,9.606549,1464,0.472058
robots_1_5_5_99.8,1,9.760345,1770,0.536013
s1196_d3_u-shuffled,1,3.370607,8240,0.471288
s1269_d3_s-shuffled,1,3.264716,9399,0.455972
s27_d5_u-shuffled,1,2.828054,273,0.466527
s298_d11_s-shuffled,1,3.525395,9201,0.514371
s298_d2_s-shuffled,1,3.516452,1155,0.3219
s298_d5_s-shuffled,1,3.523693,3837,0.476859
s298_d9_s-shuffled,1,3.525105,7413,0.507938
s3330_d10_u-shuffled,1,3.074155,104832,0.50655
s3330_d4_s-shuffled,1,3.056822,37212,0.468847
s386_d12_u-shuffled,1,3.541736,15544,0.528681
s499_d15_s-shuffled,1,3.742551,15653,0.52723
s499_d4_s-shuffled,1,3.763365,3553,0.472083
s510_d12_s-shuffled,1,3.364135,16303,0.521952
s510_d31_s-shuffled,1,3.366204,43815,0.532181
s510_d4_s-shuffled,1,3.355942,4719,0.481681
s713_d3_s-shuffled,1,2.876832,5106,0.457803
s713_d5_s-shuffled,1,2.900854,9570,0.489238
s820_d6_s-shuffled,1,3.863648,13318,0.511578
s820_d7_s-shuffled,1,3.861702,15848,0.517767
S-adeu-0,1,2.345968,12491,0.384036
S-adeu-1,1,2.319212,12347,0.376916
S-adeu-2,1,2.345968,12491,0.384036
S-adeu-3,1,2.319212,12347,0.376916
S-adeu-4,1,2.337049,12443,0.381681
S-adeu-5,1,2.337049,12443,0.381681
S-adeu-6,1,2.345968,12491,0.384036
S-adeu-7,1,2.319212,12347,0.376916
S-adeu-8,1,2.328131,12395,0.379308
S-adeu-9,1,2.319212,12347,0.376916
S-edau-0,1,2.345968,12491,0.384036
S-edau-1,1,2.319212,12347,0.376916
S-edau-2,1,2.345968,12491,0.384036
S-edau-3,1,2.319212,12347,0.376916
S-edau-4,1,2.337049,12443,0.381681
S-edau-5,1,2.337049,12443,0.381681
S-edau-6,1,2.345968,12491,0.384036
S-edau-7,1,2.319212,12347,0.376916
S-edau-8,1,2.328131,12395,0.379308
S-edau-9,1,2.319212,12347,0.376916
sortnetsort10.AE.stepl.005,1,1.96817,7778,0.473684
sortnetsort10.AE.stepl.012,1,1.97072,18642,0.474331
sortnetsort10.v.stepl.006,1,3.070655,4954,0.048178
sortnetsort10.v.stepl.007,1,3.072861,5777,0.041314
sortnetsort10.v.stepl.012-shuffled,1,3.078398,9892,0.024126
sortnetsort5.AE.stepl.003,1,1.963087,884,0.418744
sortnetsort5.AE.stepl.005,1,1.971602,1468,0.42042
sortnetsort5.AE.stepl.006,1,1.973751,1760,0.420842
sortnetsort5.AE.stepl.007,1,1.975291,2052,0.421143
sortnetsort5.v.stepl.007-shuffled,1,3.125581,1117,0.049097
sortnetsort6.AE.stepl.003,1,1.964781,1402,0.438931
sortnetsort6.AE.stepl.006,1,1.972595,2794,0.440613
sortnetsort6.v.stepl.003-shuffled,1,3.073171,759,0.106911
sortnetsort7.AE.stepl.003,1,1.965339,2040,0.451982
sortnetsort7.AE.stepl.005,1,1.970222,3392,0.4531
sortnetsort7.AE.stepl.006,1,1.97145,4068,0.45338
sortnetsort7.AE.stepl.009,1,1.973502,6096,0.453848
sortnetsort7.v.stepl.004-shuffled,1,3.08209,1457,0.077317
sortnetsort8.AE.stepl.005,1,1.969451,4654,0.462046
sortnetsort8.AE.stepl.007,1,1.971169,6510,0.462457
sortnetsort8.AE.stepl.009,1,1.972127,8366,0.462685
sortnetsort8.v.stepl.008-shuffled,1,3.090973,3966,0.037668
sortnetsort9.AE.stepl.004,1,1.967502,4896,0.468322
sortnetsort9.AE.stepl.005,1,1.968765,6116,0.468634
sortnetsort9.AE.stepl.012,1,1.971724,14656,0.469365
sortnetsort9.v.stepl.006,1,3.077475,3903,0.049043
sortnetsort9.v.stepl.012-shuffled,1,3.086518,7791,0.024566
ssa7552-159-00-shuffled,1,1.125855,13340,0.237586
ssa7552-159-50-shuffled,1,1.671252,11309,0.278263
ssa7552-159-90-shuffled,1,1.702456,9662,0.322936
ssa7552-160-50-shuffled,1,1.677132,11598,0.276057
stmt1_145_146,1,2.843137,191,0.133065
stmt11_643_645,1,3.694017,1538,0.124207
stmt1_20_21,1,2.815789,143,0.123656
stmt124_966_965,1,3.733997,1879,0.15671
stmt1_30_31,1,2.85,71,0.122449
stmt137_903_911,1,3.707182,1921,0.159187
stmt1_392_393,1,3.541176,1269,0.150633
stmt16_0_1,1,3.848684,415,0.308594
stmt1_629_630,1,3.746905,3905,0.158796
stmt16_47_48,1,3.851364,5945,0.181362
stmt16_818_819,1,3.919101,1243,0.216875
stmt17_143_144,1,3.572727,545,0.263543
stmt17_18_19,1,3.670103,499,0.272873
stmt17_63_70,1,4.294222,21651,0.166191
stmt17_63_78,1,4.326627,24575,0.179256
stmt17_82_94,1,4.412136,37733,0.159261
stmt1_787_788,1,3.605234,4727,0.14976
stmt17_99_98,1,3.779099,6451,0.175304
stmt1_811_812,1,3.944828,813,0.172727
stmt18_258_260,1,3.465863,1221,0.146597
stmt19_125_302,1,3.472909,8599,0.176713
stmt19_133_257,1,3.416639,7433,0.163666
stmt19_137_313,1,3.479906,8642,0.176738
stmt19_142_261,1,3.410172,7536,0.162667
stmt19_177_302,1,3.472925,9309,0.163296
stmt1_919_920,1,3.749271,1843,0.159965
stmt19_214_309,1,3.474369,9748,0.156398
stmt19_217_250,1,3.422061,8562,0.141868
stmt19_2_180,1,3.400127,3829,0.209854
stmt19_261_266,1,3.434932,10222,0.124953
stmt19_2_83,1,3.384314,2445,0.232775
stmt19_313_318,1,3.515282,12574,0.12654
stmt19_313_412,1,3.565701,14356,0.143866
stmt19_3_177,1,3.401163,4216,0.190848
stmt19_3_309,1,3.484141,7285,0.209194
stmt19_3_78,1,3.387842,2832,0.201561
stmt19_3_83,1,3.392308,2839,0.201611
stmt19_66_318,1,3.487643,8094,0.19571
stmt19_66_90,1,3.379501,3561,0.162881
stmt19_67_83,1,3.378018,2955,0.195567
stmt19_79_87,1,4.390881,33347,0.156071
stmt19_83_302,1,3.48224,7932,0.191597
stmt19_83_90,1,3.387164,3577,0.16211
stmt19_90_133,1,3.386179,4253,0.163014
stmt21_127_258,1,3.414724,7424,0.163887
stmt21_134_418,1,3.5579,10718,0.197132
stmt21_143_258,1,3.407542,7518,0.162282
stmt21_252_310,1,3.470814,11194,0.136708
stmt21_267_310,1,3.476786,11388,0.134737
stmt21_310_360,1,3.54099,13568,0.137133
stmt21_4_5,1,3.353018,1789,0.25348
stmt21_70_258,1,3.415627,6741,0.180491
stmt21_71_304,1,3.475319,7392,0.206437
stmt21_71_70,1,3.368729,2939,0.19486
stmt21_79_314,1,3.484829,7952,0.192121
stmt21_79_91,1,3.383552,3570,0.162425
stmt22_179_182,1,3.415646,6256,0.129171
stmt22_6_80,1,3.379175,2438,0.232804
stmt22_92_259,1,3.407636,6839,0.178418
stmt23_66_76,1,4.3114,23113,0.17314
stmt24_148_149,1,2.845238,154,0.162562
stmt24_292_293,1,3.445736,1259,0.149301
stmt24_765_766,1,3.700549,1929,0.160338
stmt24_7_8,1,2.529412,29,0.297297
stmt25_52_53,1,3.832669,5595,0.171162
stmt25_597_598,1,3.548387,2349,0.149828
stmt2_649_723,1,3.678756,1515,0.201285
stmt2_649_776,1,3.77424,1863,0.228546
stmt27_149_224,1,3.420767,6398,0.137455
stmt27_296_297,1,3.426966,1297,0.145062
stmt27_93_98,1,3.771818,6023,0.166255
stmt28_68_81,1,4.352417,27499,0.174783
stmt29_21_275,1,3.446352,6988,0.196935
stmt2_976_999,1,3.759731,30745,0.148917
stmt31_100_276,1,3.445386,7669,0.179479
stmt31_22_23,1,3.373894,2150,0.24093
stmt32_122_129,1,2.848485,117,0.139241
stmt32_153_277,1,3.444677,8364,0.164593
stmt32_228_277,1,3.448229,9217,0.149531
stmt3_639_640,1,3.631336,1109,0.156477
stmt37_941_942,1,3.778222,5441,0.164258
stmt38_943_942,1,3.785245,5392,0.165831
stmt39_34_107,1,3.400162,3004,0.215517
stmt3_969_973,1,3.756906,961,0.163283
stmt41_235_286,1,3.461067,9468,0.149682
stmt41_262_275,1,3.669938,2947,0.255519
stmt41_336_385,1,3.570788,14616,0.133213
stmt41_36_37,1,3.393375,2326,0.227732
stmt44_107_108,1,2.772727,71,0.15
stmt44_107_113,1,2.818182,94,0.170543
stmt44_252_301,1,3.476386,1198,0.149433
stmt44_40_162,1,3.4097,3837,0.201314
stmt44_40_41,1,3.398821,2461,0.218827
stmt44_554_604,1,3.582106,2250,0.152384
stmt46_163_289,1,3.465003,8793,0.16408
stmt47_239_290,1,3.465671,9653,0.14962
stmt50_167_293,1,3.473133,8951,0.164067
stmt52_117_295,1,3.474072,8249,0.177977
stmt52_295_394,1,3.558586,13878,0.14445
stmt52_54_55,1,3.407197,2569,0.212552
stmt53_208_245,1,3.431034,7247,0.125584
stmt5_731_730,1,3.73913,1847,0.159982
stmt6_13_14,1,2.705882,53,0.144737
stmt70_191_213,1,3.5,1171,0.147541
stmt70_495_501,1,3.596774,2223,0.151416
stmt72_696_721,1,3.730114,1881,0.1627
stmt7_33_34,1,3.687023,2462,0.220057
stmt82_224_225,1,3.453125,1251,0.14751
stmt85_64_122,1,3.387231,3506,0.195164
stmt86_889_890,1,3.7811,2269,0.189053
stmt9_350_351,1,3.611354,1167,0.153527
stmt9_445_446,1,3.422492,1577,0.143074
szymanski-10-s-shuffled,1,1.448442,11117,0.409074
szymanski-24-s-shuffled,1,1.491275,185935,0.417089
T-adeu-0,1,2.482255,11787,0.543297
T-adeu-1,1,2.452192,11643,0.537695
T-adeu-2,1,2.482255,11787,0.543297
T-adeu-3,1,2.452192,11643,0.537695
T-adeu-4,1,2.472234,11739,0.541445
T-adeu-5,1,2.472234,11739,0.541445
T-adeu-6,1,2.482255,11787,0.543297
T-adeu-7,1,2.452192,11643,0.537695
T-adeu-8,1,2.462213,11691,0.539578
T-adeu-9,1,2.452192,11643,0.537695
T-edau-0,1,2.482255,11787,0.543297
T-edau-1,1,2.452192,11643,0.537695
T-edau-2,1,2.482255,11787,0.543297
T-edau-3,1,2.452192,11643,0.537695
T-edau-4,1,2.472234,11739,0.541445
T-edau-5,1,2.472234,11739,0.541445
T-edau-6,1,2.482255,11787,0.543297
T-edau-7,1,2.452192,11643,0.537695
T-edau-8,1,2.462213,11691,0.539578
T-edau-9,1,2.452192,11643,0.537695
term1.blif_0.10_0.20_0_0_out_exact-shuffled,1,4.011765,2648,0.006519
term1.blif_0.10_0.20_0_1_inp_exact-shuffled,1,3.893369,2844,0.006644
term1.blif_0.10_1.00_0_0_out_exact-shuffled,1,4.036004,2900,0.00155
test1_quant2,1,3.071895,1583,0.319647
test1_quant3,1,3.179167,2050,0.312146
test1_quant_squaring2,1,3.071895,1583,0.319647
test1_quant_squaring3,1,3.144054,2517,0.359085
test3_quant2-shuffled,1,3.127049,512,0.292379
test3_quant4,1,3.264535,750,0.290358
test3_quant_squaring4,1,3.196121,988,0.355777
test4_quant2,1,3.08589,690,0.260369
test4_quant4,1,3.224215,976,0.267442
test4_quant_squaring2,1,3.08589,690,0.260369
test4_quant_squaring4,1,3.169492,1262,0.333766
test5_quant5-shuffled,1,3.354749,789,0.315622
test5_quant_squaring5-shuffled,1,3.228417,1182,0.399857
texas.ifetch1^4.E-f4-shuffled,1,2.843781,6529,0.071206
texas.ifetch1^9.E-f4-shuffled,1,2.806594,6158,0.086593
TOILET10.1.iv.20-shuffled,1,3.086651,3250,0.069677
TOILET16.1.iv.32-shuffled,1,3.11257,9965,0.047699
TOILET7.1.iv.13-shuffled,1,2.907268,1340,0.056338
TOILET7.1.iv.14-shuffled,1,2.904651,1447,0.052239
toilet_a_02_01.2-shuffled,1,1.888889,28,0.205128
toilet_a_02_10.2-shuffled,1,1.777778,379,0.019608
toilet_a_04_10.2-shuffled,1,2.971429,812,0.143177
toilet_a_06_01.4-shuffled,1,17.651163,244,1.775039
toilet_a_06_10.2-shuffled,1,8.989474,1329,0.668213
toilet_a_08_01.4-shuffled,1,84.321429,363,3.372581
toilet_a_08_10.2-shuffled,1,40.366667,1930,2.059326
