@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC

@DATA
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S839302453-094.cnf,1,0.2925,0.2892,0.3964
SAT_Competition2009/CRAFTED/parity-games/instance_n9_i9_pp.cnf,1,1.4985,1.9303,2.1899
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p15-s98191766.cnf,1,0,0.1595,0.1917
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g7.cnf,1,0.1671,0.1324,0.1355
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1906075351-024.cnf,1,0,0.0395,0.1539
SAT_RACE2008/velev-vliw-sat-4.0-b4.cnf,1,1.3035,13.386,9.197
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl001.sat05-2695.reshuffled-07.cnf,1,1.5263,4.1837,2.4873
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf,1,0.2047,0.1759,0.1696
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1517867865-16.cnf,1,0.0817,0.1,0.2333
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S748216286-061.cnf,1,0.0115,0.0962,0.2349
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0.5132,0.5454,0.5361
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1617626827-069.SATISFIABLE.cnf,1,0.2776,0.2808,0.3966
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,1,0.28,0.291,0.3008
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S870840347-014.cnf,1,0,0.0393,0.1574
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,0.6947,1.9072,2.1746
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,0.4918,0.5067,0.5009
SAT_Competition2007/crafted/Hard/contest05/counting-php/easier-fphp-035-029.sat05-1221.reshuffled-07.cnf,1,0.2382,0,0.3235
SAT_Competition2007/crafted/Medium/contest05/others/QG7-gensys-icl001.sat05-2926.reshuffled-07.cnf,1,0.522,0.6595,0.6863
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S321371087-018.cnf,1,0.2746,0.2762,0.369
SAT_RACE2008/post-c32s-ss-8.cnf,1,0.8326,1.065,1.2377
SAT_Competition2007/crafted/Hard/contest02/ezfact64_4.sat05-451.reshuffled-07.cnf,1,0.9169,0.5399,0.8972
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,1,?,?,?
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-pbl-00400.sat05-1322.reshuffled-07.cnf,1,0.4649,1.1339,2.6005
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-17-s.cnf,1,0.5364,0.5586,0.5332
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1059781282-048.UNKNOWN.cnf,1,0.0127,0.0987,0.22
SAT_Competition2007/crafted/Medium/contest05/others/QG-gensys-brn008.sat05-2685.reshuffled-07.cnf,1,1.5207,4.2361,2.4182
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_2_keyfind_1.cnf,1,0.2847,0.3063,0.3406
SAT-Race-2010-CNF/mixed/jarvisalo/eq.atree.braun.12.unsat.cnf,1,0.5956,0.2991,0.5948
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S1161147107-031.cnf,1,0.2837,0.2842,0.4075
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0.5205,0.5379,0.5231
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S727005963-093.SATISFIABLE.cnf,1,0.2857,0.2895,0.4005
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1164089919-15.UNSAT.shuffled.cnf,1,0.0078,0.0938,0.2095
SAT-Race-2010-CNF/software-verification/nec/hard-11-U-7061.cnf,1,?,?,?
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,1.1339,2.1803,2.5403
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/400/unif-k3-r4.25-v400-c1700-S1039370030-037.cnf,1,0.2917,0.3018,0.397
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S451874538-03.cnf,1,0.0788,0.098,0.2325
SAT-Race-2010-CNF/software-verification/babic/dspam_dump_vc972.cnf,1,1.6251,1.7456,1.7757
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-120-3.sat05-2340.reshuffled-07.cnf,1,0.0909,0,0.2626
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S471246417-03.cnf,1,0.073,0.0977,0.2295
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,0.9885,1.2586,1.4882
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S311671104-045.cnf,1,0.2952,0.2974,0.3996
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p30-s67876261.cnf,1,0,0.2476,0.2773
SAT-Race-2010-CNF/mixed/diagnosis/UCG-20-10p1.cnf,1,0.6533,0.7411,0.8457
SAT_Competition2007/crafted/spence/medium/s69-100.cnf,1,0.0573,0.1641,0.2417
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd001.sat05-3419.reshuffled-07.cnf,1,0.9544,1.0172,1.3814
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g8.cnf,1,0.1943,0.1993,0.1958
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S448238512-10.cnf,1,0.2945,0.291,0.4025
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S1760652419-100.cnf,1,0.2933,0.2903,0.3959
SAT_Competition2011/SAT_RACE06/ibm-2002-21r-k95.cnf,1,0.9826,1.1688,1.2369
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10nid_s.cnf,1,1.7623,1.9578,2.3958
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_1-log.shuffled-as.sat03-107.cnf,1,0,0.2157,0.2672
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S2129616968-04.cnf,1,0.0716,0.0975,0.2273
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1813726766-14.SAT.shuffled.cnf,1,0.015,0.096,0.2166
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S308012126-046.cnf,1,0.0129,0.0961,0.1965
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.0-08.cnf,1,2.9842,4.946,4.4253
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-19-s.cnf,1,0.5744,0.6031,0.5686
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc972.cnf,1,1.6251,1.7456,1.7757
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S592344929-16-SAT.cnf,1,0.3659,0.3582,0.4485
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/100/unif-k5-r21.3-v100-c2130-S1629955917-055.cnf,1,0.0103,0.0878,0.214
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S722433227-030.cnf,1,0.2717,0.2801,0.3873
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1875179522-13.cnf,1,0.2971,0.2935,0.4003
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S30721646-064.SATISFIABLE.cnf,1,0.2961,0.2983,0.4027
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,3.0638,3.5766,4.5758
SAT_Competition2007/random/2+p/p0.9/v810/unif2p-p0.9-v810-c2932-S1529420458-04-UNSAT.cnf,1,0.318,0.3101,0.4284
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S1980187645-03.cnf,1,0.2951,0.2917,0.3999
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h32-unknown.cnf,1,1.6992,1.922,2.6068
SAT_Competition2011/SAT09/CRAFTED/ramseycube/Q3inK10.cnf,1,0,0,0
SAT_Competition2009/CRAFTED/ramseycube/Q3inK09.cnf,1,0,0,0
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-3.shuffled-as.sat05-2520.cnf,1,0.1136,0.2813,0.2085
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,0.7016,1.9243,2.1898
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S1354285755-030.cnf,1,0,0.0368,0.1673
SAT_Competition2007/crafted/Hard/contest05/others/strips-gripper-12t22.sat05-1151.reshuffled-07.cnf,1,0.4874,0.5951,0.6865
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1017667294-044.cnf,1,0,0.0374,0.1551
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-09.cnf,1,4.3834,6.9967,6.7219
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p15-s48276711.cnf,1,0.1247,0.161,0.1993
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S1091800488-20-SAT.cnf,1,0.3186,0.3137,0.4303
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S1798323172-15.cnf,1,0,0.0394,0.1927
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S659703274-054.UNKNOWN.cnf,1,0.2577,0.2657,0.3948
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S704699380-099.cnf,1,0.0839,0.1017,0.2308
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S373048162-052.SATISFIABLE.cnf,1,0.2864,0.2907,0.4119
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes4.cnf,1,0.2087,0.2062,0.1965
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/360/unif-k3-r4.25-v360-c1530-S404185236-001.cnf,1,0.3125,0.3178,0.4263
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S239039906-021.SATISFIABLE.cnf,1,0,0.0418,0.1499
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf,1,0.1096,0.1419,0.1752
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S603077945-019.cnf,1,0,0.0383,0.165
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq4.cnf,1,3.5679,5.1526,4.562
SAT_RACE2008/een-tip-sat-vis-eisen.cnf,1,0.6215,0.6773,0.8644
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S110290755-003.cnf,1,0.268,0.272,0.4042
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p30-s39712998.cnf,1,0,0.2101,0.2524
SAT_RACE2006/SAT-Race_TS_1/schup-l2s-s04-abp4.cnf,1,0.8051,0.6535,0.7477
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h34-unknown.cnf,1,1.6941,1.9658,2.6706
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i8_pp.cnf,1,1.313,1.6001,1.8246
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S357555833-073.cnf,1,0.0181,0.1013,0.2305
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/gt-ordering-sat-gt-040.sat05-1297.reshuffled-07.cnf,1,0.0002,0.0004,0.18
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1,0.1704,0.1879,0.1826
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1041106011-094.cnf,1,0.2833,0.291,0.4152
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S231612998-061.SATISFIABLE.cnf,1,0,0.0371,0.1699
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b9.cnf,1,4.3834,6.9967,6.7219
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-016-015.sat05-1230.reshuffled-07.cnf,1,0.2221,0,0.3572
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf,1,0.0021,0.2389,0.355
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-dp11u10.cnf,1,0.5417,0.5915,0.6233
SAT-Race-2010-CNF/hardware-verification/manolios/g9bidw.cnf,1,1.354,1.447,1.764
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,1,0.0391,0,0.2837
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,1.0806,2.1801,2.5235
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0.3946,0.936,1.1736
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,0,0,0
SAT_Competition2007/crafted/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,2.1611,2.8267,2.5655
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S109959541-056-UNKNOWN.cnf,1,0.2962,0.2926,0.3968
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S2033299325-04.cnf,1,0.0766,0.0972,0.2367
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/440/unif-k3-r4.25-v440-c1870-S332478069-041.cnf,1,0.2742,0.2802,0.3933
SAT_Competition2007/industrial/industrial/grieu/vmpc_27.cnf,1,0.0821,0.0048,0.0049
SAT_RACE2008/ibm-2002-04r-k80.cnf,1,0.6815,0.7639,0.7294
SAT_RACE2008/post-cbmc-aes-ee-r2.cnf,1,0.6437,1.9632,1.5393
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_1_keyfind_1.cnf,1,0.2842,0.3154,0.3402
SAT_Competition2011/SAT04/handmade/marijn/equilarge-l/equilarge_l4.used-as.sat04-896.cnf,1,2.0921,2.8007,2.7536
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,1.109,2.3027,2.7757
SAT_Competition2007/crafted/spence/medium/s85-100.cnf,1,0.0583,0.1685,0.2222
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l41_lambda.cnf,1,1.8273,1.4024,1.1443
SAT_RACE2006/SAT-Race_TS_2/goldb-heqc-k2mul.cnf,1,2.7604,5.0777,4.7005
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,1.8734,4.5479,5.6555
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S957997002-040.cnf,1,0.2896,0.2928,0.3928
SAT_Competition2009/CRAFTED/sgi/satsgi-n19himBHm22-p0-q181.cnf,1,0,0,0
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c8b_i.cnf,1,1.189,1.3232,1.4277
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-27.cnf,1,2.7875,3.1498,4.4282
SAT_Competition2009/CRAFTED/sgi/new-difficult-24-193-22-70.cnf,1,0,0.1447,0.1879
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-04.cnf,1,0.4564,0.5859,0.5356
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,0.1609,0.1427,0.135
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S520696524-059.cnf,1,0.2954,0.2934,0.4086
SAT_Competition2009/CRAFTED/edgematching/all/em_11_3_4_all.cnf,1,0.2606,0.6787,0.4355
SAT_RACE2008/simon-s03-fifo8-400.cnf,1,0.4444,0.3834,0.4898
SAT_Competition2007/industrial/industrial/narain/clauses-8.cnf,1,5.2702,18.306,23.694
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.9761,0.7743,0.684
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1129651135-081.SATISFIABLE.cnf,1,0.0067,0.0882,0.2168
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,0,0.0412,0.1601
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,0.8101,0.9906,0.933
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,0.1401,0.139,0.1988
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,0.0247,0,0.2939
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,0.2829,0.2874,0.3949
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,0,0.1781,0.221
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,1.9181,1.4706,1.2114
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1,0.0287,0,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S23858409-056.cnf,1,0.2988,0.2991,0.4032
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-12x14.cnf,1,0,0,0
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S360859187-040.UNKNOWN.cnf,1,0.0162,0.0984,0.2415
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1422217194-16.SAT.shuffled.cnf,1,0.2549,0.2625,0.3868
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1,0.2976,0.2948,0.4021
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S374960214-041-UNKNOWN.cnf,1,0.2843,0.282,0.3881
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,0.6264,0.7099,0.8463
SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S1376493471-11.SAT.shuffled.cnf,1,0.0179,0.0923,0.1822
SAT_Competition2011/SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,0.7488,0.9596,1.0149
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g7nidw.cnf,1,1.1611,1.2239,1.4553
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-ukn009.sat05-3849.reshuffled-07.cnf,1,1.5111,1.2737,2.3524
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p30-s17570390.cnf,1,0,0.2364,0.2713
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1495462442-016.SATISFIABLE.cnf,1,0.2949,0.2961,0.3766
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S268463339-081.cnf,1,0.2897,0.286,0.3959
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,1.3038,13.374,9.189
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-4x8.cnf,1,0,0,0
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,3.701,5.0609,4.3539
SAT_Competition2011/SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k80.cnf,1,0.9339,1.3111,1.1895
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2071.cnf,1,0.1536,0.4084,0.6597
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02-w08-18.cnf,1,0.9008,0.9847,0.9006
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/medium/AProVE07-09.cnf,1,2.1268,2.6456,2.4529
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S1141565617-016.SATISFIABLE.cnf,1,0,0.0402,0.1613
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g7.cnf,1,0.2043,0.1965,0.1889
SAT_RACE2008/manol-pipe-c9n_i.cnf,1,1.2634,1.4309,1.5064
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_r_sat.cnf,1,1.2051,1.3583,2.3366
SAT_RACE2008/palac-sn7-ipc5-h16.cnf,1,1.7667,2.9581,4.0643
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_220.shuffled.cnf,1,0.0283,0.01,0.2338
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/90/unif-k5-r21.3-v90-c1917-S1410489780-030.cnf,1,0.0085,0.0928,0.2285
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-19-k90.cnf,1,1.0322,1.3121,1.5423
SAT_Competition2011/SAT02/industrial/aloul/Homer/homer17.shuffled.cnf,1,0.2204,0,0.3535
SAT_Competition2011/SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf,1,0.9333,1.3095,1.1879
SAT_Competition2007/crafted/Hard/contest05/others/mod2c-rand3bip-sat-220-2.sat05-2489.reshuffled-07.cnf,1,0.1138,0.2474,0.2075
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-15-5p0.cnf,1,0.6331,0.7167,0.8472
SAT_RACE2006/SAT-Race-Benchmarks/simon-s03-fifo8-300.cnf,1,0.4455,0.3834,0.4888
SAT_RACE2008/een-tip-sat-nusmv-t5.B.cnf,1,0.769,0.8363,0.8089
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S2125430099-013.cnf,1,0.2895,0.2862,0.3939
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-2.sat05-2264.reshuffled-07.cnf,1,0.0311,0,0.2698
SAT_Competition2007/random/2+p/p0.9/v810/unif2p-p0.9-v810-c2932-S1889416016-07-UNSAT.cnf,1,0.3273,0.32,0.4491
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1069233620-009.SATISFIABLE.cnf,1,0.2935,0.2943,0.3894
SAT_Competition2007/industrial/industrial/crypto/mizh-sha0-36-2.cnf,1,0.5197,0.5122,0.5011
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S914323646-060.cnf,1,0.2917,0.2885,0.3996
SAT_Competition2009/APPLICATION/SAT_RACE06/mizh-sha0-36-2.cnf,1,0.5197,0.5122,0.5011
SAT_Competition2007/random/OnTreshold/7SAT/v60/unif-k7-r89-v60-c5340-S1279108477-06.UNSAT.shuffled.cnf,1,0,0.0397,0.1267
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1926673460-089.SATISFIABLE.cnf,1,0.0121,0.0976,0.2249
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-cbmc-aes-d-r2-noholes.cnf,1,0.923,2.0992,1.6196
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/korf-15.cnf,1,1.0995,2.6323,3.1404
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1373941726-12.UNSAT.shuffled.cnf,1,0.2888,0.3003,0.3927
SAT_Competition2011/SAT02/handmade/pehoushek/twentyvars/7cnf20_90000_90000_7.shuffled.cnf,1,0,0.0276,0.1189
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S519298227-080-UNKNOWN.cnf,1,0.0839,0.1006,0.2248
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S92008434-079-UNKNOWN.cnf,1,0.295,0.2915,0.3985
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L60_coli.sat.cnf,1,2.3089,1.9561,1.6501
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/360/unif-k3-r4.25-v360-c1530-S1906521511-089.cnf,1,0.254,0.2618,0.3801
SAT_Competition2007/crafted/Hard/contest02/ezfact64_6.sat05-453.reshuffled-07.cnf,1,0.9235,0.5458,0.918
SAT-Race-2010-CNF/software-verification/fuhs/AProVE09-20.cnf,1,0.5276,0.9938,1.0666
SAT_Competition2011/SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-23.cnf,1,1.2703,1.273,1.0078
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step13.cnf,1,1.085,2.1775,2.5294
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-018-017.sat05-1231.reshuffled-07.cnf,1,0.2357,0,0.3387
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-g6bi.cnf,1,0.9909,1.0653,1.1917
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_21_SAT.cnf,1,1.0839,1.1287,0.8501
