@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE gc_bool_lin NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE gc_table NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE d_bool_cons NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC

@DATA
normalized-rand-2-40-25-180-500-32_ext.xml.mzn_AND_NODATA,1,0,0,0.036446,95,0.039409,0.960591,0,0.960003,57504,0.075533,2.906404,56.654187,2950,1.539707,0.259573,52.7133,2.158683,26.35665,0.037941,1.079342,0.259573,975,25682,9.287712,-889.813454,0.239575,2,0,52.7133,0,0.372715,4.643856
normalized-rand-2-40-80-103-800-28_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264168,21.446032,80,6604.2,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118945.806392,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-36_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263686,19.87381,80,6592.15,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118711.674293,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-31_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,262238,18.980231,80,6555.95,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118007.69321,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-40-135-650-70_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,151824,6.87233,40,3795.6,1600,0,0,6.75,10.643856,3.375,0.296296,5.321928,0,0,0,10.643856,-65326.981943,0,2,0,6.75,0,0,5.321928
normalized-rand-2-40-80-103-800-20_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263148,18.599206,80,6578.7,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118450.018487,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-29_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263870,20.372222,80,6596.75,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118800.99646,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-40-135-650-99_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,151660,6.574639,40,3791.5,1600,0,0,6.75,10.643856,3.375,0.296296,5.321928,0,0,0,10.643856,-65250.592415,0,2,0,6.75,0,0,5.321928
normalized-rand-2-40-19-443-230-fcd-42_ext.xml.mzn_AND_NODATA,1,0,0,0.023717,15,0.05,0.95,0,0.975815,4560,0.07244,2.85,5.7,2280,1.300022,0.167669,80.11,2.080073,40.055,0.024966,1.040037,0.167669,760,31269,8.495855,-63.0818,0.286397,2,0,80.11,0,0.246798,4.247928
normalized-rand-2-40-80-103-800-41_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,265290,19.669841,80,6632.25,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-119491.685333,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-33_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263462,17.719841,80,6586.55,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118602.835554,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-19-443-230-fcd-32_ext.xml.mzn_AND_NODATA,1,0,0,0.023263,13,0.05,0.95,0,0.976339,4224,0.071619,2.85,5.28,2280,1.300022,0.164443,81.675,2.078141,40.8375,0.024487,1.039071,0.164443,760,31897,8.495855,-57.64287,0.286397,2,0,81.675,0,0.243511,4.247928
normalized-rand-2-40-80-103-800-22_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,261718,18.87381,80,6542.95,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-117754.876192,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-38_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263506,19.286508,80,6587.65,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118623.949081,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-19-443-230-fcd-22_ext.xml.mzn_AND_NODATA,1,0,0,0.022955,12,0.05,0.95,0,0.976682,3886,0.071681,2.85,4.8575,2280,1.300022,0.162379,82.77,2.076911,41.385,0.024163,1.038456,0.162379,760,32336,8.495855,-51.758325,0.286397,2,0,82.77,0,0.241479,4.247928
normalized-rand-2-40-80-103-800-49_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263684,18.257143,80,6592.1,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118710.747249,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-37_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263452,18.870635,80,6586.3,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118597.831214,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-40-135-650-92_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,150768,6.726623,40,3769.2,1600,0,0,6.75,10.643856,3.375,0.296296,5.321928,0,0,0,10.643856,-64834.643976,0,2,0,6.75,0,0,5.321928
normalized-rand-2-40-19-443-230-fcd-1_ext.xml.mzn_AND_NODATA,1,0,0,0.022964,12,0.05,0.95,0,0.976673,3834,0.071585,2.85,4.7925,2280,1.300022,0.16243,82.7375,2.076941,41.36875,0.024173,1.038471,0.16243,760,32323,8.495855,-50.94678,0.286397,2,0,82.7375,0,0.241522,4.247928
normalized-rand-2-40-40-135-650-97_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,150918,7.663972,40,3772.95,1600,0,0,6.75,10.643856,3.375,0.296296,5.321928,0,0,0,10.643856,-64904.322945,0,2,0,6.75,0,0,5.321928
normalized-rand-2-40-40-135-650-96_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,151336,6.779798,40,3783.4,1600,0,0,6.75,10.643856,3.375,0.296296,5.321928,0,0,0,10.643856,-65099.377482,0,2,0,6.75,0,0,5.321928
normalized-rand-2-40-80-103-800-13_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263786,19.43254,80,6594.65,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118760.095885,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-52_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264350,19.096032,80,6608.75,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-119034.526877,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-21_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263244,18.926984,80,6581.1,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118496.743303,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-46_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263756,18.542063,80,6593.9,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118745.613786,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-42_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264524,17.640476,80,6613.1,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-119119.316331,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-56_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,262646,19.782612,80,6566.15,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118205.922089,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-19-443-230-fcd-38_ext.xml.mzn_AND_NODATA,1,0,0,0.023339,14,0.05,0.95,0,0.976231,4552,0.072021,2.85,5.69,2280,1.300022,0.16521,81.41,2.078595,40.705,0.024567,1.039297,0.16521,760,31790,8.495855,-62.903987,0.286397,2,0,81.41,0,0.244443,4.247928
normalized-rand-2-40-40-135-650-87_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,151170,7.299975,40,3779.25,1600,0,0,6.75,10.643856,3.375,0.296296,5.321928,0,0,0,10.643856,-65021.73661,0,2,0,6.75,0,0,5.321928
normalized-rand-2-40-80-103-800-57_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263656,19.734127,80,6591.4,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118696.857058,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-19-443-230-fcd-40_ext.xml.mzn_AND_NODATA,1,0,0,0.023393,15,0.05,0.95,0,0.976146,4804,0.071665,2.85,6.005,2280,1.300022,0.165853,81.2225,2.078976,40.61125,0.024624,1.039488,0.165853,760,31714,8.495855,-67.371278,0.286397,2,0,81.2225,0,0.245272,4.247928
normalized-rand-2-40-80-103-800-58_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263476,22.247619,80,6586.9,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118609.198036,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-5_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264876,18.873088,80,6621.9,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-119290.470521,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-10_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264000,18.571501,80,6600,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118864.248203,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-19-443-230-fcd-3_ext.xml.mzn_AND_NODATA,1,0,0,0.023125,12,0.05,0.95,0,0.97651,3814,0.071935,2.85,4.7675,2280,1.300022,0.163327,82.1625,2.07748,41.08125,0.024342,1.03874,0.163327,760,32093,8.495855,-50.549591,0.286397,2,0,82.1625,0,0.242283,4.247928
normalized-rand-2-40-80-103-800-61_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263706,19.17619,80,6592.65,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118721.281534,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-65_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,262432,17.848485,80,6560.8,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118102.062222,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-69_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263458,19.15,80,6586.45,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118600.923102,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-25-180-500-22_ext.xml.mzn_AND_NODATA,1,0,0,0.034103,87,0.038462,0.961538,0,0.96293,52654,0.074706,2.884615,50.628846,3000,1.533333,0.243606,56.390385,2.145888,28.195192,0.035467,1.072944,0.243606,1000,28236,9.287712,-787.629238,0.235193,2,0,56.390385,0,0.357675,4.643856
normalized-rand-2-40-19-443-230-fcd-36_ext.xml.mzn_AND_NODATA,1,0,0,0.023191,13,0.05,0.95,0,0.976412,4110,0.071804,2.85,5.1375,2280,1.300022,0.164043,81.9275,2.0779,40.96375,0.024412,1.03895,0.164043,760,31998,8.495855,-55.5395,0.286397,2,0,81.9275,0,0.243172,4.247928
normalized-rand-2-40-80-103-800-6_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263672,19.026984,80,6591.8,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118704.802802,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-40-135-650-5_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,151826,6.319877,40,3795.65,1600,0,0,6.75,10.643856,3.375,0.296296,5.321928,0,0,0,10.643856,-65328.212011,0,2,0,6.75,0,0,5.321928
normalized-rand-2-40-80-103-800-32_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263788,19.742857,80,6594.7,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118761.049599,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-54_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264306,22.007937,80,6607.65,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-119013.135928,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-44_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263762,19.081746,80,6594.05,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118748.527868,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-48_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263816,18.162698,80,6595.4,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118774.826012,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-39_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263920,18.363492,80,6598,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118825.490763,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-19-443-230-fcd-41_ext.xml.mzn_AND_NODATA,1,0,0,0.023313,13,0.05,0.95,0,0.976288,4006,0.072726,2.85,5.0075,2280,1.300022,0.164722,81.5,2.078309,40.75,0.02454,1.039154,0.164722,760,31827,8.495855,-53.500807,0.286397,2,0,81.5,0,0.243746,4.247928
normalized-rand-2-40-80-103-800-60_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264034,20.612771,80,6600.85,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118880.76081,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-19-443-230-fcd-35_ext.xml.mzn_AND_NODATA,1,0,0,0.022848,10,0.05,0.95,0,0.976852,3016,0.071409,2.85,3.77,2280,1.300022,0.161084,83.16,2.07616,41.58,0.02405,1.03808,0.161084,760,32494,8.495855,-37.657982,0.286397,2,0,83.16,0,0.239818,4.247928
normalized-rand-2-40-40-135-650-54_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0,0,150898,7.053175,40,3772.45,1600,0,0,6.75,10.643856,3.375,0.296296,5.321928,0,0,0,10.643856,-64895.260399,0,2,0,6.75,0,0,5.321928
normalized-rand-2-40-80-103-800-63_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263646,19.619048,80,6591.15,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118692.304881,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-25-180-500-1_ext.xml.mzn_AND_NODATA,1,0,0,0.034766,88,0.038462,0.961538,0,0.962175,53252,0.077768,2.884615,51.203846,3000,1.533333,0.247559,55.315385,2.148977,27.657692,0.036156,1.074489,0.247559,1000,27676,9.287712,-797.446747,0.235193,2,0,55.315385,0,0.361019,4.643856
normalized-rand-2-40-80-103-800-16_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264948,20.606349,80,6623.7,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-119325.210515,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-64_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263644,19.926984,80,6591.1,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118691.250402,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-83_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,262806,18.699206,80,6570.15,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118283.743158,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-67_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264746,19.709524,80,6618.65,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-119227.18582,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-43_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263698,18.957143,80,6592.45,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118717.358306,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-19-443-230-fcd-6_ext.xml.mzn_AND_NODATA,1,0,0,0.024144,18,0.05,0.95,0,0.975284,5698,0.072293,2.85,7.1225,2280,1.300022,0.171078,78.695,2.082132,39.3475,0.025415,1.041066,0.171078,760,30700,8.495855,-82.682283,0.286397,2,0,78.695,0,0.250517,4.247928
normalized-rand-2-40-80-103-800-27_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263520,18.661905,80,6588,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118631.024304,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-25-180-500-23_ext.xml.mzn_AND_NODATA,1,0,0,0.03462,88,0.038462,0.961538,0,0.962333,53562,0.074541,2.884615,51.501923,3000,1.533333,0.246755,55.548077,2.148353,27.774038,0.036005,1.074176,0.246755,1000,27797,9.287712,-802.835603,0.235193,2,0,55.548077,0,0.360395,4.643856
normalized-rand-2-40-80-103-800-45_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,265056,19.938167,80,6626.4,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-119377.789214,0,2,0,5.15,0,0,6.321928
normalized-patat-02-comp-2.xml.mzn_AND_NODATA,1,0.002268,0,0.663191,0,0.017457,0.982543,154,0.331595,0,0.986909,2.386161,0,109353,1.680248,1.620422,4.008728,6.33442,1.48154,0.674973,2.149305,3.064628,45028,22514,109.837062,0.252381,0.155053,2.705785,0,7.501833,0.341646,0.639615,5.491853
normalized-rand-2-40-80-103-800-66_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,262890,18.986508,80,6572.25,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118324.525007,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-85_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264640,18.73254,80,6616,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-119175.59932,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-35_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263468,20.568326,80,6586.7,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118605.357639,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-19-443-230-fcd-46_ext.xml.mzn_AND_NODATA,1,0,0,0.02399,17,0.05,0.95,0,0.975473,5316,0.072026,2.85,6.645,2280,1.300022,0.169876,79.2,2.081403,39.6,0.025253,1.040702,0.169876,760,30903,8.495855,-76.1792,0.286397,2,0,79.2,0,0.249224,4.247928
normalized-rand-2-40-25-180-500-18_ext.xml.mzn_AND_NODATA,1,0,0,0.032192,83,0.039409,0.960591,0,0.965068,50326,0.079444,2.906404,49.582266,2950,1.539707,0.232412,59.678818,2.137275,29.839409,0.033513,1.068637,0.232412,975,29229,9.287712,-768.005986,0.239575,2,0,59.678818,0,0.348296,4.643856
normalized-rand-2-40-19-443-230-fcd-43_ext.xml.mzn_AND_NODATA,1,0,0,0.023174,13,0.05,0.95,0,0.976429,4248,0.071821,2.85,5.31,2280,1.300022,0.163948,81.9875,2.077843,40.99375,0.024394,1.038922,0.163948,760,32022,8.495855,-57.805113,0.286397,2,0,81.9875,0,0.243092,4.247928
normalized-rand-2-40-80-103-800-4_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263594,20.950072,80,6589.85,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118666.675059,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-78_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263196,20.946032,80,6579.9,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118473.375667,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-92_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264028,19.247619,80,6600.7,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118877.982694,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-87_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264234,19.829365,80,6605.85,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118978.066948,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-0_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263592,20.479437,80,6589.8,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118665.801481,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-62_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263954,20.883405,80,6598.85,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118841.701654,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-76_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264730,20.187374,80,6618.25,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-119219.339422,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-81_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263126,20.142857,80,6578.15,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118439.399483,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-71_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263630,19.344517,80,6590.75,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118684.213314,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-79_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263488,21.324675,80,6587.2,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118615.249023,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-74_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264546,18.003968,80,6613.65,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-119129.921245,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-96_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263566,17.920635,80,6589.15,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118653.275351,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-99_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264402,18.542857,80,6610.05,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-119059.908191,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-53_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264186,18.95404,80,6604.65,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118954.830939,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-88_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264720,18.656421,80,6618,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-119214.548607,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-73_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,263130,19.63254,80,6578.25,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118441.096492,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-19-443-230-fcd-17_ext.xml.mzn_AND_NODATA,1,0,0,0.022422,8,0.05,0.95,0,0.977342,2498,0.07162,2.85,3.1225,2280,1.300022,0.158009,84.7375,2.074359,42.36875,0.023602,1.037179,0.158009,760,33127,8.495855,-29.111737,0.286397,2,0,84.7375,0,0.236641,4.247928
normalized-rand-2-40-80-103-800-40_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264312,21.785786,80,6607.8,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-119015.672984,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-89_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264710,19.959524,80,6617.75,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-119209.509328,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-90_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,262332,19.240476,80,6558.3,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118053.324803,0,2,0,5.15,0,0,6.321928
normalized-rand-2-40-80-103-800-15_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0,0,264180,20.811183,80,6604.5,3200,0,0,5.15,12.643856,2.575,0.38835,6.321928,0,0,0,12.643856,-118951.703745,0,2,0,5.15,0,0,6.321928
