@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_sums_count NUMERIC
@ATTRIBUTE stats_var_bool NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_table_count NUMERIC

@DATA
ehi-85-297-58_ext.xml.minion.gz,1,0,0,0.093798,297,297,297,4123
ehi-85-297-59_ext.xml.minion.gz,1,0,0,0.093412,297,297,297,4106
ehi-85-297-5_ext.xml.minion.gz,1,0,0,0.09323,297,297,297,4098
ehi-85-297-60_ext.xml.minion.gz,1,0,0,0.093707,297,297,297,4119
ehi-85-297-61_ext.xml.minion.gz,1,0,0,0.09373,297,297,297,4120
ehi-85-297-62_ext.xml.minion.gz,1,0,0,0.093343,297,297,297,4103
ehi-85-297-63_ext.xml.minion.gz,1,0,0,0.09373,297,297,297,4120
ehi-85-297-64_ext.xml.minion.gz,1,0,0,0.093571,297,297,297,4113
ehi-85-297-65_ext.xml.minion.gz,1,0,0,0.093639,297,297,297,4116
ehi-85-297-66_ext.xml.minion.gz,1,0,0,0.093321,297,297,297,4102
ehi-85-297-67_ext.xml.minion.gz,1,0,0,0.093184,297,297,297,4096
ehi-85-297-68_ext.xml.minion.gz,1,0,0,0.093867,297,297,297,4126
ehi-85-297-69_ext.xml.minion.gz,1,0,0,0.093594,297,297,297,4114
ehi-85-297-6_ext.xml.minion.gz,1,0,0,0.092843,297,297,297,4081
ehi-85-297-70_ext.xml.minion.gz,1,0,0,0.09307,297,297,297,4091
ehi-85-297-71_ext.xml.minion.gz,1,0,0,0.093503,297,297,297,4110
ehi-85-297-72_ext.xml.minion.gz,1,0,0,0.093594,297,297,297,4114
ehi-85-297-73_ext.xml.minion.gz,1,0,0,0.093457,297,297,297,4108
ehi-85-297-74_ext.xml.minion.gz,1,0,0,0.093525,297,297,297,4111
ehi-85-297-75_ext.xml.minion.gz,1,0,0,0.093525,297,297,297,4111
ehi-85-297-76_ext.xml.minion.gz,1,0,0,0.093366,297,297,297,4104
ehi-85-297-77_ext.xml.minion.gz,1,0,0,0.093662,297,297,297,4117
ehi-85-297-78_ext.xml.minion.gz,1,0,0,0.093343,297,297,297,4103
ehi-85-297-79_ext.xml.minion.gz,1,0,0,0.093434,297,297,297,4107
ehi-85-297-7_ext.xml.minion.gz,1,0,0,0.093525,297,297,297,4111
ehi-85-297-80_ext.xml.minion.gz,1,0,0,0.093503,297,297,297,4110
ehi-85-297-81_ext.xml.minion.gz,1,0,0,0.093616,297,297,297,4115
ehi-85-297-82_ext.xml.minion.gz,1,0,0,0.093457,297,297,297,4108
ehi-85-297-83_ext.xml.minion.gz,1,0,0,0.093252,297,297,297,4099
ehi-85-297-84_ext.xml.minion.gz,1,0,0,0.093525,297,297,297,4111
ehi-85-297-85_ext.xml.minion.gz,1,0,0,0.093116,297,297,297,4093
ehi-85-297-86_ext.xml.minion.gz,1,0,0,0.093093,297,297,297,4092
ehi-85-297-87_ext.xml.minion.gz,1,0,0,0.093912,297,297,297,4128
ehi-85-297-88_ext.xml.minion.gz,1,0,0,0.093707,297,297,297,4119
ehi-85-297-89_ext.xml.minion.gz,1,0,0,0.093503,297,297,297,4110
ehi-85-297-8_ext.xml.minion.gz,1,0,0,0.093503,297,297,297,4110
ehi-85-297-90_ext.xml.minion.gz,1,0,0,0.093571,297,297,297,4113
ehi-85-297-91_ext.xml.minion.gz,1,0,0,0.093571,297,297,297,4113
ehi-85-297-92_ext.xml.minion.gz,1,0,0,0.093412,297,297,297,4106
ehi-85-297-93_ext.xml.minion.gz,1,0,0,0.093389,297,297,297,4105
ehi-85-297-94_ext.xml.minion.gz,1,0,0,0.093321,297,297,297,4102
ehi-85-297-95_ext.xml.minion.gz,1,0,0,0.093321,297,297,297,4102
ehi-85-297-96_ext.xml.minion.gz,1,0,0,0.093707,297,297,297,4119
ehi-85-297-97_ext.xml.minion.gz,1,0,0,0.093161,297,297,297,4095
ehi-85-297-98_ext.xml.minion.gz,1,0,0,0.093821,297,297,297,4124
ehi-85-297-99_ext.xml.minion.gz,1,0,0,0.093616,297,297,297,4115
ehi-85-297-9_ext.xml.minion.gz,1,0,0,0.093685,297,297,297,4118
ehi-90-315-0_ext.xml.minion.gz,1,0,0,0.087817,315,315,315,4343
ehi-90-315-10_ext.xml.minion.gz,1,0,0,0.08806,315,315,315,4355
ehi-90-315-11_ext.xml.minion.gz,1,0,0,0.088383,315,315,315,4371
ehi-90-315-12_ext.xml.minion.gz,1,0,0,0.088343,315,315,315,4369
ehi-90-315-13_ext.xml.minion.gz,1,0,0,0.088788,315,315,315,4391
ehi-90-315-14_ext.xml.minion.gz,1,0,0,0.088505,315,315,315,4377
ehi-90-315-15_ext.xml.minion.gz,1,0,0,0.088586,315,315,315,4381
ehi-90-315-16_ext.xml.minion.gz,1,0,0,0.088626,315,315,315,4383
ehi-90-315-17_ext.xml.minion.gz,1,0,0,0.088444,315,315,315,4374
ehi-90-315-18_ext.xml.minion.gz,1,0,0,0.088565,315,315,315,4380
ehi-90-315-19_ext.xml.minion.gz,1,0,0,0.088383,315,315,315,4371
ehi-90-315-1_ext.xml.minion.gz,1,0,0,0.088727,315,315,315,4388
ehi-90-315-20_ext.xml.minion.gz,1,0,0,0.088545,315,315,315,4379
ehi-90-315-21_ext.xml.minion.gz,1,0,0,0.088727,315,315,315,4388
ehi-90-315-22_ext.xml.minion.gz,1,0,0,0.088323,315,315,315,4368
ehi-90-315-23_ext.xml.minion.gz,1,0,0,0.088464,315,315,315,4375
ehi-90-315-24_ext.xml.minion.gz,1,0,0,0.088525,315,315,315,4378
ehi-90-315-25_ext.xml.minion.gz,1,0,0,0.088929,315,315,315,4398
ehi-90-315-26_ext.xml.minion.gz,1,0,0,0.088363,315,315,315,4370
ehi-90-315-27_ext.xml.minion.gz,1,0,0,0.088444,315,315,315,4374
ehi-90-315-28_ext.xml.minion.gz,1,0,0,0.088343,315,315,315,4369
ehi-90-315-29_ext.xml.minion.gz,1,0,0,0.088606,315,315,315,4382
ehi-90-315-2_ext.xml.minion.gz,1,0,0,0.088606,315,315,315,4382
ehi-90-315-30_ext.xml.minion.gz,1,0,0,0.088282,315,315,315,4366
ehi-90-315-31_ext.xml.minion.gz,1,0,0,0.088848,315,315,315,4394
ehi-90-315-32_ext.xml.minion.gz,1,0,0,0.088565,315,315,315,4380
ehi-90-315-33_ext.xml.minion.gz,1,0,0,0.088222,315,315,315,4363
ehi-90-315-34_ext.xml.minion.gz,1,0,0,0.088768,315,315,315,4390
ehi-90-315-35_ext.xml.minion.gz,1,0,0,0.088646,315,315,315,4384
ehi-90-315-36_ext.xml.minion.gz,1,0,0,0.088525,315,315,315,4378
ehi-90-315-37_ext.xml.minion.gz,1,0,0,0.088444,315,315,315,4374
ehi-90-315-38_ext.xml.minion.gz,1,0,0,0.088606,315,315,315,4382
ehi-90-315-39_ext.xml.minion.gz,1,0,0,0.08895,315,315,315,4399
ehi-90-315-3_ext.xml.minion.gz,1,0,0,0.088484,315,315,315,4376
ehi-90-315-40_ext.xml.minion.gz,1,0,0,0.088586,315,315,315,4381
ehi-90-315-41_ext.xml.minion.gz,1,0,0,0.088606,315,315,315,4382
ehi-90-315-42_ext.xml.minion.gz,1,0,0,0.088424,315,315,315,4373
ehi-90-315-43_ext.xml.minion.gz,1,0,0,0.088262,315,315,315,4365
ehi-90-315-44_ext.xml.minion.gz,1,0,0,0.08897,315,315,315,4400
ehi-90-315-45_ext.xml.minion.gz,1,0,0,0.088343,315,315,315,4369
ehi-90-315-46_ext.xml.minion.gz,1,0,0,0.088121,315,315,315,4358
ehi-90-315-47_ext.xml.minion.gz,1,0,0,0.088565,315,315,315,4380
ehi-90-315-48_ext.xml.minion.gz,1,0,0,0.088626,315,315,315,4383
ehi-90-315-49_ext.xml.minion.gz,1,0,0,0.088201,315,315,315,4362
ehi-90-315-4_ext.xml.minion.gz,1,0,0,0.088505,315,315,315,4377
ehi-90-315-50_ext.xml.minion.gz,1,0,0,0.088666,315,315,315,4385
ehi-90-315-51_ext.xml.minion.gz,1,0,0,0.088444,315,315,315,4374
ehi-90-315-52_ext.xml.minion.gz,1,0,0,0.088424,315,315,315,4373
ehi-90-315-53_ext.xml.minion.gz,1,0,0,0.088788,315,315,315,4391
ehi-90-315-54_ext.xml.minion.gz,1,0,0,0.088383,315,315,315,4371
ehi-90-315-55_ext.xml.minion.gz,1,0,0,0.088586,315,315,315,4381
ehi-90-315-56_ext.xml.minion.gz,1,0,0,0.088586,315,315,315,4381
ehi-90-315-57_ext.xml.minion.gz,1,0,0,0.088606,315,315,315,4382
ehi-90-315-58_ext.xml.minion.gz,1,0,0,0.088626,315,315,315,4383
ehi-90-315-59_ext.xml.minion.gz,1,0,0,0.088565,315,315,315,4380
ehi-90-315-5_ext.xml.minion.gz,1,0,0,0.088444,315,315,315,4374
ehi-90-315-60_ext.xml.minion.gz,1,0,0,0.088464,315,315,315,4375
ehi-90-315-61_ext.xml.minion.gz,1,0,0,0.088707,315,315,315,4387
ehi-90-315-62_ext.xml.minion.gz,1,0,0,0.088464,315,315,315,4375
ehi-90-315-63_ext.xml.minion.gz,1,0,0,0.088586,315,315,315,4381
ehi-90-315-64_ext.xml.minion.gz,1,0,0,0.088343,315,315,315,4369
ehi-90-315-65_ext.xml.minion.gz,1,0,0,0.088707,315,315,315,4387
ehi-90-315-66_ext.xml.minion.gz,1,0,0,0.087898,315,315,315,4347
ehi-90-315-67_ext.xml.minion.gz,1,0,0,0.088141,315,315,315,4359
ehi-90-315-68_ext.xml.minion.gz,1,0,0,0.088464,315,315,315,4375
ehi-90-315-69_ext.xml.minion.gz,1,0,0,0.088687,315,315,315,4386
ehi-90-315-6_ext.xml.minion.gz,1,0,0,0.088262,315,315,315,4365
ehi-90-315-70_ext.xml.minion.gz,1,0,0,0.088666,315,315,315,4385
ehi-90-315-71_ext.xml.minion.gz,1,0,0,0.088525,315,315,315,4378
ehi-90-315-72_ext.xml.minion.gz,1,0,0,0.088525,315,315,315,4378
ehi-90-315-73_ext.xml.minion.gz,1,0,0,0.087959,315,315,315,4350
ehi-90-315-74_ext.xml.minion.gz,1,0,0,0.088505,315,315,315,4377
ehi-90-315-75_ext.xml.minion.gz,1,0,0,0.088565,315,315,315,4380
ehi-90-315-76_ext.xml.minion.gz,1,0,0,0.088121,315,315,315,4358
ehi-90-315-77_ext.xml.minion.gz,1,0,0,0.088484,315,315,315,4376
ehi-90-315-78_ext.xml.minion.gz,1,0,0,0.088484,315,315,315,4376
ehi-90-315-79_ext.xml.minion.gz,1,0,0,0.088444,315,315,315,4374
ehi-90-315-7_ext.xml.minion.gz,1,0,0,0.088464,315,315,315,4375
ehi-90-315-80_ext.xml.minion.gz,1,0,0,0.088909,315,315,315,4397
ehi-90-315-81_ext.xml.minion.gz,1,0,0,0.088586,315,315,315,4381
ehi-90-315-82_ext.xml.minion.gz,1,0,0,0.088464,315,315,315,4375
ehi-90-315-83_ext.xml.minion.gz,1,0,0,0.088363,315,315,315,4370
ehi-90-315-84_ext.xml.minion.gz,1,0,0,0.088666,315,315,315,4385
ehi-90-315-85_ext.xml.minion.gz,1,0,0,0.088363,315,315,315,4370
ehi-90-315-86_ext.xml.minion.gz,1,0,0,0.088404,315,315,315,4372
ehi-90-315-87_ext.xml.minion.gz,1,0,0,0.088889,315,315,315,4396
ehi-90-315-88_ext.xml.minion.gz,1,0,0,0.088929,315,315,315,4398
ehi-90-315-89_ext.xml.minion.gz,1,0,0,0.088646,315,315,315,4384
ehi-90-315-8_ext.xml.minion.gz,1,0,0,0.088222,315,315,315,4363
ehi-90-315-90_ext.xml.minion.gz,1,0,0,0.088262,315,315,315,4365
ehi-90-315-91_ext.xml.minion.gz,1,0,0,0.088505,315,315,315,4377
ehi-90-315-92_ext.xml.minion.gz,1,0,0,0.088889,315,315,315,4396
ehi-90-315-93_ext.xml.minion.gz,1,0,0,0.088505,315,315,315,4377
ehi-90-315-94_ext.xml.minion.gz,1,0,0,0.088565,315,315,315,4380
ehi-90-315-95_ext.xml.minion.gz,1,0,0,0.088404,315,315,315,4372
ehi-90-315-96_ext.xml.minion.gz,1,0,0,0.088808,315,315,315,4392
ehi-90-315-97_ext.xml.minion.gz,1,0,0,0.088484,315,315,315,4376
ehi-90-315-98_ext.xml.minion.gz,1,0,0,0.088424,315,315,315,4373
ehi-90-315-99_ext.xml.minion.gz,1,0,0,0.088302,315,315,315,4367
ehi-90-315-9_ext.xml.minion.gz,1,0,0,0.088363,315,315,315,4370
frb30-15-1-mgd_ext.xml.minion.gz,1,0,0,0.478161,30,30,30,208
frb30-15-2-mgd_ext.xml.minion.gz,1,0,0,0.498851,30,30,30,217
frb30-15-3-mgd_ext.xml.minion.gz,1,0,0,0.489655,30,30,30,213
frb30-15-4-mgd_ext.xml.minion.gz,1,0,0,0.487356,30,30,30,212
frb30-15-5-mgd_ext.xml.minion.gz,1,0,0,0.482759,30,30,30,210
frb35-17-1-mgd_ext.xml.minion.gz,1,0,0,0.440336,35,35,35,262
frb35-17-2-mgd_ext.xml.minion.gz,1,0,0,0.436975,35,35,35,260
frb35-17-3-mgd_ext.xml.minion.gz,1,0,0,0.447059,35,35,35,266
frb35-17-4-mgd_ext.xml.minion.gz,1,0,0,0.440336,35,35,35,262
frb35-17-5-mgd_ext.xml.minion.gz,1,0,0,0.458824,35,35,35,273
frb40-19-1-mgd_ext.xml.minion.gz,1,0,0,0.411538,40,40,40,321
frb40-19-2-mgd_ext.xml.minion.gz,1,0,0,0.411538,40,40,40,321
frb40-19-3-mgd_ext.xml.minion.gz,1,0,0,0.394872,40,40,40,308
frb40-19-4-mgd_ext.xml.minion.gz,1,0,0,0.417949,40,40,40,326
frb40-19-5-mgd_ext.xml.minion.gz,1,0,0,0.417949,40,40,40,326
frb45-21-1-mgd_ext.xml.minion.gz,1,0,0,0.39798,45,45,45,394
frb45-21-2-mgd_ext.xml.minion.gz,1,0,0,0.383838,45,45,45,380
frb45-21-3-mgd_ext.xml.minion.gz,1,0,0,0.372727,45,45,45,369
frb45-21-4-mgd_ext.xml.minion.gz,1,0,0,0.381818,45,45,45,378
frb45-21-5-mgd_ext.xml.minion.gz,1,0,0,0.378788,45,45,45,375
frb50-23-1-mgd_ext.xml.minion.gz,1,0,0,0.35102,50,50,50,430
frb50-23-2-mgd_ext.xml.minion.gz,1,0,0,0.363265,50,50,50,445
frb50-23-3-mgd_ext.xml.minion.gz,1,0,0,0.372245,50,50,50,456
frb50-23-4-mgd_ext.xml.minion.gz,1,0,0,0.355102,50,50,50,435
frb50-23-5-mgd_ext.xml.minion.gz,1,0,0,0.349388,50,50,50,428
frb53-24-1-mgd_ext.xml.minion.gz,1,0,0,0.344702,53,53,53,475
frb53-24-2-mgd_ext.xml.minion.gz,1,0,0,0.343977,53,53,53,474
frb53-24-3-mgd_ext.xml.minion.gz,1,0,0,0.341074,53,53,53,470
frb53-24-4-mgd_ext.xml.minion.gz,1,0,0,0.343251,53,53,53,473
frb53-24-5-mgd_ext.xml.minion.gz,1,0,0,0.345428,53,53,53,476
frb56-25-1-mgd_ext.xml.minion.gz,1,0,0,0.335714,56,56,56,517
frb56-25-2-mgd_ext.xml.minion.gz,1,0,0,0.331818,56,56,56,511
frb56-25-3-mgd_ext.xml.minion.gz,1,0,0,0.331818,56,56,56,511
frb56-25-4-mgd_ext.xml.minion.gz,1,0,0,0.340909,56,56,56,525
frb56-25-5-mgd_ext.xml.minion.gz,1,0,0,0.332468,56,56,56,512
frb59-26-1-mgd_ext.xml.minion.gz,1,0,0,0.324956,59,59,59,556
frb59-26-2-mgd_ext.xml.minion.gz,1,0,0,0.320865,59,59,59,549
frb59-26-3-mgd_ext.xml.minion.gz,1,0,0,0.319696,59,59,59,547
frb59-26-4-mgd_ext.xml.minion.gz,1,0,0,0.32671,59,59,59,559
frb59-26-5-mgd_ext.xml.minion.gz,1,0,0,0.31502,59,59,59,539
geo50-20-d4-75-100_ext.xml.minion.gz,1,0,0,0.320816,50,50,50,393
geo50-20-d4-75-10_ext.xml.minion.gz,1,0,0,0.374694,50,50,50,459
geo50-20-d4-75-11_ext.xml.minion.gz,1,0,0,0.350204,50,50,50,429
geo50-20-d4-75-12_ext.xml.minion.gz,1,0,0,0.42449,50,50,50,520
geo50-20-d4-75-13_ext.xml.minion.gz,1,0,0,0.349388,50,50,50,428
geo50-20-d4-75-14_ext.xml.minion.gz,1,0,0,0.364898,50,50,50,447
geo50-20-d4-75-15_ext.xml.minion.gz,1,0,0,0.356735,50,50,50,437
geo50-20-d4-75-16_ext.xml.minion.gz,1,0,0,0.343673,50,50,50,421
geo50-20-d4-75-17_ext.xml.minion.gz,1,0,0,0.334694,50,50,50,410
geo50-20-d4-75-18_ext.xml.minion.gz,1,0,0,0.342041,50,50,50,419
geo50-20-d4-75-19_ext.xml.minion.gz,1,0,0,0.406531,50,50,50,498
geo50-20-d4-75-1_ext.xml.minion.gz,1,0,0,0.385306,50,50,50,472
geo50-20-d4-75-20_ext.xml.minion.gz,1,0,0,0.356735,50,50,50,437
geo50-20-d4-75-21_ext.xml.minion.gz,1,0,0,0.308571,50,50,50,378
geo50-20-d4-75-22_ext.xml.minion.gz,1,0,0,0.355102,50,50,50,435
geo50-20-d4-75-23_ext.xml.minion.gz,1,0,0,0.350204,50,50,50,429
geo50-20-d4-75-24_ext.xml.minion.gz,1,0,0,0.320816,50,50,50,393
geo50-20-d4-75-25_ext.xml.minion.gz,1,0,0,0.318367,50,50,50,390
geo50-20-d4-75-26_ext.xml.minion.gz,1,0,0,0.325714,50,50,50,399
geo50-20-d4-75-27_ext.xml.minion.gz,1,0,0,0.342857,50,50,50,420
geo50-20-d4-75-28_ext.xml.minion.gz,1,0,0,0.377143,50,50,50,462
geo50-20-d4-75-29_ext.xml.minion.gz,1,0,0,0.350204,50,50,50,429
geo50-20-d4-75-2_ext.xml.minion.gz,1,0,0,0.380408,50,50,50,466
geo50-20-d4-75-30_ext.xml.minion.gz,1,0,0,0.327347,50,50,50,401
geo50-20-d4-75-31_ext.xml.minion.gz,1,0,0,0.307755,50,50,50,377
geo50-20-d4-75-32_ext.xml.minion.gz,1,0,0,0.339592,50,50,50,416
geo50-20-d4-75-33_ext.xml.minion.gz,1,0,0,0.33551,50,50,50,411
geo50-20-d4-75-34_ext.xml.minion.gz,1,0,0,0.324898,50,50,50,398
geo50-20-d4-75-35_ext.xml.minion.gz,1,0,0,0.369796,50,50,50,453
geo50-20-d4-75-36_ext.xml.minion.gz,1,0,0,0.276735,50,50,50,339
geo50-20-d4-75-37_ext.xml.minion.gz,1,0,0,0.305306,50,50,50,374
geo50-20-d4-75-38_ext.xml.minion.gz,1,0,0,0.349388,50,50,50,428
geo50-20-d4-75-39_ext.xml.minion.gz,1,0,0,0.290612,50,50,50,356
geo50-20-d4-75-3_ext.xml.minion.gz,1,0,0,0.321633,50,50,50,394
geo50-20-d4-75-40_ext.xml.minion.gz,1,0,0,0.307755,50,50,50,377
geo50-20-d4-75-41_ext.xml.minion.gz,1,0,0,0.382857,50,50,50,469
geo50-20-d4-75-42_ext.xml.minion.gz,1,0,0,0.328163,50,50,50,402
geo50-20-d4-75-43_ext.xml.minion.gz,1,0,0,0.352653,50,50,50,432
geo50-20-d4-75-44_ext.xml.minion.gz,1,0,0,0.307755,50,50,50,377
geo50-20-d4-75-45_ext.xml.minion.gz,1,0,0,0.326531,50,50,50,400
geo50-20-d4-75-46_ext.xml.minion.gz,1,0,0,0.353469,50,50,50,433
geo50-20-d4-75-47_ext.xml.minion.gz,1,0,0,0.312653,50,50,50,383
geo50-20-d4-75-48_ext.xml.minion.gz,1,0,0,0.337143,50,50,50,413
geo50-20-d4-75-49_ext.xml.minion.gz,1,0,0,0.346939,50,50,50,425
geo50-20-d4-75-4_ext.xml.minion.gz,1,0,0,0.341224,50,50,50,418
geo50-20-d4-75-50_ext.xml.minion.gz,1,0,0,0.345306,50,50,50,423
geo50-20-d4-75-51_ext.xml.minion.gz,1,0,0,0.373878,50,50,50,458
geo50-20-d4-75-52_ext.xml.minion.gz,1,0,0,0.394286,50,50,50,483
geo50-20-d4-75-53_ext.xml.minion.gz,1,0,0,0.376327,50,50,50,461
geo50-20-d4-75-54_ext.xml.minion.gz,1,0,0,0.336327,50,50,50,412
geo50-20-d4-75-55_ext.xml.minion.gz,1,0,0,0.381224,50,50,50,467
geo50-20-d4-75-56_ext.xml.minion.gz,1,0,0,0.366531,50,50,50,449
geo50-20-d4-75-57_ext.xml.minion.gz,1,0,0,0.453061,50,50,50,555
geo50-20-d4-75-58_ext.xml.minion.gz,1,0,0,0.372245,50,50,50,456
geo50-20-d4-75-59_ext.xml.minion.gz,1,0,0,0.315102,50,50,50,386
geo50-20-d4-75-5_ext.xml.minion.gz,1,0,0,0.300408,50,50,50,368
geo50-20-d4-75-60_ext.xml.minion.gz,1,0,0,0.367347,50,50,50,450
geo50-20-d4-75-61_ext.xml.minion.gz,1,0,0,0.303673,50,50,50,372
geo50-20-d4-75-62_ext.xml.minion.gz,1,0,0,0.401633,50,50,50,492
geo50-20-d4-75-63_ext.xml.minion.gz,1,0,0,0.383673,50,50,50,470
geo50-20-d4-75-64_ext.xml.minion.gz,1,0,0,0.294694,50,50,50,361
geo50-20-d4-75-65_ext.xml.minion.gz,1,0,0,0.337959,50,50,50,414
geo50-20-d4-75-66_ext.xml.minion.gz,1,0,0,0.331429,50,50,50,406
geo50-20-d4-75-67_ext.xml.minion.gz,1,0,0,0.377143,50,50,50,462
geo50-20-d4-75-68_ext.xml.minion.gz,1,0,0,0.342857,50,50,50,420
geo50-20-d4-75-69_ext.xml.minion.gz,1,0,0,0.30449,50,50,50,373
geo50-20-d4-75-6_ext.xml.minion.gz,1,0,0,0.306939,50,50,50,376
geo50-20-d4-75-70_ext.xml.minion.gz,1,0,0,0.368163,50,50,50,451
geo50-20-d4-75-71_ext.xml.minion.gz,1,0,0,0.326531,50,50,50,400
geo50-20-d4-75-72_ext.xml.minion.gz,1,0,0,0.331429,50,50,50,406
geo50-20-d4-75-73_ext.xml.minion.gz,1,0,0,0.383673,50,50,50,470
geo50-20-d4-75-74_ext.xml.minion.gz,1,0,0,0.336327,50,50,50,412
geo50-20-d4-75-75_ext.xml.minion.gz,1,0,0,0.364082,50,50,50,446
geo50-20-d4-75-76_ext.xml.minion.gz,1,0,0,0.297959,50,50,50,365
geo50-20-d4-75-77_ext.xml.minion.gz,1,0,0,0.362449,50,50,50,444
geo50-20-d4-75-78_ext.xml.minion.gz,1,0,0,0.316735,50,50,50,388
geo50-20-d4-75-79_ext.xml.minion.gz,1,0,0,0.312653,50,50,50,383
geo50-20-d4-75-7_ext.xml.minion.gz,1,0,0,0.38449,50,50,50,471
geo50-20-d4-75-80_ext.xml.minion.gz,1,0,0,0.315102,50,50,50,386
geo50-20-d4-75-81_ext.xml.minion.gz,1,0,0,0.327347,50,50,50,401
geo50-20-d4-75-82_ext.xml.minion.gz,1,0,0,0.324898,50,50,50,398
geo50-20-d4-75-83_ext.xml.minion.gz,1,0,0,0.35102,50,50,50,430
geo50-20-d4-75-84_ext.xml.minion.gz,1,0,0,0.299592,50,50,50,367
geo50-20-d4-75-85_ext.xml.minion.gz,1,0,0,0.341224,50,50,50,418
geo50-20-d4-75-86_ext.xml.minion.gz,1,0,0,0.380408,50,50,50,466
geo50-20-d4-75-87_ext.xml.minion.gz,1,0,0,0.36,50,50,50,441
geo50-20-d4-75-88_ext.xml.minion.gz,1,0,0,0.28898,50,50,50,354
geo50-20-d4-75-89_ext.xml.minion.gz,1,0,0,0.360816,50,50,50,442
geo50-20-d4-75-8_ext.xml.minion.gz,1,0,0,0.389388,50,50,50,477
geo50-20-d4-75-90_ext.xml.minion.gz,1,0,0,0.386939,50,50,50,474
geo50-20-d4-75-91_ext.xml.minion.gz,1,0,0,0.306122,50,50,50,375
geo50-20-d4-75-92_ext.xml.minion.gz,1,0,0,0.33551,50,50,50,411
geo50-20-d4-75-93_ext.xml.minion.gz,1,0,0,0.316735,50,50,50,388
geo50-20-d4-75-94_ext.xml.minion.gz,1,0,0,0.404898,50,50,50,496
geo50-20-d4-75-95_ext.xml.minion.gz,1,0,0,0.313469,50,50,50,384
geo50-20-d4-75-96_ext.xml.minion.gz,1,0,0,0.350204,50,50,50,429
geo50-20-d4-75-97_ext.xml.minion.gz,1,0,0,0.312653,50,50,50,383
geo50-20-d4-75-98_ext.xml.minion.gz,1,0,0,0.307755,50,50,50,377
geo50-20-d4-75-99_ext.xml.minion.gz,1,0,0,0.323265,50,50,50,396
geo50-20-d4-75-9_ext.xml.minion.gz,1,0,0,0.368163,50,50,50,451
geom-30a-3-ext.xml.minion.converted.minion.gz,1,0,0,0.186207,30,30,30,81
geom-30a-4-ext.xml.minion.converted.minion.gz,1,0,0,0.186207,30,30,30,81
geom-30a-5-ext.xml.minion.converted.minion.gz,1,0,0,0.186207,30,30,30,81
geom-30a-6-ext.xml.minion.converted.minion.gz,1,0,0,0.186207,30,30,30,81
geom-40-2-ext.xml.minion.converted.minion.gz,1,0,0,0.1,40,40,40,78
geom-40-3-ext.xml.minion.converted.minion.gz,1,0,0,0.1,40,40,40,78
geom-40-4-ext.xml.minion.converted.minion.gz,1,0,0,0.1,40,40,40,78
geom-40-5-ext.xml.minion.converted.minion.gz,1,0,0,0.1,40,40,40,78
geom-40-6-ext.xml.minion.converted.minion.gz,1,0,0,0.1,40,40,40,78
hanoi-3_ext.xml.minion.converted.minion.gz,1,0,0,0.333333,6,6,6,5
hanoi-4_ext.xml.minion.converted.minion.gz,1,0,0,0.142857,14,14,14,13
hanoi-5_ext.xml.minion.converted.minion.gz,1,0,0,0.066667,30,30,30,29
hanoi-6_ext.xml.minion.converted.minion.gz,1,0,0,0.032258,62,62,62,61
hanoi-7_ext.xml.minion.converted.minion.gz,1,0,0,0.015873,126,126,126,125
hole-06_ext.xml.minion.converted.minion.gz,1,0,0,0.268293,42,42,42,133
hole-07_ext.xml.minion.converted.minion.gz,1,0,0,0.236364,56,56,56,204
hole-08_ext.xml.minion.converted.minion.gz,1,0,0,0.211268,72,72,72,297
hole-09_ext.xml.minion.converted.minion.gz,1,0,0,0.191011,90,90,90,415
hole-10_ext.xml.minion.converted.minion.gz,1,0,0,0.174312,110,110,110,561
jnh01_ext.xml.minion.converted.minion.gz,1,0,0,0.887071,100,100,100,850
jnh02_ext.xml.minion.converted.minion.gz,1,0,0,0.860606,100,100,100,849
jnh03_ext.xml.minion.converted.minion.gz,1,0,0,0.869495,100,100,100,848
jnh04_ext.xml.minion.converted.minion.gz,1,0,0,0.858384,100,100,100,850
jnh05_ext.xml.minion.converted.minion.gz,1,0,0,0.862828,100,100,100,845
jnh06_ext.xml.minion.converted.minion.gz,1,0,0,0.866667,100,100,100,850
jnh07_ext.xml.minion.converted.minion.gz,1,0,0,0.859192,100,100,100,848
jnh08_ext.xml.minion.converted.minion.gz,1,0,0,0.870707,100,100,100,849
jnh09_ext.xml.minion.converted.minion.gz,1,0,0,0.858182,100,100,100,849
jnh10_ext.xml.minion.converted.minion.gz,1,0,0,0.867475,100,100,100,847
jnh11_ext.xml.minion.converted.minion.gz,1,0,0,0.86303,100,100,100,849
jnh12_ext.xml.minion.converted.minion.gz,1,0,0,0.861414,100,100,100,848
jnh13_ext.xml.minion.converted.minion.gz,1,0,0,0.867677,100,100,100,849
