@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_sums_count NUMERIC
@ATTRIBUTE stats_var_bool NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE SAC_literals NUMERIC
@ATTRIBUTE stats_sums_proportion NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_alldiff_count NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE stats_dom_0 NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_dom_25 NUMERIC

@DATA
nmr_12_5_4.minion,1,0,0,1,60,60,60,0,0.070272,0.070272,675,0.983333,494,1,0,1,47.433333,20,0.983333,0,0.983333,0.983333,0.489077,0,0.983333,30.515556,4,20,20,59,4,20,4
nmr_12_5_5.minion,1,0,0,1,60,60,60,0,0.070272,0.070272,675,0.983333,505,1,0,1,47.433333,11,0.983333,0,0.983333,0.983333,0.489077,0,0.983333,21.798519,5,11,11,59,5,11,5
nmr_12_6_3.minion,1,0,0,1,72,72,72,0,0.058151,0.058151,1006,0.986111,504,1,0,1,58.5,36,0.986111,0,0.986111,0.986111,0.4697,0,0.986111,43.410537,3,36,36,71,3,36,3
nmr_12_6_4.minion,1,0,0,1,72,72,72,0,0.058151,0.058151,1006,0.986111,491,1,0,1,58.5,20,0.986111,0,0.986111,0.986111,0.4697,0,0.986111,27.327038,4,20,20,71,4,20,4
nmr_12_6_5.minion,1,0,0,1,72,72,72,0,0.058151,0.058151,1006,0.986111,520,1,0,1,58.5,11,0.986111,0,0.986111,0.986111,0.4697,0,0.986111,19.020875,5,11,11,71,5,11,5
nmr_12_7_3.minion,1,0,0,1,84,84,84,0,0.049571,0.049571,1403,0.988095,504,1,0,1,69.547619,36,0.988095,0,0.988095,0.988095,0.455955,0,0.988095,41.568781,3,36,36,83,3,36,3
nmr_12_7_4.minion,1,0,0,1,84,84,84,0,0.049571,0.049571,1403,0.988095,491,1,0,1,69.547619,20,0.988095,0,0.988095,0.988095,0.455955,0,0.988095,25.707056,4,20,20,83,4,20,4
nmr_12_7_5.minion,1,0,0,1,84,84,84,0,0.049571,0.049571,1403,0.988095,505,1,0,1,69.547619,11,0.988095,0,0.988095,0.988095,0.455955,0,0.988095,16.750535,5,11,11,83,5,11,5
nmr_12_8_3.minion,1,0,0,1,96,96,96,0,0.043185,0.043185,1866,0.989583,521,1,0,1,80.583333,36,0.989583,0,0.989583,0.989583,0.445698,0,0.989583,40.614684,3,36,36,95,3,36,3
nmr_12_8_4.minion,1,0,0,1,96,96,96,0,0.043185,0.043185,1866,0.989583,492,1,0,1,80.583333,20,0.989583,0,0.989583,0.989583,0.445698,0,0.989583,24.549303,4,20,20,95,4,20,4
nmr_12_8_5.minion,1,0,0,1,96,96,96,0,0.043185,0.043185,1866,0.989583,505,1,0,1,80.583333,11,0.989583,0,0.989583,0.989583,0.445698,0,0.989583,15.600214,5,11,11,95,5,11,5
nmr_12_9_3.minion,1,0,0,1,108,108,108,0,0.038251,0.038251,2395,0.990741,504,1,0,1,91.611111,36,0.990741,0,0.990741,0.990741,0.43775,0,0.990741,39.685177,3,36,36,107,3,36,3
nmr_12_9_4.minion,1,0,0,1,108,108,108,0,0.038251,0.038251,2395,0.990741,505,1,0,1,91.611111,20,0.990741,0,0.990741,0.990741,0.43775,0,0.990741,23.800835,4,20,20,107,4,20,4
nmr_12_9_5.minion,1,0,0,1,108,108,108,0,0.038251,0.038251,2395,0.990741,505,1,0,1,91.611111,11,0.990741,0,0.990741,0.990741,0.43775,0,0.990741,14.863883,5,11,11,107,5,11,5
nmr_5_10_3.minion,1,0,0,1,50,50,50,0,0.085097,0.085097,463,0.98,516,1,0,1,39.4,36,0.98,0,0.98,0.98,0.509441,0,0.98,49.339093,3,36,36,49,3,36,3
nmr_5_10_4.minion,1,0,0,1,50,50,50,0,0.085097,0.085097,463,0.98,506,1,0,1,39.4,20,0.98,0,0.98,0.98,0.509441,0,0.98,33.412527,4,20,20,49,4,20,4
nmr_5_10_5.minion,1,0,0,1,50,50,50,0,0.085097,0.085097,463,0.98,494,1,0,1,39.4,11,0.98,0,0.98,0.98,0.509441,0,0.98,24.544276,5,11,11,49,5,11,5
nmr_5_11_3.minion,1,0,0,1,55,55,55,0,0.076983,0.076983,564,0.981818,516,1,0,1,43.418182,36,0.981818,0,0.981818,0.981818,0.498429,0,0.981818,47.893617,3,36,36,54,3,36,3
nmr_5_11_4.minion,1,0,0,1,55,55,55,0,0.076983,0.076983,564,0.981818,503,1,0,1,43.418182,20,0.981818,0,0.981818,0.981818,0.498429,0,0.981818,31.829787,4,20,20,54,4,20,4
nmr_5_11_5.minion,1,0,0,1,55,55,55,0,0.076983,0.076983,564,0.981818,515,1,0,1,43.418182,11,0.981818,0,0.981818,0.981818,0.498429,0,0.981818,23.138298,5,11,11,54,5,11,5
nmr_5_12_3.minion,1,0,0,1,60,60,60,0,0.070272,0.070272,675,0.983333,516,1,0,1,47.433333,36,0.983333,0,0.983333,0.983333,0.489077,0,0.983333,46.595556,3,36,36,59,3,36,3
nmr_5_12_4.minion,1,0,0,1,60,60,60,0,0.070272,0.070272,675,0.983333,494,1,0,1,47.433333,20,0.983333,0,0.983333,0.983333,0.489077,0,0.983333,30.515556,4,20,20,59,4,20,4
nmr_5_12_5.minion,1,0,0,1,60,60,60,0,0.070272,0.070272,675,0.983333,505,1,0,1,47.433333,11,0.983333,0,0.983333,0.983333,0.489077,0,0.983333,21.798519,5,11,11,59,5,11,5
nmr_5_5_3.minion,1,0,0,1,25,25,25,0,0.177778,0.177778,108,0.96,516,1,0,1,19.2,36,0.96,0,0.96,0.96,0.616459,0,0.96,71.555556,3,36,36,24,3,36,3
nmr_5_5_4.minion,1,0,0,1,25,25,25,0,0.177778,0.177778,108,0.96,494,1,0,1,19.2,20,0.96,0,0.96,0.96,0.616459,0,0.96,55.111111,4,20,20,24,4,20,4
nmr_5_5_5.minion,1,0,0,1,25,25,25,0,0.177778,0.177778,108,0.96,494,1,0,1,19.2,11,0.96,0,0.96,0.96,0.616459,0,0.96,46.777778,5,11,11,24,5,11,5
nmr_5_6_3.minion,1,0,0,1,30,30,30,0,0.146331,0.146331,159,0.966667,516,1,0,1,23.266667,36,0.966667,0,0.966667,0.966667,0.583537,0,0.966667,62.792453,3,36,36,29,3,36,3
nmr_5_6_4.minion,1,0,0,1,30,30,30,0,0.146331,0.146331,159,0.966667,494,1,0,1,23.266667,20,0.966667,0,0.966667,0.966667,0.583537,0,0.966667,46.377358,4,20,20,29,4,20,4
nmr_5_6_5.minion,1,0,0,1,30,30,30,0,0.146331,0.146331,159,0.966667,520,1,0,1,23.266667,11,0.966667,0,0.966667,0.966667,0.583537,0,0.966667,38.993711,5,11,11,29,5,11,5
nmr_5_7_3.minion,1,0,0,1,35,35,35,0,0.124156,0.124156,220,0.971429,516,1,0,1,27.314286,36,0.971429,0,0.971429,0.971429,0.558378,0,0.971429,57.363636,3,36,36,34,3,36,3
nmr_5_7_4.minion,1,0,0,1,35,35,35,0,0.124156,0.124156,220,0.971429,494,1,0,1,27.314286,20,0.971429,0,0.971429,0.971429,0.558378,0,0.971429,41.490909,4,20,20,34,4,20,4
nmr_5_7_5.minion,1,0,0,1,35,35,35,0,0.124156,0.124156,220,0.971429,494,1,0,1,27.314286,11,0.971429,0,0.971429,0.971429,0.558378,0,0.971429,32.609091,5,11,11,34,5,11,5
nmr_5_8_3.minion,1,0,0,1,40,40,40,0,0.107732,0.107732,291,0.975,521,1,0,1,31.35,36,0.975,0,0.975,0.975,0.538572,0,0.975,54.213058,3,36,36,39,3,36,3
nmr_5_8_4.minion,1,0,0,1,40,40,40,0,0.107732,0.107732,291,0.975,494,1,0,1,31.35,20,0.975,0,0.975,0.975,0.538572,0,0.975,37.890034,4,20,20,39,4,20,4
nmr_5_8_5.minion,1,0,0,1,40,40,40,0,0.107732,0.107732,291,0.975,494,1,0,1,31.35,11,0.975,0,0.975,0.975,0.538572,0,0.975,29.024055,5,11,11,39,5,11,5
nmr_5_9_3.minion,1,0,0,1,45,45,45,0,0.095102,0.095102,372,0.977778,516,1,0,1,35.377778,36,0.977778,0,0.977778,0.977778,0.522594,0,0.977778,51.290323,3,36,36,44,3,36,3
nmr_5_9_4.minion,1,0,0,1,45,45,45,0,0.095102,0.095102,372,0.977778,505,1,0,1,35.377778,20,0.977778,0,0.977778,0.977778,0.522594,0,0.977778,35.408602,4,20,20,44,4,20,4
nmr_5_9_5.minion,1,0,0,1,45,45,45,0,0.095102,0.095102,372,0.977778,494,1,0,1,35.377778,11,0.977778,0,0.977778,0.977778,0.522594,0,0.977778,26.569892,5,11,11,44,5,11,5
nmr_6_10_3.minion,1,0,0,1,60,60,60,0,0.070343,0.070343,689,0.983333,501,1,0,1,48.466667,36,0.983333,0,0.983333,0.983333,0.48725,0,0.983333,45.441219,3,36,36,59,3,36,3
nmr_6_10_4.minion,1,0,0,1,60,60,60,0,0.070343,0.070343,689,0.983333,506,1,0,1,48.466667,20,0.983333,0,0.983333,0.983333,0.48725,0,0.983333,29.483309,4,20,20,59,4,20,4
nmr_6_10_5.minion,1,0,0,1,60,60,60,0,0.070343,0.070343,689,0.983333,520,1,0,1,48.466667,11,0.983333,0,0.983333,0.983333,0.48725,0,0.983333,21.139332,5,11,11,59,5,11,5
nmr_6_11_3.minion,1,0,0,1,66,66,66,0,0.063672,0.063672,840,0.984848,513,1,0,1,53.484848,36,0.984848,0,0.984848,0.984848,0.477733,0,0.984848,44.375,3,36,36,65,3,36,3
nmr_6_11_4.minion,1,0,0,1,66,66,66,0,0.063672,0.063672,840,0.984848,503,1,0,1,53.484848,20,0.984848,0,0.984848,0.984848,0.477733,0,0.984848,28.303571,4,20,20,65,4,20,4
nmr_6_11_5.minion,1,0,0,1,66,66,66,0,0.063672,0.063672,840,0.984848,520,1,0,1,53.484848,11,0.984848,0,0.984848,0.984848,0.477733,0,0.984848,20.059524,5,11,11,65,5,11,5
nmr_6_12_3.minion,1,0,0,1,72,72,72,0,0.058151,0.058151,1006,0.986111,504,1,0,1,58.5,36,0.986111,0,0.986111,0.986111,0.4697,0,0.986111,43.410537,3,36,36,71,3,36,3
nmr_6_12_4.minion,1,0,0,1,72,72,72,0,0.058151,0.058151,1006,0.986111,491,1,0,1,58.5,20,0.986111,0,0.986111,0.986111,0.4697,0,0.986111,27.327038,4,20,20,71,4,20,4
nmr_6_12_5.minion,1,0,0,1,72,72,72,0,0.058151,0.058151,1006,0.986111,520,1,0,1,58.5,11,0.986111,0,0.986111,0.986111,0.4697,0,0.986111,19.020875,5,11,11,71,5,11,5
nmr_6_5_3.minion,1,0,0,1,30,30,30,0,0.146331,0.146331,159,0.966667,516,1,0,1,23.266667,36,0.966667,0,0.966667,0.966667,0.583537,0,0.966667,62.792453,3,36,36,29,3,36,3
nmr_6_5_4.minion,1,0,0,1,30,30,30,0,0.146331,0.146331,159,0.966667,494,1,0,1,23.266667,20,0.966667,0,0.966667,0.966667,0.583537,0,0.966667,46.377358,4,20,20,29,4,20,4
nmr_6_5_5.minion,1,0,0,1,30,30,30,0,0.146331,0.146331,159,0.966667,520,1,0,1,23.266667,11,0.966667,0,0.966667,0.966667,0.583537,0,0.966667,38.993711,5,11,11,29,5,11,5
nmr_6_6_3.minion,1,0,0,1,36,36,36,0,0.120567,0.120567,235,0.972222,501,1,0,1,28.333333,36,0.972222,0,0.972222,0.972222,0.553051,0,0.972222,55.787234,3,36,36,35,3,36,3
nmr_6_6_4.minion,1,0,0,1,36,36,36,0,0.120567,0.120567,235,0.972222,476,1,0,1,28.333333,20,0.972222,0,0.972222,0.972222,0.553051,0,0.972222,39.404255,4,20,20,35,4,20,4
nmr_6_6_5.minion,1,0,0,1,36,36,36,0,0.120567,0.120567,235,0.972222,520,1,0,1,28.333333,11,0.972222,0,0.972222,0.972222,0.553051,0,0.972222,32.659574,5,11,11,35,5,11,5
nmr_6_7_3.minion,1,0,0,1,42,42,42,0,0.102396,0.102396,326,0.97619,501,1,0,1,33.380952,36,0.97619,0,0.97619,0.97619,0.530345,0,0.97619,51.53681,3,36,36,41,3,36,3
nmr_6_7_4.minion,1,0,0,1,42,42,42,0,0.102396,0.102396,326,0.97619,491,1,0,1,33.380952,20,0.97619,0,0.97619,0.97619,0.530345,0,0.97619,35.616564,4,20,20,41,4,20,4
nmr_6_7_5.minion,1,0,0,1,42,42,42,0,0.102396,0.102396,326,0.97619,520,1,0,1,33.380952,11,0.97619,0,0.97619,0.97619,0.530345,0,0.97619,27.484663,5,11,11,41,5,11,5
nmr_6_8_3.minion,1,0,0,1,48,48,48,0,0.088927,0.088927,432,0.979167,521,1,0,1,38.416667,36,0.979167,0,0.979167,0.979167,0.51274,0,0.979167,49.148148,3,36,36,47,3,36,3
nmr_6_8_4.minion,1,0,0,1,48,48,48,0,0.088927,0.088927,432,0.979167,492,1,0,1,38.416667,20,0.979167,0,0.979167,0.979167,0.51274,0,0.979167,32.851852,4,20,20,47,4,20,4
nmr_6_8_5.minion,1,0,0,1,48,48,48,0,0.088927,0.088927,432,0.979167,520,1,0,1,38.416667,11,0.979167,0,0.979167,0.979167,0.51274,0,0.979167,24.641204,5,11,11,47,5,11,5
nmr_6_9_3.minion,1,0,0,1,54,54,54,0,0.078561,0.078561,553,0.981481,501,1,0,1,43.444444,36,0.981481,0,0.981481,0.981481,0.498702,0,0.981481,46.904159,3,36,36,53,3,36,3
nmr_6_9_4.minion,1,0,0,1,54,54,54,0,0.078561,0.078561,553,0.981481,505,1,0,1,43.444444,20,0.981481,0,0.981481,0.981481,0.498702,0,0.981481,30.981917,4,20,20,53,4,20,4
nmr_6_9_5.minion,1,0,0,1,54,54,54,0,0.078561,0.078561,553,0.981481,520,1,0,1,43.444444,11,0.981481,0,0.981481,0.981481,0.498702,0,0.981481,22.721519,5,11,11,53,5,11,5
nmr_7_10_3.minion,1,0,0,1,70,70,70,0,0.059911,0.059911,960,0.985714,500,1,0,1,57.514286,36,0.985714,0,0.985714,0.985714,0.471348,0,0.985714,43.165625,3,36,36,69,3,36,3
nmr_7_10_4.minion,1,0,0,1,70,70,70,0,0.059911,0.059911,960,0.985714,506,1,0,1,57.514286,20,0.985714,0,0.985714,0.985714,0.471348,0,0.985714,27.453125,4,20,20,69,4,20,4
nmr_7_10_5.minion,1,0,0,1,70,70,70,0,0.059911,0.059911,960,0.985714,492,1,0,1,57.514286,11,0.985714,0,0.985714,0.985714,0.471348,0,0.985714,18.35625,5,11,11,69,5,11,5
nmr_7_11_3.minion,1,0,0,1,77,77,77,0,0.054255,0.054255,1171,0.987013,513,1,0,1,63.532468,36,0.987013,0,0.987013,0.987013,0.462985,0,0.987013,42.329633,3,36,36,76,3,36,3
nmr_7_11_4.minion,1,0,0,1,77,77,77,0,0.054255,0.054255,1171,0.987013,503,1,0,1,63.532468,20,0.987013,0,0.987013,0.987013,0.462985,0,0.987013,26.497011,4,20,20,76,4,20,4
nmr_7_11_5.minion,1,0,0,1,77,77,77,0,0.054255,0.054255,1171,0.987013,515,1,0,1,63.532468,11,0.987013,0,0.987013,0.987013,0.462985,0,0.987013,17.544833,5,11,11,76,5,11,5
nmr_7_12_3.minion,1,0,0,1,84,84,84,0,0.049571,0.049571,1403,0.988095,504,1,0,1,69.547619,36,0.988095,0,0.988095,0.988095,0.455955,0,0.988095,41.568781,3,36,36,83,3,36,3
nmr_7_12_4.minion,1,0,0,1,84,84,84,0,0.049571,0.049571,1403,0.988095,491,1,0,1,69.547619,20,0.988095,0,0.988095,0.988095,0.455955,0,0.988095,25.707056,4,20,20,83,4,20,4
nmr_7_12_5.minion,1,0,0,1,84,84,84,0,0.049571,0.049571,1403,0.988095,505,1,0,1,69.547619,11,0.988095,0,0.988095,0.988095,0.455955,0,0.988095,16.750535,5,11,11,83,5,11,5
nmr_7_5_3.minion,1,0,0,1,35,35,35,0,0.124156,0.124156,220,0.971429,516,1,0,1,27.314286,36,0.971429,0,0.971429,0.971429,0.558378,0,0.971429,57.363636,3,36,36,34,3,36,3
nmr_7_5_4.minion,1,0,0,1,35,35,35,0,0.124156,0.124156,220,0.971429,494,1,0,1,27.314286,20,0.971429,0,0.971429,0.971429,0.558378,0,0.971429,41.490909,4,20,20,34,4,20,4
nmr_7_5_5.minion,1,0,0,1,35,35,35,0,0.124156,0.124156,220,0.971429,494,1,0,1,27.314286,11,0.971429,0,0.971429,0.971429,0.558378,0,0.971429,32.609091,5,11,11,34,5,11,5
nmr_7_6_3.minion,1,0,0,1,42,42,42,0,0.102396,0.102396,326,0.97619,501,1,0,1,33.380952,36,0.97619,0,0.97619,0.97619,0.530345,0,0.97619,51.53681,3,36,36,41,3,36,3
nmr_7_6_4.minion,1,0,0,1,42,42,42,0,0.102396,0.102396,326,0.97619,491,1,0,1,33.380952,20,0.97619,0,0.97619,0.97619,0.530345,0,0.97619,35.616564,4,20,20,41,4,20,4
nmr_7_6_5.minion,1,0,0,1,42,42,42,0,0.102396,0.102396,326,0.97619,520,1,0,1,33.380952,11,0.97619,0,0.97619,0.97619,0.530345,0,0.97619,27.484663,5,11,11,41,5,11,5
nmr_7_7_3.minion,1,0,0,1,49,49,49,0,0.087039,0.087039,453,0.979592,491,1,0,1,39.428571,36,0.979592,0,0.979592,0.979592,0.50972,0,0.979592,48.05298,3,36,36,48,3,36,3
nmr_7_7_4.minion,1,0,0,1,49,49,49,0,0.087039,0.087039,453,0.979592,491,1,0,1,39.428571,20,0.979592,0,0.979592,0.979592,0.50972,0,0.979592,32.476821,4,20,20,48,4,20,4
nmr_7_7_5.minion,1,0,0,1,49,49,49,0,0.087039,0.087039,453,0.979592,475,1,0,1,39.428571,11,0.979592,0,0.979592,0.979592,0.50972,0,0.979592,23.291391,5,11,11,48,5,11,5
nmr_7_8_3.minion,1,0,0,1,56,56,56,0,0.075648,0.075648,601,0.982143,521,1,0,1,45.464286,36,0.982143,0,0.982143,0.982143,0.493942,0,0.982143,46.141431,3,36,36,55,3,36,3
nmr_7_8_4.minion,1,0,0,1,56,56,56,0,0.075648,0.075648,601,0.982143,492,1,0,1,45.464286,20,0.982143,0,0.982143,0.982143,0.493942,0,0.982143,30.198003,4,20,20,55,4,20,4
nmr_7_8_5.minion,1,0,0,1,56,56,56,0,0.075648,0.075648,601,0.982143,477,1,0,1,45.464286,11,0.982143,0,0.982143,0.982143,0.493942,0,0.982143,21.056572,5,11,11,55,5,11,5
nmr_7_9_3.minion,1,0,0,1,63,63,63,0,0.066873,0.066873,770,0.984127,498,1,0,1,51.492063,36,0.984127,0,0.984127,0.984127,0.481463,0,0.984127,44.327273,3,36,36,62,3,36,3
nmr_7_9_4.minion,1,0,0,1,63,63,63,0,0.066873,0.066873,770,0.984127,505,1,0,1,51.492063,20,0.984127,0,0.984127,0.984127,0.481463,0,0.984127,28.672727,4,20,20,62,4,20,4
nmr_7_9_5.minion,1,0,0,1,63,63,63,0,0.066873,0.066873,770,0.984127,493,1,0,1,51.492063,11,0.984127,0,0.984127,0.984127,0.481463,0,0.984127,19.576623,5,11,11,62,5,11,5
nmr_8_10_3.minion,1,0,0,1,80,80,80,0,0.052155,0.052155,1276,0.9875,521,1,0,1,66.55,36,0.9875,0,0.9875,0.9875,0.459393,0,0.9875,41.966301,3,36,36,79,3,36,3
nmr_8_10_4.minion,1,0,0,1,80,80,80,0,0.052155,0.052155,1276,0.9875,506,1,0,1,66.55,20,0.9875,0,0.9875,0.9875,0.459393,0,0.9875,25.995298,4,20,20,79,4,20,4
nmr_8_10_5.minion,1,0,0,1,80,80,80,0,0.052155,0.052155,1276,0.9875,492,1,0,1,66.55,11,0.9875,0,0.9875,0.9875,0.459393,0,0.9875,16.925549,5,11,11,79,5,11,5
nmr_8_11_3.minion,1,0,0,1,88,88,88,0,0.04725,0.04725,1557,0.988636,521,1,0,1,73.568182,36,0.988636,0,0.988636,0.988636,0.451942,0,0.988636,41.259473,3,36,36,87,3,36,3
nmr_8_11_4.minion,1,0,0,1,88,88,88,0,0.04725,0.04725,1557,0.988636,503,1,0,1,73.568182,20,0.988636,0,0.988636,0.988636,0.451942,0,0.988636,25.202954,4,20,20,87,4,20,4
nmr_8_11_5.minion,1,0,0,1,88,88,88,0,0.04725,0.04725,1557,0.988636,515,1,0,1,73.568182,11,0.988636,0,0.988636,0.988636,0.451942,0,0.988636,16.258831,5,11,11,87,5,11,5
nmr_8_12_3.minion,1,0,0,1,96,96,96,0,0.043185,0.043185,1866,0.989583,521,1,0,1,80.583333,36,0.989583,0,0.989583,0.989583,0.445698,0,0.989583,40.614684,3,36,36,95,3,36,3
nmr_8_12_4.minion,1,0,0,1,96,96,96,0,0.043185,0.043185,1866,0.989583,492,1,0,1,80.583333,20,0.989583,0,0.989583,0.989583,0.445698,0,0.989583,24.549303,4,20,20,95,4,20,4
nmr_8_12_5.minion,1,0,0,1,96,96,96,0,0.043185,0.043185,1866,0.989583,505,1,0,1,80.583333,11,0.989583,0,0.989583,0.989583,0.445698,0,0.989583,15.600214,5,11,11,95,5,11,5
nmr_8_5_3.minion,1,0,0,1,40,40,40,0,0.107732,0.107732,291,0.975,521,1,0,1,31.35,36,0.975,0,0.975,0.975,0.538572,0,0.975,54.213058,3,36,36,39,3,36,3
nmr_8_5_4.minion,1,0,0,1,40,40,40,0,0.107732,0.107732,291,0.975,494,1,0,1,31.35,20,0.975,0,0.975,0.975,0.538572,0,0.975,37.890034,4,20,20,39,4,20,4
nmr_8_5_5.minion,1,0,0,1,40,40,40,0,0.107732,0.107732,291,0.975,494,1,0,1,31.35,11,0.975,0,0.975,0.975,0.538572,0,0.975,29.024055,5,11,11,39,5,11,5
nmr_8_6_3.minion,1,0,0,1,48,48,48,0,0.088927,0.088927,432,0.979167,521,1,0,1,38.416667,36,0.979167,0,0.979167,0.979167,0.51274,0,0.979167,49.148148,3,36,36,47,3,36,3
nmr_8_6_4.minion,1,0,0,1,48,48,48,0,0.088927,0.088927,432,0.979167,492,1,0,1,38.416667,20,0.979167,0,0.979167,0.979167,0.51274,0,0.979167,32.851852,4,20,20,47,4,20,4
nmr_8_6_5.minion,1,0,0,1,48,48,48,0,0.088927,0.088927,432,0.979167,520,1,0,1,38.416667,11,0.979167,0,0.979167,0.979167,0.51274,0,0.979167,24.641204,5,11,11,47,5,11,5
nmr_8_7_3.minion,1,0,0,1,56,56,56,0,0.075648,0.075648,601,0.982143,521,1,0,1,45.464286,36,0.982143,0,0.982143,0.982143,0.493942,0,0.982143,46.141431,3,36,36,55,3,36,3
nmr_8_7_4.minion,1,0,0,1,56,56,56,0,0.075648,0.075648,601,0.982143,492,1,0,1,45.464286,20,0.982143,0,0.982143,0.982143,0.493942,0,0.982143,30.198003,4,20,20,55,4,20,4
nmr_8_7_5.minion,1,0,0,1,56,56,56,0,0.075648,0.075648,601,0.982143,477,1,0,1,45.464286,11,0.982143,0,0.982143,0.982143,0.493942,0,0.982143,21.056572,5,11,11,55,5,11,5
nmr_8_8_3.minion,1,0,0,1,64,64,64,0,0.065789,0.065789,798,0.984375,521,1,0,1,52.5,36,0.984375,0,0.984375,0.984375,0.479654,0,0.984375,44.508772,3,36,36,63,3,36,3
nmr_8_8_4.minion,1,0,0,1,64,64,64,0,0.065789,0.065789,798,0.984375,492,1,0,1,52.5,20,0.984375,0,0.984375,0.984375,0.479654,0,0.984375,28.280702,4,20,20,63,4,20,4
nmr_8_8_5.minion,1,0,0,1,64,64,64,0,0.065789,0.065789,798,0.984375,477,1,0,1,52.5,11,0.984375,0,0.984375,0.984375,0.479654,0,0.984375,19.175439,5,11,11,63,5,11,5
nmr_8_9_3.minion,1,0,0,1,72,72,72,0,0.058189,0.058189,1023,0.986111,521,1,0,1,59.527778,36,0.986111,0,0.986111,0.986111,0.46844,0,0.986111,42.954057,3,36,36,71,3,36,3
nmr_8_9_4.minion,1,0,0,1,72,72,72,0,0.058189,0.058189,1023,0.986111,505,1,0,1,59.527778,20,0.986111,0,0.986111,0.986111,0.46844,0,0.986111,27.009775,4,20,20,71,4,20,4
nmr_8_9_5.minion,1,0,0,1,72,72,72,0,0.058189,0.058189,1023,0.986111,493,1,0,1,59.527778,11,0.986111,0,0.986111,0.986111,0.46844,0,0.986111,17.942326,5,11,11,71,5,11,5
nmr_9_10_3.minion,1,0,0,1,90,90,90,0,0.046168,0.046168,1637,0.988889,500,1,0,1,75.577778,36,0.988889,0,0.988889,0.988889,0.450078,0,0.988889,40.807575,3,36,36,89,3,36,3
nmr_9_10_4.minion,1,0,0,1,90,90,90,0,0.046168,0.046168,1637,0.988889,506,1,0,1,75.577778,20,0.988889,0,0.988889,0.988889,0.450078,0,0.988889,25.041539,4,20,20,89,4,20,4
nmr_9_10_5.minion,1,0,0,1,90,90,90,0,0.046168,0.046168,1637,0.988889,493,1,0,1,75.577778,11,0.988889,0,0.988889,0.988889,0.450078,0,0.988889,16.000611,5,11,11,89,5,11,5
nmr_9_11_3.minion,1,0,0,1,99,99,99,0,0.04184,0.04184,1998,0.989899,513,1,0,1,83.59596,36,0.989899,0,0.989899,0.989899,0.443363,0,0.989899,40.222222,3,36,36,98,3,36,3
nmr_9_11_4.minion,1,0,0,1,99,99,99,0,0.04184,0.04184,1998,0.989899,505,1,0,1,83.59596,20,0.989899,0,0.989899,0.989899,0.443363,0,0.989899,24.361361,4,20,20,98,4,20,4
nmr_9_11_5.minion,1,0,0,1,99,99,99,0,0.04184,0.04184,1998,0.989899,515,1,0,1,83.59596,11,0.989899,0,0.989899,0.989899,0.443363,0,0.989899,15.43043,5,11,11,98,5,11,5
nmr_9_12_3.minion,1,0,0,1,108,108,108,0,0.038251,0.038251,2395,0.990741,504,1,0,1,91.611111,36,0.990741,0,0.990741,0.990741,0.43775,0,0.990741,39.685177,3,36,36,107,3,36,3
nmr_9_12_4.minion,1,0,0,1,108,108,108,0,0.038251,0.038251,2395,0.990741,505,1,0,1,91.611111,20,0.990741,0,0.990741,0.990741,0.43775,0,0.990741,23.800835,4,20,20,107,4,20,4
nmr_9_12_5.minion,1,0,0,1,108,108,108,0,0.038251,0.038251,2395,0.990741,505,1,0,1,91.611111,11,0.990741,0,0.990741,0.990741,0.43775,0,0.990741,14.863883,5,11,11,107,5,11,5
