@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE CG_min NUMERIC

@DATA
SAT-Race-2010-CNF/mixed/anbulagan/dated-5-13-u.cnf,1,0,0.2499,3.0829,0,0.1565,844.75,0,0.6568,0,0.0001,0.0001,0,44244,0.4451,0.8079,2.1373,2.733,0.4511,0.0001,0.0322,0.0002,0.2053,248601,0.4571,0.0002,0.178,0.7647,0.0003,0.0155,0.9829,1.0132,0
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l05-ipc5-h26-unsat.cnf,1,0,0.3621,4.2307,0.0005,0.2997,489.05,0,0.8387,0,0.0007,0.0007,0.0003,7948,1.8552,0.9466,10.0059,5.4687,1.6032,0.0074,0.4522,0.0081,0.5,257542,2.4891,0.0061,0.0309,0.9824,0.0507,0.1636,1,1.6906,?
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step21.cnf,1,0,0.3876,3.0324,0,0.2933,516,0,0.8313,0,0.0001,0.0001,0,40965,0.692,0.9521,0.3162,2.7026,0.8331,0.0003,0.3055,0.0003,0.5,272599,0.919,0.0005,0.1503,1,0.0015,0.0668,1,0.4712,0
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmspalu-tseitin.cnf,1,0,0.1069,2.6693,0.0001,0.1051,1607.33,0,0.3256,0,0.0002,0.0002,0.0001,21481,1.464,0.5408,3.152,3.0943,1.1344,0.0013,0.0972,0.0025,0.2541,130698,1.6421,0.0019,0.1644,0.8824,0.0021,0.0546,1,1.4469,?
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-f6i.cnf,1,0,0.2015,3.1477,0.0002,0.156,291.048,0.0001,0.6039,0,0.0005,0.0005,0.0003,7513,1.1627,0.7576,5.511,3.3862,1.0431,0.002,0.1489,0.0039,0.4462,56173,1.3981,0.0032,0.1337,0.9481,0.0031,0.0767,0.9998,1.7139,?
SAT_Competition2011/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,0,0.3497,4.2244,0,0.2482,844216,0,0.9985,0,0,0,0,263670,7.9283,1,0.1609,4.4485,4.8419,0.0057,0.3237,0.0096,0.5,5951176,7.536,0.0105,0.0443,0.9969,0.0006,0.0784,1,0.5311,?
SAT-Race-2010-CNF/hardware-verification/manolios/c9b_i.cnf,1,0,0.1876,3.0642,0.0003,0.1568,264.181,0.0001,0.5979,0,0.0006,0.0006,0.0003,6384,1.4024,0.7969,4.7995,3.2579,1.244,0.0078,0.1517,0.0155,0.4343,45120,1.5522,0.0085,0.1415,0.957,0.0044,0.07,1,1.5641,?
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10id_s.cnf,1,0,0.1668,2.7777,0,0.1486,1498.38,0,0.647,0,0.0001,0.0001,0.0001,30891,1.9251,0.7467,4.7893,2.8847,1.6978,0.007,0.1458,0.0139,0.4523,231254,2.3032,0.008,0.1336,0.9672,0.0014,0.0796,1,1.6046,?
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-5.cnf,1,0,0.0205,0.9694,0.0001,0.0384,2336.12,0,0.0103,0,0.0001,0.0001,0.0001,26735,0.6089,0.0878,1.502,2.3602,0.4885,0.0002,0.0483,0.0005,0.1579,157595,0.5914,0.0002,0.1696,0.3333,0.0002,0.0312,0.6755,0.9021,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/ACG-20-10p1.cnf,1,0,0.1353,2.2905,0,0.1577,73056,0,0.3573,0,0,0,0,250809,0.7945,0.7937,0.5219,2.3615,0.875,0,0.039,0.0001,0.0865,1199091,0.8,0.0001,0.2092,0.75,0,0.0196,1,1.0198,?
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/goldb-heqc-alu4mul.cnf,1,0,0.1546,2.0429,0.0002,0.0712,234.755,0.0002,0.6913,0,0.0007,0.0007,0.0004,4709,3.6102,0.7383,0.0057,1.9392,2.2483,0.0267,0.0968,0.1081,0.3006,30392,3.3286,0.0366,0.1549,0.6667,0.004,0.0489,0.9516,1.0617,?
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/dated-5-15-s.cnf,1,0,0.2446,3.1086,0,0.1574,1840,0,0.6295,0,0.0001,0.0001,0,46943,0.5176,0.8005,2.2454,2.8219,0.5095,0.0001,0.0319,0.0001,0.2022,280441,0.5008,0.0001,0.1674,0.8,0.0003,0.0149,0.9905,1.0125,0
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,1,0,0.0821,1.6253,0,0.065,20812,0,0.1051,0,0,0,0,170050,1.0386,0.2324,1.1192,1.7187,1.0531,0.0007,0.0477,0.0015,0.9999,707834,1.118,0.0011,0.2402,1,0.0001,0.0331,1,0.9207,?
SAT_RACE2008/ibm-2004-01-k90.cnf,1,0,0.1717,3.0442,0,0.1445,2088.43,0,0.5719,0,0.0001,0.0001,0.0001,34963,1.0046,0.7817,0.8505,3.1401,0.7817,0.0006,0.0892,0.0014,0.2337,212546,0.878,0.0011,0.1645,0.8333,0.0005,0.0349,0.9926,1.4353,?
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin.cnf,1,0,0.1847,2.897,0.0001,0.1354,429.71,0,0.2166,0,0.0003,0.0003,0.0001,15324,1.976,0.5054,3.1325,2.8907,1.0715,0.0149,0.3083,0.0234,0.9998,70098,1.6331,0.0054,0.2186,1,0.0054,0.1636,1,1.3898,?
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/mizh-sha0-36-3.cnf,1,0,0.0189,0.8225,0.0001,0.0382,1790.81,0,0.0044,0,0.0002,0.0002,0.0001,20562,0.5123,0.061,1.4352,2.5567,0.5195,0.0002,0.0447,0.0005,0.2106,120276,0.5014,0.0002,0.171,0.2727,0.0002,0.0308,0.6536,0.9172,0
SAT_Competition2007/industrial/industrial/palacios/medium/blocks-4-ipc5-h21-unknown.cnf,1,0,0.3921,4.2176,0.0003,0.3374,742.5,0,0.8382,0,0.0005,0.0005,0.0002,11109,2.2682,0.964,11.3104,5.7083,1.9615,0.0061,0.422,0.0062,0.5,651449,2.9525,0.0042,0.0171,0.985,0.0375,0.1567,1,1.2367,?
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-cbmc-aes-ele-noholes.cnf,1,0,0.0741,2.2611,0.0001,0.081,472.111,0,0.0551,0,0.0012,0.0012,0.0003,5958,2.4239,0.1125,44.4789,3.4972,2.2633,0.001,0.4397,0.0208,0.4994,261620,1.9455,0.0049,0.0228,0.9769,0.0433,0.1946,0.9991,1.1128,?
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_35.renamed-as.sat05-1921.cnf,1,0.6878,0.5277,0.2847,0.0021,0.0012,640.476,0.0006,0.6918,0.0021,0.0021,0.0021,0.0016,1225,0.0033,0.6918,0,0.5905,0.0738,0.0021,0,0.0021,0,211785,0.0033,0.0012,0.0058,0.535,0.0286,0,0.6983,0.6732,?
SAT_RACE2008/post-c32s-gcdm16-23.cnf,1,0,0.0609,1.6474,0.0001,0.1052,1164.83,0,0.0632,0,0.0003,0.0003,0.0001,14948,1.273,0.2249,8.0676,2.6988,1.2703,0.0008,0.084,0.0021,0.2556,103664,1.0078,0.0013,0.1442,0.9403,0.0043,0.037,0.9845,1.1991,?
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-uns-1.0-14.cnf,1,0,0.2798,3.8605,0.0009,0.2111,122.567,0.0004,0.873,0,0.0016,0.0016,0.001,1973,1.8009,0.9183,0.2119,3.9466,1.3418,0.0187,0.076,0.041,0.4772,26217,1.4825,0.0392,0.0753,0.8298,0.0218,0.0247,0.9996,0.8091,?
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E07N15.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/vange-col-abb313GPIA-9-c.cnf,1,0.008,0.2747,1.3217,0,0.2887,724.714,0,0.1973,0,0.0013,0.0013,0.0003,6212,0.2994,0.618,0.0026,4.9256,0.2878,0.0002,0.5,0.0028,1,479096,1.9878,0.0013,0.013,1,0.0013,0.4528,1,0.1824,?
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc1081.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-01.cnf,1,0,0.514,4.0371,0,0.3273,48552,0,0.9995,0,0,0,0,81164,3.3798,1,0.7116,5.2302,2.3482,0.0011,0.3607,0.0043,0.5,4556547,2.4637,0.0033,0.0178,0.985,0.0043,0.0968,1,0.7405,?
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-31-s100.cnf,1,0,0.184,2.3683,0.0001,0.1536,996.405,0.0001,0.85,0,0.0002,0.0002,0.0001,14508,0.7942,0.9005,1.227,2.4694,0.759,0.0014,0.056,0.0018,0.172,60326,0.9248,0.002,0.2405,0.7778,0.0023,0.033,0.9673,0.9944,0.0001
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-22.cnf,1,0,0.0699,2.1136,0.0003,0.0874,400.426,0.0002,0.1538,0,0.0006,0.0006,0.0004,5515,1.1156,0.3555,1.0956,2.4996,1.0228,0.0099,0.1145,0.0187,0.2531,26445,1.412,0.0071,0.2085,0.6667,0.0015,0.0552,0.9328,1.0316,0.0002
SAT_Competition2009/APPLICATION/SAT_RACE06/een-tip-uns-nusmv-t5.B.cnf,1,0,0.1871,3.3025,0.0001,0.156,459.492,0,0.4213,0,0.0003,0.0003,0.0002,10131,0.8363,0.6103,4.8499,3.1391,0.7689,0.0024,0.1416,0.005,1,50218,0.8092,0.0035,0.2017,1,0.0026,0.0612,1,1.496,0
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-g8n.cnf,1,0,0.1942,3.177,0.0002,0.1506,261.27,0.0001,0.5911,0,0.0006,0.0006,0.0003,6477,1.3145,0.7634,5.0468,3.3597,1.1796,0.0048,0.1483,0.0115,0.4562,47071,1.4561,0.007,0.1376,0.9238,0.0028,0.069,1,1.675,?
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_2_keyfind_1.cnf,1,0,0.0526,1.793,0.0047,0.0707,20.2838,0.0035,0.0253,0.0014,0.0118,0.0118,0.0067,298,0.3063,0.0984,0.6913,2.6786,0.2847,0.0091,0.1309,0.0237,0.135,1432,0.3406,0.0105,0.2081,0.25,0.0168,0.0668,0.3962,0.8921,0.0063
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-15-u.cnf,1,0,0.2459,3.1086,0,0.1578,914,0,0.6354,0,0.0001,0.0001,0,46737,0.4931,0.8014,2.2512,2.7792,0.49,0.0001,0.0319,0.0001,0.2023,274294,0.4839,0.0001,0.1704,0.7895,0.0003,0.015,0.9905,1.0111,0
SAT-Race-2010-CNF/software-verification/babic/itox_vc1138.cnf,1,0,0.0881,1.7663,0,0.0959,4382,0,0.156,0,0.0001,0.0001,0,41759,5.2283,0.1919,2.6083,2.071,2.8318,0.0121,0.1241,0.0428,1,198589,3.8398,0.0148,0.2103,1,0.0017,0.0643,1,1.0117,?
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top25.cnf,1,0,0.1594,2.0728,0,0.1815,1363.5,0,0.5502,0,0.0001,0.0001,0.0001,26201,2.0188,0.5724,1.7234,2.1123,1.6611,0.0013,0.1749,0.0038,0.2432,133536,1.8952,0.0033,0.1962,0.9245,0.0018,0.083,0.9903,1.1357,?
SAT-Race-2010-CNF/hardware-verification/manolios/f7idw.cnf,1,0,0.1818,2.7419,0,0.1566,2339.6,0,0.6619,0,0.0001,0.0001,0,41290,1.5285,0.7547,5.3701,2.9248,1.4052,0.0009,0.1489,0.0018,0.4548,326692,1.978,0.0013,0.1264,0.9385,0.0009,0.0761,1,1.6713,?
SAT-Race-2010-CNF/hardware-verification/manolios/c7n.cnf,1,0.0001,0.1975,3.2379,0.0003,0.1656,192.492,0.0001,0.5921,0,0.0008,0.0008,0.0004,4815,1.2781,0.815,4.7113,3.4593,1.1818,0.0056,0.1564,0.0165,0.4329,33742,1.293,0.0123,0.1427,0.9365,0.0062,0.0691,1,1.6648,?
SAT_RACE2008/mizh-md5-47-5.cnf,1,0,0.0207,0.9786,0.0001,0.0385,2635.18,0,0.0107,0,0.0001,0.0001,0.0001,26177,0.6044,0.0889,1.5062,2.368,0.486,0.0002,0.0483,0.0005,0.1579,154025,0.5867,0.0002,0.17,0.3333,0.0002,0.0312,0.6755,0.9028,0
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05F20.cnf,1,0.0081,0.3746,1.2135,0.0008,0.2294,1300,0,0.9504,0,0.0009,0.0009,0.0002,8908,3.7387,0.9756,0.1697,1.6473,1.2573,0.0173,0.2478,0.0174,0.5,468974,4.1357,0.001,0.019,0.9973,0.0088,0.1092,1,2.3423,?
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12016.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l43_lambda.cnf,1,0,0.3606,3.1553,0.0002,0.1634,356.719,0,0.6824,0,0.0005,0.0005,0.0003,7238,1.4299,0.7361,3.2513,3.0644,1.8644,0.0041,0.1226,0.0043,1,62781,1.1712,0.0121,0.1153,1,0.0014,0.0619,1,1.311,?
SAT-Race-2010-CNF/hardware-verification/manolios/c8idw_s.cnf,1,0,0.1703,2.8856,0.0001,0.1509,809.077,0,0.6209,0,0.0002,0.0002,0.0001,21668,1.5836,0.7475,4.6452,3.004,1.4633,0.0052,0.1492,0.0105,0.4619,157825,1.9307,0.007,0.1373,0.9677,0.0019,0.0796,1,1.5938,?
SAT_RACE2008/manol-pipe-g8nidw.cnf,1,0,0.1816,2.88,0.0001,0.1528,818.077,0,0.6232,0,0.0002,0.0002,0.0001,19993,1.324,0.7516,5.0606,3.1053,1.2457,0.0016,0.1481,0.0038,0.4612,152134,1.5962,0.0024,0.1314,0.9699,0.0018,0.0756,1,1.6777,?
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1130.cnf,1,0,0.0884,1.783,0,0.0964,3043.25,0,0.156,0,0.0001,0.0001,0,41484,5.2424,0.1919,2.6744,2.0827,2.8316,0.0121,0.1216,0.043,1,197664,3.8721,0.0149,0.2099,1,0.0017,0.0646,1,1.0179,?
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,1,0,0.2236,2.9027,0,0.1493,12999,0,0.7926,0,0,0,0,138309,0.7304,0.8883,0.8771,3.068,0.6447,0,0.0461,0.0001,0.0861,942285,0.8378,0.0001,0.1468,0.8333,0.0001,0.0186,1,1.092,?
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_25.renamed-as.sat05-1913.cnf,1,0.6857,0.5235,0.0335,0.0042,0.002,23.1712,0.0012,0.6928,0.0041,0.0042,0.0042,0.0032,625,0.0054,0.6928,0,0.7452,0.0846,0.0042,0,0.0042,0,76775,0.0054,0.0024,0.0081,0.5335,0.04,0,0.7028,0.6746,?
SAT_Competition2011/SAT07/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,0,0.2398,3.1308,0,0.1585,4888,0,0.6145,0,0,0,0,62370,0.5536,0.7834,2.6804,2.8662,0.556,0.0001,0.0304,0.0001,0.1922,393294,0.5054,0.0001,0.1586,0.8095,0.0002,0.0138,0.99,0.9716,0
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1216.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT-Race-2010-CNF/mixed/bioinf/ndhf_xits_13_UNSAT.cnf,1,0,0.2698,2.5287,0.0016,0.2938,10211,0,0.5049,0,0.0026,0.0026,0.0012,1698,1.1334,0.7359,0.6078,4.1952,0.9924,0.0048,0.0079,0.0095,0.1871,269831,0.8798,0.0036,0.0063,0.9277,0.023,0.0048,0.983,0.41,?
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-09.cnf,1,0,0.5808,4.2466,0,0.276,175689,0,1,0,0,0,0,105928,6.9967,1,0.1143,5.3993,4.3834,0.0043,0.2273,0.0065,0.5,8734216,6.7219,0.0054,0.0121,0.9852,0.0032,0.0465,1,0.3943,?
SAT_RACE2006/SAT-Race_TS_2/aloul-sr06-chnl10-13.cnf,1,0.842,0,0,0.0077,0,6.0005,0.0744,0.8422,0.0077,0.0154,0.0154,0.0085,234,0,0.8422,0.1111,0,0,0.0077,0.1946,0.0154,0.1947,1560,0,0.0744,0.15,0,0.0769,0.1946,0.8423,0.3251,0.0147
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0,0.0927,1.8815,0.0005,0.0733,140.422,0.0005,0.1062,0.0001,0.0011,0.0011,0.0008,2564,0.5042,0.3209,0.8159,1.8641,0.5848,0.0038,0.0488,0.0099,0.2792,10390,0.7591,0.0079,0.2468,0.6364,0.0078,0.0346,0.7834,0.9998,0.0006
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_30.cnf,1,0.6865,0.526,0.3102,0.0029,0.0015,23.1181,0.0009,0.6916,0.0028,0.0029,0.0029,0.0022,900,0.0042,0.6916,0,0.6595,0.0787,0.0029,0,0.0029,0,133080,0.0042,0.0017,0.0068,0.5344,0.0333,0,0.6994,0.6737,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-11-s.cnf,1,0,0.2691,2.8578,0,0.1606,22929.5,0,0.7424,0,0,0,0,88808,0.4365,0.8343,1.1333,2.5324,0.4535,0.0001,0.0314,0.0001,0.1379,479001,0.4472,0.0001,0.1854,0.75,0.0001,0.0165,0.9374,1.0144,0
SAT_Competition2011/SAT03/industrial/simon/sat02/6pipe_6_ooo.shuffled-as.sat03-413.cnf,1,0,0.5126,4.3219,0.0001,0.2988,700,0,0.7346,0,0.0002,0.0002,0.0001,14409,3.289,0.9394,0.1843,4.8548,2.2217,0.0074,0.4999,0.0148,0.5,536137,2.8767,0.0112,0.0269,0.9787,0.013,0.2445,1,0.655,?
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/ACG-15-5p1.cnf,1,0,0.1553,2.4933,0,0.1592,16931,0,0.4139,0,0,0,0,136456,0.7751,0.8067,0.6048,2.4479,0.8177,0.0001,0.0394,0.0001,0.1596,671306,0.821,0.0001,0.2033,0.7333,0.0001,0.0192,1,1.0511,0
SAT-Race-2010-CNF/hardware-verification/ibm/SAT_dat.k45.cnf,1,0.0001,0.1798,3.2023,0.0001,0.1595,575.295,0.0001,0.5068,0,0.0003,0.0003,0.0002,11939,0.7088,0.7553,3.5517,3.1624,0.8079,0.0009,0.1079,0.0019,0.4524,63935,0.7175,0.0029,0.1867,0.8947,0.0024,0.0435,0.9996,1.4593,0.0001
SAT_Competition2011/SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,0,0.3637,3.1443,0.0002,0.1635,393.786,0,0.6829,0,0.0004,0.0004,0.0003,7889,1.4706,0.7361,3.1944,3.0494,1.9181,0.004,0.1247,0.0041,1,68970,1.2114,0.0118,0.1144,1,0.0013,0.0625,1,1.3009,?
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/dated-5-13-s.cnf,1,0,0.2483,3.0745,0,0.1573,1461.5,0,0.6509,0,0.0001,0.0001,0,44556,0.468,0.8074,2.1235,2.7599,0.467,0.0001,0.0321,0.0002,0.2053,254622,0.4721,0.0002,0.175,0.7778,0.0003,0.0154,0.9829,1.0153,0
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b10.cnf,1,0,0.5811,4.251,0,0.276,343830,0,1,0,0,0,0,105929,6.9937,1,0.1143,5.3958,4.3846,0.0043,0.2273,0.0065,0.5,8758283,6.718,0.0053,0.0121,0.9852,0.0032,0.0465,1,0.3937,?
SAT-Race-2010-CNF/cryptography/md5gen/gus-md5-07.cnf,1,0,0.0249,1.0519,0.0001,0.0423,2114.67,0,0.0144,0,0.0001,0.0001,0.0001,28340,0.586,0.1034,1.4381,2.3479,0.4568,0.0004,0.0576,0.0007,0.2389,162397,0.5355,0.0003,0.1745,0.6667,0.0004,0.0313,0.7478,0.8813,0
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-1_11-k25.cnf,1,0,0.1874,3.4636,0.0001,0.1541,1081.17,0,0.6199,0,0.0002,0.0002,0.0001,22098,1.3404,0.8123,2.5525,3.5378,1.1104,0.0011,0.0973,0.0025,0.4969,147036,1.2985,0.0024,0.1503,0.8095,0.0012,0.0394,0.9999,1.6033,?
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/blocks-4-ipc5-h22-unknown.cnf,1,0,0.3911,4.2037,0.0003,0.3368,709.571,0,0.8347,0,0.0004,0.0004,0.0002,11635,2.2761,0.9613,11.7334,5.7156,1.9547,0.006,0.4309,0.0062,0.5,661069,2.9707,0.0041,0.0176,0.985,0.0358,0.1603,1,1.2848,?
SAT_RACE2008/mizh-sha0-36-4.cnf,1,0,0.0189,0.8222,0.0001,0.0382,1886.06,0,0.0044,0,0.0002,0.0002,0.0001,20573,0.5122,0.0606,1.4339,2.5571,0.5196,0.0002,0.0447,0.0005,0.2106,120343,0.5013,0.0002,0.171,0.2727,0.0002,0.0308,0.6533,0.9173,0
SAT_RACE2006/SAT-Race-Benchmarks/velev-vliw-sat-2.0-b6.cnf,1,0,0.3368,4.0226,0,0.2413,856562,0,0.9814,0,0,0,0,200509,3.6816,0.9995,0.1766,4.8318,3.4318,0.0059,0.5,0.0062,0.5,8005148,3.8081,0.0062,0.025,0.9618,0.0008,0.1096,1,0.9084,?
SAT-Race-2010-CNF/mixed/grieu/vmpc_31.cnf,1,0.6868,0.5264,0.3038,0.0027,0.0015,23.1901,0.0008,0.6915,0.0026,0.0027,0.0027,0.0021,961,0.004,0.6915,0,0.6461,0.0776,0.0027,0,0.0027,0,146909,0.004,0.0016,0.0065,0.5345,0.0323,0,0.6991,0.6736,?
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom26.cnf,1,0,0.2087,2.1792,0,0.2463,1556.33,0,0.1568,0,0.0001,0.0001,0.0001,29052,2.3473,0.5573,1.5153,2.3307,2.0093,0.0011,0.2402,0.0032,0.2404,161055,2.6539,0.0042,0.1804,0.8889,0.0015,0.1109,0.9839,1.3301,?
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-34.cnf,1,0.6875,0.5274,0.2903,0.0023,0.0013,25.6813,0.0007,0.6917,0.0022,0.0023,0.0023,0.0017,1156,0.0034,0.6917,0,0.6027,0.0747,0.0023,0,0.0023,0,194072,0.0035,0.0013,0.006,0.5349,0.0294,0,0.6984,0.6733,?
SAT_RACE2006/SAT-Race_TS_1/een-tipb-sr06-tc6b.cnf,1,0,0.1895,3.3051,0.0002,0.1578,275.667,0,0.4203,0,0.0005,0.0005,0.0003,6113,0.843,0.614,5.5755,3.1367,0.7722,0.0041,0.1448,0.0083,1,30165,0.817,0.0056,0.2027,1,0.0023,0.0636,1,1.4933,0
SAT_RACE2008/grieu-vmpc-27.cnf,1,0.6859,0.5246,0.0208,0.0036,0.0018,100.773,0.0011,0.692,0.0035,0.0036,0.0036,0.0027,729,0.0048,0.692,0,0.7049,0.0821,0.0036,0,0.0036,0,96849,0.0049,0.0021,0.0075,0.5339,0.037,0,0.701,0.6742,?
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_11_ooo.cnf,1,0,0.5489,4.2103,0,0.2832,39889,0,1,0,0,0,0,77804,4.2053,1,0.1348,5.1632,2.8482,0.0055,0.2939,0.0113,0.5,4155136,3.4763,0.0076,0.0187,0.9869,0.0044,0.0567,1,0.515,?
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-13-u.cnf,1,0,0.2519,3.0704,0,0.158,3912,0,0.6654,0,0,0,0,58111,0.4429,0.8097,2.0753,2.7122,0.4499,0.0001,0.0319,0.0001,0.2002,330007,0.4497,0.0001,0.1761,0.7647,0.0002,0.0152,0.9517,1.0107,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand064.cnf,1,0.0016,0.1981,2.6728,0.0002,0.2634,181.512,0.0001,0.7195,0,0.0009,0.0009,0.0004,4857,1.4927,0.8612,7.2442,3.3081,1.0563,0.0027,0.0949,0.0071,0.4486,48581,1.4463,0.0053,0.1,0.9259,0.0266,0.0525,1,1.8101,?
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/mulhs/mulhs032.cnf,1,0,0.0963,1.6763,0.0001,0.0669,581.643,0.0001,0.106,0,0.0003,0.0003,0.0002,10688,0.6926,0.3246,0.7582,1.6375,0.8311,0.0017,0.0487,0.0047,0.2792,42760,1.0703,0.0038,0.25,0.6364,0.0034,0.0339,0.784,0.9337,0.0001
