@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE gc_bool_lin NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE gc_table NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE d_set_cons NUMERIC

@DATA
normalized-rand-2-40-19-443-230-fcd-38_ext.xml.mzn_AND_NODATA,1,0,0,0.023339,14,0.05,0.95,0
normalized-rand-2-40-40-135-650-87_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0
normalized-rand-2-40-80-103-800-57_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-19-443-230-fcd-40_ext.xml.mzn_AND_NODATA,1,0,0,0.023393,15,0.05,0.95,0
normalized-rand-2-40-80-103-800-58_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-5_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-10_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-19-443-230-fcd-3_ext.xml.mzn_AND_NODATA,1,0,0,0.023125,12,0.05,0.95,0
normalized-rand-2-40-80-103-800-61_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-65_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-69_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-25-180-500-22_ext.xml.mzn_AND_NODATA,1,0,0,0.034103,87,0.038462,0.961538,0
normalized-rand-2-40-19-443-230-fcd-36_ext.xml.mzn_AND_NODATA,1,0,0,0.023191,13,0.05,0.95,0
normalized-rand-2-40-80-103-800-6_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-40-135-650-5_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0
normalized-rand-2-40-80-103-800-32_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-54_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-44_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-48_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-39_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-19-443-230-fcd-41_ext.xml.mzn_AND_NODATA,1,0,0,0.023313,13,0.05,0.95,0
normalized-rand-2-40-80-103-800-60_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-19-443-230-fcd-35_ext.xml.mzn_AND_NODATA,1,0,0,0.022848,10,0.05,0.95,0
normalized-rand-2-40-40-135-650-54_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0
normalized-rand-2-40-80-103-800-63_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-25-180-500-1_ext.xml.mzn_AND_NODATA,1,0,0,0.034766,88,0.038462,0.961538,0
normalized-rand-2-40-80-103-800-16_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-64_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-83_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-67_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-43_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-19-443-230-fcd-6_ext.xml.mzn_AND_NODATA,1,0,0,0.024144,18,0.05,0.95,0
normalized-rand-2-40-80-103-800-27_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-25-180-500-23_ext.xml.mzn_AND_NODATA,1,0,0,0.03462,88,0.038462,0.961538,0
normalized-rand-2-40-80-103-800-45_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-patat-02-comp-2.xml.mzn_AND_NODATA,1,0.002268,0,0.663191,0,0.017457,0.982543,154
normalized-rand-2-40-80-103-800-66_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-85_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-35_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-19-443-230-fcd-46_ext.xml.mzn_AND_NODATA,1,0,0,0.02399,17,0.05,0.95,0
normalized-rand-2-40-25-180-500-18_ext.xml.mzn_AND_NODATA,1,0,0,0.032192,83,0.039409,0.960591,0
normalized-rand-2-40-19-443-230-fcd-43_ext.xml.mzn_AND_NODATA,1,0,0,0.023174,13,0.05,0.95,0
normalized-rand-2-40-80-103-800-4_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-78_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-92_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-87_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-0_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-62_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-76_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-81_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-71_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-79_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-74_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-96_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-99_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-53_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-88_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-73_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-19-443-230-fcd-17_ext.xml.mzn_AND_NODATA,1,0,0,0.022422,8,0.05,0.95,0
normalized-rand-2-40-80-103-800-40_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-89_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-90_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-15_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-98_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-77_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-19-443-230-fcd-39_ext.xml.mzn_AND_NODATA,1,0,0,0.022612,10,0.05,0.95,0
normalized-rand-2-40-8-753-100-13_ext.xml.mzn_AND_NODATA,1,0,0,0.060423,0,0.111111,0.888889,0
normalized-rand-2-40-80-103-800-93_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-47_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-25-180-500-37_ext.xml.mzn_AND_NODATA,1,0,0,0.036017,92,0.038462,0.961538,0
normalized-rand-2-40-80-103-800-91_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-7_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-80_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-86_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-25-180-500-36_ext.xml.mzn_AND_NODATA,1,0,0,0.034934,89,0.038462,0.961538,0
normalized-rand-2-40-80-103-800-82_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-25-180-500-24_ext.xml.mzn_AND_NODATA,1,0,0,0.033146,84,0.038462,0.961538,0
normalized-rand-2-40-80-103-800-8_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-51_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-19-443-230-fcd-5_ext.xml.mzn_AND_NODATA,1,0,0,0.024212,19,0.05,0.95,0
normalized-rand-2-40-80-103-800-9_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-75_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-8-753-100-12_ext.xml.mzn_AND_NODATA,1,0,0,0.062918,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-26_ext.xml.mzn_AND_NODATA,1,0,0,0.06101,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-11_ext.xml.mzn_AND_NODATA,1,0,0,0.062439,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-0_ext.xml.mzn_AND_NODATA,1,0,0,0.06239,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-32_ext.xml.mzn_AND_NODATA,1,0,0,0.063417,0,0.111111,0.888889,0
normalized-rand-2-40-80-103-800-72_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-8-753-100-36_ext.xml.mzn_AND_NODATA,1,0,0,0.061884,0,0.111111,0.888889,0
normalized-rand-2-40-25-180-500-40_ext.xml.mzn_AND_NODATA,1,0,0,0.037629,96,0.038462,0.961538,0
normalized-rand-2-40-80-103-800-30_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-8-753-100-17_ext.xml.mzn_AND_NODATA,1,0,0,0.063042,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-21_ext.xml.mzn_AND_NODATA,1,0,0,0.062172,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-38_ext.xml.mzn_AND_NODATA,1,0,0,0.0625,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-19_ext.xml.mzn_AND_NODATA,1,0,0,0.061836,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-22_ext.xml.mzn_AND_NODATA,1,0,0,0.062807,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-40_ext.xml.mzn_AND_NODATA,1,0,0,0.061955,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-43_ext.xml.mzn_AND_NODATA,1,0,0,0.061279,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-30_ext.xml.mzn_AND_NODATA,1,0,0,0.062148,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-28_ext.xml.mzn_AND_NODATA,1,0,0,0.061314,0,0.111111,0.888889,0
normalized-rand-2-40-25-180-500-53_ext.xml.mzn_AND_NODATA,1,0,0,0.038592,98,0.038462,0.961538,0
normalized-rand-2-40-8-753-100-33_ext.xml.mzn_AND_NODATA,1,0,0,0.061409,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-35_ext.xml.mzn_AND_NODATA,1,0,0,0.061598,0,0.111111,0.888889,0
normalized-rand-2-40-80-103-800-95_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-80-103-800-59_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-8-753-100-31_ext.xml.mzn_AND_NODATA,1,0,0,0.062819,0,0.111111,0.888889,0
normalized-rand-2-40-80-103-800-97_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-8-753-100-55_ext.xml.mzn_AND_NODATA,1,0,0,0.06174,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-53_ext.xml.mzn_AND_NODATA,1,0,0,0.061693,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-37_ext.xml.mzn_AND_NODATA,1,0,0,0.061728,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-58_ext.xml.mzn_AND_NODATA,1,0,0,0.063454,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-27_ext.xml.mzn_AND_NODATA,1,0,0,0.06239,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-10_ext.xml.mzn_AND_NODATA,1,0,0,0.061669,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-64_ext.xml.mzn_AND_NODATA,1,0,0,0.062196,0,0.111111,0.888889,0
normalized-rand-2-40-80-103-800-34_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-8-753-100-47_ext.xml.mzn_AND_NODATA,1,0,0,0.062269,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-70_ext.xml.mzn_AND_NODATA,1,0,0,0.061991,0,0.111111,0.888889,0
normalized-rand-2-40-80-103-800-25_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-8-753-100-6_ext.xml.mzn_AND_NODATA,1,0,0,0.061491,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-49_ext.xml.mzn_AND_NODATA,1,0,0,0.06186,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-72_ext.xml.mzn_AND_NODATA,1,0,0,0.06216,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-76_ext.xml.mzn_AND_NODATA,1,0,0,0.061669,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-74_ext.xml.mzn_AND_NODATA,1,0,0,0.062293,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-48_ext.xml.mzn_AND_NODATA,1,0,0,0.062305,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-77_ext.xml.mzn_AND_NODATA,1,0,0,0.062844,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-81_ext.xml.mzn_AND_NODATA,1,0,0,0.063669,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-41_ext.xml.mzn_AND_NODATA,1,0,0,0.063329,0,0.111111,0.888889,0
normalized-rand-2-40-19-443-230-fcd-48_ext.xml.mzn_AND_NODATA,1,0,0,0.023664,15,0.05,0.95,0
normalized-rand-2-40-8-753-100-5_ext.xml.mzn_AND_NODATA,1,0,0,0.062794,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-82_ext.xml.mzn_AND_NODATA,1,0,0,0.061824,0,0.111111,0.888889,0
normalized-rand-2-40-19-443-230-fcd-44_ext.xml.mzn_AND_NODATA,1,0,0,0.023264,14,0.05,0.95,0
normalized-rand-2-40-8-753-100-85_ext.xml.mzn_AND_NODATA,1,0,0,0.061931,0,0.111111,0.888889,0
normalized-rand-2-40-25-180-500-20_ext.xml.mzn_AND_NODATA,1,0,0,0.032461,82,0.038462,0.961538,0
normalized-rand-2-40-25-180-500-25_ext.xml.mzn_AND_NODATA,1,0,0,0.032521,82,0.038462,0.961538,0
normalized-rand-2-40-8-753-100-62_ext.xml.mzn_AND_NODATA,1,0,0,0.06115,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-60_ext.xml.mzn_AND_NODATA,1,0,0,0.061444,0,0.111111,0.888889,0
normalized-rand-2-40-80-103-800-70_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-8-753-100-29_ext.xml.mzn_AND_NODATA,1,0,0,0.062943,0,0.111111,0.888889,0
normalized-rand-2-40-80-103-800-94_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-8-753-100-94_ext.xml.mzn_AND_NODATA,1,0,0,0.061896,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-16_ext.xml.mzn_AND_NODATA,1,0,0,0.062354,0,0.111111,0.888889,0
normalized-rand-2-40-25-180-500-14_ext.xml.mzn_AND_NODATA,1,0,0,0.031685,82,0.039409,0.960591,0
normalized-rand-2-40-25-180-500-3_ext.xml.mzn_AND_NODATA,1,0,0,0.035542,91,0.038462,0.961538,0
normalized-rand-2-40-8-753-100-1_ext.xml.mzn_AND_NODATA,1,0,0,0.06186,0,0.111111,0.888889,0
normalized-rand-2-40-25-180-500-33_ext.xml.mzn_AND_NODATA,1,0,0,0.034153,87,0.038462,0.961538,0
normalized-rand-2-40-80-103-800-3_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-8-753-100-7_ext.xml.mzn_AND_NODATA,1,0,0,0.060952,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-65_ext.xml.mzn_AND_NODATA,1,0,0,0.063042,0,0.111111,0.888889,0
normalized-rand-2-40-40-135-650-90_ext.xml.mzn_AND_NODATA,1,0,0,0,135,1,0,0
normalized-rand-2-40-8-753-100-88_ext.xml.mzn_AND_NODATA,1,0,0,0.062782,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-20_ext.xml.mzn_AND_NODATA,1,0,0,0.061645,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-46_ext.xml.mzn_AND_NODATA,1,0,0,0.061104,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-69_ext.xml.mzn_AND_NODATA,1,0,0,0.06186,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-3_ext.xml.mzn_AND_NODATA,1,0,0,0.062196,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-39_ext.xml.mzn_AND_NODATA,1,0,0,0.062819,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-91_ext.xml.mzn_AND_NODATA,1,0,0,0.061884,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-83_ext.xml.mzn_AND_NODATA,1,0,0,0.061967,0,0.111111,0.888889,0
normalized-rand-2-40-25-180-500-50_ext.xml.mzn_AND_NODATA,1,0,0,0.036637,93,0.038462,0.961538,0
normalized-rand-2-40-8-753-100-51_ext.xml.mzn_AND_NODATA,1,0,0,0.062831,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-8_ext.xml.mzn_AND_NODATA,1,0,0,0.0621,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-54_ext.xml.mzn_AND_NODATA,1,0,0,0.061979,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-63_ext.xml.mzn_AND_NODATA,1,0,0,0.062378,0,0.111111,0.888889,0
normalized-rand-2-40-80-103-800-2_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-8-753-100-79_ext.xml.mzn_AND_NODATA,1,0,0,0.062064,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-95_ext.xml.mzn_AND_NODATA,1,0,0,0.062124,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-57_ext.xml.mzn_AND_NODATA,1,0,0,0.06079,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-78_ext.xml.mzn_AND_NODATA,1,0,0,0.061361,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-98_ext.xml.mzn_AND_NODATA,1,0,0,0.062488,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-44_ext.xml.mzn_AND_NODATA,1,0,0,0.061752,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-99_ext.xml.mzn_AND_NODATA,1,0,0,0.062184,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-45_ext.xml.mzn_AND_NODATA,1,0,0,0.062549,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-86_ext.xml.mzn_AND_NODATA,1,0,0,0.061303,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-90_ext.xml.mzn_AND_NODATA,1,0,0,0.06233,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-59_ext.xml.mzn_AND_NODATA,1,0,0,0.06174,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-97_ext.xml.mzn_AND_NODATA,1,0,0,0.061373,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-80_ext.xml.mzn_AND_NODATA,1,0,0,0.063404,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-4_ext.xml.mzn_AND_NODATA,1,0,0,0.062305,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-2_ext.xml.mzn_AND_NODATA,1,0,0,0.062088,0,0.111111,0.888889,0
normalized-rand-2-40-8-753-100-73_ext.xml.mzn_AND_NODATA,1,0,0,0.062003,0,0.111111,0.888889,0
normalized-rand-2-40-80-103-800-23_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-25-180-500-4_ext.xml.mzn_AND_NODATA,1,0,0,0.034684,93,0.040404,0.959596,0
normalized-rand-2-40-80-103-800-50_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-8-753-100-9_ext.xml.mzn_AND_NODATA,1,0,0,0.061991,0,0.111111,0.888889,0
normalized-rand-2-40-80-103-800-84_ext.xml.mzn_AND_NODATA,1,0,0,0,103,1,0,0
normalized-rand-2-40-8-753-100-56_ext.xml.mzn_AND_NODATA,1,0,0,0.061633,0,0.111111,0.888889,0
normalized-haystacks-47.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0
normalized-rand-2-40-25-180-500-41_ext.xml.mzn_AND_NODATA,1,0,0,0.034146,87,0.038462,0.961538,0
normalized-rand-2-40-19-443-230-fcd-47_ext.xml.mzn_AND_NODATA,1,0,0,0.023203,14,0.05,0.95,0
normalized-rand-2-40-19-443-230-fcd-4_ext.xml.mzn_AND_NODATA,1,0,0,0.023589,14,0.05,0.95,0
normalized-rand-2-40-25-180-500-29_ext.xml.mzn_AND_NODATA,1,0,0,0.032456,82,0.038462,0.961538,0
normalized-rand-2-40-25-180-500-38_ext.xml.mzn_AND_NODATA,1,0,0,0.033589,88,0.039409,0.960591,0
normalized-rand-2-40-19-443-230-fcd-45_ext.xml.mzn_AND_NODATA,1,0,0,0.023278,14,0.05,0.95,0
normalized-rand-2-40-25-180-500-79_ext.xml.mzn_AND_NODATA,1,0,0,0.041901,105,0.038462,0.961538,0
normalized-rand-2-40-19-443-230-fcd-8_ext.xml.mzn_AND_NODATA,1,0,0,0.022995,11,0.05,0.95,0
normalized-rand-2-40-25-180-500-46_ext.xml.mzn_AND_NODATA,1,0,0,0.036245,93,0.038462,0.961538,0
normalized-rand-2-40-19-443-230-fcd-49_ext.xml.mzn_AND_NODATA,1,0,0,0.022934,12,0.05,0.95,0
normalized-rand-2-40-25-180-500-2_ext.xml.mzn_AND_NODATA,1,0,0,0.031234,80,0.039409,0.960591,0
normalized-rand-2-40-19-443-230-fcd-9_ext.xml.mzn_AND_NODATA,1,0,0,0.023093,13,0.05,0.95,0
normalized-rand-2-40-19-443-230-fcd-7_ext.xml.mzn_AND_NODATA,1,0,0,0.023592,15,0.05,0.95,0
normalized-rand-2-40-25-180-500-68_ext.xml.mzn_AND_NODATA,1,0,0,0.037649,96,0.038462,0.961538,0
normalized-rand-2-40-25-180-500-31_ext.xml.mzn_AND_NODATA,1,0,0,0.032674,82,0.038462,0.961538,0
normalized-rand-2-40-25-180-500-43_ext.xml.mzn_AND_NODATA,1,0,0,0.033824,86,0.038462,0.961538,0
normalized-rand-2-40-25-180-500-76_ext.xml.mzn_AND_NODATA,1,0,0,0.039104,99,0.038462,0.961538,0
normalized-rand-2-40-25-180-500-63_ext.xml.mzn_AND_NODATA,1,0,0,0.036101,92,0.038462,0.961538,0
normalized-rand-2-40-25-180-500-51_ext.xml.mzn_AND_NODATA,1,0,0,0.035353,90,0.038462,0.961538,0
normalized-rand-2-40-25-180-500-67_ext.xml.mzn_AND_NODATA,1,0,0,0.036217,95,0.039409,0.960591,0
normalized-rand-2-40-25-180-500-66_ext.xml.mzn_AND_NODATA,1,0,0,0.036475,93,0.038462,0.961538,0
normalized-rand-2-40-25-180-500-58_ext.xml.mzn_AND_NODATA,1,0,0,0.034904,91,0.039409,0.960591,0
normalized-rand-2-40-25-180-500-61_ext.xml.mzn_AND_NODATA,1,0,0,0.036142,92,0.038462,0.961538,0
normalized-rand-2-40-25-180-500-55_ext.xml.mzn_AND_NODATA,1,0,0,0.034446,90,0.039409,0.960591,0
normalized-rand-2-40-25-180-500-42_ext.xml.mzn_AND_NODATA,1,0,0,0.033191,84,0.038462,0.961538,0
normalized-rand-2-40-25-180-500-64_ext.xml.mzn_AND_NODATA,1,0,0,0.03564,93,0.039409,0.960591,0
normalized-rand-2-40-25-180-500-48_ext.xml.mzn_AND_NODATA,1,0,0,0.034955,89,0.038462,0.961538,0
normalized-rand-2-40-25-180-500-34_ext.xml.mzn_AND_NODATA,1,0,0,0.032485,82,0.038462,0.961538,0
normalized-rand-2-40-25-180-500-39_ext.xml.mzn_AND_NODATA,1,0,0,0.03209,83,0.039409,0.960591,0
normalized-rand-2-40-25-180-500-47_ext.xml.mzn_AND_NODATA,1,0,0,0.03236,84,0.039409,0.960591,0
normalized-patat-08-comp-13.xml.mzn_AND_NODATA,1,0.008248,0,0.658442,0,0.016293,0.983707,605
normalized-rand-2-40-25-180-500-96_ext.xml.mzn_AND_NODATA,1,0,0,0.04207,105,0.038462,0.961538,0
normalized-rand-2-40-25-180-500-73_ext.xml.mzn_AND_NODATA,1,0,0,0.035133,92,0.039409,0.960591,0
normalized-rand-2-40-25-180-500-6_ext.xml.mzn_AND_NODATA,1,0,0,0.033967,91,0.040404,0.959596,0
normalized-rand-2-40-25-180-500-70_ext.xml.mzn_AND_NODATA,1,0,0,0.035643,91,0.038462,0.961538,0
normalized-rand-2-40-25-180-500-21_ext.xml.mzn_AND_NODATA,1,0,0,0.030704,76,0.038462,0.961538,0
normalized-rand-2-40-25-180-500-49_ext.xml.mzn_AND_NODATA,1,0,0,0.033111,84,0.038462,0.961538,0
normalized-rand-2-40-25-180-500-62_ext.xml.mzn_AND_NODATA,1,0,0,0.035232,90,0.038462,0.961538,0
normalized-rand-2-40-19-443-230-fcd-50_ext.xml.mzn_AND_NODATA,1,0,0,0.023028,12,0.05,0.95,0
normalized-rand-2-40-25-180-500-78_ext.xml.mzn_AND_NODATA,1,0,0,0.035596,93,0.039409,0.960591,0
normalized-rand-2-40-25-180-500-85_ext.xml.mzn_AND_NODATA,1,0,0,0.036434,95,0.039409,0.960591,0
normalized-rand-2-40-25-180-500-90_ext.xml.mzn_AND_NODATA,1,0,0,0.038516,98,0.038462,0.961538,0
normalized-rand-2-40-25-180-500-94_ext.xml.mzn_AND_NODATA,1,0,0,0.036756,96,0.039409,0.960591,0
normalized-rand-2-40-25-180-500-56_ext.xml.mzn_AND_NODATA,1,0,0,0.033562,85,0.038462,0.961538,0
normalized-rand-2-40-25-180-500-77_ext.xml.mzn_AND_NODATA,1,0,0,0.034193,89,0.039409,0.960591,0
