@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC

@DATA
ncf_16_32_8_u.3,1,2.089023,4656,0.324141,2314,366,0.674007,0.601993
ncf_16_32_8_u.4,1,2.090752,4674,0.332373,2314,366,0.682239,0.602791
ncf_16_32_8_u.5,1,2.08038,4706,0.360033,2314,366,0.712803,0.606756
ncf_16_32_8_u.6,1,2.073898,4687,0.348305,2314,366,0.701809,0.605934
ncf_16_32_8_u.7,1,2.07433,4661,0.330982,2314,366,0.683752,0.603926
ncf_16_32_8_u.8,1,2.069144,4642,0.325431,2314,366,0.678935,0.603707
ncf_16_32_8_u.9,1,2.094641,4737,0.350895,2314,366,0.700761,0.60459
ncf_8_16_4_d.10,1,1.793051,1162,0.315481,662,174.666667,0.643515,0.624408
ncf_8_16_4_d.1,1,1.802115,1153,0.318901,662,174.666667,0.645296,0.623954
ncf_8_16_4_d.2,1,1.805136,1149,0.302403,662,174.666667,0.627175,0.620135
ncf_8_16_4_d.3,1,1.805136,1163,0.328893,662,174.666667,0.655287,0.625654
ncf_8_16_4_d.4,1,1.805136,1163,0.328893,662,174.666667,0.655287,0.625654
ncf_8_16_4_d.5,1,1.78852,1137,0.300418,662,174.666667,0.628452,0.621849
ncf_8_16_4_d.6,1,1.793051,1147,0.315481,662,174.666667,0.643515,0.624408
ncf_8_16_4_d.7,1,1.811178,1173,0.348876,662,174.666667,0.675271,0.629066
ncf_8_16_4_d.8,1,1.793051,1147,0.315481,662,174.666667,0.643515,0.624408
ncf_8_16_4_d.9,1,1.812689,1159,0.327258,662,174.666667,0.65203,0.62435
ncf_8_16_4_edau.10,1,1.793051,1162,0.315481,662,174.666667,0.643515,0.624408
ncf_8_16_4_edau.1,1,1.802115,1153,0.318901,662,174.666667,0.645296,0.623954
ncf_8_16_4_edau.2,1,1.805136,1149,0.302403,662,174.666667,0.627175,0.620135
ncf_8_16_4_edau.3,1,1.805136,1163,0.328893,662,174.666667,0.655287,0.625654
ncf_8_16_4_edau.4,1,1.805136,1163,0.328893,662,174.666667,0.655287,0.625654
ncf_8_16_4_edau.5,1,1.78852,1137,0.300418,662,174.666667,0.628452,0.621849
ncf_8_16_4_edau.6,1,1.793051,1147,0.315481,662,174.666667,0.643515,0.624408
ncf_8_16_4_edau.7,1,1.811178,1173,0.348876,662,174.666667,0.675271,0.629066
ncf_8_16_4_edau.8,1,1.793051,1147,0.315481,662,174.666667,0.643515,0.624408
ncf_8_16_4_edau.9,1,1.812689,1159,0.327258,662,174.666667,0.65203,0.62435
ncf_8_16_4_euad.10,1,1.793051,1162,0.315481,662,174.666667,0.643515,0.624408
ncf_8_16_4_euad.1,1,1.802115,1153,0.318901,662,174.666667,0.645296,0.623954
ncf_8_16_4_euad.2,1,1.805136,1149,0.302403,662,174.666667,0.627175,0.620135
ncf_8_16_4_euad.3,1,1.805136,1163,0.328893,662,174.666667,0.655287,0.625654
ncf_8_16_4_euad.4,1,1.805136,1163,0.328893,662,174.666667,0.655287,0.625654
ncf_8_16_4_euad.5,1,1.78852,1137,0.300418,662,174.666667,0.628452,0.621849
ncf_8_16_4_euad.6,1,1.793051,1147,0.315481,662,174.666667,0.643515,0.624408
ncf_8_16_4_euad.7,1,1.811178,1173,0.348876,662,174.666667,0.675271,0.629066
ncf_8_16_4_euad.8,1,1.793051,1147,0.315481,662,174.666667,0.643515,0.624408
ncf_8_16_4_euad.9,1,1.812689,1159,0.327258,662,174.666667,0.65203,0.62435
ncf_8_16_4_u.10,1,1.793051,1162,0.315481,662,174.666667,0.643515,0.624408
ncf_8_16_4_u.1,1,1.802115,1153,0.318901,662,174.666667,0.645296,0.623954
ncf_8_16_4_u.2,1,1.805136,1149,0.302403,662,174.666667,0.627175,0.620135
ncf_8_16_4_u.3,1,1.805136,1163,0.328893,662,174.666667,0.655287,0.625654
ncf_8_16_4_u.4,1,1.805136,1163,0.328893,662,174.666667,0.655287,0.625654
ncf_8_16_4_u.5,1,1.78852,1137,0.300418,662,174.666667,0.628452,0.621849
ncf_8_16_4_u.6,1,1.793051,1147,0.315481,662,174.666667,0.643515,0.624408
ncf_8_16_4_u.7,1,1.811178,1173,0.348876,662,174.666667,0.675271,0.629066
ncf_8_16_4_u.8,1,1.793051,1147,0.315481,662,174.666667,0.643515,0.624408
ncf_8_16_4_u.9,1,1.812689,1159,0.327258,662,174.666667,0.65203,0.62435
nusmv.dme1-16.B-d4-shuffled,1,2.407273,2379,0.058006,1375,639.5,0.574622,0.750227
nusmv.queue.B-d4-shuffled,1,2.843118,25864,0.084549,10970,5362,0.613261,0.750024
nusmv.reactor^1.C-d4-shuffled,1,2.804476,19882,0.096924,9830,4773,0.555318,0.750027
nusmv.reactor^2.C-d4-shuffled,1,2.80329,20029,0.095914,9908,4810,0.55568,0.750027
nusmv.reactor^5.C-f4-shuffled,1,2.8012,19544,0.095635,9668,4692,0.554169,0.750028
nusmv.syncarb10^2.B-f2,1,2.730731,2133,0.057918,999,479.5,0.618768,0.750275
nusmv.syncarb10^2.B-f3,1,2.767491,3056,0.057967,1415,682.5,0.616956,0.750192
nusmv.syncarb10^2.B-f4,1,2.787548,3979,0.057994,1831,885.5,0.615987,0.750147
nusmv.syncarb5^2.B-f4-shuffled,1,2.715125,1409,0.078962,681,325.5,0.591671,0.750406
nusmv.tcas^2.B-f2-shuffled,1,2.773398,19830,0.075651,9766,4734,0.549012,0.750028
nusmv.tcas^4.B-f3-shuffled,1,2.804091,31989,0.079827,15645,7602.5,0.544632,0.750017
nusmv.tcas-t^5.B-f2-shuffled,1,2.784754,21014,0.077295,10337,5018.5,0.548496,0.750026
nusmv.tcas-t^6.B-f3-shuffled,1,2.811643,33502,0.078749,16336,7947,0.547038,0.750016
par16-1-c-00-shuffled,1,2.325296,5075,0.317185,2530,1106.5,0.577426,0.683752
par8-1-c-50-shuffled,1,2.436652,932,0.354689,442,189,0.558032,0.679924
par8-2-90-shuffled,1,2.27452,3715,0.361144,1876,763,0.583548,0.688337
par8-2-c-50-shuffled,1,2.444444,985,0.354895,468,200,0.560315,0.679335
par8-3-c-00-shuffled,1,2.323826,1201,0.323466,596,260.5,0.573285,0.684289
par8-3-c-90-shuffled,1,2.55819,1003,0.377422,464,194.5,0.557709,0.674432
par8-4-90-shuffled,1,2.269149,3717,0.361463,1880,765,0.583919,0.68862
par8-4-c-90-shuffled,1,2.555825,887,0.379867,412,172.5,0.562203,0.675
par8-5-c-90-shuffled,1,2.567391,995,0.37934,460,192.5,0.558848,0.674087
Qq2k3k3v100v100m1000s10,1,15.085,101,1.511,200,100,0.111,1.011398
Qq2k3k3v100v100m1000s1,1,15.035,106,1.48,200,100,0.101,1.004678
Qq2k3k3v100v100m1000s2,1,14.925,120,1.487,200,100,0.116,0.99005
Qq2k3k3v100v100m1000s3,1,15.1,121,1.488,200,100,0.128,1.013423
Qq2k3k3v100v100m1000s4,1,14.845,127,1.507,200,100,0.119,0.979545
Qq2k3k3v100v100m1000s5,1,14.84,117,1.482,200,100,0.114,0.978892
Qq2k3k3v100v100m1000s6,1,15.23,109,1.54,200,100,0.13,1.031144
Qq2k3k3v100v100m1000s7,1,14.86,126,1.474,200,100,0.114,0.981506
Qq2k3k3v100v100m1000s8,1,15.23,91,1.527,200,100,0.122,1.031144
Qq2k3k3v100v100m1000s9,1,14.85,110,1.467,200,100,0.11,0.980198
Qq2k3k3v100v100m1200s10,1,17.94,126,1.5025,200,100,0.109167,0.993355
Qq2k3k3v100v100m1200s1,1,18.12,125,1.4925,200,100,0.105,1.013423
Qq2k3k3v100v100m1200s2,1,17.895,153,1.476667,200,100,0.118333,0.988401
Qq2k3k3v100v100m1200s3,1,18.11,146,1.485,200,100,0.128333,1.012297
Qq2k3k3v100v100m1200s4,1,17.775,149,1.5075,200,100,0.115,0.975309
Qq2k3k3v100v100m1200s5,1,17.8,137,1.491667,200,100,0.114167,0.978022
Qq2k3k3v100v100m1200s6,1,18.21,131,1.5275,200,100,0.126667,1.023609
Qq2k3k3v100v100m1200s7,1,18.02,141,1.500833,200,100,0.115833,1.002225
Qq2k3k3v100v100m1200s8,1,18.485,103,1.536667,200,100,0.125,1.055381
Qq2k3k3v100v100m1200s9,1,17.86,135,1.459167,200,100,0.113333,0.984564
Qq2k3k3v100v100m1400s10,1,20.98,150,1.514286,200,100,0.112143,0.998097
Qq2k3k3v100v100m1400s1,1,20.93,156,1.468571,200,100,0.102857,0.993355
Qq2k3k3v100v100m1400s2,1,20.82,171,1.465714,200,100,0.11,0.983003
Qq2k3k3v100v100m1400s3,1,21.09,171,1.489286,200,100,0.127143,1.008608
Qq2k3k3v100v100m1400s4,1,20.72,171,1.493571,200,100,0.111429,0.973684
Qq2k3k3v100v100m1400s5,1,20.99,161,1.512857,200,100,0.120714,0.999048
Qq2k3k3v100v100m1400s6,1,21.165,155,1.524286,200,100,0.125714,1.015839
Qq2k3k3v100v100m1400s7,1,21.125,159,1.498571,200,100,0.118571,1.011976
Qq2k3k3v100v100m1400s8,1,21.32,127,1.516429,200,100,0.115,1.030948
Qq2k3k3v100v100m1400s9,1,20.835,152,1.451429,200,100,0.110714,0.984408
Qq2k3k3v100v100m1600s10,1,24,173,1.506875,200,100,0.11125,1
Qq2k3k3v100v100m1600s1,1,23.97,180,1.47875,200,100,0.103125,0.997503
Qq2k3k3v100v100m1600s2,1,23.7,194,1.456875,200,100,0.1075,0.975309
Qq2k3k3v100v100m1600s3,1,24.115,191,1.49375,200,100,0.128125,1.009629
Qq2k3k3v100v100m1600s4,1,23.77,188,1.5,200,100,0.10875,0.981015
Qq2k3k3v100v100m1600s5,1,24.075,180,1.511875,200,100,0.12,1.00627
Qq2k3k3v100v100m1600s6,1,24.26,177,1.51875,200,100,0.126875,1.021904
Qq2k3k3v100v100m1600s7,1,24.2,185,1.50625,200,100,0.11875,1.016807
Qq2k3k3v100v100m1600s8,1,24.46,151,1.5175,200,100,0.120625,1.039082
Qq2k3k3v100v100m1600s9,1,23.875,172,1.461875,200,100,0.115625,0.989637
Qq2k3k3v100v100m1800s10,1,26.925,193,1.505556,200,100,0.109444,0.99446
Qq2k3k3v100v100m1800s1,1,27.135,194,1.491667,200,100,0.107222,1.01005
Qq2k3k3v100v100m1800s2,1,26.73,213,1.457778,200,100,0.106667,0.980198
Qq2k3k3v100v100m1800s3,1,27.09,215,1.495,200,100,0.125,1.006689
Qq2k3k3v100v100m1800s4,1,26.85,209,1.508333,200,100,0.111111,0.98895
Qq2k3k3v100v100m1800s5,1,26.835,211,1.498889,200,100,0.115556,0.987852
Qq2k3k3v100v100m1800s6,1,27.325,200,1.529444,200,100,0.123889,1.024367
Qq2k3k3v100v100m1800s7,1,27.27,204,1.500556,200,100,0.119444,1.020202
Qq2k3k3v100v100m1800s8,1,27.455,168,1.513889,200,100,0.117222,1.034281
Qq2k3k3v100v100m1800s9,1,26.78,199,1.462222,200,100,0.115,0.983835
Qq2k3k3v100v100m2000s10,1,29.86,214,1.496,200,100,0.1075,0.99071
Qq2k3k3v100v100m2000s1,1,30.105,219,1.4915,200,100,0.107,1.007025
Qq2k3k3v100v100m2000s2,1,29.72,241,1.461,200,100,0.1095,0.981506
Qq2k3k3v100v100m2000s3,1,29.975,239,1.483,200,100,0.12,0.998335
Qq2k3k3v100v100m2000s4,1,29.74,236,1.503,200,100,0.11,0.982816
Qq2k3k3v100v100m2000s5,1,29.935,226,1.5045,200,100,0.1155,0.995676
Qq2k3k3v100v100m2000s6,1,30.445,214,1.5275,200,100,0.1225,1.030113
Qq2k3k3v100v100m2000s7,1,30.205,227,1.4955,200,100,0.1195,1.013761
Qq2k3k3v100v100m2000s8,1,30.475,183,1.511,200,100,0.115,1.032176
Qq2k3k3v100v100m2000s9,1,29.895,219,1.4735,200,100,0.1165,0.993024
Qq2k3k3v100v100m400s10,1,5.975,45,1.5,200,100,0.1025,0.991701
Qq2k3k3v100v100m400s1,1,6.09,42,1.4825,200,100,0.11,1.030457
Qq2k3k3v100v100m400s2,1,6.05,48,1.505,200,100,0.1175,1.016807
Qq2k3k3v100v100m400s3,1,6.085,49,1.4925,200,100,0.1325,1.02874
Qq2k3k3v100v100m400s4,1,5.825,53,1.4975,200,100,0.1125,0.94332
Qq2k3k3v100v100m400s5,1,5.905,46,1.4825,200,100,0.1,0.968827
Qq2k3k3v100v100m400s6,1,6.11,45,1.555,200,100,0.135,1.037351
Qq2k3k3v100v100m400s7,1,5.99,47,1.4825,200,100,0.12,0.996672
Qq2k3k3v100v100m400s8,1,5.95,39,1.515,200,100,0.1275,0.983471
Qq2k3k3v100v100m400s9,1,5.96,46,1.5075,200,100,0.11,0.986755
Qq2k3k3v100v100m600s10,1,9.01,68,1.505,200,100,0.106667,1.002225
Qq2k3k3v100v100m600s1,1,8.98,68,1.478333,200,100,0.1,0.995565
Qq2k3k3v100v100m600s2,1,8.835,79,1.468333,200,100,0.11,0.963993
Qq2k3k3v100v100m600s3,1,9.065,69,1.515,200,100,0.121667,1.01455
Qq2k3k3v100v100m600s4,1,8.885,74,1.51,200,100,0.116667,0.974767
Qq2k3k3v100v100m600s5,1,8.98,63,1.51,200,100,0.116667,0.995565
Qq2k3k3v100v100m600s6,1,9.135,65,1.553333,200,100,0.125,1.030457
Qq2k3k3v100v100m600s7,1,8.965,73,1.485,200,100,0.116667,0.992252
Qq2k3k3v100v100m600s8,1,9.095,51,1.535,200,100,0.131667,1.021336
Qq2k3k3v100v100m600s9,1,8.995,64,1.503333,200,100,0.121667,0.99889
Qq2k3k3v100v100m800s10,1,12.055,88,1.51875,200,100,0.11,1.009209
Qq2k3k3v100v100m800s1,1,11.985,85,1.47125,200,100,0.095,0.997503
Qq2k3k3v100v100m800s2,1,11.77,103,1.45875,200,100,0.10875,0.962388
Qq2k3k3v100v100m800s3,1,12.215,91,1.5075,200,100,0.13125,1.036487
Qq2k3k3v100v100m800s4,1,11.925,103,1.505,200,100,0.125,0.987578
Qq2k3k3v100v100m800s5,1,11.905,86,1.48875,200,100,0.1125,0.984291
Qq2k3k3v100v100m800s6,1,12.175,84,1.54,200,100,0.1225,1.029598
Qq2k3k3v100v100m800s7,1,11.89,99,1.47625,200,100,0.115,0.981833
Qq2k3k3v100v100m800s8,1,12.105,76,1.51875,200,100,0.125,1.017654
Qq2k3k3v100v100m800s9,1,11.89,88,1.4725,200,100,0.115,0.981833
Qq2k3k3v20v20m120s10,1,8.525,16,1.475,40,20,0.075,0.899736
Qq2k3k3v20v20m120s1,1,9.4,9,1.508333,40,20,0.133333,1.093023
Qq2k3k3v20v20m120s2,1,8.95,14,1.475,40,20,0.083333,0.98895
Qq2k3k3v20v20m120s3,1,9.175,14,1.516667,40,20,0.141667,1.03966
Qq2k3k3v20v20m120s4,1,8.475,15,1.383333,40,20,0.083333,0.889764
Qq2k3k3v20v20m120s5,1,8.6,12,1.408333,40,20,0.083333,0.914894
Qq2k3k3v20v20m120s6,1,8.8,15,1.458333,40,20,0.108333,0.956522
Qq2k3k3v20v20m120s7,1,8.9,11,1.416667,40,20,0.125,0.978022
Qq2k3k3v20v20m120s8,1,9.025,15,1.575,40,20,0.141667,1.005571
Qq2k3k3v20v20m120s9,1,8.9,12,1.508333,40,20,0.1,0.978022
Qq2k3k3v20v20m160s10,1,11.525,20,1.4625,40,20,0.08125,0.923848
Qq2k3k3v20v20m160s1,1,12.675,11,1.51875,40,20,0.125,1.119205
Qq2k3k3v20v20m160s2,1,11.875,22,1.45,40,20,0.1,0.979381
Qq2k3k3v20v20m160s3,1,12.025,20,1.50625,40,20,0.125,1.004175
Qq2k3k3v20v20m160s4,1,11.425,20,1.4375,40,20,0.08125,0.908549
Qq2k3k3v20v20m160s5,1,11.45,17,1.45,40,20,0.06875,0.912351
Qq2k3k3v20v20m160s6,1,11.65,23,1.44375,40,20,0.1,0.94332
Qq2k3k3v20v20m160s7,1,12.075,13,1.475,40,20,0.13125,1.012579
Qq2k3k3v20v20m160s8,1,11.775,20,1.5625,40,20,0.125,0.96319
Qq2k3k3v20v20m160s9,1,11.875,19,1.4875,40,20,0.10625,0.979381
Qq2k3k3v20v20m200s10,1,14.525,25,1.475,40,20,0.095,0.938611
Qq2k3k3v20v20m200s1,1,15.45,18,1.51,40,20,0.115,1.061856
Qq2k3k3v20v20m200s2,1,14.8,27,1.44,40,20,0.095,0.973684
Qq2k3k3v20v20m200s3,1,14.925,28,1.475,40,20,0.125,0.99005
Qq2k3k3v20v20m200s4,1,14.625,23,1.51,40,20,0.095,0.95122
Qq2k3k3v20v20m200s5,1,14.6,21,1.465,40,20,0.08,0.948052
Qq2k3k3v20v20m200s6,1,14.65,27,1.48,40,20,0.1,0.954397
Qq2k3k3v20v20m200s7,1,15.075,19,1.48,40,20,0.135,1.01005
Qq2k3k3v20v20m200s8,1,14.675,24,1.54,40,20,0.11,0.957586
Qq2k3k3v20v20m200s9,1,14.875,25,1.495,40,20,0.12,0.983471
Qq2k3k3v20v20m240s10,1,17.5,27,1.479167,40,20,0.0875,0.945946
Qq2k3k3v20v20m240s1,1,18.625,22,1.520833,40,20,0.120833,1.071942
Qq2k3k3v20v20m240s2,1,17.95,31,1.475,40,20,0.1,0.99446
Qq2k3k3v20v20m240s3,1,18.175,33,1.483333,40,20,0.129167,1.019635
Qq2k3k3v20v20m240s4,1,17.475,28,1.516667,40,20,0.108333,0.94332
Qq2k3k3v20v20m240s5,1,17.575,28,1.466667,40,20,0.0875,0.953867
Qq2k3k3v20v20m240s6,1,17.875,29,1.516667,40,20,0.108333,0.986207
Qq2k3k3v20v20m240s7,1,18.4,24,1.516667,40,20,0.141667,1.045455
Qq2k3k3v20v20m240s8,1,17.575,27,1.516667,40,20,0.1,0.953867
Qq2k3k3v20v20m240s9,1,17.875,31,1.5,40,20,0.125,0.986207
Qq2k3k3v20v20m280s10,1,20.425,32,1.485714,40,20,0.089286,0.946698
Qq2k3k3v20v20m280s1,1,21.6,30,1.496429,40,20,0.117857,1.058824
Qq2k3k3v20v20m280s2,1,21.275,33,1.517857,40,20,0.114286,1.026538
Qq2k3k3v20v20m280s3,1,21.15,36,1.467857,40,20,0.121429,1.014388
Qq2k3k3v20v20m280s4,1,20.8,29,1.535714,40,20,0.117857,0.981132
Qq2k3k3v20v20m280s5,1,20.6,31,1.446429,40,20,0.089286,0.962617
Qq2k3k3v20v20m280s6,1,21.225,32,1.510714,40,20,0.128571,1.021661
Qq2k3k3v20v20m280s7,1,21.25,28,1.496429,40,20,0.128571,1.024096
Qq2k3k3v20v20m280s8,1,20.925,27,1.532143,40,20,0.117857,0.992883
Qq2k3k3v20v20m280s9,1,20.9,35,1.496429,40,20,0.121429,0.990521
Qq2k3k3v20v20m320s10,1,23.8,34,1.49375,40,20,0.09375,0.983471
Qq2k3k3v20v20m320s1,1,24.425,34,1.478125,40,20,0.11875,1.036055
Qq2k3k3v20v20m320s2,1,24.2,36,1.4875,40,20,0.109375,1.016807
Qq2k3k3v20v20m320s3,1,24.425,40,1.48125,40,20,0.134375,1.036055
Qq2k3k3v20v20m320s4,1,23.35,38,1.50625,40,20,0.1125,0.947262
Qq2k3k3v20v20m320s5,1,23.6,37,1.478125,40,20,0.09375,0.967213
Qq2k3k3v20v20m320s6,1,24.125,37,1.515625,40,20,0.128125,1.010471
Qq2k3k3v20v20m320s7,1,24.425,33,1.50625,40,20,0.128125,1.036055
Qq2k3k3v20v20m320s8,1,24.075,31,1.540625,40,20,0.13125,1.00627
Qq2k3k3v20v20m320s9,1,23.8,38,1.475,40,20,0.1125,0.983471
Qq2k3k3v20v20m360s10,1,26.925,40,1.491667,40,20,0.102778,0.99446
Qq2k3k3v20v20m360s1,1,27.175,37,1.463889,40,20,0.111111,1.013048
Qq2k3k3v20v20m360s2,1,27.3,42,1.513889,40,20,0.113889,1.022472
Qq2k3k3v20v20m360s3,1,27.35,45,1.486111,40,20,0.130556,1.026266
Qq2k3k3v20v20m360s4,1,26.175,45,1.5,40,20,0.105556,0.940701
Qq2k3k3v20v20m360s5,1,26.7,42,1.480556,40,20,0.1,0.978022
Qq2k3k3v20v20m360s6,1,27.4,40,1.536111,40,20,0.133333,1.030075
Qq2k3k3v20v20m360s7,1,27.2,40,1.491667,40,20,0.125,1.014925
Qq2k3k3v20v20m360s8,1,27.025,35,1.530556,40,20,0.127778,1.001854
Qq2k3k3v20v20m360s9,1,26.8,41,1.502778,40,20,0.113889,0.985294
Qq2k3k3v20v20m400s10,1,29.875,45,1.5,40,20,0.1025,0.991701
Qq2k3k3v20v20m400s1,1,30.45,42,1.4825,40,20,0.11,1.030457
Qq2k3k3v20v20m400s2,1,30.25,48,1.505,40,20,0.1175,1.016807
Qq2k3k3v20v20m400s3,1,30.425,49,1.4925,40,20,0.1325,1.02874
Qq2k3k3v20v20m400s4,1,29.125,53,1.4975,40,20,0.1125,0.94332
Qq2k3k3v20v20m400s5,1,29.525,46,1.4825,40,20,0.1,0.968827
Qq2k3k3v20v20m400s6,1,30.55,45,1.555,40,20,0.135,1.037351
Qq2k3k3v20v20m400s7,1,29.95,47,1.4825,40,20,0.12,0.996672
Qq2k3k3v20v20m400s8,1,29.75,39,1.515,40,20,0.1275,0.983471
Qq2k3k3v20v20m400s9,1,29.8,46,1.5075,40,20,0.11,0.986755
Qq2k3k3v20v20m80s10,1,5.475,12,1.3875,40,20,0.0625,0.83908
Qq2k3k3v20v20m80s1,1,6.175,8,1.475,40,20,0.15,1.060086
Qq2k3k3v20v20m80s2,1,6,9,1.475,40,20,0.0875,1
Qq2k3k3v20v20m80s3,1,5.975,12,1.5125,40,20,0.15,0.991701
Qq2k3k3v20v20m80s4,1,5.55,9,1.3625,40,20,0.0625,0.860465
Qq2k3k3v20v20m80s5,1,5.75,7,1.4125,40,20,0.0875,0.92
Qq2k3k3v20v20m80s6,1,5.7,11,1.45,40,20,0.0875,0.904762
Qq2k3k3v20v20m80s7,1,6.025,7,1.4875,40,20,0.125,1.008368
Qq2k3k3v20v20m80s8,1,6.175,11,1.675,40,20,0.1625,1.060086
Qq2k3k3v20v20m80s9,1,6.1,8,1.575,40,20,0.125,1.033898
Qq2k3k3v50v50m1000s10,1,30.17,101,1.511,100,50,0.111,1.011398
Qq2k3k3v50v50m1000s1,1,30.07,106,1.48,100,50,0.101,1.004678
Qq2k3k3v50v50m1000s2,1,29.85,120,1.487,100,50,0.116,0.99005
Qq2k3k3v50v50m1000s3,1,30.2,121,1.488,100,50,0.128,1.013423
Qq2k3k3v50v50m1000s4,1,29.69,127,1.507,100,50,0.119,0.979545
Qq2k3k3v50v50m1000s5,1,29.68,117,1.482,100,50,0.114,0.978892
Qq2k3k3v50v50m1000s6,1,30.46,109,1.54,100,50,0.13,1.031144
Qq2k3k3v50v50m1000s7,1,29.72,126,1.474,100,50,0.114,0.981506
Qq2k3k3v50v50m1000s8,1,30.46,91,1.527,100,50,0.122,1.031144
Qq2k3k3v50v50m1000s9,1,29.7,110,1.467,100,50,0.11,0.980198
Qq2k3k3v50v50m200s10,1,5.81,25,1.475,100,50,0.095,0.938611
Qq2k3k3v50v50m200s1,1,6.18,18,1.51,100,50,0.115,1.061856
Qq2k3k3v50v50m200s2,1,5.92,27,1.44,100,50,0.095,0.973684
Qq2k3k3v50v50m200s3,1,5.97,28,1.475,100,50,0.125,0.99005
Qq2k3k3v50v50m200s4,1,5.85,23,1.51,100,50,0.095,0.95122
Qq2k3k3v50v50m200s5,1,5.84,21,1.465,100,50,0.08,0.948052
Qq2k3k3v50v50m200s6,1,5.86,27,1.48,100,50,0.1,0.954397
Qq2k3k3v50v50m200s7,1,6.03,19,1.48,100,50,0.135,1.01005
Qq2k3k3v50v50m200s8,1,5.87,24,1.54,100,50,0.11,0.957586
Qq2k3k3v50v50m200s9,1,5.95,25,1.495,100,50,0.12,0.983471
Qq2k3k3v50v50m300s10,1,8.84,33,1.48,100,50,0.096667,0.965066
Qq2k3k3v50v50m300s1,1,9.2,31,1.486667,100,50,0.12,1.045455
Qq2k3k3v50v50m300s2,1,9.09,36,1.516667,100,50,0.116667,1.020202
Qq2k3k3v50v50m300s3,1,9.07,39,1.47,100,50,0.12,1.015677
Qq2k3k3v50v50m300s4,1,8.86,32,1.523333,100,50,0.116667,0.969365
Qq2k3k3v50v50m300s5,1,8.87,34,1.46,100,50,0.096667,0.971522
Qq2k3k3v50v50m300s6,1,9.04,35,1.496667,100,50,0.123333,1.008929
Qq2k3k3v50v50m300s7,1,9.14,31,1.49,100,50,0.126667,1.031603
Qq2k3k3v50v50m300s8,1,8.98,29,1.53,100,50,0.123333,0.995565
Qq2k3k3v50v50m300s9,1,9,35,1.493333,100,50,0.116667,1
Qq2k3k3v50v50m400s10,1,11.95,45,1.5,100,50,0.1025,0.991701
Qq2k3k3v50v50m400s1,1,12.18,42,1.4825,100,50,0.11,1.030457
Qq2k3k3v50v50m400s2,1,12.1,48,1.505,100,50,0.1175,1.016807
Qq2k3k3v50v50m400s3,1,12.17,49,1.4925,100,50,0.1325,1.02874
Qq2k3k3v50v50m400s4,1,11.65,53,1.4975,100,50,0.1125,0.94332
Qq2k3k3v50v50m400s5,1,11.81,46,1.4825,100,50,0.1,0.968827
Qq2k3k3v50v50m400s6,1,12.22,45,1.555,100,50,0.135,1.037351
Qq2k3k3v50v50m400s7,1,11.98,47,1.4825,100,50,0.12,0.996672
Qq2k3k3v50v50m400s8,1,11.9,39,1.515,100,50,0.1275,0.983471
Qq2k3k3v50v50m400s9,1,11.92,46,1.5075,100,50,0.11,0.986755
Qq2k3k3v50v50m500s10,1,14.96,58,1.498,100,50,0.108,0.994681
Qq2k3k3v50v50m500s1,1,15.04,53,1.476,100,50,0.1,1.005348
Qq2k3k3v50v50m500s2,1,14.9,61,1.484,100,50,0.11,0.986755
Qq2k3k3v50v50m500s3,1,15.15,61,1.514,100,50,0.13,1.020202
Qq2k3k3v50v50m500s4,1,14.73,64,1.504,100,50,0.116,0.964637
Qq2k3k3v50v50m500s5,1,14.77,54,1.496,100,50,0.104,0.969796
Qq2k3k3v50v50m500s6,1,15.22,56,1.552,100,50,0.132,1.02977
Qq2k3k3v50v50m500s7,1,15,60,1.494,100,50,0.116,1
Qq2k3k3v50v50m500s8,1,14.97,47,1.53,100,50,0.124,0.996008
Qq2k3k3v50v50m500s9,1,14.87,55,1.5,100,50,0.112,0.982816
Qq2k3k3v50v50m600s10,1,18.02,68,1.505,100,50,0.106667,1.002225
Qq2k3k3v50v50m600s1,1,17.96,68,1.478333,100,50,0.1,0.995565
Qq2k3k3v50v50m600s2,1,17.67,79,1.468333,100,50,0.11,0.963993
Qq2k3k3v50v50m600s3,1,18.13,69,1.515,100,50,0.121667,1.01455
Qq2k3k3v50v50m600s4,1,17.77,74,1.51,100,50,0.116667,0.974767
Qq2k3k3v50v50m600s5,1,17.96,63,1.51,100,50,0.116667,0.995565
Qq2k3k3v50v50m600s6,1,18.27,65,1.553333,100,50,0.125,1.030457
Qq2k3k3v50v50m600s7,1,17.93,73,1.485,100,50,0.116667,0.992252
Qq2k3k3v50v50m600s8,1,18.19,51,1.535,100,50,0.131667,1.021336
Qq2k3k3v50v50m600s9,1,17.99,64,1.503333,100,50,0.121667,0.99889
