@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC

@DATA
robots_1_5_5_75.2,1,9.606549
robots_1_5_5_8.4,1,9.708377
robots_1_5_5_87.4,1,9.708377
robots_1_5_5_93.4,1,9.708377
robots_1_5_5_95.8,1,9.760345
robots_1_5_5_97.2,1,9.606549
robots_1_5_5_99.8,1,9.760345
s1196_d3_u-shuffled,1,3.370607
s1269_d3_s-shuffled,1,3.264716
s27_d5_u-shuffled,1,2.828054
s298_d11_s-shuffled,1,3.525395
s298_d2_s-shuffled,1,3.516452
s298_d5_s-shuffled,1,3.523693
s298_d9_s-shuffled,1,3.525105
s3330_d10_u-shuffled,1,3.074155
s3330_d4_s-shuffled,1,3.056822
s386_d12_u-shuffled,1,3.541736
s499_d15_s-shuffled,1,3.742551
s499_d4_s-shuffled,1,3.763365
s510_d12_s-shuffled,1,3.364135
s510_d31_s-shuffled,1,3.366204
s510_d4_s-shuffled,1,3.355942
s713_d3_s-shuffled,1,2.876832
s713_d5_s-shuffled,1,2.900854
s820_d6_s-shuffled,1,3.863648
s820_d7_s-shuffled,1,3.861702
S-adeu-0,1,2.345968
S-adeu-1,1,2.319212
S-adeu-2,1,2.345968
S-adeu-3,1,2.319212
S-adeu-4,1,2.337049
S-adeu-5,1,2.337049
S-adeu-6,1,2.345968
S-adeu-7,1,2.319212
S-adeu-8,1,2.328131
S-adeu-9,1,2.319212
S-edau-0,1,2.345968
S-edau-1,1,2.319212
S-edau-2,1,2.345968
S-edau-3,1,2.319212
S-edau-4,1,2.337049
S-edau-5,1,2.337049
S-edau-6,1,2.345968
S-edau-7,1,2.319212
S-edau-8,1,2.328131
S-edau-9,1,2.319212
sortnetsort10.AE.stepl.005,1,1.96817
sortnetsort10.AE.stepl.012,1,1.97072
sortnetsort10.v.stepl.006,1,3.070655
sortnetsort10.v.stepl.007,1,3.072861
sortnetsort10.v.stepl.012-shuffled,1,3.078398
sortnetsort5.AE.stepl.003,1,1.963087
sortnetsort5.AE.stepl.005,1,1.971602
sortnetsort5.AE.stepl.006,1,1.973751
sortnetsort5.AE.stepl.007,1,1.975291
sortnetsort5.v.stepl.007-shuffled,1,3.125581
sortnetsort6.AE.stepl.003,1,1.964781
sortnetsort6.AE.stepl.006,1,1.972595
sortnetsort6.v.stepl.003-shuffled,1,3.073171
sortnetsort7.AE.stepl.003,1,1.965339
sortnetsort7.AE.stepl.005,1,1.970222
sortnetsort7.AE.stepl.006,1,1.97145
sortnetsort7.AE.stepl.009,1,1.973502
sortnetsort7.v.stepl.004-shuffled,1,3.08209
sortnetsort8.AE.stepl.005,1,1.969451
sortnetsort8.AE.stepl.007,1,1.971169
sortnetsort8.AE.stepl.009,1,1.972127
sortnetsort8.v.stepl.008-shuffled,1,3.090973
sortnetsort9.AE.stepl.004,1,1.967502
sortnetsort9.AE.stepl.005,1,1.968765
sortnetsort9.AE.stepl.012,1,1.971724
sortnetsort9.v.stepl.006,1,3.077475
sortnetsort9.v.stepl.012-shuffled,1,3.086518
ssa7552-159-00-shuffled,1,1.125855
ssa7552-159-50-shuffled,1,1.671252
ssa7552-159-90-shuffled,1,1.702456
ssa7552-160-50-shuffled,1,1.677132
stmt1_145_146,1,2.843137
stmt11_643_645,1,3.694017
stmt1_20_21,1,2.815789
stmt124_966_965,1,3.733997
stmt1_30_31,1,2.85
stmt137_903_911,1,3.707182
stmt1_392_393,1,3.541176
stmt16_0_1,1,3.848684
stmt1_629_630,1,3.746905
stmt16_47_48,1,3.851364
stmt16_818_819,1,3.919101
stmt17_143_144,1,3.572727
stmt17_18_19,1,3.670103
stmt17_63_70,1,4.294222
stmt17_63_78,1,4.326627
stmt17_82_94,1,4.412136
stmt1_787_788,1,3.605234
stmt17_99_98,1,3.779099
stmt1_811_812,1,3.944828
stmt18_258_260,1,3.465863
stmt19_125_302,1,3.472909
stmt19_133_257,1,3.416639
stmt19_137_313,1,3.479906
stmt19_142_261,1,3.410172
stmt19_177_302,1,3.472925
stmt1_919_920,1,3.749271
stmt19_214_309,1,3.474369
stmt19_217_250,1,3.422061
stmt19_2_180,1,3.400127
stmt19_261_266,1,3.434932
stmt19_2_83,1,3.384314
stmt19_313_318,1,3.515282
stmt19_313_412,1,3.565701
stmt19_3_177,1,3.401163
stmt19_3_309,1,3.484141
stmt19_3_78,1,3.387842
stmt19_3_83,1,3.392308
stmt19_66_318,1,3.487643
stmt19_66_90,1,3.379501
stmt19_67_83,1,3.378018
stmt19_79_87,1,4.390881
stmt19_83_302,1,3.48224
stmt19_83_90,1,3.387164
stmt19_90_133,1,3.386179
stmt21_127_258,1,3.414724
stmt21_134_418,1,3.5579
stmt21_143_258,1,3.407542
stmt21_252_310,1,3.470814
stmt21_267_310,1,3.476786
stmt21_310_360,1,3.54099
stmt21_4_5,1,3.353018
stmt21_70_258,1,3.415627
stmt21_71_304,1,3.475319
stmt21_71_70,1,3.368729
stmt21_79_314,1,3.484829
stmt21_79_91,1,3.383552
stmt22_179_182,1,3.415646
stmt22_6_80,1,3.379175
stmt22_92_259,1,3.407636
stmt23_66_76,1,4.3114
stmt24_148_149,1,2.845238
stmt24_292_293,1,3.445736
stmt24_765_766,1,3.700549
stmt24_7_8,1,2.529412
stmt25_52_53,1,3.832669
stmt25_597_598,1,3.548387
stmt2_649_723,1,3.678756
stmt2_649_776,1,3.77424
stmt27_149_224,1,3.420767
stmt27_296_297,1,3.426966
stmt27_93_98,1,3.771818
stmt28_68_81,1,4.352417
stmt29_21_275,1,3.446352
stmt2_976_999,1,3.759731
stmt31_100_276,1,3.445386
stmt31_22_23,1,3.373894
stmt32_122_129,1,2.848485
stmt32_153_277,1,3.444677
stmt32_228_277,1,3.448229
stmt3_639_640,1,3.631336
stmt37_941_942,1,3.778222
stmt38_943_942,1,3.785245
stmt39_34_107,1,3.400162
stmt3_969_973,1,3.756906
stmt41_235_286,1,3.461067
stmt41_262_275,1,3.669938
stmt41_336_385,1,3.570788
stmt41_36_37,1,3.393375
stmt44_107_108,1,2.772727
stmt44_107_113,1,2.818182
stmt44_252_301,1,3.476386
stmt44_40_162,1,3.4097
stmt44_40_41,1,3.398821
stmt44_554_604,1,3.582106
stmt46_163_289,1,3.465003
stmt47_239_290,1,3.465671
stmt50_167_293,1,3.473133
stmt52_117_295,1,3.474072
stmt52_295_394,1,3.558586
stmt52_54_55,1,3.407197
stmt53_208_245,1,3.431034
stmt5_731_730,1,3.73913
stmt6_13_14,1,2.705882
stmt70_191_213,1,3.5
stmt70_495_501,1,3.596774
stmt72_696_721,1,3.730114
stmt7_33_34,1,3.687023
stmt82_224_225,1,3.453125
stmt85_64_122,1,3.387231
stmt86_889_890,1,3.7811
stmt9_350_351,1,3.611354
stmt9_445_446,1,3.422492
szymanski-10-s-shuffled,1,1.448442
szymanski-24-s-shuffled,1,1.491275
T-adeu-0,1,2.482255
T-adeu-1,1,2.452192
T-adeu-2,1,2.482255
T-adeu-3,1,2.452192
T-adeu-4,1,2.472234
T-adeu-5,1,2.472234
T-adeu-6,1,2.482255
T-adeu-7,1,2.452192
T-adeu-8,1,2.462213
T-adeu-9,1,2.452192
T-edau-0,1,2.482255
T-edau-1,1,2.452192
T-edau-2,1,2.482255
T-edau-3,1,2.452192
T-edau-4,1,2.472234
T-edau-5,1,2.472234
T-edau-6,1,2.482255
T-edau-7,1,2.452192
T-edau-8,1,2.462213
T-edau-9,1,2.452192
term1.blif_0.10_0.20_0_0_out_exact-shuffled,1,4.011765
term1.blif_0.10_0.20_0_1_inp_exact-shuffled,1,3.893369
term1.blif_0.10_1.00_0_0_out_exact-shuffled,1,4.036004
test1_quant2,1,3.071895
test1_quant3,1,3.179167
test1_quant_squaring2,1,3.071895
test1_quant_squaring3,1,3.144054
test3_quant2-shuffled,1,3.127049
test3_quant4,1,3.264535
test3_quant_squaring4,1,3.196121
test4_quant2,1,3.08589
test4_quant4,1,3.224215
test4_quant_squaring2,1,3.08589
test4_quant_squaring4,1,3.169492
test5_quant5-shuffled,1,3.354749
test5_quant_squaring5-shuffled,1,3.228417
texas.ifetch1^4.E-f4-shuffled,1,2.843781
texas.ifetch1^9.E-f4-shuffled,1,2.806594
TOILET10.1.iv.20-shuffled,1,3.086651
TOILET16.1.iv.32-shuffled,1,3.11257
TOILET7.1.iv.13-shuffled,1,2.907268
TOILET7.1.iv.14-shuffled,1,2.904651
toilet_a_02_01.2-shuffled,1,1.888889
toilet_a_02_10.2-shuffled,1,1.777778
toilet_a_04_10.2-shuffled,1,2.971429
toilet_a_06_01.4-shuffled,1,17.651163
toilet_a_06_10.2-shuffled,1,8.989474
toilet_a_08_01.4-shuffled,1,84.321429
toilet_a_08_10.2-shuffled,1,40.366667
toilet_a_10_01.11-shuffled,1,158.176796
toilet_a_10_01.5-shuffled,1,333.505882
toilet_a_10_10.2-shuffled,1,196.206897
toilet_c_02_01.2-shuffled,1,1.529412
toilet_c_04_01.4-shuffled,1,2.413793
toilet_c_04_10.2-shuffled,1,2
toilet_c_06_01.5-shuffled,1,2.951456
toilet_c_06_10.2-shuffled,1,2.331551
toilet_c_08_01.13-shuffled,1,2.979472
toilet_c_08_01.16-shuffled,1,2.968974
toilet_c_08_01.4-shuffled,1,3.102804
toilet_c_08_05.10-shuffled,1,3.577677
toilet_c_08_05.6-shuffled,1,3.418546
toilet_c_08_05.7-shuffled,1,3.475269
toilet_c_08_05.8-shuffled,1,3.517891
toilet_c_08_05.9-shuffled,1,3.551089
toilet_c_08_10.2-shuffled,1,2.451064
toilet_c_10_01.11-shuffled,1,3.370787
toilet_c_10_01.15-shuffled,1,3.256198
toilet_c_10_01.20-shuffled,1,3.177019
toilet_c_10_01.4-shuffled,1,4.106061
toilet_c_10_05.11-shuffled,1,3.800905
toilet_c_10_05.12-shuffled,1,3.807054
toilet_c_10_05.7-shuffled,1,3.758865
toilet_c_10_05.9-shuffled,1,3.78453
toilet_c_10_10.2-shuffled,1,2.957746
toilet_g_02_01.2-shuffled,1,1.636364
toilet_g_04_01.2-shuffled,1,2.181818
toilet_g_08_01.2-shuffled,1,3.72093
toilet_g_20_01.2-shuffled,1,12.952381
uclid-pipe2,1,2.807745
uclid-pipe3a,1,2.846995
Umbrella_tbm_05.tex.module.000011,1,3.016871
Umbrella_tbm_05.tex.module.000015,1,3.009274
Umbrella_tbm_05.tex.module.000025,1,2.961102
Umbrella_tbm_05.tex.module.000030,1,2.91723
Umbrella_tbm_05.tex.module.000039,1,2.859431
Umbrella_tbm_05.tex.module.000043,1,2.817343
Umbrella_tbm_05.tex.module.000053,1,2.748047
Umbrella_tbm_05.tex.module.000064,1,2.597374
Umbrella_tbm_05.tex.module.000065,1,2.581858
Umbrella_tbm_05.tex.module.000079,1,2.533181
Umbrella_tbm_05.tex.module.000088,1,2.501162
Umbrella_tbm_14.tex.moduleQ2.1S.000720,1,2.836491
Umbrella_tbm_14.tex.moduleQ2.1S.000749,1,2.836491
Umbrella_tbm_14.tex.moduleQ2.1S.000757,1,2.830967
Umbrella_tbm_14.tex.moduleQ2.1S.000773,1,2.832947
Umbrella_tbm_14.tex.moduleQ2.1S.000787,1,2.838505
Umbrella_tbm_14.tex.moduleQ2.1S.000792,1,2.834942
Umbrella_tbm_14.tex.moduleQ2.1S.000808,1,2.831397
Umbrella_tbm_14.tex.moduleQ2.1S.000812,1,2.836491
Umbrella_tbm_14.tex.moduleQ2.2S.000001,1,2.834942
Umbrella_tbm_14.tex.moduleQ2.2S.000002,1,2.834942
Umbrella_tbm_14.tex.moduleQ2.2S.000003,1,2.836491
Umbrella_tbm_21.tex.module.000024,1,2.985265
Umbrella_tbm_21.tex.module.000029,1,2.953729
Umbrella_tbm_21.tex.module.000044,1,2.846154
Umbrella_tbm_21.tex.module.000049,1,2.846154
Umbrella_tbm_21.tex.module.000056,1,2.83282
Umbrella_tbm_21.tex.module.000069,1,2.824534
Umbrella_tbm_21.tex.module.000079,1,2.823764
Umbrella_tbm_21.tex.module.000129,1,2.814309
Umbrella_tbm_21.tex.module.000134,1,2.794935
Umbrella_tbm_21.tex.module.000139,1,2.779983
Umbrella_tbm_21.tex.module.000149,1,2.764657
Umbrella_tbm_23.tex.moduleQ1.2S.000001,1,2.754201
Umbrella_tbm_24.tex.module.000066,1,2.488764
Umbrella_tbm_24.tex.module.000103,1,2.489426
Umbrella_tbm_24.tex.module.000131,1,2.545455
Umbrella_tbm_24.tex.moduleQ2.1S.000022,1,2.834989
Umbrella_tbm_24.tex.moduleQ2.1S.000136,1,2.834989
Umbrella_tbm_24.tex.moduleQ2.1S.000188,1,2.834989
Umbrella_tbm_25.tex.module.000003,1,3.14588
Umbrella_tbm_25.tex.module.000031,1,3.141378
Umbrella_tbm_25.tex.module.000041,1,3.123621
Umbrella_tbm_25.tex.module.000084,1,2.895133
Umbrella_tbm_25.tex.module.000087,1,2.895133
Umbrella_tbm_25.tex.module.000099,1,2.895133
Umbrella_tbm_25.tex.module.000106,1,2.904378
Umbrella_tbm_25.tex.module.000121,1,2.909472
Umbrella_tbm_25.tex.moduleQ3.2S.000052,1,3.003516
Umbrella_tbm_25.tex.moduleQ3.2S.000063,1,3.00605
Umbrella_tbm_25.tex.moduleQ3.2S.000075,1,3.003516
Umbrella_tbm_25.tex.moduleQ3.2S.000120,1,3.006042
Umbrella_tbm_26.tex.module.000004,1,2.928571
Umbrella_tbm_26.tex.module.000021,1,2.939076
Umbrella_tbm_26.tex.module.000041,1,2.800475
Umbrella_tbm_26.tex.module.000061,1,2.766287
Umbrella_tbm_26.tex.moduleQ3.2S.000009,1,3.004448
Umbrella_tbm_26.tex.moduleQ3.2S.000014,1,3.008492
Umbrella_tbm_26.tex.moduleQ3.2S.000020,1,3.004448
Umbrella_tbm_26.tex.moduleQ3.2S.000037,1,3.004448
Umbrella_tbm_26.tex.moduleQ3.2S.000041,1,2.998389
Umbrella_tbm_29.tex.module.000009,1,3.058459
Umbrella_tbm_29.tex.module.000010,1,3.048344
Umbrella_tbm_29.tex.module.000078,1,2.803299
Umbrella_tbm_29.tex.moduleQ2.2S.000001,1,2.957535
vis.arbiter.E-f4-shuffled,1,2.947942
vis.coherence^1.E-d4-shuffled,1,2.966161
vis.elevator^1.E-f2-shuffled,1,2.903536
vis.emodel.E-f4-shuffled,1,2.934014
vis.prodcell^01.E-d4-shuffled,1,2.985253
vis.prodcell^04.E-f4-shuffled,1,2.972694
vis.prodcell^05.E-f4-shuffled,1,2.973464
vis.prodcell^08.E-f4-shuffled,1,2.979591
vis.prodcell^09.E-f2-shuffled,1,2.933382
vis.prodcell^23.E-f4-shuffled,1,2.979101
vis.prodcell^24.E-f3-shuffled,1,2.967043
vonNeumann-ripple-carry-13-c-shuffled,1,1.47037
vonNeumann-ripple-carry-15-c-shuffled,1,1.473835
W3-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,2.989988
W4-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,3.044266
W4-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,2.996056
W4-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,3.120723
W4-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,2.994652
W5-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,3.040162
W5-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,3.112801
W5-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,3.004553
x120.0,1,3.010204
x120.1,1,3.008593
x120.2,1,3.01101
x120.3,1,3.013963
x120.4,1,3.01101
x120.5,1,3.008324
x120.6,1,3.011815
x120.7,1,3.006982
x120.8,1,3.007787
x120.9,1,3.010473
x240.0,1,3.02015
x240.1,1,3.018941
x240.2,1,3.021628
x240.3,1,3.019747
x240.4,1,3.022166
x240.5,1,3.020956
x240.6,1,3.020553
x240.7,1,3.02324
x240.8,1,3.020285
x240.9,1,3.020419
x30.0,1,2.946467
x30.1,1,2.941113
x30.2,1,2.943255
x30.3,1,2.947537
x30.4,1,2.937901
x30.5,1,2.940043
x30.6,1,2.931478
x30.7,1,2.937768
x30.8,1,2.928266
x30.9,1,2.947537
x60.0,1,2.987661
x60.1,1,2.988197
x60.2,1,2.984442
x60.3,1,2.989807
x60.4,1,2.982833
x60.5,1,2.98015
x60.6,1,2.995708
x60.7,1,2.987661
x60.8,1,2.983369
x60.9,1,2.991953
z4ml.blif_0.10_1.00_0_0_out_exact-shuffled,1,3.619048
