@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC

@DATA
./SAT03/handmade/anton/UNSAT/SGI_30_70_29_50_3-dir.shuffled-as.sat03-179.cnf,1,51.3814,0.1732,8.6927,0.8676,0.8785,0.6839,12.7917,0.9662,1.8499,0.8667,38.5622,0.0345,6.4478,0.9407,39.8818,73400,0.0201,0.8557,72530,0.069,0.8232,0.0057,0.0077,0.9662,0.0063,60.8797,0.0005,62.8092,3.0575,62.3485,73.4231,61.7365
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes2.cnf,1,117.045,0.1443,3.5914,0.8443,0.8472,0.9534,54.5294,0.9534,1.8787,0.8507,45.0726,0.0323,5.9345,0.9244,55.0073,266431,0.1901,0.6855,264031,0.0258,0.1573,0.0021,0.0019,0.9534,0.001,72.7869,0.0005,81.3062,2.6106,89.8909,99.0857,78.7573
./SAT03/handmade/stanion/hwb/hwb-n28-01-S136611085.shuffled-as.sat03-1627.cnf,1,4.9113,0.4147,0.4372,0.4716,0.0355,0.3472,4.3166,0.0101,0.2758,0.0019,1.294,0.3939,1.0624,0.9305,0.9748,896,2.3058,0.0005,792,0.053,0.0001,0.0808,0.0147,0.3864,0.0076,25.3281,0.0025,25.7912,0.4636,26.8132,27.2656,26.1146
./SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,25.4733,0.1293,0.1961,0.6055,0.7531,0.9049,42.2937,0.9049,1.1406,0.7297,15.5662,0.0769,5.5339,0.8301,17.6076,43179,0.0434,0.7129,41934,0.024,0.6634,0.0054,0.0035,0.9049,0.0016,32.6467,0.0008,37.0747,3.1687,41.0766,46.4036,36.4989
./SAT11/crafted/skvortsov/battleship/battleship-10-19-sat.cnf,1,1.4281,1.3564,0.567,0.9062,0.8159,0.8953,0.3796,0.8953,1.377,0.8159,2.4202,0,0.0001,0.9304,1.8514,955,0,0.8159,955,0.1,0.8159,0.0199,0.1334,0.8953,0.1298,77.4231,0.0094,79.1672,0,80.9113,80.9113,80.9113
./SAT11/crafted/skvortsov/automata-synchronization/crn_40_1521_s.cnf,1,524.5,0.0574,1.3576,0.0486,0.0194,0.2615,455.2,0.0069,0.0581,0.0001,0.2739,1.0245,0.2288,0.1086,0.0733,123981,3.149,0.0001,117851,0.0001,0,0.0013,0.0001,0.0338,0.0001,52.2293,0,221.2992,0.4093,390.3691,390.3691,390.3691
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes1.cnf,1,14.3492,0.1462,0.202,0.8273,0.8062,0.933,26.9686,0.933,1.4728,0.7959,26.9584,0.05,3.7597,0.9285,32.2578,61409,0.019,0.7867,60464,0.0433,0.7668,0.0055,0.0047,0.933,0.0024,54.7514,0.0014,69.6119,2.9364,93.5978,96.9374,60.7071
./SAT11/crafted/spence/sgen/sgen3-n240-s78945233-sat.cnf,1,8.191,0.2324,0.2183,0.6564,0.5832,0.6406,4.663,0.8333,0.4472,0.5832,1.0583,0,0.0001,0.8159,0.5353,576,0.0001,0.5831,576,0.0208,0.5831,0.0104,0.0207,0.8333,0.0191,37.8544,0,41.3812,0,45.4828,48.069,40.7529
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4231.cnf,1,215.125,0.4064,0.284,0.3247,0.593,0.0997,170.5,0,0.0844,0.5467,1.9432,0.0024,1.8126,0.4046,0.5048,100397,0.2112,0.4369,100330,0.0031,0.0008,0.0018,0.0024,0,0.0008,31.615,0,33.5881,3.2331,34.7821,35.8417,32.6105
./SAT07/crafted/spence/hard/s113-100.cnf,1,2.6353,0.2834,0.5236,0.8203,0.0398,0.5,1.0868,0,0,0.0033,0.8284,0,0.0597,0.9596,0.496,236,1.6635,0.0011,236,0.0265,0.0001,0.0508,0.0258,1,0.0254,17.1418,0.0127,17.8746,0.2557,18.9578,19.8879,17.6593
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4232.cnf,1,297.857,0.0826,1.7123,0.3279,0.5931,0.0997,160.5,0,0.083,0.547,2.2986,0.0021,1.8127,0.3802,0.308,100443,0.2103,0.439,100378,0.0031,0.0008,0.0018,0.0024,0,0.0008,31.5249,0,33.379,3.2291,33.7834,39.1429,32.1018
./SAT11/crafted/mosoi/289/289-unsat-6x34.cnf,1,10.8994,7.3633,5.8433,0.8153,0.4431,0.7545,12.3425,0.0179,0.5859,0.4431,8.9036,0.3333,0.0009,0.8942,8.6829,35088,0.0002,0.4431,34272,0.0196,0.443,0.0097,0.0178,0.0179,0.0178,27.8304,0.0049,29.5669,0,30.6265,34.1756,29.2768
./SAT11/crafted/mosoi/289/289-sat-6x8.cnf,1,0,0,0,0.9996,0.6098,0.7697,0,0.0789,0.6149,0.6098,3.5405,0.3333,0,0.9999,3.5426,2016,0,0.6098,1824,0.0833,0.6097,0.0395,0.0784,0.0789,0.0784,0,0.0203,0,0,0,0,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1820c171155gyes3.cnf,1,24.4557,0.1382,1.4633,0.7524,0.8324,0.944,38.71,0.944,1.6249,0.8217,34.3049,0.0417,5.0278,0.8997,40.1729,111739,0.0187,0.8115,109969,0.0348,0.7832,0.0041,0.0029,0.944,0.0016,48.5296,0.0008,57.7609,2.8657,59.7457,75.3514,53.4921
./SAT03/handmade/anton/UNSAT/SGI_30_70_26_60_1-dir.shuffled-as.sat03-167.cnf,1,10.6299,7.7324,0.1673,0.8909,0.8776,0.7289,31.0703,0.966,1.891,0.8654,38.5468,0.0345,6.041,0.9575,41.8741,65612,0.0174,0.8581,64832,0.0769,0.8412,0.0062,0.0094,0.966,0.0079,59.6866,0.0006,72.4355,2.9436,76.7643,95.9874,71.627
./SAT11/crafted/mosoi/289/289-sat-9x13.cnf,1,0.2455,48.8467,45.3542,0.9469,0.5016,0.7576,0.0046,0.0303,0.5919,0.5015,6.8892,0.3333,0.0003,0.9962,6.6585,12051,0.0001,0.5015,11583,0.0342,0.5015,0.0167,0.0302,0.0303,0.0302,33.9,0.0085,33.9,0,33.9,33.9,33.9
./SAT11/crafted/mosoi/289/289-sat-12x14.cnf,1,0.1187,8.6493,25.4337,0.8434,0.4585,0.7551,0.0411,0.0205,0.5872,0.4585,7.7862,0.3333,0.0007,0.9537,6.1139,25200,0.0002,0.4584,24528,0.0238,0.4581,0.0117,0.0205,0.0205,0.0205,30.3044,0.0059,34.5636,0,38.8228,38.8228,38.8228
./SAT09/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,67.8,0.6905,0.0925,0.0506,0.7896,0.6253,1446.37,0.1112,1.0846,0.6291,2.6966,0.004,0.9521,0.1567,4.0812,155712,0.3001,0.4192,155623,0.008,0.0101,0.003,0.0012,0.7744,0,19.7767,0,36.6051,2.8102,31.2308,109.1,24.1075
./SAT03/handmade/anton/UNSAT/SGI_30_60_29_30_6-dir.shuffled-as.sat03-130.cnf,1,9.0432,0.2414,0.1678,0.8382,0.9061,0.7352,10.5625,0.98,1.9496,0.9009,36.237,0.0345,4.8955,0.9515,34.3688,69964,0.015,0.8885,69094,0.069,0.852,0.005,0.0122,0.98,0.0122,68.7259,0.0004,78.3729,2.9186,87.3398,99.9689,74.378
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_512.cnf,1,21.9975,0.2151,0.2951,0.3424,0,0.5,18.3205,0,0,0,1.0291,0,1.5397,0.5425,0.3684,4492,0,0,4492,0.0078,0,0.0138,0.0103,0,0.0027,29.4252,0.0009,30.2892,0,31.6435,31.7665,30.1288
./SAT04/handmade/marijn/equilarge-l/equilarge_l2.used-as.sat04-894.cnf,1,89.5522,0.1065,0.8378,0.2243,0.0897,0.5045,90.7405,0.0763,0.156,0,0.4517,0.7735,0.5147,0.6366,0.1502,18555,2.3696,0,18124,0.002,0,0.034,0.0005,0.172,0.0003,35.7241,0.0001,40.6183,0.7891,45.7822,62.9139,40.0297
./SAT05/crafted/sorge05/QG7/dead-dnd003.shuffled-as.sat05-3109.cnf,1,12.5592,0.517,1.8713,0.5699,0.8253,0.5164,13.8978,0.5065,0.6143,0.8274,6.0914,0.1359,1.8734,0.7966,3.5338,11753,0.1666,0.7359,6961,0.0291,0,0.0424,0.0105,0.7477,0.0001,33.6362,0,35.1856,2.5441,39.8714,39.8714,35.2076
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g10.cnf,1,28.4211,0.3678,0.1553,0.8019,0.8376,0.9554,61.7241,0.9554,1.8728,0.7976,46.1257,0.0323,12.2704,0.8819,55.8087,266431,0.0851,0.723,263328,0.0262,0.5453,0.0021,0.0018,0.9554,0.0008,61.8603,0.0004,66.6205,2.7294,69.8689,79.8333,64.7136
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_3-log.shuffled-as.sat03-109.cnf,1,11.6085,0.1588,0.1561,0.5228,0.0818,0.0106,10.7641,0,0.016,0.0256,1.289,0,0.0018,0.648,0.736,58358,0.727,0.005,58358,0.0667,0.0004,0.1071,0.0026,0,0.0026,16.768,0.0002,18.2272,1.7367,18.2668,22.0609,17.9864
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_443.cnf,1,13.6928,0.2598,3.6279,0.6729,0.717,0.0753,17.1252,0.0112,1.1317,0.6746,24.4672,0,2.3448,0.8055,26.5645,26201,0.0966,0.6595,26201,0.0991,0.6368,0.0266,0.0084,0.9247,0.0084,41.0504,0.0007,41.4135,3.5563,41.7329,41.7329,41.457
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-16_238.cnf,1,13.1204,0.2659,3.4482,0.6925,0.6502,0.1119,16.2529,0,0.92,0.5977,13.681,0,2.1397,0.8114,13.9204,15812,0.1387,0.5892,15812,0.0672,0.5745,0.0254,0.0129,0.8881,0.0116,44.0871,0.0009,48.6855,2.9401,52.3671,52.3671,49.6024
./SAT03/handmade/anton/UNSAT/SGI_30_70_21_60_7-log.shuffled-as.sat03-151.cnf,1,7.7246,0.1836,0.1683,0.5726,0.1372,0.0114,6.9102,0,0.0162,0.1199,1.5338,0,0.0014,0.7013,0.924,40110,0.5129,0.0245,40110,0.0952,0.0212,0.1219,0.0026,0,0.0026,18.7718,0.0006,19.3997,1.4088,20.1307,20.5406,19.8055
./SAT11/crafted/spence/sgen/sgen3-n190-s29985700-unsat.cnf,1,2.807,0.3425,0.5794,0.7821,0.0262,0.5,1.1276,0,0,0.0024,0.6532,0,0.047,0.9633,0.3838,396,2.037,0.0007,396,0.0155,0,0.0303,0.0153,1,0.0152,25.0828,0,27.4694,0.1725,29.3943,30.862,27.5068
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p30-s33692332.cnf,1,178.667,7.4091,6.833,0.8609,0.9084,0.9793,650.414,0.9793,2.1151,0.8965,57.9307,0.028,6.5331,0.9585,52.2801,166723,0.0231,0.88,165438,0.0576,0.8343,0.0031,0.0075,0.9793,0.0075,77.9742,0.0005,94.7487,3.1627,109.5854,109.7289,94.0435
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,17.7472,0.599,5.6371,0.8177,0.7914,0.9259,23.006,0.9259,1.3838,0.779,24.4985,0.0556,5.6537,0.9199,28.3966,43649,0.0217,0.7695,42889,0.0486,0.7465,0.0062,0.0057,0.9259,0.0031,51.3353,0.0016,62.6665,2.9039,73.3768,73.5446,72.6552
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_1-log.shuffled-as.sat03-107.cnf,1,10.9302,0.1549,0.1635,0.5219,0.095,0.0104,9.9479,0,0.0162,0.0972,1.2817,0,0.0019,0.66,0.6667,56970,0.4844,0.0064,56970,0.0667,0.0052,0.0983,0.0026,0,0.0026,16.2285,0.0003,17.611,1.3313,18.658,20.3417,17.7511
./SAT02/handmade/simon/satex-challenges/par32-3.shuffled.cnf,1,41.7216,0.1507,0.2256,0.3345,0.0911,0.4086,44.5087,0.0805,0.1804,0,0.5539,2.6674,0.5739,0.9002,0.236,10297,2.13,0,5117,0.0058,0,0.0594,0.0016,0.3543,0.001,41.3719,0.0004,41.9453,0.4872,42.8755,42.8755,41.5885
./SAT11/crafted/skvortsov/battleship/battleship-14-14-unsat.cnf,1,13.4627,0.269,0.1603,0.8186,0.7362,0.8667,12.9404,0.8667,1.1331,0.7361,3.2711,0,0.0013,0.8588,2.5351,1470,0.0001,0.7361,1470,0.0714,0.736,0.0184,0.0959,0.8667,0.0959,66.6082,0.0088,66.9447,0,73.796,73.796,73.3852
./SAT11/crafted/mosoi/289/289-sat-4x8.cnf,1,0,0,0,1,0.5758,0.7813,0,0.125,0.6364,0.5758,2.638,0.3333,0,1,2.6292,896,0.0001,0.5757,768,0.125,0.5757,0.0573,0.1237,0.125,0.1237,0,0.0299,0,0,0,0,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes7.cnf,1,3150.06,0.096,4.0825,0.807,0.8534,0.956,63.9545,0.956,1.9057,0.85,52.8931,0.0313,9.2119,0.9044,58.8584,305320,0.1762,0.6985,301942,0.0242,0.1774,0.0021,0.0016,0.956,0.0008,61.2745,0.0005,67.2837,2.6704,70.5366,75.1905,67.1586
./SAT11/crafted/mosoi/289/289-unsat-21x14.cnf,1,63.1223,0.086,3.7613,0.7019,0.3936,0.7529,43.403,0.0114,0.5828,0.3933,10.1197,0.3333,0.0072,0.7843,7.844,78498,0.001,0.3932,77322,0.0136,0.3926,0.0068,0.0114,0.0114,0.0114,27.8261,0.0034,31.2367,0,35.1723,37.5547,32.3029
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes5.cnf,1,18.547,0.1515,0.5777,0.7748,0.821,0.9405,32.7113,0.9405,1.5477,0.8099,30.5551,0.0455,5.0476,0.8827,36.3194,84314,0.0193,0.8014,82811,0.0391,0.775,0.0045,0.0034,0.9405,0.0019,44.5146,0.0011,47.4779,2.9779,48.6921,56.8879,46.2776
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p30-s88600538.cnf,1,15601.2,3.3096,2.822,0.8906,0.9779,0.987,21234.2,0.987,2.7455,0.9732,131.404,0.0167,1.505,0.9507,109.661,926696,0.0519,0.9507,923045,0.034,0.1015,0.0013,0.0038,0.987,0.0002,117.9615,0.0001,139.8284,3.4963,161,166,147.3333
./SAT05/crafted/sorge05/QG7a/gensys-ukn009.shuffled-as.sat05-3849.cnf,1,42.9407,0.1303,0.1927,0.2388,0.7371,0.1382,53.422,0.0712,0.3789,0.6668,0.6236,0.0331,0.3226,0.538,0.0715,18718,0.2056,0.6212,16697,0.0045,0,0.0201,0.0031,0.0881,0.0001,17.1733,0,18.014,2.6646,20.1368,20.3111,18.6863
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes3.cnf,1,1891.56,5.7916,4.9234,0.8042,0.8371,0.9548,1199.59,0.9548,1.8771,0.8001,50.4158,0.0323,13.6186,0.8956,57.3366,266431,0.0834,0.7268,263417,0.0258,0.4863,0.0023,0.0018,0.9548,0.001,58.6304,0.0005,66.5029,2.662,77.2151,82.1569,63.0065
./SAT03/handmade/anton/SAT/SGI_30_80_15_90_4-dir.shuffled-as.sat03-6.cnf,1,2.5883,18.5954,0.3073,0.9737,0.9345,0.7612,11.5349,0.9893,1.6885,0.9302,32.4504,0.0345,1.5442,0.9868,26.6016,28508,0.0169,0.9127,28058,0.1333,0.8942,0.0074,0.0155,0.9893,0.0155,66.5459,0.0012,76.2586,2.765,83.8181,89.1863,75.1534
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34309.cnf,1,1877,0.1671,0,0.3325,0,0.5,1693,0,0,0,0.9618,0,0.3436,0.3361,0.3763,708206,0,0,708206,0.0001,0,0.0004,0.0003,0,0,62.5,0,93.6251,0,110.1667,159,87
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2100c215164gyes4.cnf,1,1845.88,5.3394,5.0275,0.8314,0.827,0.9506,599.912,0.9506,1.8118,0.7882,46.8651,0.0345,12.1045,0.9295,52.4599,215164,0.0888,0.7106,213064,0.0281,0.558,0.0024,0.0022,0.9506,0.0008,64.5319,0.0004,73.8687,2.7149,80.2636,91.2143,72.28
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf,1,16.9154,0.1431,0.2013,0.7576,0.8197,0.9397,32.9006,0.9397,1.5475,0.8093,29.9518,0.0455,6.9718,0.9099,36.2961,84314,0.0189,0.8005,82823,0.0391,0.7749,0.0047,0.0034,0.9397,0.0019,48.0156,0.0009,58.5849,2.786,67.0737,89.1617,55.0693
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p30-s52708253.cnf,1,19134,1.7416,1.9939,0.8584,0.9811,0.9834,544.25,0.9834,2.7515,0.9835,169.254,0.0166,1.7504,0.93,157.463,1163952,0.062,0.9625,1160280,0.0338,0.1897,0.0012,0.0031,0.9834,0.0031,112,0.0001,118.1665,3.1765,117.1765,149.6,113.4286
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-3.shuffled-as.sat05-2520.cnf,1,26.4137,0.1332,0.1481,0.2114,0.0401,0.2583,26.4657,0,0.135,0.0074,1.5756,0,0.1633,0.4732,1.0204,2416,1.4754,0.0008,2416,0.0177,0,0.0248,0.0036,0,0.0025,24.0249,0.0012,28.7354,0.7043,33.8868,42.293,32.6617
./SAT09/CRAFTED/parity-games/instance_n9_i9_pp.cnf,1,4194.67,1.3879,1.4482,0.039,0.6126,0.8316,2544,0.145,0.3581,0.3815,7.3133,0.4229,1.5213,0.1148,3.4122,454832,0.4934,0.0915,428369,0.003,0,0.0065,0.0001,0.6174,0,15.0157,0,18.8143,3.3729,25.546,25.546,19.7604
./SAT11/crafted/skvortsov/battleship/battleship-12-23-sat.cnf,1,1.2624,1.621,1.5054,0.9127,0.8398,0.9134,0.3374,0.9134,1.5467,0.8398,2.7287,0,0.0001,0.9333,2.1001,1662,0,0.8397,1662,0.0833,0.8397,0.0138,0.0947,0.9134,0.0915,101.1227,0.0066,104.6538,0,108.1849,108.1849,108.1849
./SAT11/crafted/mosoi/289/289-unsat-5x41.cnf,1,1.3685,16.7891,0.4892,0.8481,0.4464,0.7546,4.7159,0.0184,0.5862,0.4464,7.956,0.3333,0.0012,0.9295,8.3954,34235,0.0003,0.4463,33415,0.0195,0.4462,0.0096,0.0184,0.0184,0.0184,26.9901,0.0048,30.5522,0,34.2075,37.091,29.7628
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_110.shuffled.cnf,1,7.9615,0.3028,0.2981,0.5735,0.0258,0.1908,6.93,0,0.0564,0.0105,1.4423,0,0.1346,0.7382,1.0085,1892,0.7665,0.0046,1892,0.0455,0.0004,0.0455,0.0551,0.0016,0.0486,25.4066,0.0037,25.5122,0.9627,25.594,25.9227,25.4478
./SAT05/crafted/sorge05/QG8/iso-ukn009.shuffled-as.sat05-3632.cnf,1,9.8856,0.2006,0.3952,0.2911,0.7976,0.5507,15.9691,0.7141,0.7837,0.7276,2.745,2.0757,0.9923,0.9448,1.3572,16587,0.2832,0.4982,2448,0.068,0,0.056,0.0103,0.7398,0.0004,0,0,0,3.3326,0,0,0
./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,19.5275,1.8489,0.1946,0.0929,0.282,0.6256,24.9964,0.2953,0.3659,0.0974,1.8015,1.7619,0.3363,0.3999,0.5945,19904,0.8819,0.0369,12009,0.005,0.0002,0.2837,0.0021,0.5966,0.0005,14.2902,0,15.9463,2.2862,17.3774,19.002,16.6277
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes7.cnf,1,628.333,0.1135,5.2527,0.7799,0.8299,0.9523,53,0.9523,1.8075,0.7894,43.6323,0.0345,9.1212,0.9181,51.4803,215164,0.0869,0.7182,212478,0.0276,0.5578,0.0026,0.002,0.9523,0.0009,57.0853,0.0005,62.0523,2.694,65.3696,74,60.8018
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_s.cnf,1,11.9656,0.187,0.1872,0.1236,0.2949,0.5073,14.5402,0.1883,0.3926,0.0977,1.4727,2.4872,0.3771,0.5511,0.4361,10578,0.8439,0.0369,5437,0.011,0.0007,0.2814,0.0046,0.4677,0.0011,15.9856,0.0002,17.6982,2.5365,19.1586,20.1813,17.6757
./SAT05/crafted/markstrom05/eulcbip/eulcbip-7-UNSAT.shuffled-as.sat05-3936.cnf,1,5.3182,0.5135,0.4089,0.2602,0.0011,0.297,1.4607,0,0.0136,0,0.9011,0.0075,0.0347,0.6245,0.4373,672,8.3598,0,670,0.0299,0,0.0299,0.009,0.003,0.009,32.0521,0.006,34.9164,0.044,36.9746,37.272,36.8598
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p15-s98191766.cnf,1,50.4,0.1296,0.0488,0.8884,0.977,0.9802,58.3636,0.9802,2.4079,0.9812,98.7117,0.0215,1.7582,0.9433,97.7799,566749,0.0673,0.9539,564372,0.0438,0.1187,0.0017,0.0041,0.9802,0.0041,81.512,0.0003,94.6139,3.2172,106.6333,115.5,100.765
./SAT11/crafted/mosoi/289/289-sat-11x4.cnf,1,0,0,0,0.9999,0.5993,0.7727,0,0.0909,0.6205,0.5993,3.2526,0.3333,0,1,3.2447,1628,0,0.5993,1452,0.0909,0.5992,0.0427,0.0902,0.0909,0.0902,0,0.022,0,0,0,0,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p30-s84954709.cnf,1,1537.12,5.4057,4.8186,0.8848,0.8972,0.9818,1120.06,0.9818,2.4442,0.8903,78.0576,0.0217,4.6063,0.9461,84.8551,356340,0.0997,0.8088,354225,0.0444,0.445,0.0021,0.0058,0.9818,0.0058,86.4351,0.0003,89.9555,2.9496,90.2679,90.3362,87.5385
./SAT11/crafted/mosoi/289/289-sat-14x8.cnf,1,0.0017,51.449,48.3218,0.9544,0.5077,0.758,0.0008,0.0319,0.5926,0.5077,6.6224,0.3333,0.0007,0.9967,6.496,10976,0.0001,0.5077,10528,0.0357,0.5075,0.0175,0.0318,0.0319,0.0318,30.7394,0.0088,34.9281,0,39.1168,39.1168,39.1168
./SAT11/crafted/mosoi/289/289-sat-11x10.cnf,1,0.1894,52.2781,48.3632,0.9571,0.509,0.7581,0.0007,0.0323,0.5928,0.509,6.5961,0.3333,0.0002,0.9969,6.4456,10670,0.0001,0.509,10230,0.0364,0.5088,0.0178,0.0322,0.0323,0.0322,32.2418,0.009,39.2021,0,46.1625,46.1625,46.1625
./SAT11/crafted/mosoi/289/289-sat-12x15.cnf,1,1.3253,3.3698,23.6629,0.8255,0.4506,0.7548,0.3172,0.0191,0.5865,0.4505,7.3884,0.3333,0.0006,0.947,5.4255,28980,0.0001,0.4505,28260,0.0222,0.4503,0.011,0.0191,0.0191,0.0191,28.8632,0.0055,36.2486,0,40.4114,40.4114,39.4714
./SAT03/handmade/stanion/hwb/hwb-n32-02-S1478512323.shuffled-as.sat03-1638.cnf,1,5.955,0.3735,0.4294,0.4151,0.0448,0.3685,5.7268,0.0209,0.2773,0.0006,1.1995,0.3697,1.0878,0.9302,0.9146,1078,2.6844,0.0001,958,0.0485,0,0.0731,0.0116,0.4071,0.0052,23.664,0.001,26.0871,0.6138,28.4563,28.613,27.5729
./SAT05/crafted/sorge05/QG8/gensys-ukn007.shuffled-as.sat05-3586.cnf,1,14.4749,0.2678,0.3901,0.725,0.9587,0.2739,20.5616,0.1475,0.2387,0.995,10.1594,0.1233,8.7827,0.966,10.1799,54220,0.1245,0.8955,47838,0.0173,0.002,0.0158,0.0032,0.1487,0.0005,0,0,0,1.361,0,0,0
./SAT11/crafted/spence/sgen/sgen3-n120-s55656844-unsat.cnf,1,2.6165,0.294,0.5299,0.8131,0.0369,0.5238,1.0951,0,0,0.0045,0.7945,0,0.0503,0.9599,0.4813,252,1.5509,0.0014,252,0.0248,0,0.0357,0.0241,1,0.0238,19.3295,0,19.6559,0.2852,19.79,22.2048,19.4562
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes1.cnf,1,19.1618,7.4239,0.1719,0.7856,0.8328,0.9446,165.596,0.9446,1.6247,0.8242,34.2672,0.0417,12.7488,0.9224,40.679,111739,0.016,0.8157,109939,0.0356,0.7852,0.0037,0.0029,0.9446,0.0012,47.1605,0.0007,52.3187,2.7956,54.2247,60.5,50.7128
./SAT11/crafted/mosoi/289/289-unsat-21x39.cnf,1,1116.75,2.2373,0.017,0.5032,0.6441,0.751,3448.09,0.0039,0.5792,0.5804,31.2083,0.3333,0.4418,0.5658,27.9356,628173,0.3374,0.3476,624897,0.0049,0.0026,0.0024,0.0039,0.0039,0.0039,28.9153,0.0012,28.9153,0,28.9153,28.9153,28.9153
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g7.cnf,1,40.1228,0.1675,12.8502,0.8286,0.7914,0.9261,22.1132,0.9261,1.3868,0.7805,24.2171,0.0556,6.786,0.9425,28.2707,43649,0.0199,0.7717,42889,0.0486,0.7442,0.0065,0.0058,0.9261,0.0034,52.6116,0.0016,65.6897,2.8138,80.3343,85.0653,58.8306
./SAT03/handmade/gomes/bqwh/bqwh.60.1152.shuffled-as.sat03-1650.cnf,1,186.636,0.372,0.1742,0.4565,0.8136,0.713,294.556,0.9532,0.4767,0.7851,2.848,0,0.1103,0.649,3.7458,72812,0.0803,0.7338,72812,0.0019,0.1601,0.0005,0.0003,0.955,0.0001,21.1356,0.0001,27.0885,2.6307,28.1515,36,23.5873
